"","CHEM_ID","LIB_ID","COMP_ID","CHRO_LIB_ENTRY_ID","SUPER_PATHWAY","SUB_PATHWAY","PATHWAY_SORTORDER","TYPE","INCHIKEY","SMILES","CHEMICAL_NAME","PLOT_NAME","LIPID SPECIES LEVEL","LIPID MOLECULAR SPECIES LEVEL","LIPID SN POSITION LEVEL","CAS","CHEMSPIDER","HMDB","KEGG","PUBCHEM","PLATFORM","CHEMICAL_NAME_final","original_index","final_metabolite_id","metabolite_id_origin"
"1",35,400,42370,166164,"Amino Acid","Glutamate Metabolism",64,"NAMED","DWAKNKKXGALPNW-UHFFFAOYSA-N","OC(C1CCC=N1)=O","S-1-pyrroline-5-carboxylate","S-1-pyrroline-5-carboxylate",NA,NA,NA,"2906-39-0","10140206","HMDB0001301","C04322","11966181","Pos Early","s_1_pyrroline_5_carboxylate",1,"HMDB0001301","COMETS"
"2",50,400,485,155305,"Amino Acid","Polyamine Metabolism",554,"NAMED","ATHGHQPFGPMSJY-UHFFFAOYSA-N","NCCCCNCCCN","spermidine","spermidine",NA,NA,NA,"124-20-9","1071","HMDB0001257","C00315","1102","Pos Early","spermidine",2,"HMDB0001257","COMETS"
"3",55,400,27665,155829,"Cofactors and Vitamins","Nicotinate and Nicotinamide Metabolism",4351,"NAMED","LDHMAVIPBRSVRG-UHFFFAOYSA-N","C[N+]1=CC(C([NH-])=O)=CC=C1","1-methylnicotinamide","1-methylnicotinamide",NA,NA,NA,"1005-24-9","8305504","HMDB0000699","C02918","457","Pos Early","1_methylnicotinamide",3,"HMDB0000699","COMETS"
"4",62,209,38395,143675,"Lipid","Fatty Acid, Dihydroxy",2053,"NAMED","CQSLTKIXAJTQGA-FLIBITNWSA-N","CCCCCC(C(C/C=C\CCCCCCCC(O)=O)O)O","12,13-DiHOME","12,13-DiHOME",NA,NA,NA,"263399-35-5","8412123","HMDB0004705","C14829","10236635","Neg","12_13_dihome",4,"HMDB0004705","COMETS"
"5",93,305,528,146398,"Energy","TCA Cycle",1464,"NAMED","KPGXRSRHYNQIFN-UHFFFAOYSA-N","O=C(C(O)=O)CCC(O)=O","alpha-ketoglutarate","alpha-ketoglutarate",NA,NA,NA,"328-50-7,22202-68-2,305-72-6","50","HMDB0000208","C00026","51","Polar","alpha_ketoglutarate",5,"HMDB0000208","COMETS"
"6",93,305,528,146398,"Energy","TCA Cycle",1464,"NAMED","KPGXRSRHYNQIFN-UHFFFAOYSA-N","O=C(C(O)=O)CCC(O)=O","alpha-ketoglutarate","alpha-ketoglutarate",NA,NA,NA,"328-50-7,22202-68-2,305-72-6","50","HMDB0000208","C00026","51","Polar","alpha_ketoglutarate",5,"HMDB0000208_M33453","COMETS"
"7",98,209,1417,124553,"Amino Acid","Tryptophan Metabolism",278,"NAMED","HCZHHEIFKROPDY-UHFFFAOYSA-N","OC1=C(C=CC=C2)C2=NC(C(O)=O)=C1","kynurenate","kynurenate",NA,NA,NA,"492-27-3","3712","HMDB0000715","C01717","3845","Neg","kynurenate",6,"HMDB0000715","COMETS"
"8",111,305,1549,147711,"Amino Acid","Leucine, Isoleucine and Valine Metabolism",434,"NAMED","DBXBTMSZEOQQDU-UHFFFAOYSA-N","CC(C(O)=O)CO","3-hydroxyisobutyrate","3-hydroxyisobutyrate",NA,NA,NA,"2068-83-9","10140307","HMDB0000336","C01188,C06001","11966314","Polar","3_hydroxyisobutyrate",7,"HMDB0000336","COMETS"
"9",112,305,531,146400,"Lipid","Mevalonate Metabolism",3204,"NAMED","NPOAOTPXWNWTSH-UHFFFAOYSA-N","CC(CC(O)=O)(CC(O)=O)O","3-hydroxy-3-methylglutarate","3-hydroxy-3-methylglutarate",NA,NA,NA,"503-49-1","4573695","HMDB0000355","C03761","1662,5459993","Polar","3_hydroxy_3_methylglutarate",8,"HMDB0000355","COMETS"
"10",132,400,1414,155361,"Carbohydrate","Glycolysis, Gluconeogenesis, and Pyruvate Metabolism",1255,"NAMED","OSJPPGNTCRNQQC-UHFFFAOYSA-N","OC(C(O)=O)COP(O)(O)=O","3-phosphoglycerate","3-phosphoglycerate",NA,NA,NA,"80731-10-8","10669764","HMDB0000807","C00597","724","Pos Early","3_phosphoglycerate",9,"HMDB0000807","COMETS"
"11",136,209,22842,124689,"Lipid","Primary Bile Acid Metabolism",3486,"NAMED","BHQCQFFYRZLCQQ-OLRQUHAPSA-N","O[C@H]1[C@@]2([H])[C@]3([H])CC[C@H]([C@H](C)CCC(O)=O)[C@@]3(C)[C@@H](O)C[C@]2([H])[C@@]4(C)CC[C@@H](O)CC4C1","cholate","cholate",NA,NA,NA,"81-25-4",NA,"HMDB0000619","C00695","221493","Neg","cholate",10,"HMDB0000619","COMETS"
"12",158,209,1418,123205,"Nucleotide","Pyrimidine Metabolism, Thymine containing",4315,"NAMED","NBAKTGXDIBVZOO-UHFFFAOYSA-N","O=C(NCC1C)NC1=O","5,6-dihydrothymine","5,6-dihydrothymine",NA,NA,NA,"696-04-8","84456","HMDB0000079","C00906","93556","Neg","5_6_dihydrothymine",11,"HMDB0000079","COMETS"
"13",171,305,3127,145750,"Nucleotide","Purine Metabolism, (Hypo)Xanthine/Inosine containing",4155,"NAMED","FDGQSTZJBFJUBT-UHFFFAOYSA-N","O=C1C(N=CN2)=C2N=CN1","hypoxanthine","hypoxanthine",NA,NA,NA,"68-94-0","768","HMDB0000157","C00262","790,135398638","Polar","hypoxanthine",12,"HMDB0000157","COMETS"
"14",171,305,3127,145750,"Nucleotide","Purine Metabolism, (Hypo)Xanthine/Inosine containing",4155,"NAMED","FDGQSTZJBFJUBT-UHFFFAOYSA-N","O=C1C(N=CN2)=C2N=CN1","hypoxanthine","hypoxanthine",NA,NA,NA,"68-94-0","768","HMDB0000157","C00262","790,135398638","Polar","hypoxanthine",12,"HMDB0000157_HPOS_QI139","COMETS"
"15",179,209,38399,143740,"Lipid","Fatty Acid, Dihydroxy",2054,"NAMED","XEBKSQSGNGRGDW-YFHOEESVSA-N","CCCCC/C=C\CC(C(CCCCCCCC(O)=O)O)O","9,10-DiHOME","9,10-DiHOME",NA,NA,NA,"263399-34-4","8142232","HMDB0004704","C14828","9966640","Neg","9_10_dihome",13,"HMDB0004704","COMETS"
"16",180,209,1105,125969,"Lipid","Long Chain Polyunsaturated Fatty Acid (n3 and n6)",1590,"NAMED","OYHQOLUKZRVURQ-HZJYTTRNSA-N","OC(CCCCCCC/C=C\C/C=C\CCCCC)=O","linoleate (18:2n6)","linoleate (18:2n6)",NA,NA,NA,"60-33-3","4444105","HMDB0000673","C01595","5280450","Neg","linoleate_18_2n6",14,"HMDB0000673","COMETS"
"17",181,209,1645,125740,"Lipid","Medium Chain Fatty Acid",1525,"NAMED","POULHZVOKOAJMA-UHFFFAOYSA-N","O=C(O)CCCCCCCCCCC","laurate (12:0)","laurate (12:0)",NA,NA,NA,"143-07-7","3756","HMDB0000638","C02679","3893","Neg","laurate_12_0",15,"HMDB0000638","COMETS"
"18",182,305,1899,146452,"Cofactors and Vitamins","Nicotinate and Nicotinamide Metabolism",4335,"NAMED","GJAWHXHKYYXBSV-UHFFFAOYSA-N","OC(C(C=CC=N1)=C1C(O)=O)=O","quinolinate","quinolinate",NA,NA,NA,"89-00-9","1037","HMDB0000232","C03722","1066","Polar","quinolinate",16,"HMDB0000232","COMETS"
"19",189,400,1498,155380,"Amino Acid","Lysine Metabolism",119,"NAMED","MXNRLFUSFKVQSK-UHFFFAOYSA-N","C[N+](C)(CCCCC(C([O-])=O)N)C","N6,N6,N6-trimethyllysine","N6,N6,N6-trimethyllysine",NA,NA,NA,"23284-33-5","140379","HMDB0001325","C03793","440120","Pos Early","n6_n6_n6_trimethyllysine",18,"HMDB0001325","COMETS"
"20",192,400,37496,156406,"Amino Acid","Polyamine Metabolism",547,"NAMED","KLZGKIDSEJWEDW-UHFFFAOYSA-N","CC(NCCCCN)=O","N-acetylputrescine","N-acetylputrescine",NA,NA,NA,"18233-70-0","109095","HMDB0002064","C02714","122356","Pos Early","n_acetylputrescine",19,"HMDB0002064","COMETS"
"21",194,209,2829,124831,"Amino Acid","Methionine, Cysteine, SAM and Taurine Metabolism",444,"NAMED","PYUSHNKNPOHWEZ-UHFFFAOYSA-N","CSCCC(C(O)=O)NC=O","N-formylmethionine","N-formylmethionine",NA,NA,NA,"4289-98-9","388809","HMDB0001015","C03145","439750","Neg","n_formylmethionine",20,"HMDB0001015","COMETS"
"22",197,209,42382,124939,"Amino Acid","Methionine, Cysteine, SAM and Taurine Metabolism",453,"NAMED","ZJUKTBDSGOFHSH-UHFFFAOYSA-N","OC1C(N2C=NC3=C2N=CN=C3N)OC(CSCCC(N)C(O)=O)C1O","S-adenosylhomocysteine (SAH)","S-adenosylhomocysteine (SAH)",NA,NA,NA,"979-92-0","16788012","HMDB0000939","C00021","439155","Neg","s_adenosylhomocysteine_sah",21,"HMDB0000939","COMETS"
"23",207,209,2831,123233,"Nucleotide","Purine Metabolism, Adenine containing",4177,"NAMED","IVOMOUWHDPKRLL-UHFFFAOYSA-N","NC1=NC=NC2=C1N=CN2C3OC(CO4)C(OP4(O)=O)C3O","adenosine 3',5'-cyclic monophosphate (cAMP)","adenosine 3',5'-cyclic monophosphate (cAMP)",NA,NA,NA,"60-92-4","268","HMDB0000058","C00575","6076","Neg","adenosine 3'_5'_cyclic monophosphate_camp",22,"HMDB0000058","COMETS"
"24",208,400,3108,155484,"Nucleotide","Purine Metabolism, Adenine containing",4173,"NAMED","XTWYTFMLZFPYCI-KQYNXXCUSA-N","NC1=NC=NC2=C1N=CN2[C@@]3([H])[C@@](O)([H])[C@@](O)([H])[C@](COP(OP(O)(O)=O)(O)=O)([H])O3","adenosine 5'-diphosphate (ADP)","ADP",NA,NA,NA,"20398-34-9","5800","HMDB0001341","C00008","6022","Pos Early","adenosine 5'_diphosphate_adp",23,"HMDB0001341","COMETS"
"25",209,400,32342,155907,"Nucleotide","Purine Metabolism, Adenine containing",4174,"NAMED","UDMBCSSLTHHNCD-UHFFFAOYSA-N","NC1=NC=NC2=C1N=CN2C3OC(C(C3O)O)COP(O)(O)=O","adenosine 5'-monophosphate (AMP)","AMP",NA,NA,NA,"149022-20-8","10239183","HMDB0000045","C00020","6083","Pos Early","adenosine 5'_monophosphate_amp",24,"HMDB0000045","COMETS"
"26",212,400,1419,155365,"Amino Acid","Polyamine Metabolism",565,"NAMED","WUUGFSXJNOTRMR-IOSLPCCCSA-N","NC1=NC=NC2=C1N=CN2[C@H]3[C@H](O)[C@H](O)[C@@H](CSC)O3","5-methylthioadenosine (MTA)","5-methylthioadenosine (MTA)",NA,NA,NA,"2457-80-9","388321","HMDB0001173","C00170","439176","Pos Early","5_methylthioadenosine_mta",25,"HMDB0001173","COMETS"
"27",215,209,558,125963,"Cofactors and Vitamins","Nicotinate and Nicotinamide Metabolism",4361,"NAMED","SDMADEZQMYCSNO-UHFFFAOYSA-N","NC1=NC=NC2=C1N=CN2C3OC(C(C3O)O)COP(O)(OP(O)(OC4OC(C(C4O)O)CO)=O)=O","adenosine 5'-diphosphoribose (ADP-ribose)","adenosine 5'-diphosphoribose (ADP-ribose)",NA,NA,NA,"68414-18-6","3674071","HMDB0001178","C00301","192","Neg","adenosine 5'_diphosphoribose_adp_ribose",26,"COMP558","COMETS"
"28",229,209,1110,125971,"Lipid","Long Chain Polyunsaturated Fatty Acid (n3 and n6)",1596,"NAMED","YZXBAPSDXZZRGB-DOFZRALJSA-N","CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(O)=O","arachidonate (20:4n6)","arachidonate (20:4n6)",NA,NA,NA,"506-32-1","392692","HMDB0001043","C00219","444899","Neg","arachidonate_20_4n6",27,"HMDB0001043","COMETS"
"29",229,209,1110,125971,"Lipid","Long Chain Polyunsaturated Fatty Acid (n3 and n6)",1596,"NAMED","YZXBAPSDXZZRGB-DOFZRALJSA-N","CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(O)=O","arachidonate (20:4n6)","arachidonate (20:4n6)",NA,NA,NA,"506-32-1","392692","HMDB0001043","C00219","444899","Neg","arachidonate_20_4n6",27,"HMDB0001043_HMDB60102","COMETS"
"30",231,400,1638,155435,"Amino Acid","Urea cycle; Arginine and Proline Metabolism",491,"NAMED","ODKSFYDXXFIFQN-UHFFFAOYSA-N","N=C(N)NCCCC(N)C(O)=O","arginine","arginine",NA,NA,NA,"1119-34-2","227","HMDB0000517","C00062","6322","Pos Early","arginine",28,"HMDB0000517","COMETS"
"31",234,400,443,155304,"Amino Acid","Alanine and Aspartate Metabolism",36,"NAMED","CKLJMWTZIZZHCS-UHFFFAOYSA-N","NC(C(O)=O)CC(O)=O","aspartate","aspartate",NA,NA,NA,"56-84-8","5745","HMDB0000191","C00049","5960","Pos Early","aspartate",29,"HMDB0000191","COMETS"
"32",235,305,1432,145724,"Amino Acid","Phenylalanine Metabolism",162,"NAMED","CCVYRRGZDBSHFU-UHFFFAOYSA-N","OC(CC1=C(O)C=CC=C1)=O","2-hydroxyphenylacetate","2-hydroxyphenylacetate",NA,NA,NA,"614-75-5","11476","HMDB0000669","C05852","11970","Polar","2_hydroxyphenylacetate",30,"HMDB0000669","COMETS"
"33",240,209,32197,123321,"Amino Acid","Tyrosine Metabolism",187,"NAMED","JVGVDSSUAVXRDY-UHFFFAOYSA-N","OC(C(O)=O)CC1=CC=C(O)C=C1","3-(4-hydroxyphenyl)lactate","3-(4-hydroxyphenyl)lactate (HPLA)",NA,NA,NA,"6482-98-0","9010","HMDB0000755","C03672","9378","Neg","3_4_hydroxyphenyl_lactate",31,"HMDB0000755","COMETS"
"34",241,209,566,124529,"Amino Acid","Phenylalanine Metabolism",156,"NAMED","BTNMPGBKDVTSJY-UHFFFAOYSA-N","O=C(C(O)=O)CC1=CC=CC=C1","phenylpyruvate","phenylpyruvate",NA,NA,NA,"156-06-9","972","HMDB0000205","C00166","997","Neg","phenylpyruvate",32,"HMDB0000205","COMETS"
"35",244,400,55,155295,"Nucleotide","Pyrimidine Metabolism, Uracil containing",4274,"NAMED","UCMIRNVEIXFBKS-UHFFFAOYSA-N","NCCC(O)=O","beta-alanine","beta-alanine",NA,NA,NA,"107-95-9,56-41-7","234","HMDB0000056","C00099","239","Pos Early","beta_alanine",33,"HMDB0000056","COMETS"
"36",249,400,1768,155446,"Amino Acid","Histidine Metabolism",87,"NAMED","CQOVPNPJLQNMDC-ZETCQYMHSA-N","OC([C@H](CC1=CNC=N1)NC(CCN)=O)=O","carnosine","carnosine",NA,NA,NA,"305-84-0","388363","HMDB0000033","C00386","439224","Pos Early","carnosine",34,"HMDB0000033","COMETS"
"37",250,402,2137,158009,"Cofactors and Vitamins","Hemoglobin and Porphyrin Metabolism",4447,"NAMED","QBUVFDKTZJNUPP-YBRAVLHJSA-N","CC1=C(/C=C(N2)/C(C=C)=C(C)C2=O)NC(/C=C3C(CCC(O)=O)=C(C)C(/C=C(N4)\C(C)=C(C=C)C4=O)=N\3)=C1CCC(O)=O","biliverdin","biliverdin",NA,NA,NA,"55482-27-4,55482-27-4","10628548","HMDB0001008","C00500","5280353","Pos Late","biliverdin",35,"HMDB0001008","COMETS"
"38",252,305,1437,147106,"Energy","TCA Cycle",1467,"NAMED","KDYFGRWQOYBRFD-UHFFFAOYSA-N","OC(CCC(O)=O)=O","succinate","succinate",NA,NA,NA,"110-15-6","1078","HMDB0000254","C00042","1110","Polar","succinate",36,"HMDB0000254","COMETS"
"39",254,305,542,145710,"Lipid","Ketone Bodies",1961,"NAMED","WHBMMWSBFZVSSR-UHFFFAOYSA-N","CC(O)CC(O)=O","3-hydroxybutyrate (BHBA)","3-hydroxybutyrate (BHBA)",NA,NA,NA,"625-72-9","428","HMDB0000357","C03197,C01089","94318,441,92135","Polar","3_hydroxybutyrate_bhba",37,"HMDB0000357","COMETS"
"40",254,305,542,145710,"Lipid","Ketone Bodies",1961,"NAMED","WHBMMWSBFZVSSR-UHFFFAOYSA-N","CC(O)CC(O)=O","3-hydroxybutyrate (BHBA)","3-hydroxybutyrate (BHBA)",NA,NA,NA,"625-72-9","428","HMDB0000011","C03197,C01089","94318,441,92135","Polar","3_hydroxybutyrate_bhba",37,"HMDB0000011","COMETS"
"41",266,402,63,164177,"Lipid","Sterol",3221,"NAMED","HVYWMOMLDIMFJA-LBHVWCRMSA-N","CC1(C2C(C)CCCC(C)C)C(CC2)C(CC=C3C4(CC[C@H](O)C3)C)C4CC1","cholesterol","cholesterol",NA,NA,NA,"57-88-5","4937803","HMDB0000067","C00187","5997,6432564,11025495","Pos Late","cholesterol",38,"HMDB0000067","COMETS"
"42",267,400,34396,156099,"Lipid","Phospholipid Metabolism",2256,"NAMED","YHHSONZFOIEMCP-UHFFFAOYSA-N","C[N+](C)(CCOP(O)([O-])=O)C","choline phosphate","phosphocholine",NA,NA,NA,"72556-74-2","119298","HMDB0001565","C00588","1014","Pos Early","choline phosphate",39,"HMDB0001565","COMETS"
"43",272,209,5983,126005,"Lipid","Corticosteroids",3330,"NAMED","OMFXVFTZEKFJBZ-UHFFFAOYSA-N","CC(C(CC1)=CC2=O)(CC2)C3C1C(CCC4C(CO)=O)C4(C)CC3O","corticosterone","corticosterone",NA,NA,NA,"50-22-6","5550","HMDB0001547","C02140","5753","Neg","corticosterone",40,"HMDB0001547","COMETS"
"44",273,209,1769,124819,"Lipid","Corticosteroids",3348,"NAMED","MFYSYFVPBJMHGN-ZPOLXVRWSA-N","O[C@@]1([C@@](CO)=O)[C@](C2)(C)[C@](CC1)([H])[C@@](CCC3=CC4=O)([H])[C@]([C@@]3(C)CC4)([H])C2=O","cortisone","cortisone",NA,NA,NA,"53-06-5","361685","HMDB0002802","C00762","222786","Neg","cortisone",41,"HMDB0002802","COMETS"
"45",275,400,513,155307,"Amino Acid","Creatine Metabolism",538,"NAMED","DDRJAANPRJIHGJ-UHFFFAOYSA-N","CN(C(N1)=N)CC1=O","creatinine","creatinine",NA,NA,NA,"60-27-5","568","HMDB0000562","C00791","588","Pos Early","creatinine",42,"HMDB0000562","COMETS"
"46",278,400,35637,156206,"Amino Acid","Glutathione Metabolism",585,"NAMED","ZUKPVRWZDMRIEO-UHFFFAOYSA-N","NC(C(NCC(O)=O)=O)CS","cysteinylglycine","cysteinylglycine",NA,NA,NA,"19246-18-5","58762","HMDB0000078","C01419","439498","Pos Early","cysteinylglycine",43,"HMDB0000078","COMETS"
"47",279,400,56,155296,"Amino Acid","Methionine, Cysteine, SAM and Taurine Metabolism",469,"NAMED","LEVWYRKDKASIDU-UHFFFAOYSA-N","NC(C(O)=O)CSSCC(N)C(O)=O","cystine","cystine",NA,NA,NA,"56-89-3","575","HMDB0000192","C00491","67678","Pos Early","cystine",44,"HMDB0000192","COMETS"
"48",297,402,17747,158164,"Lipid","Sphingosines",3188,"NAMED","WWUZIQQURGPMPG-CCEZHUSRSA-N","CCCCCCCCCCCCC/C=C/C(C(CO)N)O","sphingosine","sphingosine",NA,NA,NA,"123-78-4","4510275","HMDB0000252","C00319","5280335","Pos Late","sphingosine",45,"HMDB0000252","COMETS"
"49",302,209,1114,125714,"Lipid","Secondary Bile Acid Metabolism",3513,"NAMED","KXGVEGMKQFWNSR-OHAQSFBXSA-N","CC12[C@@]([C@]3([H])CC[C@]4([H])C[C@H](O)CC[C@]4(C)[C@@]3([H])C[C@@H]2O)([H])CC[C@]1([H])[C@]([H])(C)CCC(O)=O","deoxycholate","deoxycholate",NA,NA,NA,"83-44-3","389318","HMDB0000626","C04483","222528,440355","Neg","deoxycholate",46,"CHEM302","COMETS"
"50",302,209,1114,125714,"Lipid","Secondary Bile Acid Metabolism",3513,"NAMED","KXGVEGMKQFWNSR-OHAQSFBXSA-N","CC12[C@@]([C@]3([H])CC[C@]4([H])C[C@H](O)CC[C@]4(C)[C@@]3([H])C[C@@H]2O)([H])CC[C@]1([H])[C@]([H])(C)CCC(O)=O","deoxycholate","deoxycholate",NA,NA,NA,"83-44-3","389318","HMDB0000626","C04483","222528,440355","Neg","deoxycholate",46,"CHEM100002178","COMETS"
"51",313,402,17769,158166,"Lipid","Sphingolipid Synthesis",3028,"NAMED","OTKJDMGTUTTYMP-UHFFFAOYSA-N","CCCCCCCCCCCCCCCC(C(CO)N)O","sphinganine","sphinganine",NA,NA,NA,"3102-56-5","3014","HMDB0000269","C00836","3126","Pos Late","sphinganine",47,"HMDB0000269","COMETS"
"52",314,209,12125,165436,"Lipid","Long Chain Saturated Fatty Acid",1542,"NAMED","UKMSUNONTOPOIO-UHFFFAOYSA-N","CCCCCCCCCCCCCCCCCCCCCC(O)=O","behenate (22:0)*","behenate (22:0)*",NA,NA,NA,"112-85-6","7923","HMDB0000944","C08281","8215","Neg","behenate_22_0",48,"HMDB0000944","COMETS"
"53",327,209,2134,124607,"Cofactors and Vitamins","Riboflavin Metabolism",4368,"NAMED","VWWQXMAJTJZDQX-KUIMXZBMSA-N","OC(C(O)C(O)COP(OP(OC[C@H]1O[C@@H](N(C=N2)C3=C2C(N)=NC=N3)[C@H](O)[C@@H]1O)(O)=O)(O)=O)CN(C(C=C(C)C(C)=C4)=C4N=C5C(N6)=O)C5=NC6=O","flavin adenine dinucleotide (FAD)","FAD",NA,NA,NA,"146-14-5,84366-81-4","559059","HMDB0001248","C00016","643975","Neg","flavin adenine dinucleotide_fad",49,"HMDB0001248","COMETS"
"54",330,305,1643,146876,"Energy","TCA Cycle",1468,"NAMED","VZCYOOQTPOCHFL-OWOJBTEDSA-N","OC(/C=C/C(O)=O)=O","fumarate","fumarate",NA,NA,NA,"100-17-8","10197150","HMDB0000134","C00122","444972","Polar","fumarate",50,"HMDB0000134","COMETS"
"55",331,400,36738,156248,"Peptide","Gamma-glutamyl Amino Acid",651,"NAMED","OWQDWQKWSLFFFR-UHFFFAOYSA-N","O=C(O)C(N)CCC(NC(C(O)=O)CCC(O)=O)=O","gamma-glutamylglutamate","gamma-glutamylglutamate",NA,NA,NA,"1116-22-9","83831","HMDB0011737","C05282","92865","Pos Early","gamma_glutamylglutamate",51,"HMDB0011737","COMETS"
"56",338,305,587,147098,"Xenobiotics","Food Component/Plant",4842,"NAMED","RGHNJXZEOKUKBD-SQOUGZDYSA-N","OC([C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO)=O","gluconate","gluconate",NA,NA,NA,"527-07-1","10240","HMDB0000625","C00257","10690,3085666","Polar","gluconate",52,"HMDB0000625","COMETS"
"57",339,305,396,146390,"Lipid","Fatty Acid, Dicarboxylate",1682,"NAMED","JFCQEDHGNNZCLN-UHFFFAOYSA-N","OC(CCCC(O)=O)=O","glutarate (C5-DC)","glutarate (C5-DC)",NA,NA,NA,"110-94-1","3618533","HMDB0000661","C00489","743,4418048","Polar","glutarate_c5_dc",53,"HMDB0000661","COMETS"
"58",340,400,58,160611,"Amino Acid","Glycine, Serine and Threonine Metabolism",1,"NAMED","DHMQDGOQFOQNFH-UHFFFAOYSA-N","NCC(O)=O","glycine","glycine",NA,NA,NA,"56-40-6","730","HMDB0000123","C00037","750","Pos Early","glycine",54,"HMDB0000123","COMETS"
"59",342,209,18476,126842,"Lipid","Primary Bile Acid Metabolism",3487,"NAMED","RFDAIACWWDREDC-FRVQLJSFSA-N","O=C(CNC(CC[C@H]([C@@H]1[C@@]2(C)[C@@H](O)C[C@]3([H])[C@@]4(C)CC[C@@H](O)C[C@@]4([H])C[C@@H](O)[C@@]3([H])[C@]2([H])CC1)C)=O)O","glycocholate","glycocholate",NA,NA,NA,"475-31-0,863-57-0","9734","HMDB0000138","C01921","10140","Neg","glycocholate",55,"HMDB0000138_C18_Q84","COMETS"
"60",342,209,18476,126842,"Lipid","Primary Bile Acid Metabolism",3487,"NAMED","RFDAIACWWDREDC-FRVQLJSFSA-N","O=C(CNC(CC[C@H]([C@@H]1[C@@]2(C)[C@@H](O)C[C@]3([H])[C@@]4(C)CC[C@@H](O)C[C@@]4([H])C[C@@H](O)[C@@]3([H])[C@]2([H])CC1)C)=O)O","glycocholate","glycocholate",NA,NA,NA,"475-31-0,863-57-0","9734","HMDB0000138","C01921","10140","Neg","glycocholate",55,"HMDB0000138","COMETS"
"61",344,400,43802,157048,"Amino Acid","Creatine Metabolism",536,"NAMED","BPMFZUMJYQTVII-UHFFFAOYSA-N","NC(NCC(O)=O)=N","guanidinoacetate","guanidinoacetate",NA,NA,NA,"352-97-6","743","HMDB0000128","C00581","763","Pos Early","guanidinoacetate",56,"HMDB0000128","COMETS"
"62",355,209,59,123153,"Amino Acid","Histidine Metabolism",73,"NAMED","HNDVDQJCIGZPNO-UHFFFAOYSA-N","NC(C(O)=O)CC1=CN=CN1","histidine","histidine",NA,NA,NA,"5934-29-2","752","HMDB0000177","C00135","6274","Neg","histidine",57,"HMDB0000177","COMETS"
"63",356,209,1712,124815,"Lipid","Corticosteroids",3338,"NAMED","JYGXADMDTFJGBT-VWUMJDOOSA-N","O[C@@]1([C@@](CO)=O)[C@]2(C)[C@](CC1)([H])[C@@](CCC3=CC4=O)([H])[C@]([C@@]3(C)CC4)([H])[C@@H](O)C2","cortisol","cortisol",NA,NA,NA,"50-23-7",NA,"HMDB0000063","C00735","5754","Neg","cortisol",58,"HMDB0000063","COMETS"
"64",358,400,590,155331,"Amino Acid","Methionine, Cysteine, SAM and Taurine Metabolism",477,"NAMED","VVIUBCNYACGLLV-UHFFFAOYSA-N","NCCS(O)=O","hypotaurine","hypotaurine",NA,NA,NA,"300-84-5","96959","HMDB0000965","C00519","107812","Pos Early","hypotaurine",59,"HMDB0000965","COMETS"
"65",361,209,1123,123191,"Nucleotide","Purine Metabolism, (Hypo)Xanthine/Inosine containing",4154,"NAMED","UGQMRVRMYYASKQ-KQYNXXCUSA-N","O[C@H]1[C@H](N2C(N=CN=C3O)=C3N=C2)O[C@H](CO)[C@H]1O","inosine","inosine",NA,NA,NA,"58-63-9","21241953","HMDB0000195","C00294","6021","Neg","inosine",60,"HMDB0000195","COMETS"
"66",361,209,1123,123191,"Nucleotide","Purine Metabolism, (Hypo)Xanthine/Inosine containing",4154,"NAMED","UGQMRVRMYYASKQ-KQYNXXCUSA-N","O[C@H]1[C@H](N2C(N=CN=C3O)=C3N=C2)O[C@H](CO)[C@H]1O","inosine","inosine",NA,NA,NA,"58-63-9","21241953","HMDB0000195","C00294","6021","Neg","inosine",60,"HMDB0000195_HPOS_QI141","COMETS"
"67",363,305,1124,145716,"Lipid","Inositol Metabolism",2224,"NAMED","CDAISMWEOUEBRE-GPIVLXJGSA-N","O[C@@H]1[C@@H](O)[C@H](O)[C@H](O)[C@H](O)[C@H]1O","myo-inositol","myo-inositol",NA,NA,NA,"87-89-8","10239179","HMDB0000211","C00137","892","Polar","myo_inositol",61,"HMDB0000211","COMETS"
"68",376,400,1125,155350,"Amino Acid","Leucine, Isoleucine and Valine Metabolism",391,"NAMED","AGPKZVBTJJNPAG-UHFFFAOYSA-N","NC(C(O)=O)C(C)CC","isoleucine","isoleucine",NA,NA,NA,"73-32-5","769","HMDB0000172","C06418,C00407,C16424","6306","Pos Early","isoleucine",62,"HMDB0000172","COMETS"
"69",381,305,6146,147948,"Amino Acid","Lysine Metabolism",126,"NAMED","OYIFNHCXNCRBQI-UHFFFAOYSA-N","OC(CCCC(N)C(O)=O)=O","2-aminoadipate","2-aminoadipate",NA,NA,NA,"1118-90-7,542-32-5","456","HMDB0000510","C00956","92136","Polar","2_aminoadipate",63,"HMDB0000510","COMETS"
"70",391,400,2132,155460,"Amino Acid","Urea cycle; Arginine and Proline Metabolism",500,"NAMED","RHGKLRLOHDJJDR-UHFFFAOYSA-N","NC(C(O)=O)CCCNC(N)=O","citrulline","citrulline",NA,NA,NA,"372-75-8","810","HMDB0000904","C00327","9750","Pos Early","citrulline",64,"HMDB0000904","COMETS"
