"","CHEM_ID","LIB_ID","COMP_ID","CHRO_LIB_ENTRY_ID","SUPER_PATHWAY","SUB_PATHWAY","PATHWAY_SORTORDER","TYPE","INCHIKEY","SMILES","CHEMICAL_NAME","PLOT_NAME","LIPID SPECIES LEVEL","LIPID MOLECULAR SPECIES LEVEL","LIPID SN POSITION LEVEL","CAS","CHEMSPIDER","HMDB","KEGG","PUBCHEM","PLATFORM","CHEMICAL_NAME_final","original_index","final_metabolite_id","metabolite_id_origin"
"731",100009038,402,57365,210891,"Lipid","Dihydrosphingomyelins",3127,"NAMED","MJAFYELZQYPMQG-MPQUPPDSSA-N","[H][C@](NC(CCCCCCCCCCCCC)=O)(COP(OCC[N+](C)(C)C)([O-])=O)[C@@](O)([H])CCCCCCCCCCCCCCC","myristoyl dihydrosphingomyelin (d18:0/14:0)*","myristoyl dihydrosphingomyelin (d18:0/14:0)*","SM 32:0;O2","SM 18:0;O2_14:0","SM 18:0;O2/14:0",NA,"24846886","HMDB0012085",NA,"44260138","Pos Late","myristoyl dihydrosphingomyelin_d18_0_14_0",842,"HMDB0012085","COMETS"
"732",100009045,209,52925,166034,"Peptide","Acetylated Peptides",1204,"NAMED","PTSRBZOZSRJCKX-JTQLQIEISA-N","O=C(N[C@H](C(O)=O)CCC(O)=O)CC1=CC=CC=C1","phenylacetylglutamate","phenylacetylglutamate",NA,NA,NA,NA,"9754592","HMDB0059772",NA,"11579826","Neg","phenylacetylglutamate",845,"HMDB0059772","COMETS"
"733",100009051,402,52629,165382,"Lipid","Phosphatidylcholine (PC)",2352,"NAMED","VGSUMLIRUGDCTF-NSMRCOLJSA-N","O=C(CCCCCCCCCCCCCCCCC)OC[C@]([H])(COP(OCC[N+](C)(C)C)([O-])=O)OC(CCCCCC/C=C\C/C=C\C/C=C\CCCCC)=O","1-stearoyl-2-dihomo-linolenoyl-GPC (18:0/20:3n3 or 6)*","1-stearoyl-2-dihomo-linolenoyl-GPC (18:0/20:3n3 or 6)*","PC 38:3","PC 18:0_20:3","Unknown",NA,"24766712","HMDB0008047",NA,NA,"Pos Late","1_stearoyl_2_dihomo_linolenoyl_gpc_18_0_20_3n3 or 6",846,"HMDB0008047","COMETS"
"734",100009052,402,52633,165386,"Lipid","Diacylglycerol",2934,"NAMED","SVXWJFFKLMLOHO-YAIZGCQRSA-N","OC[C@]([H])(OC(CCCCCCC/C=C\C/C=C\CCCCC)=O)COC(CCCCCCCCCCCCCCC)=O","palmitoyl-linoleoyl-glycerol (16:0/18:2) [1]*","palmitoyl-linoleoyl-glycerol (16:0/18:2) [1]*","DG 34:2","DG 16:0_18:2","Unknown",NA,"7822645","HMDB0007103",NA,"9543695","Pos Late","palmitoyl_linoleoyl_glycerol_16_0_18_2__1",847,"CHEM100009055","COMETS"
"735",100009055,402,52634,165387,"Lipid","Diacylglycerol",2935,"NAMED","ZKYDYRLDJZZKEU-BCTRXSSUSA-N","CCCCCCCCCCCCCCCC(OCC(O)COC(CCCCCCC/C=C\C/C=C\CCCCC)=O)=O","palmitoyl-linoleoyl-glycerol (16:0/18:2) [2]*","palmitoyl-linoleoyl-glycerol (16:0/18:2) [2]*","DG 34:2","DG 16:0_18:2","Unknown",NA,NA,"HMDB0007103",NA,"131801744","Pos Late","palmitoyl_linoleoyl_glycerol_16_0_18_2__2",848,"CHEM100009055","COMETS"
"736",100009066,402,52669,208075,"Lipid","Phosphatidylinositol (PI)",2558,"NAMED","PDLAMJKMOKWLAJ-KTBSNPQYSA-N","O=C(CCCCCCCCCCCCCCC)OC[C@@]([H])(OC(CCCCCCC/C=C\CCCCCCCC)=O)COP(O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O)(O)=O","1-palmitoyl-2-oleoyl-GPI (16:0/18:1)*","1-palmitoyl-2-oleoyl-GPI (16:0/18:1)*","PI 34:1","PI 16:0_18:1","Unknown",NA,"24767668","HMDB0009783",NA,"71296232","Pos Late","1_palmitoyl_2_oleoyl_gpi_16_0_18_1",849,"HMDB0009783","COMETS"
"737",100009069,402,52677,165443,"Lipid","Plasmalogen",2825,"NAMED","LJVXDBWIBQQKFU-CCJYEBHUSA-N","[H][C@](OC(CCCCCCC/C=C\C/C=C\CCCCC)=O)(COP(OCCN)(O)=O)CO/C=C\CCCCCCCCCCCCCC","1-(1-enyl-palmitoyl)-2-linoleoyl-GPE (P-16:0/18:2)*","1-(1-enyl-palmitoyl)-2-linoleoyl-GPE (P-16:0/18:2)*","PE O-34:3","PE P-16:0_18:2","PE P-16:0/18:2",NA,"24769229","HMDB0011343",NA,"52925127","Pos Late","1_1_enyl_palmitoyl_2_linoleoyl_gpe_p_16_0_18_2",851,"HMDB0011343","COMETS"
"738",100009069,402,52677,165443,"Lipid","Plasmalogen",2825,"NAMED","LJVXDBWIBQQKFU-CCJYEBHUSA-N","[H][C@](OC(CCCCCCC/C=C\C/C=C\CCCCC)=O)(COP(OCCN)(O)=O)CO/C=C\CCCCCCCCCCCCCC","1-(1-enyl-palmitoyl)-2-linoleoyl-GPE (P-16:0/18:2)*","1-(1-enyl-palmitoyl)-2-linoleoyl-GPE (P-16:0/18:2)*","PE O-34:3","PE P-16:0_18:2","PE P-16:0/18:2",NA,"24769229","HMDB0011343",NA,"52925127","Pos Late","1_1_enyl_palmitoyl_2_linoleoyl_gpe_p_16_0_18_2",851,"HMDB0011343_C8_QI65","COMETS"
"739",100009075,402,52683,165450,"Lipid","Phosphatidylcholine (PC)",2332,"NAMED","QJWDAOSZZYVBJZ-KXESGEQTSA-N","O=C(CCCCCCC/C=C\CCCCCC)OC[C@]([H])(COP(OCC[N+](C)(C)C)([O-])=O)OC(CCCCCCC/C=C\C/C=C\CCCCC)=O","1-palmitoleoyl-2-linoleoyl-GPC (16:1/18:2)*","1-palmitoleoyl-2-linoleoyl-GPC (16:1/18:2)*","PC 34:3","PC 16:1_18:2","Unknown",NA,"24766675","HMDB0008006",NA,"24778768","Pos Late","1_palmitoleoyl_2_linoleoyl_gpc_16_1_18_2",852,"HMDB0008006","COMETS"
"740",100009075,402,52683,165450,"Lipid","Phosphatidylcholine (PC)",2332,"NAMED","QJWDAOSZZYVBJZ-KXESGEQTSA-N","O=C(CCCCCCC/C=C\CCCCCC)OC[C@]([H])(COP(OCC[N+](C)(C)C)([O-])=O)OC(CCCCCCC/C=C\C/C=C\CCCCC)=O","1-palmitoleoyl-2-linoleoyl-GPC (16:1/18:2)*","1-palmitoleoyl-2-linoleoyl-GPC (16:1/18:2)*","PC 34:3","PC 16:1_18:2","Unknown",NA,"24766675","HMDB0008006",NA,"24778768","Pos Late","1_palmitoleoyl_2_linoleoyl_gpc_16_1_18_2",852,"HMDB0008006_C8_QI26","COMETS"
"741",100009078,402,52687,165457,"Lipid","Phosphatidylethanolamine (PE)",2467,"NAMED","GKAFCSRKMWFPSJ-RJXNKANHSA-N","O=C(CCCCCCC/C=C\CCCCCCCC)OC[C@]([H])(COP(OCCN)(O)=O)OC(CCCCCCC/C=C\C/C=C\CCCCC)=O","1-oleoyl-2-linoleoyl-GPE (18:1/18:2)*","1-oleoyl-2-linoleoyl-GPE (18:1/18:2)*","PE 36:3","PE 18:1_18:2","Unknown",NA,"7825703","HMDB0005349",NA,"9546753","Pos Late","1_oleoyl_2_linoleoyl_gpe_18_1_18_2",853,"HMDB0005349","COMETS"
"742",100009130,402,52697,165470,"Lipid","Phosphatidylcholine (PC)",2381,"NAMED","FPEVDFOXMCHLKL-KFDYCXSYSA-N","O=C(CCCCCCC/C=C\CCCCCCCC)OC[C@]([H])(COP(OCC[N+](C)(C)C)([O-])=O)OC(CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)=O","1-oleoyl-2-docosahexaenoyl-GPC (18:1/22:6)*","1-oleoyl-2-docosahexaenoyl-GPC (18:1/22:6)*","PC 40:7","PC 18:1_22:6","Unknown",NA,"24766785","HMDB0008123",NA,"24778955","Pos Late","1_oleoyl_2_docosahexaenoyl_gpc_18_1_22_6",858,"CHEM100009130","COMETS"
"743",100009130,402,52697,165470,"Lipid","Phosphatidylcholine (PC)",2381,"NAMED","FPEVDFOXMCHLKL-KFDYCXSYSA-N","O=C(CCCCCCC/C=C\CCCCCCCC)OC[C@]([H])(COP(OCC[N+](C)(C)C)([O-])=O)OC(CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)=O","1-oleoyl-2-docosahexaenoyl-GPC (18:1/22:6)*","1-oleoyl-2-docosahexaenoyl-GPC (18:1/22:6)*","PC 40:7","PC 18:1_22:6","Unknown",NA,"24766785","HMDB0008123",NA,"24778955","Pos Late","1_oleoyl_2_docosahexaenoyl_gpc_18_1_22_6",858,"HMDB0008123","COMETS"
"744",100009131,402,52710,165488,"Lipid","Phosphatidylcholine (PC)",2388,"NAMED","ZZSZQATYGVHNLZ-PUMLCSCDSA-N","O=C(CCCCCCC/C=C\C/C=C\CCCCC)OC[C@]([H])(COP(OCC[N+](C)(C)C)([O-])=O)OC(CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)=O","1-linoleoyl-2-arachidonoyl-GPC (18:2/20:4n6)*","1-linoleoyl-2-arachidonoyl-GPC (18:2/20:4n6)*","PC 38:6","PC 18:2_20:4(5,8,11,14)","Unknown",NA,"24766809","HMDB0008147","C05208","24778979","Pos Late","1_linoleoyl_2_arachidonoyl_gpc_18_2_20_4n6",859,"HMDB0008147","COMETS"
"745",100009134,402,53175,166600,"Lipid","Plasmalogen",2816,"NAMED","IQACMFWAGALEAQ-WESJWMGVSA-N","[H][C@](OC(CCCCCCC/C=C\C/C=C\CCCCC)=O)(COP(OCC[N+](C)(C)C)([O-])=O)COCCCCCCCCCCCCCCCC","1-palmityl-2-linoleoyl-GPC (O-16:0/18:2)*","1-palmityl-2-linoleoyl-GPC (O-16:0/18:2)*","PC O-34:2","PC O-16:0_18:2","PC O-16:0/18:2",NA,"4947190","HMDB0011151",NA,"6443157","Pos Late","1_palmityl_2_linoleoyl_gpc_o_16_0_18_2",861,"HMDB0011151","COMETS"
"746",100009135,402,52712,165491,"Lipid","Plasmalogen",2848,"NAMED","PWPOLLAYFXIWOQ-PXSMKGAESA-N","[H][C@](OC(CCCCCCC/C=C\C/C=C\CCCCC)=O)(COP(OCC[N+](C)(C)C)([O-])=O)CO/C=C\CCCCCCCCCCCCCCCC","1-(1-enyl-stearoyl)-2-linoleoyl-GPC (P-18:0/18:2)*","1-(1-enyl-stearoyl)-2-linoleoyl-GPC (P-18:0/18:2)*","PC O-36:3","PC P-18:0_18:2","PC P-18:0/18:2",NA,"24767519","HMDB0011244",NA,"52923944","Pos Late","1_1_enyl_stearoyl_2_linoleoyl_gpc_p_18_0_18_2",862,"HMDB0011244","COMETS"
"747",100009139,402,53195,166625,"Lipid","Phosphatidylcholine (PC)",2289,"NAMED","SRQSAJRUMDQMMS-NLDJLLEISA-N","O=C(CCCCCCCCCCCCC)OC[C@]([H])(COP(OCC[N+](C)(C)C)([O-])=O)OC(CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)=O","1-myristoyl-2-arachidonoyl-GPC (14:0/20:4)*","1-myristoyl-2-arachidonoyl-GPC (14:0/20:4)*","PC 34:4","PC 14:0_20:4","Unknown",NA,"24766559","HMDB0007883",NA,"24778634","Pos Late","1_myristoyl_2_arachidonoyl_gpc_14_0_20_4",863,"HMDB0007883","COMETS"
"748",100009142,402,52700,165473,"Lipid","Phosphatidylcholine (PC)",2361,"NAMED","GLPAGCOJQYNMCC-NEEAVLKMSA-N","O=C(CCCCCCCCCCCCCCCCC)OC[C@]([H])(COP(OCC[N+](C)(C)C)([O-])=O)OC(CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCC)=O","1-stearoyl-2-docosapentaenoyl-GPC (18:0/22:5n6)*","1-stearoyl-2-docosapentaenoyl-GPC (18:0/22:5n6)*","PC 40:5","PC 18:0_22:5(4,7,10,13,16)","Unknown",NA,"24766719","HMDB0008055",NA,"24778871","Pos Late","1_stearoyl_2_docosapentaenoyl_gpc_18_0_22_5n6",865,"HMDB0008055","COMETS"
"749",100009146,402,55061,208175,"Lipid","Phosphatidylcholine (PC)",2359,"NAMED","AXZGUCXCTZMPTR-UVGACIQRSA-N","O=C(CCCCCCCCCCCCCCCCC)OC[C@]([H])(COP(OCC[N+](C)(C)C)([O-])=O)OC(CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)=O","1-stearoyl-2-adrenoyl-GPC (18:0/22:4)*","1-stearoyl-2-adrenoyl-GPC (18:0/22:4)*","PC 40:4","PC 18:0_22:4","Unknown","137254-39-8","24766718","HMDB0008054",NA,"24778868","Pos Late","1_stearoyl_2_adrenoyl_gpc_18_0_22_4",866,"HMDB0008054","COMETS"
"750",100009160,402,52713,165492,"Lipid","Plasmalogen",2827,"NAMED","FZMYLOBGNYZPQO-QLSONYGBSA-N","[H][C@](OC(CCCCCCC/C=C\CCCCCC)=O)(COP(OCC[N+](C)(C)C)([O-])=O)CO/C=C\CCCCCCCCCCCCCC","1-(1-enyl-palmitoyl)-2-palmitoleoyl-GPC (P-16:0/16:1)*","1-(1-enyl-palmitoyl)-2-palmitoleoyl-GPC (P-16:0/16:1)*","PC O-32:2","PC P-16:0_16:1","PC P-16:0/16:1",NA,"24767482","HMDB0011207",NA,"52923882","Pos Late","1_1_enyl_palmitoyl_2_palmitoleoyl_gpc_p_16_0_16_1",869,"HMDB0011207","COMETS"
"751",100009162,402,52716,165495,"Lipid","Plasmalogen",2826,"NAMED","PEWXKAOBUSBJLD-MCBGMKGZSA-N","[H][C@](OC(CCCCCCCCCCCCCCC)=O)(COP(OCC[N+](C)(C)C)([O-])=O)CO/C=C\CCCCCCCCCCCCCC","1-(1-enyl-palmitoyl)-2-palmitoyl-GPC (P-16:0/16:0)*","1-(1-enyl-palmitoyl)-2-palmitoyl-GPC (P-16:0/16:0)*","PC O-32:1","PC P-16:0_16:0","PC P-16:0/16:0",NA,"9322076","HMDB0011206",NA,"11146967","Pos Late","1_1_enyl_palmitoyl_2_palmitoyl_gpc_p_16_0_16_0",870,"HMDB0011206","COMETS"
"752",100009217,402,53174,166599,"Lipid","Phosphatidylethanolamine (PE)",2475,"NAMED","SSCDRSKJTAQNNB-DWEQTYCFSA-N","O=C(CCCCCCC/C=C\C/C=C\CCCCC)OC[C@]([H])(COP(OCCN)(O)=O)OC(CCCCCCC/C=C\C/C=C\CCCCC)=O","1,2-dilinoleoyl-GPE (18:2/18:2)*","1,2-dilinoleoyl-GPE (18:2/18:2)*","PE 36:4","PE 18:2_18:2","PE 18:2/18:2",NA,"7825762","HMDB0009093",NA,"9546812","Pos Late","1_2_dilinoleoyl_gpe_18_2_18_2",876,"HMDB0009093","COMETS"
"753",100009219,402,55041,210837,"Lipid","Phosphatidylethanolamine (PE)",2470,"NAMED","PECSWFQRRFRZPW-BHPGJWMBSA-N","O=C(CCCCCCC/C=C\CCCCCCCC)OC[C@]([H])(COP(OCCN)(O)=O)OC(CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)=O","1-oleoyl-2-arachidonoyl-GPE (18:1/20:4)*","1-oleoyl-2-arachidonoyl-GPE (18:1/20:4)*","PE 38:5","PE 18:1_20:4","Unknown",NA,"24768534","HMDB0009069",NA,"348281223","Pos Late","1_oleoyl_2_arachidonoyl_gpe_18_1_20_4",877,"CHEM100009219","COMETS"
"754",100009219,402,55041,210837,"Lipid","Phosphatidylethanolamine (PE)",2470,"NAMED","PECSWFQRRFRZPW-BHPGJWMBSA-N","O=C(CCCCCCC/C=C\CCCCCCCC)OC[C@]([H])(COP(OCCN)(O)=O)OC(CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)=O","1-oleoyl-2-arachidonoyl-GPE (18:1/20:4)*","1-oleoyl-2-arachidonoyl-GPE (18:1/20:4)*","PE 38:5","PE 18:1_20:4","Unknown",NA,"24768534","HMDB0009069",NA,"348281223","Pos Late","1_oleoyl_2_arachidonoyl_gpe_18_1_20_4",877,"HMDB0009069","COMETS"
"755",100009222,402,53189,166619,"Lipid","Phosphatidylethanolamine (PE)",2477,"NAMED","LFGBKOUQHCWBQI-BZGLIJSBSA-N","O=C(CCCCCCC/C=C\C/C=C\CCCCC)OC[C@]([H])(COP(OCCN)(O)=O)OC(CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)=O","1-linoleoyl-2-arachidonoyl-GPE (18:2/20:4)*","1-linoleoyl-2-arachidonoyl-GPE (18:2/20:4)*","PE 38:6","PE 18:2_20:4","Unknown",NA,"24768565","HMDB0009102",NA,"348279332","Pos Late","1_linoleoyl_2_arachidonoyl_gpe_18_2_20_4",879,"HMDB0009102","COMETS"
"756",100009222,402,53189,166619,"Lipid","Phosphatidylethanolamine (PE)",2477,"NAMED","LFGBKOUQHCWBQI-BZGLIJSBSA-N","O=C(CCCCCCC/C=C\C/C=C\CCCCC)OC[C@]([H])(COP(OCCN)(O)=O)OC(CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)=O","1-linoleoyl-2-arachidonoyl-GPE (18:2/20:4)*","1-linoleoyl-2-arachidonoyl-GPE (18:2/20:4)*","PE 38:6","PE 18:2_20:4","Unknown",NA,"24768565","HMDB0009102",NA,"348279332","Pos Late","1_linoleoyl_2_arachidonoyl_gpe_18_2_20_4",879,"HMDB0009102_C8_QI61","COMETS"
"757",100009225,402,52748,165539,"Lipid","Plasmalogen",2834,"NAMED","XVXISDREVDGQPX-PISDLAQISA-N","[H][C@](OC(CCCCCCC/C=C\C/C=C\CCCCC)=O)(COP(OCCN)(O)=O)CO/C=C\CCCCCCCCCCCCCCCC","1-(1-enyl-stearoyl)-2-linoleoyl-GPE (P-18:0/18:2)*","1-(1-enyl-stearoyl)-2-linoleoyl-GPE (P-18:0/18:2)*","PE O-36:3","PE P-18:0_18:2","PE P-18:0/18:2",NA,"24769261","HMDB0011376",NA,NA,"Pos Late","1_1_enyl_stearoyl_2_linoleoyl_gpe_p_18_0_18_2",880,"HMDB0011376","COMETS"
"758",100009271,400,52984,166220,"Lipid","Fatty Acid Metabolism (Acyl Carnitine, Hydroxy)",1943,"NAMED","UEFRDQSMQXDWTO-UHFFFAOYSA-N","CC(O)CC(OC(C[N+](C)(C)C)CC([O-])=O)=O","(S)-3-hydroxybutyrylcarnitine","(S)-3-hydroxybutyrylcarnitine",NA,NA,NA,NA,NA,"HMDB0013127",NA,"71464477","Pos Early","s_3_hydroxybutyrylcarnitine",887,"CHEM100003926","COMETS"
"759",100009271,400,52984,166220,"Lipid","Fatty Acid Metabolism (Acyl Carnitine, Hydroxy)",1943,"NAMED","UEFRDQSMQXDWTO-UHFFFAOYSA-N","CC(O)CC(OC(C[N+](C)(C)C)CC([O-])=O)=O","(S)-3-hydroxybutyrylcarnitine","(S)-3-hydroxybutyrylcarnitine",NA,NA,NA,NA,NA,"HMDB0013127",NA,"71464477","Pos Early","s_3_hydroxybutyrylcarnitine",887,"CHEM100009271","COMETS"
"760",100009271,400,52984,166220,"Lipid","Fatty Acid Metabolism (Acyl Carnitine, Hydroxy)",1943,"NAMED","UEFRDQSMQXDWTO-UHFFFAOYSA-N","CC(O)CC(OC(C[N+](C)(C)C)CC([O-])=O)=O","(S)-3-hydroxybutyrylcarnitine","(S)-3-hydroxybutyrylcarnitine",NA,NA,NA,NA,NA,"HMDB0013127",NA,"71464477","Pos Early","s_3_hydroxybutyrylcarnitine",887,"HMDB0013127","COMETS"
"761",100009327,209,53240,179147,"Xenobiotics","Drug - Antibiotic",5537,"NAMED","JLKIGFTWXXRPMT-UHFFFAOYSA-N","O=S(NC1=NOC(C)=C1)(C(C=C2)=CC=C2N)=O","sulfamethoxazole","sulfamethoxazole",NA,NA,NA,NA,"5138","HMDB0015150","D00447","5329","Neg","sulfamethoxazole",891,"HMDB0015150","COMETS"
"762",100009337,305,53254,179431,"Xenobiotics","Food Component/Plant",5241,"NAMED","SNVAIAITQIIEMQ-DUXPYHPUSA-N","OS(OC1=CC=C(C=C1O)/C=C/C(O)=O)(=O)=O","caffeic acid sulfate","caffeic acid sulfate",NA,NA,NA,NA,"30777608","HMDB0041708",NA,"21668705","Polar","caffeic acid sulfate",898,"HMDB0041708","COMETS"
"763",100009343,402,53176,166602,"Lipid","Phosphatidylcholine (PC)",2383,"NAMED","HZGAVPNEGHQJID-UNBCHYIMSA-N","O=C(CCCCCCC/C=C\C/C=C\CCCCC)OC[C@]([H])(COP(OCC[N+](C)(C)C)([O-])=O)OC(CCCCCCC/C=C\C/C=C\C/C=C\CC)=O","1-linoleoyl-2-linolenoyl-GPC (18:2/18:3)*","1-linoleoyl-2-linolenoyl-GPC (18:2/18:3)*","PC 36:5","PC 18:2_18:3","Unknown",NA,"24766802","HMDB0008141",NA,"52922731","Pos Late","1_linoleoyl_2_linolenoyl_gpc_18_2_18_3",899,"HMDB0008141","COMETS"
"764",100009390,400,54762,207493,"Xenobiotics","Drug - Neurological",5875,"NAMED","PYZRQGJRPPTADH-UHFFFAOYSA-N","NC1=NN=C(C2=C(Cl)C(Cl)=CC=C2)C(N)=N1","lamotrigine","lamotrigine",NA,NA,NA,NA,"3741","HMDB0014695","D00354","3878","Pos Early","lamotrigine",903,"COMP54762","Moore"
"765",100009394,209,57652,212703,"Lipid","Long Chain Polyunsaturated Fatty Acid (n3 and n6)",1589,"NAMED","WPJGPAAPSBVXNU-HZJYTTRNSA-N","CCCCC/C=C\C/C=C\CCCCCC(O)=O","hexadecadienoate (16:2n6)","hexadecadienoate (16:2n6)",NA,NA,NA,"28290-73-5","13628094","HMDB0000477",NA,"13932172","Neg","hexadecadienoate_16_2n6",904,"HMDB0000477","COMETS"
"766",100009394,209,57652,212703,"Lipid","Long Chain Polyunsaturated Fatty Acid (n3 and n6)",1589,"NAMED","WPJGPAAPSBVXNU-HZJYTTRNSA-N","CCCCC/C=C\C/C=C\CCCCCC(O)=O","hexadecadienoate (16:2n6)","hexadecadienoate (16:2n6)",NA,NA,NA,"28290-73-5","13628094","HMDB0000477",NA,"13932172","Neg","hexadecadienoate_16_2n6",904,"HMDB0000477_M33892","COMETS"
"767",100009406,402,53223,178791,"Lipid","Fatty Acid Metabolism (Acyl Carnitine, Monounsaturated)",1908,"NAMED","JFAGPSOZZSTLRF-KHPPLWFESA-N","O=C(OC(CC([O-])=O)C[N+](C)(C)C)CCCCCCC/C=C\CCCCCC","palmitoleoylcarnitine (C16:1)*","palmitoleoylcarnitine (C16:1)*",NA,NA,NA,NA,"28639183","HMDB0013207",NA,"71464547","Pos Late","palmitoleoylcarnitine_c16_1",905,"HMDB0013207","COMETS"
"768",100010834,305,54676,180875,"Lipid","Fatty Acid, Dicarboxylate",1685,"NAMED","XJMMNTGIMDZPMU-UHFFFAOYSA-N","OC(CC(CC(O)=O)C)=O","3-methylglutarate/2-methylglutarate","3-methylglutarate/2-methylglutarate",NA,NA,NA,NA,NA,"HMDB0000752",NA,"12284,12046","Polar","3_methylglutarate_2_methylglutarate",907,"HMDB0000752","COMETS"
"769",100010869,209,57547,212076,"Amino Acid","Leucine, Isoleucine and Valine Metabolism",435,"NAMED","AOWPAWLEXIYETE-UHFFFAOYSA-N","OC(C)(C(O)=O)C(C)O","2,3-dihydroxy-2-methylbutyrate","2,3-dihydroxy-2-methylbutyrate",NA,NA,NA,"14868-24-7","266858","HMDB0029576",NA,"301941","Neg","2_3_dihydroxy_2_methylbutyrate",910,"HMDB0029576","COMETS"
"770",100010917,402,54942,208027,"Lipid","Diacylglycerol",2933,"NAMED","YEJYLHKQOBOSCP-OZKTZCCCSA-N","CCCCCCCC/C=C\CCCCCCCC(O[C@@H](CO)COC(CCCCCCCCCCCCCCC)=O)=O","palmitoyl-oleoyl-glycerol (16:0/18:1) [2]*","palmitoyl-oleoyl-glycerol (16:0/18:1) [2]*","DG 34:1","DG 16:0_18:1","Unknown",NA,NA,"HMDB0007102","C13861","5282283","Pos Late","palmitoyl_oleoyl_glycerol_16_0_18_1__2",916,"HMDB0007102","COMETS"
"771",100010917,402,54942,208027,"Lipid","Diacylglycerol",2933,"NAMED","YEJYLHKQOBOSCP-OZKTZCCCSA-N","CCCCCCCC/C=C\CCCCCCCC(O[C@@H](CO)COC(CCCCCCCCCCCCCCC)=O)=O","palmitoyl-oleoyl-glycerol (16:0/18:1) [2]*","palmitoyl-oleoyl-glycerol (16:0/18:1) [2]*","DG 34:1","DG 16:0_18:1","Unknown",NA,NA,"HMDB0007102","C13861","5282283","Pos Late","palmitoyl_oleoyl_glycerol_16_0_18_1__2",916,"CHEM100010917","COMETS"
"772",100010917,402,54942,208027,"Lipid","Diacylglycerol",2933,"NAMED","YEJYLHKQOBOSCP-OZKTZCCCSA-N","CCCCCCCC/C=C\CCCCCCCC(O[C@@H](CO)COC(CCCCCCCCCCCCCCC)=O)=O","palmitoyl-oleoyl-glycerol (16:0/18:1) [2]*","palmitoyl-oleoyl-glycerol (16:0/18:1) [2]*","DG 34:1","DG 16:0_18:1","Unknown",NA,NA,"HMDB0007102","C13861","5282283","Pos Late","palmitoyl_oleoyl_glycerol_16_0_18_1__2",916,"CHEM100010916","COMETS"
"773",100010918,402,54945,208030,"Lipid","Diacylglycerol",2951,"NAMED","AFSHUZFNMVJNKX-CLFAGFIQSA-N","OCC(OC(CCCCCCC/C=C\CCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCC)=O","oleoyl-oleoyl-glycerol (18:1/18:1) [1]*","oleoyl-oleoyl-glycerol (18:1/18:1) [1]*","DG 36:2","DG 18:1_18:1","Unknown",NA,NA,"HMDB0007218",NA,"9543716","Pos Late","oleoyl_oleoyl_glycerol_18_1_18_1__1",917,"HMDB0007218","COMETS"
"774",100010918,402,54945,208030,"Lipid","Diacylglycerol",2951,"NAMED","AFSHUZFNMVJNKX-CLFAGFIQSA-N","OCC(OC(CCCCCCC/C=C\CCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCC)=O","oleoyl-oleoyl-glycerol (18:1/18:1) [1]*","oleoyl-oleoyl-glycerol (18:1/18:1) [1]*","DG 36:2","DG 18:1_18:1","Unknown",NA,NA,"HMDB0007218",NA,"9543716","Pos Late","oleoyl_oleoyl_glycerol_18_1_18_1__1",917,"CHEM100010918","COMETS"
"775",100010918,402,54945,208030,"Lipid","Diacylglycerol",2951,"NAMED","AFSHUZFNMVJNKX-CLFAGFIQSA-N","OCC(OC(CCCCCCC/C=C\CCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCC)=O","oleoyl-oleoyl-glycerol (18:1/18:1) [1]*","oleoyl-oleoyl-glycerol (18:1/18:1) [1]*","DG 36:2","DG 18:1_18:1","Unknown",NA,NA,"HMDB0007218",NA,"9543716","Pos Late","oleoyl_oleoyl_glycerol_18_1_18_1__1",917,"CHEM100010919","COMETS"
"776",100010922,402,54955,208040,"Lipid","Diacylglycerol",2969,"NAMED","KRECEGQUDDMNAQ-MYBRWWDOSA-N","OC[C@](OC(CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)=O)(COC(CCCCCCC/C=C\C/C=C\CCCCC)=O)[H]","linoleoyl-arachidonoyl-glycerol (18:2/20:4) [1]*","linoleoyl-arachidonoyl-glycerol (18:2/20:4) [1]*","DG 38:6","DG 18:2_20:4","Unknown",NA,NA,"HMDB0007257",NA,"9543796","Pos Late","linoleoyl_arachidonoyl_glycerol_18_2_20_4__1",918,"CHEM100010922","COMETS"
