"uid_01","hmdb_id","biochemical","original_index","original","contains_original","contains_derived","n_source_rows","multiple_identifiers","multiple_isomers","biochemical_final"
"HMDB0003911","HMDB0003911","3-Aminoisobutanoic acid",10993,TRUE,TRUE,FALSE,1,FALSE,FALSE,"3_aminoisobutanoic acid"
"HMDB0000291","HMDB0000291","Vanillylmandelic acid",10994,TRUE,TRUE,FALSE,1,FALSE,FALSE,"vanillylmandelic acid"
"HMDB0003736","HMDB0003736","3-Methyl-2-oxovaleric acid",10995,TRUE,TRUE,FALSE,1,FALSE,FALSE,"3_methyl_2_oxovaleric acid"
"HMDB0000479","HMDB0000479","3-Methylhistidine",10996,TRUE,TRUE,FALSE,1,FALSE,FALSE,"3_methylhistidine"
"HMDB0000881","HMDB0000881","Xanthurenic acid",10997,TRUE,TRUE,FALSE,1,FALSE,FALSE,"xanthurenic acid"
"HMDB0003464","HMDB0003464","4-Guanidinobutanoic acid",10998,TRUE,TRUE,FALSE,1,FALSE,FALSE,"4_guanidinobutanoic acid"
"HMDB0000450","HMDB0000450","5-Hydroxylysine",10999,TRUE,TRUE,FALSE,1,FALSE,FALSE,"5_hydroxylysine"
"HMDB0000099","HMDB0000099","L-Cystathionine",11000,TRUE,TRUE,FALSE,1,FALSE,FALSE,"l_cystathionine"
"HMDB0002320","HMDB0002320","Imidazolelactic acid",11001,TRUE,TRUE,FALSE,1,FALSE,FALSE,"imidazolelactic acid"
"HMDB0000139","HMDB0000139","Glyceric acid",11002,TRUE,TRUE,FALSE,1,FALSE,FALSE,"glyceric acid"
"HMDB0001138","HMDB0001138","N-Acetylglutamic acid",11003,TRUE,TRUE,FALSE,1,FALSE,FALSE,"n_acetylglutamic acid"
"HMDB0000133","HMDB0000133","Guanosine",11004,TRUE,TRUE,FALSE,1,FALSE,FALSE,"guanosine"
"HMDB0000893","HMDB0000893","Suberic acid",11005,TRUE,TRUE,FALSE,1,FALSE,FALSE,"suberic acid"
"HMDB0001844","HMDB0001844","Methylsuccinic acid",11006,TRUE,TRUE,FALSE,1,FALSE,FALSE,"methylsuccinic acid"
"HMDB0000194","HMDB0000194","Anserine",11007,TRUE,TRUE,FALSE,1,FALSE,FALSE,"anserine"
"HMDB0000714","HMDB0000714","Hippuric acid",11008,TRUE,TRUE,FALSE,1,FALSE,FALSE,"hippuric acid"
"HMDB0000622","HMDB0000622","Ethylmalonic acid",11009,TRUE,TRUE,FALSE,1,FALSE,FALSE,"ethylmalonic acid"
"HMDB0000508","HMDB0000508","Ribitol",11010,TRUE,TRUE,FALSE,1,FALSE,FALSE,"ribitol"
"HMDB0001870","HMDB0001870","Benzoic acid",11011,TRUE,TRUE,FALSE,1,FALSE,FALSE,"benzoic acid"
"HMDB0000766","HMDB0000766","N-Acetyl-L-alanine",11012,TRUE,TRUE,FALSE,1,FALSE,FALSE,"n_acetyl_l_alanine"
"HMDB0011756","HMDB0011756","N-Acetylleucine",11013,TRUE,TRUE,FALSE,1,FALSE,FALSE,"n_acetylleucine"
"HMDB0011745","HMDB0011745","N-Acetyl-L-methionine",11014,TRUE,TRUE,FALSE,1,FALSE,FALSE,"n_acetyl_l_methionine"
"HMDB0011757","HMDB0011757","N-Acetylvaline",11015,TRUE,TRUE,FALSE,1,FALSE,FALSE,"n_acetylvaline"
"HMDB0000086","HMDB0000086","Glycerophosphocholine",11016,TRUE,TRUE,FALSE,1,FALSE,FALSE,"glycerophosphocholine"
"HMDB0000224","HMDB0000224","O-Phosphoethanolamine",11017,TRUE,TRUE,FALSE,1,FALSE,FALSE,"o_phosphoethanolamine"
"HMDB0000289","HMDB0000289","Uric acid",11018,TRUE,TRUE,FALSE,1,FALSE,FALSE,"uric acid"
"HMDB0000946","HMDB0000946","Ursodeoxycholic acid",11019,TRUE,TRUE,FALSE,1,FALSE,FALSE,"ursodeoxycholic acid"
"HMDB0000517","HMDB0000517","L-Arginine",11020,TRUE,TRUE,FALSE,1,FALSE,FALSE,"l_arginine"
"HMDB0000511","HMDB0000511","Capric acid",11021,TRUE,TRUE,FALSE,1,FALSE,FALSE,"capric acid"
"HMDB0000134","HMDB0000134","Fumaric acid",11022,TRUE,TRUE,FALSE,1,FALSE,FALSE,"fumaric acid"
"HMDB0000187","HMDB0000187","L-Serine",11023,TRUE,TRUE,FALSE,1,FALSE,FALSE,"l_serine"
"HMDB0000883","HMDB0000883","L-Valine",11024,TRUE,TRUE,FALSE,1,FALSE,FALSE,"l_valine"
"HMDB0000707","HMDB0000707","4-Hydroxyphenylpyruvic acid",11025,TRUE,TRUE,FALSE,1,FALSE,FALSE,"4_hydroxyphenylpyruvic acid"
"HMDB0000294","HMDB0000294","Urea",11026,TRUE,TRUE,FALSE,1,FALSE,FALSE,"urea"
"HMDB0000063","HMDB0000063","Cortisol",11027,TRUE,TRUE,FALSE,1,FALSE,FALSE,"cortisol"
"HMDB0000033","HMDB0000033","Carnosine",11028,TRUE,TRUE,FALSE,1,FALSE,FALSE,"carnosine"
"HMDB0002802","HMDB0002802","Cortisone",11029,TRUE,TRUE,FALSE,1,FALSE,FALSE,"cortisone"
"HMDB0000252","HMDB0000252","Sphingosine",11030,TRUE,TRUE,FALSE,1,FALSE,FALSE,"sphingosine"
"HMDB0000269","HMDB0000269","Sphinganine",11031,TRUE,TRUE,FALSE,1,FALSE,FALSE,"sphinganine"
"CHEM1239","","2-hydroxystearate",11032,TRUE,TRUE,FALSE,1,FALSE,FALSE,"2_hydroxystearate"
"HMDB0000305","HMDB0000305","Vitamin A",11033,TRUE,TRUE,FALSE,1,FALSE,FALSE,"vitamin a"
"CHEM1235","","Gamma-glutamylhistidine",11034,TRUE,TRUE,FALSE,1,FALSE,FALSE,"gamma_glutamylhistidine"
"HMDB0000152","HMDB0000152","Gentisic acid",11035,TRUE,TRUE,FALSE,1,FALSE,FALSE,"gentisic acid"
"HMDB0000840","HMDB0000840","Salicyluric acid",11036,TRUE,TRUE,FALSE,1,FALSE,FALSE,"salicyluric acid"
"HMDB0003072","HMDB0003072","Quinic acid",11037,TRUE,TRUE,FALSE,1,FALSE,FALSE,"quinic acid"
"HMDB0000671","HMDB0000671","Indolelactic acid",11038,TRUE,TRUE,FALSE,1,FALSE,FALSE,"indolelactic acid"
"HMDB0000784","HMDB0000784","Azelaic acid",11039,TRUE,TRUE,FALSE,1,FALSE,FALSE,"azelaic acid"
"CHEM1224","","Cys-gly, oxidized",11040,TRUE,TRUE,FALSE,1,FALSE,FALSE,"cys_gly_oxidized"
"HMDB0011171","HMDB0011171","gamma-Glutamylleucine",11041,TRUE,TRUE,FALSE,1,FALSE,FALSE,"gamma_glutamylleucine"
"HMDB0002005","HMDB0002005","Methionine sulfoxide",11042,TRUE,TRUE,FALSE,1,FALSE,FALSE,"methionine sulfoxide"
"HMDB0002825","HMDB0002825","Theobromine",11043,TRUE,TRUE,FALSE,1,FALSE,FALSE,"theobromine"
"HMDB0001889","HMDB0001889","Theophylline",11044,TRUE,TRUE,FALSE,1,FALSE,FALSE,"theophylline"
"HMDB0000138","HMDB0000138","Glycocholic acid",11045,TRUE,TRUE,FALSE,1,FALSE,FALSE,"glycocholic acid"
"HMDB0000951","HMDB0000951","Taurochenodesoxycholic acid",11046,TRUE,TRUE,FALSE,1,FALSE,FALSE,"taurochenodesoxycholic acid"
"HMDB0000036","HMDB0000036","Taurocholic acid",11047,TRUE,TRUE,FALSE,1,FALSE,FALSE,"taurocholic acid"
"HMDB0000574","HMDB0000574","L-Cysteine",11048,TRUE,TRUE,FALSE,1,FALSE,FALSE,"l_cysteine"
"HMDB0000162","HMDB0000162","L-Proline",11049,TRUE,TRUE,FALSE,1,FALSE,FALSE,"l_proline"
"HMDB0000232","HMDB0000232","Quinolinic acid",11050,TRUE,TRUE,FALSE,1,FALSE,FALSE,"quinolinic acid"
"HMDB0000510","HMDB0000510","Aminoadipic acid",11051,TRUE,TRUE,FALSE,1,FALSE,FALSE,"aminoadipic acid"
"HMDB0000510","HMDB0000510","Aminoadipic acid",11052,TRUE,TRUE,FALSE,1,FALSE,FALSE,"aminoadipic acid"
"HMDB0000694","HMDB0000694","L-2-Hydroxyglutaric acid",11053,TRUE,TRUE,FALSE,1,FALSE,FALSE,"l_2_hydroxyglutaric acid"
"HMDB0000694","HMDB0000694","L-2-Hydroxyglutaric acid",11054,TRUE,TRUE,FALSE,1,FALSE,FALSE,"l_2_hydroxyglutaric acid"
"HMDB0002712","HMDB0002712","1,5-Anhydrosorbitol",11055,TRUE,TRUE,FALSE,1,FALSE,FALSE,"1_5_anhydrosorbitol"
"HMDB0000176","HMDB0000176","Maleic acid",11056,TRUE,TRUE,FALSE,1,FALSE,FALSE,"maleic acid"
"HMDB0035227","HMDB0035227","Hydroxypropanedioic acid",11057,TRUE,TRUE,FALSE,1,FALSE,FALSE,"hydroxypropanedioic acid"
"HMDB0002329","HMDB0002329","Oxalic acid",11058,TRUE,TRUE,FALSE,1,FALSE,FALSE,"oxalic acid"
"HMDB0002994","HMDB0002994","Erythritol",11059,TRUE,TRUE,FALSE,1,FALSE,FALSE,"erythritol"
"HMDB0011753","HMDB0011753","Iminodiacetic acid",11060,TRUE,TRUE,FALSE,1,FALSE,FALSE,"iminodiacetic acid"
"HMDB0000448","HMDB0000448","Adipic acid",11061,TRUE,TRUE,FALSE,1,FALSE,FALSE,"adipic acid"
"HMDB0011567","HMDB0011567","MG(18:1(9Z)/0:0/0:0)",11062,TRUE,TRUE,FALSE,1,FALSE,FALSE,"mg_18_1_9z_0_0_0_0"
"CHEM100000843","","HEPES",11063,TRUE,TRUE,FALSE,1,FALSE,FALSE,"hepes"
"HMDB0000251","HMDB0000251","Taurine",11064,TRUE,TRUE,FALSE,1,FALSE,FALSE,"taurine"
"HMDB0000904","HMDB0000904","Citrulline",11065,TRUE,TRUE,FALSE,1,FALSE,FALSE,"citrulline"
"HMDB0000175","HMDB0000175","Inosinic acid",11066,TRUE,TRUE,FALSE,1,FALSE,FALSE,"inosinic acid"
"HMDB0001008","HMDB0001008","Biliverdin",11067,TRUE,TRUE,FALSE,1,FALSE,FALSE,"biliverdin"
"HMDB0001954","HMDB0001954","3-Hydroxyoctanoic acid",11068,TRUE,TRUE,FALSE,1,FALSE,FALSE,"3_hydroxyoctanoic acid"
"HMDB0002264","HMDB0002264","(R)-2-Hydroxycaprylic acid",11069,TRUE,TRUE,FALSE,1,FALSE,FALSE,"r_2_hydroxycaprylic acid"
"HMDB0002203","HMDB0002203","3-Hydroxycapric acid",11070,TRUE,TRUE,FALSE,1,FALSE,FALSE,"3_hydroxycapric acid"
"HMDB0000695","HMDB0000695","Ketoleucine",11071,TRUE,TRUE,FALSE,1,FALSE,FALSE,"ketoleucine"
"HMDB0000779","HMDB0000779","Phenyllactic acid",11072,TRUE,TRUE,FALSE,1,FALSE,FALSE,"phenyllactic acid"
"HMDB0000746","HMDB0000746","Hydroxyisocaproic acid",11073,TRUE,TRUE,FALSE,1,FALSE,FALSE,"hydroxyisocaproic acid"
"HMDB0000670","HMDB0000670","Homo-L-arginine",11074,TRUE,TRUE,FALSE,1,FALSE,FALSE,"homo_l_arginine"
"HMDB0000679","HMDB0000679","Homocitrulline",11075,TRUE,TRUE,FALSE,1,FALSE,FALSE,"homocitrulline"
"HMDB0015109","HMDB0015109","Edetic Acid",11076,TRUE,TRUE,FALSE,1,FALSE,FALSE,"edetic acid"
"HMDB0000731","HMDB0000731","Cysteine-S-sulfate",11077,TRUE,TRUE,FALSE,1,FALSE,FALSE,"cysteine_s_sulfate"
"HMDB0000812","HMDB0000812","N-Acetyl-L-aspartic acid",11078,TRUE,TRUE,FALSE,1,FALSE,FALSE,"n_acetyl_l_aspartic acid"
"HMDB0000619","HMDB0000619","Cholic acid",11079,TRUE,TRUE,FALSE,1,FALSE,FALSE,"cholic acid"
"HMDB0000259","HMDB0000259","Serotonin",11080,TRUE,TRUE,FALSE,1,FALSE,FALSE,"serotonin"
"HMDB0011738","HMDB0011738","N2-gamma-Glutamylglutamine",11081,TRUE,TRUE,FALSE,1,FALSE,FALSE,"n2_gamma_glutamylglutamine"
"HMDB0011741","HMDB0011741","gamma-Glutamyltyrosine",11082,TRUE,TRUE,FALSE,1,FALSE,FALSE,"gamma_glutamyltyrosine"
"HMDB0000197","HMDB0000197","Indoleacetic acid",11084,TRUE,TRUE,FALSE,1,FALSE,FALSE,"indoleacetic acid"
"HMDB0000248_HMDB01918","HMDB0001918","Thyroxine",11085,TRUE,TRUE,FALSE,1,FALSE,FALSE,"thyroxine"
"HMDB0000699","HMDB0000699","1-Methylnicotinamide",11086,TRUE,TRUE,FALSE,1,FALSE,FALSE,"1_methylnicotinamide"
"HMDB0000682","HMDB0000682","Indoxyl sulfate",11087,TRUE,TRUE,FALSE,1,FALSE,FALSE,"indoxyl sulfate"
"HMDB0000532","HMDB0000532","Acetylglycine",11088,TRUE,TRUE,FALSE,1,FALSE,FALSE,"acetylglycine"
"HMDB0000064","HMDB0000064","Creatine",11089,TRUE,TRUE,FALSE,1,FALSE,FALSE,"creatine"
"HMDB0000565","HMDB0000565","Galactonic acid",11090,TRUE,TRUE,FALSE,1,FALSE,FALSE,"galactonic acid"
"HMDB0000867","HMDB0000867","Ribonic acid",11091,TRUE,TRUE,FALSE,1,FALSE,FALSE,"ribonic acid"
"HMDB0000943","HMDB0000943","Threonic acid",11092,TRUE,TRUE,FALSE,1,FALSE,FALSE,"threonic acid"
"HMDB0001015","HMDB0001015","N-Formyl-L-methionine",11093,TRUE,TRUE,FALSE,1,FALSE,FALSE,"n_formyl_l_methionine"
"HMDB0001476","HMDB0001476","3-Hydroxyanthranilic acid",11094,TRUE,TRUE,FALSE,1,FALSE,FALSE,"3_hydroxyanthranilic acid"
"HMDB0001476","HMDB0001476","3-Hydroxyanthranilic acid",11095,TRUE,TRUE,FALSE,1,FALSE,FALSE,"3_hydroxyanthranilic acid"
"HMDB0000555","HMDB0000555","3-Methyladipic acid",11096,TRUE,TRUE,FALSE,1,FALSE,FALSE,"3_methyladipic acid"
"HMDB0000555","HMDB0000555","3-Methyladipic acid",11097,TRUE,TRUE,FALSE,1,FALSE,FALSE,"3_methyladipic acid"
"HMDB0000001","HMDB0000001","1-Methylhistidine",11098,TRUE,TRUE,FALSE,1,FALSE,FALSE,"1_methylhistidine"
"HMDB0000157","HMDB0000157","Hypoxanthine",11099,TRUE,TRUE,FALSE,1,FALSE,FALSE,"hypoxanthine"
"HMDB0000043","HMDB0000043","Betaine",11100,TRUE,TRUE,FALSE,1,FALSE,FALSE,"betaine"
"HMDB0000292","HMDB0000292","Xanthine",11101,TRUE,TRUE,FALSE,1,FALSE,FALSE,"xanthine"
"HMDB0000439","HMDB0000439","2-Furoylglycine",11102,TRUE,TRUE,FALSE,1,FALSE,FALSE,"2_furoylglycine"
"HMDB0000026","HMDB0000026","Ureidopropionic acid",11103,TRUE,TRUE,FALSE,1,FALSE,FALSE,"ureidopropionic acid"
"HMDB0000017","HMDB0000017","4-Pyridoxic acid",11104,TRUE,TRUE,FALSE,1,FALSE,FALSE,"4_pyridoxic acid"
"CHEM100001073","HMDB0002759","Androsterone sulfate",11105,TRUE,TRUE,FALSE,1,FALSE,FALSE,"androsterone sulfate"
"HMDB0061112","HMDB0061112","3-Carboxy-4-methyl-5-propyl-2-furanpropionic acid",11106,TRUE,TRUE,FALSE,1,FALSE,FALSE,"3_carboxy_4_methyl_5_propyl_2_furanpropionic acid"
"HMDB0000783","HMDB0000783","Propionylglycine",11107,TRUE,TRUE,FALSE,1,FALSE,FALSE,"propionylglycine"
"HMDB0000525","HMDB0000525","5-Hydroxyhexanoic acid",11108,TRUE,TRUE,FALSE,1,FALSE,FALSE,"5_hydroxyhexanoic acid"
"HMDB0000350","HMDB0000350","3-Hydroxysebacic acid",11109,TRUE,TRUE,FALSE,1,FALSE,FALSE,"3_hydroxysebacic acid"
"HMDB0000755","HMDB0000755","Hydroxyphenyllactic acid",11110,TRUE,TRUE,FALSE,1,FALSE,FALSE,"hydroxyphenyllactic acid"
"HMDB0000201","HMDB0000201","L-Acetylcarnitine",11111,TRUE,TRUE,FALSE,1,FALSE,FALSE,"l_acetylcarnitine"
"HMDB0000725","HMDB0000725","4-Hydroxyproline",11112,TRUE,TRUE,FALSE,1,FALSE,FALSE,"4_hydroxyproline"
"HMDB0000705","HMDB0000705","Hexanoylcarnitine",11113,TRUE,TRUE,FALSE,1,FALSE,FALSE,"hexanoylcarnitine"
"HMDB0000045","HMDB0000045","Adenosine monophosphate",11114,TRUE,TRUE,FALSE,1,FALSE,FALSE,"adenosine monophosphate"
"HMDB0000637","HMDB0000637","Chenodeoxycholic acid glycine conjugate",11115,TRUE,TRUE,FALSE,1,FALSE,FALSE,"chenodeoxycholic acid glycine conjugate"
"HMDB0002820","HMDB0002820","Methylimidazoleacetic acid",11116,TRUE,TRUE,FALSE,1,FALSE,FALSE,"methylimidazoleacetic acid"
"HMDB0000230","HMDB0000230","N-Acetylneuraminic acid",11117,TRUE,TRUE,FALSE,1,FALSE,FALSE,"n_acetylneuraminic acid"
"HMDB0000623","HMDB0000623","Dodecanedioic acid",11118,TRUE,TRUE,FALSE,1,FALSE,FALSE,"dodecanedioic acid"
"HMDB0000866","HMDB0000866","N-Acetyl-L-tyrosine",11119,TRUE,TRUE,FALSE,1,FALSE,FALSE,"n_acetyl_l_tyrosine"
"HMDB0000396","HMDB0000396","2-Ethylhydracrylic acid",11120,TRUE,TRUE,FALSE,1,FALSE,FALSE,"2_ethylhydracrylic acid"
"HMDB0000792","HMDB0000792","Sebacic acid",11121,TRUE,TRUE,FALSE,1,FALSE,FALSE,"sebacic acid"
"HMDB0000875","HMDB0000875","Trigonelline",11122,TRUE,TRUE,FALSE,1,FALSE,FALSE,"trigonelline"
"HMDB0002302","HMDB0002302","Indole-3-propionic acid",11123,TRUE,TRUE,FALSE,1,FALSE,FALSE,"indole_3_propionic acid"
"HMDB0002013","HMDB0002013","Butyrylcarnitine",11124,TRUE,TRUE,FALSE,1,FALSE,FALSE,"butyrylcarnitine"
"HMDB0001032","HMDB0001032","Dehydroepiandrosterone sulfate",11125,TRUE,TRUE,FALSE,1,FALSE,FALSE,"dehydroepiandrosterone sulfate"
"HMDB0000824","HMDB0000824","Propionylcarnitine",11126,TRUE,TRUE,FALSE,1,FALSE,FALSE,"propionylcarnitine"
"HMDB0000387","HMDB0000387","3-Hydroxydodecanoic acid",11127,TRUE,TRUE,FALSE,1,FALSE,FALSE,"3_hydroxydodecanoic acid"
"HMDB0000535","HMDB0000535","Caproic acid",11128,TRUE,TRUE,FALSE,1,FALSE,FALSE,"caproic acid"
"HMDB0000482","HMDB0000482","Caprylic acid",11129,TRUE,TRUE,FALSE,1,FALSE,FALSE,"caprylic acid"
"HMDB0060015","HMDB0060015","Phenol sulphate",11130,TRUE,TRUE,FALSE,1,FALSE,FALSE,"phenol sulphate"
"HMDB0004025","HMDB0004025","Pregnanediol",11131,TRUE,TRUE,FALSE,1,FALSE,FALSE,"pregnanediol"
"CHEM100001950","","Bilirubin (E,E)*",11132,TRUE,TRUE,FALSE,1,FALSE,FALSE,"bilirubin_e_e"
"CHEM100002067","HMDB0000774","Pregnenolone sulfate",11133,TRUE,TRUE,FALSE,1,FALSE,FALSE,"pregnenolone sulfate"
"HMDB0002639","HMDB0002639","Sulfolithocholylglycine",11134,TRUE,TRUE,FALSE,1,FALSE,FALSE,"sulfolithocholylglycine"
"CHEM100001990","","Taurocholenate sulfate*",11135,TRUE,TRUE,FALSE,1,FALSE,FALSE,"taurocholenate sulfate"
"CHEM100000285","HMDB0003357","N-Acetylornithine",11136,TRUE,TRUE,FALSE,1,FALSE,FALSE,"n_acetylornithine"
"HMDB0033433","HMDB0033433","(S)-Homostachydrine",11137,TRUE,TRUE,FALSE,1,FALSE,FALSE,"s_homostachydrine"
"HMDB0029159","HMDB0029159","gamma-Glutamylthreonine",11138,TRUE,TRUE,FALSE,1,FALSE,FALSE,"gamma_glutamylthreonine"
"HMDB0000594","HMDB0000594","gamma-Glutamylphenylalanine",11139,TRUE,TRUE,FALSE,1,FALSE,FALSE,"gamma_glutamylphenylalanine"
"HMDB0000736","HMDB0000736","Isobutyryl-L-carnitine",11140,TRUE,TRUE,FALSE,1,FALSE,FALSE,"isobutyryl_l_carnitine"
"HMDB0000767","HMDB0000767","Pseudouridine",11141,TRUE,TRUE,FALSE,1,FALSE,FALSE,"pseudouridine"
"HMDB0061715","HMDB0061715","Glutamate, gamma-methyl ester",11142,TRUE,TRUE,FALSE,1,FALSE,FALSE,"glutamate_gamma_methyl ester"
"HMDB0003869","HMDB0003869","Epsilon-(gamma-Glutamyl)-lysine",11143,TRUE,TRUE,FALSE,1,FALSE,FALSE,"epsilon_gamma_glutamyl_lysine"
"HMDB0029377","HMDB0029377","Piperine",11144,TRUE,TRUE,FALSE,1,FALSE,FALSE,"piperine"
"HMDB0000791","HMDB0000791","L-Octanoylcarnitine",11145,TRUE,TRUE,FALSE,1,FALSE,FALSE,"l_octanoylcarnitine"
"CHEM100001274","","N-acetylthreonine",11146,TRUE,TRUE,FALSE,1,FALSE,FALSE,"n_acetylthreonine"
"HMDB0000651","HMDB0000651","Decanoylcarnitine",11147,TRUE,TRUE,FALSE,1,FALSE,FALSE,"decanoylcarnitine"
"HMDB0006029","HMDB0006029","N-Acetylglutamine",11148,TRUE,TRUE,FALSE,1,FALSE,FALSE,"n_acetylglutamine"
"HMDB0000821","HMDB0000821","Phenylacetylglycine",11149,TRUE,TRUE,FALSE,1,FALSE,FALSE,"phenylacetylglycine"
"HMDB0032055","HMDB0032055","N-Acetylhistidine",11150,TRUE,TRUE,FALSE,1,FALSE,FALSE,"n_acetylhistidine"
"HMDB0029160","HMDB0029160","gamma-Glutamyltryptophan",11151,TRUE,TRUE,FALSE,1,FALSE,FALSE,"gamma_glutamyltryptophan"
"HMDB0011667","HMDB0011667","gamma-Glutamylglycine",11152,TRUE,TRUE,FALSE,1,FALSE,FALSE,"gamma_glutamylglycine"
"HMDB0000512","HMDB0000512","N-Acetyl-L-phenylalanine",11153,TRUE,TRUE,FALSE,1,FALSE,FALSE,"n_acetyl_l_phenylalanine"
"HMDB0005066","HMDB0005066","Tetradecanoylcarnitine",11154,TRUE,TRUE,FALSE,1,FALSE,FALSE,"tetradecanoylcarnitine"
"HMDB0004620","HMDB0004620","N-a-Acetyl-L-arginine",11155,TRUE,TRUE,FALSE,1,FALSE,FALSE,"n_a_acetyl_l_arginine"
"HMDB0013713","HMDB0013713","N-acetyltryptophan",11156,TRUE,TRUE,FALSE,1,FALSE,FALSE,"n_acetyltryptophan"
"HMDB0000365","HMDB0000365","Epiandrosterone",11157,TRUE,TRUE,FALSE,1,FALSE,FALSE,"epiandrosterone"
"HMDB0000932","HMDB0000932","Tauro-b-muricholic acid",11158,TRUE,TRUE,FALSE,1,FALSE,FALSE,"tauro_b_muricholic acid"
"HMDB0002869","HMDB0002869","Campesterol",11159,TRUE,TRUE,FALSE,1,FALSE,FALSE,"campesterol"
"HMDB0000760","HMDB0000760","Hyocholic acid",11160,TRUE,TRUE,FALSE,1,FALSE,FALSE,"hyocholic acid"
"HMDB0004827","HMDB0004827","Proline betaine",11161,TRUE,TRUE,FALSE,1,FALSE,FALSE,"proline betaine"
"CHEM100001334","","N-acetylproline",11162,TRUE,TRUE,FALSE,1,FALSE,FALSE,"n_acetylproline"
"HMDB0001565","HMDB0001565","Phosphorylcholine",11163,TRUE,TRUE,FALSE,1,FALSE,FALSE,"phosphorylcholine"
"HMDB0000688","HMDB0000688","Isovalerylcarnitine",11164,TRUE,TRUE,FALSE,1,FALSE,FALSE,"isovalerylcarnitine"
"HMDB0000848","HMDB0000848","Stearoylcarnitine",11165,TRUE,TRUE,FALSE,1,FALSE,FALSE,"stearoylcarnitine"
"HMDB0000277","HMDB0000277","Sphingosine 1-phosphate",11166,TRUE,TRUE,FALSE,1,FALSE,FALSE,"sphingosine 1_phosphate"
"HMDB0011170","HMDB0011170","gamma-Glutamylisoleucine",11167,TRUE,TRUE,FALSE,1,FALSE,FALSE,"gamma_glutamylisoleucine"
"HMDB0002250","HMDB0002250","Dodecanoylcarnitine",11168,TRUE,TRUE,FALSE,1,FALSE,FALSE,"dodecanoylcarnitine"
"HMDB0000678","HMDB0000678","Isovalerylglycine",11169,TRUE,TRUE,FALSE,1,FALSE,FALSE,"isovalerylglycine"
"HMDB0000897","HMDB0000897","7-Methylguanine",11170,TRUE,TRUE,FALSE,1,FALSE,FALSE,"7_methylguanine"
"HMDB0006344","HMDB0006344","Alpha-N-Phenylacetyl-L-glutamine",11171,TRUE,TRUE,FALSE,1,FALSE,FALSE,"alpha_n_phenylacetyl_l_glutamine"
"HMDB0006695","HMDB0006695","Prolylhydroxyproline",11172,TRUE,TRUE,FALSE,1,FALSE,FALSE,"prolylhydroxyproline"
"HMDB0005923","HMDB0005923","N4-Acetylcytidine",11173,TRUE,TRUE,FALSE,1,FALSE,FALSE,"n4_acetylcytidine"
"HMDB0000884","HMDB0000884","Ribothymidine",11174,TRUE,TRUE,FALSE,1,FALSE,FALSE,"ribothymidine"
"HMDB0004824","HMDB0004824","N2,N2-Dimethylguanosine",11175,TRUE,TRUE,FALSE,1,FALSE,FALSE,"n2_n2_dimethylguanosine"
"HMDB0041623","HMDB0041623","N6-Carbamoyl-L-threonyladenosine",11176,TRUE,TRUE,FALSE,1,FALSE,FALSE,"n6_carbamoyl_l_threonyladenosine"
"HMDB0000656","HMDB0000656","Cysteineglutathione disulfide",11177,TRUE,TRUE,FALSE,1,FALSE,FALSE,"cysteineglutathione disulfide"
"HMDB0005065","HMDB0005065","Oleoylcarnitine",11178,TRUE,TRUE,FALSE,1,FALSE,FALSE,"oleoylcarnitine"
"HMDB0000788","HMDB0000788","Orotidine",11179,TRUE,TRUE,FALSE,1,FALSE,FALSE,"orotidine"
"HMDB0059724","HMDB0059724","Pyrocatechol sulfate",11180,TRUE,TRUE,FALSE,1,FALSE,FALSE,"pyrocatechol sulfate"
"HMDB0002434","HMDB0002434","Hydroquinone",11181,TRUE,TRUE,FALSE,1,FALSE,FALSE,"hydroquinone"
"HMDB0002366","HMDB0002366","Tiglylcarnitine",11182,TRUE,TRUE,FALSE,1,FALSE,FALSE,"tiglylcarnitine"
"HMDB0000730","HMDB0000730","Isobutyrylglycine",11183,TRUE,TRUE,FALSE,1,FALSE,FALSE,"isobutyrylglycine"
"HMDB0013678","HMDB0013678","4-Hydroxyhippuric acid",11184,TRUE,TRUE,FALSE,1,FALSE,FALSE,"4_hydroxyhippuric acid"
"HMDB0000375","HMDB0000375","3-(3-Hydroxyphenyl)propanoic acid",11185,TRUE,TRUE,FALSE,1,FALSE,FALSE,"3_3_hydroxyphenyl_propanoic acid"
"HMDB0000078","HMDB0000078","Cysteinylglycine",11186,TRUE,TRUE,FALSE,1,FALSE,FALSE,"cysteinylglycine"
"HMDB0001067","HMDB0001067","N-Acetylaspartylglutamic acid",11187,TRUE,TRUE,FALSE,1,FALSE,FALSE,"n_acetylaspartylglutamic acid"
"HMDB0000872","HMDB0000872","Tetradecanedioic acid",11188,TRUE,TRUE,FALSE,1,FALSE,FALSE,"tetradecanedioic acid"
"HMDB0031057","HMDB0031057","(R)-2-Hydroxyhexadecanoic acid",11189,TRUE,TRUE,FALSE,1,FALSE,FALSE,"r_2_hydroxyhexadecanoic acid"
"HMDB0000672","HMDB0000672","Hexadecanedioic acid",11190,TRUE,TRUE,FALSE,1,FALSE,FALSE,"hexadecanedioic acid"
"HMDB0001878","HMDB0001878","Thymol",11191,TRUE,TRUE,FALSE,1,FALSE,FALSE,"thymol"
"HMDB0004072","HMDB0004072","4-Hydroxystyrene",11192,TRUE,TRUE,FALSE,1,FALSE,FALSE,"4_hydroxystyrene"
