"uid_01","hmdb_id","biochemical","original_index","original","contains_original","contains_derived","n_source_rows","multiple_identifiers","multiple_isomers","biochemical_final"
"HMDB0013325","HMDB0013325","2-trans,4-cis-Decadienoylcarnitine",4430,TRUE,TRUE,FALSE,1,FALSE,FALSE,"2_trans_4_cis_decadienoylcarnitine"
"HMDB0002250","HMDB0002250","Dodecanoylcarnitine",4431,TRUE,TRUE,FALSE,1,FALSE,FALSE,"dodecanoylcarnitine"
"HMDB0013326","HMDB0013326","trans-2-Dodecenoylcarnitine",4432,TRUE,TRUE,FALSE,1,FALSE,FALSE,"trans_2_dodecenoylcarnitine"
"HMDB0005066","HMDB0005066","Tetradecanoylcarnitine",4433,TRUE,TRUE,FALSE,1,FALSE,FALSE,"tetradecanoylcarnitine"
"HMDB0010379","HMDB0010379","LysoPC(14:0)",4434,TRUE,TRUE,FALSE,1,FALSE,FALSE,"lysopc_14_0"
"HMDB0012097","HMDB0012097","SM(d18:1/14:0)",4435,TRUE,TRUE,FALSE,1,FALSE,FALSE,"sm_d18_1_14_0"
"HMDB0000898","HMDB0000898","1-Methylhistamine",4436,TRUE,TRUE,FALSE,1,FALSE,FALSE,"1_methylhistamine"
"HMDB0002014","HMDB0002014","cis-5-Tetradecenoylcarnitine",4437,TRUE,TRUE,FALSE,1,FALSE,FALSE,"cis_5_tetradecenoylcarnitine"
"HMDB0013331","HMDB0013331","3, 5-Tetradecadiencarnitine",4438,TRUE,TRUE,FALSE,1,FALSE,FALSE,"3_5_tetradecadiencarnitine"
"HMDB0000222","HMDB0000222","L-Palmitoylcarnitine",4439,TRUE,TRUE,FALSE,1,FALSE,FALSE,"l_palmitoylcarnitine"
"HMDB0004949","HMDB0004949","Ceramide (d18:1/16:0)",4440,TRUE,TRUE,FALSE,1,FALSE,FALSE,"ceramide_d18_1_16_0"
"HMDB0011503","HMDB0011503","LysoPE(16:0/0:0)",4441,TRUE,TRUE,FALSE,1,FALSE,FALSE,"lysope_16_0_0_0"
"HMDB0010169","HMDB0010169","SM(d18:1/16:0)",4442,TRUE,TRUE,FALSE,1,FALSE,FALSE,"sm_d18_1_16_0"
"HMDB0010383","HMDB0010383","LysoPC(16:1(9Z))",4443,TRUE,TRUE,FALSE,1,FALSE,FALSE,"lysopc_16_1_9z"
"HMDB0010407","HMDB0010407","LysoPC(P-16:0)",4444,TRUE,TRUE,FALSE,1,FALSE,FALSE,"lysopc_p_16_0"
"HMDB0029216","HMDB0029216","SM C16:1",4445,TRUE,TRUE,FALSE,1,FALSE,FALSE,"sm c16_1"
"HMDB0000848","HMDB0000848","Stearoylcarnitine",4446,TRUE,TRUE,FALSE,1,FALSE,FALSE,"stearoylcarnitine"
"HMDB0000699","HMDB0000699","1-Methylnicotinamide",4447,TRUE,TRUE,FALSE,1,FALSE,FALSE,"1_methylnicotinamide"
"HMDB0011503_HPOS_QI50","HMDB0011503","LysoPE(16:0/0:0)",4448,TRUE,TRUE,FALSE,1,FALSE,FALSE,"lysope_16_0_0_0"
"HMDB0001348","HMDB0001348","SM(d18:1/18:0)",4449,TRUE,TRUE,FALSE,1,FALSE,FALSE,"sm_d18_1_18_0"
"HMDB0005065","HMDB0005065","Oleoylcarnitine",4450,TRUE,TRUE,FALSE,1,FALSE,FALSE,"oleoylcarnitine"
"HMDB0013122","HMDB0013122","LysoPC(P-18:0)",4451,TRUE,TRUE,FALSE,1,FALSE,FALSE,"lysopc_p_18_0"
"HMDB0013122_HPOS_QI54","HMDB0013122","LysoPC(P-18:0)",4452,TRUE,TRUE,FALSE,1,FALSE,FALSE,"lysopc_p_18_0"
"HMDB0011506","HMDB0011506","LysoPE(18:1(9Z)/0:0)",4453,TRUE,TRUE,FALSE,1,FALSE,FALSE,"lysope_18_1_9z_0_0"
"HMDB0012101","HMDB0012101","SM(d18:1/18:1(9Z))",4454,TRUE,TRUE,FALSE,1,FALSE,FALSE,"sm_d18_1_18_1_9z"
"HMDB0006469","HMDB0006469","Linoleyl carnitine",4455,TRUE,TRUE,FALSE,1,FALSE,FALSE,"linoleyl carnitine"
"HMDB0011507","HMDB0011507","LysoPE(18:2(9Z,12Z)/0:0)",4456,TRUE,TRUE,FALSE,1,FALSE,FALSE,"lysope_18_2_9z_12z_0_0"
"HMDB0000201","HMDB0000201","L-Acetylcarnitine",4457,TRUE,TRUE,FALSE,1,FALSE,FALSE,"l_acetylcarnitine"
"HMDB0011511","HMDB0011511","LysoPE(20:0/0:0)",4458,TRUE,TRUE,FALSE,1,FALSE,FALSE,"lysope_20_0_0_0"
"HMDB0012102","HMDB0012102","SM(d18:1/20:0)",4459,TRUE,TRUE,FALSE,1,FALSE,FALSE,"sm_d18_1_20_0"
"HMDB0010395","HMDB0010395","LysoPC(20:4(5Z,8Z,11Z,14Z))",4460,TRUE,TRUE,FALSE,1,FALSE,FALSE,"lysopc_20_4_5z_8z_11z_14z"
"HMDB0011517","HMDB0011517","LysoPE(20:4(5Z,8Z,11Z,14Z)/0:0)",4461,TRUE,TRUE,FALSE,1,FALSE,FALSE,"lysope_20_4_5z_8z_11z_14z_0_0"
"HMDB0010397","HMDB0010397","LysoPC(20:5(5Z,8Z,11Z,14Z,17Z))",4462,TRUE,TRUE,FALSE,1,FALSE,FALSE,"lysopc_20_5_5z_8z_11z_14z_17z"
"HMDB0010403","HMDB0010403","LysoPC(22:5(7Z,10Z,13Z,16Z,19Z))",4463,TRUE,TRUE,FALSE,1,FALSE,FALSE,"lysopc_22_5_7z_10z_13z_16z_19z"
"HMDB0010404","HMDB0010404","LysoPC(22:6(4Z,7Z,10Z,13Z,16Z,19Z))",4464,TRUE,TRUE,FALSE,1,FALSE,FALSE,"lysopc_22_6_4z_7z_10z_13z_16z_19z"
"HMDB0011526","HMDB0011526","LysoPE(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/0:0)",4465,TRUE,TRUE,FALSE,1,FALSE,FALSE,"lysope_22_6_4z_7z_10z_13z_16z_19z_0_0"
"HMDB0004953","HMDB0004953","Cer(d18:1/24:1(15Z))",4466,TRUE,TRUE,FALSE,1,FALSE,FALSE,"cer_d18_1_24_1_15z"
"HMDB0000991","HMDB0000991","DL-2-Aminooctanoic acid",4467,TRUE,TRUE,FALSE,1,FALSE,FALSE,"dl_2_aminooctanoic acid"
"HMDB0006347","HMDB0006347","Hexacosanoyl carnitine",4468,TRUE,TRUE,FALSE,1,FALSE,FALSE,"hexacosanoyl carnitine"
"HMDB0000824","HMDB0000824","Propionylcarnitine",4469,TRUE,TRUE,FALSE,1,FALSE,FALSE,"propionylcarnitine"
"HMDB0007869","HMDB0007869","PC(14:0/16:0)",4470,TRUE,TRUE,FALSE,1,FALSE,FALSE,"pc_14_0_16_0"
"HMDB0007874","HMDB0007874","PC(14:0/18:2(9Z,12Z))",4471,TRUE,TRUE,FALSE,1,FALSE,FALSE,"pc_14_0_18_2_9z_12z"
"HMDB0008925","HMDB0008925","PE(16:0/18:0)",4472,TRUE,TRUE,FALSE,1,FALSE,FALSE,"pe_16_0_18_0"
"HMDB0007973","HMDB0007973","PC(16:0/18:2(9Z,12Z))",4473,TRUE,TRUE,FALSE,1,FALSE,FALSE,"pc_16_0_18_2_9z_12z"
"HMDB0008928","HMDB0008928","PE(16:0/18:2(9Z,12Z))",4474,TRUE,TRUE,FALSE,1,FALSE,FALSE,"pe_16_0_18_2_9z_12z"
"HMDB0008952","HMDB0008952","PE(16:0/P-18:1(9Z))",4475,TRUE,TRUE,FALSE,1,FALSE,FALSE,"pe_16_0_p_18_1_9z"
"HMDB0008006","HMDB0008006","PC(16:1(9Z)/18:2(9Z,12Z))",4476,TRUE,TRUE,FALSE,1,FALSE,FALSE,"pc_16_1_9z_18_2_9z_12z"
"HMDB0004326","HMDB0004326","2'-O-Methyladenosine",4477,TRUE,TRUE,FALSE,1,FALSE,FALSE,"2'_o_methyladenosine"
"HMDB0011211","HMDB0011211","PC(P-16:0/18:2(9Z,12Z))",4478,TRUE,TRUE,FALSE,1,FALSE,FALSE,"pc_p_16_0_18_2_9z_12z"
"HMDB0011343","HMDB0011343","PE(P-16:0/18:2(9Z,12Z))",4479,TRUE,TRUE,FALSE,1,FALSE,FALSE,"pe_p_16_0_18_2_9z_12z"
"HMDB0008994","HMDB0008994","PE(18:0/18:2(9Z,12Z))",4480,TRUE,TRUE,FALSE,1,FALSE,FALSE,"pe_18_0_18_2_9z_12z"
"C36_2_PS_plasmalogen","","C36:2 PS plasmalogen",4481,TRUE,TRUE,FALSE,1,FALSE,FALSE,"c36_2 ps plasmalogen"
"HMDB0011441","HMDB0011441","PE(P-18:1(9Z)/18:1(9Z))",4482,TRUE,TRUE,FALSE,1,FALSE,FALSE,"pe_p_18_1_9z_18_1_9z"
"C36_3_PS_plasmalogen","","C36:3 PS plasmalogen",4483,TRUE,TRUE,FALSE,1,FALSE,FALSE,"c36_3 ps plasmalogen"
"HMDB0008937","HMDB0008937","PE(16:0/20:4(5Z,8Z,11Z,14Z))",4484,TRUE,TRUE,FALSE,1,FALSE,FALSE,"pe_16_0_20_4_5z_8z_11z_14z"
"CHEM2048","","3-(N-acetyl-L-cystein-S-yl) acetaminophen*",4485,TRUE,TRUE,FALSE,1,FALSE,FALSE,"3_n_acetyl_l_cystein_s_yl_acetaminophen"
"HMDB0011220","HMDB0011220","PC(P-16:0/20:4(5Z,8Z,11Z,14Z))",4486,TRUE,TRUE,FALSE,1,FALSE,FALSE,"pc_p_16_0_20_4_5z_8z_11z_14z"
"HMDB0011410","HMDB0011410","PE(P-18:1(11Z)/18:3(6Z,9Z,12Z))",4487,TRUE,TRUE,FALSE,1,FALSE,FALSE,"pe_p_18_1_11z_18_3_6z_9z_12z"
"HMDB0009003","HMDB0009003","PE(18:0/20:4(5Z,8Z,11Z,14Z))",4488,TRUE,TRUE,FALSE,1,FALSE,FALSE,"pe_18_0_20_4_5z_8z_11z_14z"
"HMDB0011386","HMDB0011386","PE(P-18:0/20:4(8Z,11Z,14Z,17Z))",4489,TRUE,TRUE,FALSE,1,FALSE,FALSE,"pe_p_18_0_20_4_8z_11z_14z_17z"
"HMDB0011319","HMDB0011319","PC(P-18:1(9Z)/20:4(5Z,8Z,11Z,14Z))",4490,TRUE,TRUE,FALSE,1,FALSE,FALSE,"pc_p_18_1_9z_20_4_5z_8z_11z_14z"
"HMDB0009102","HMDB0009102","PE(18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z))",4491,TRUE,TRUE,FALSE,1,FALSE,FALSE,"pe_18_2_9z_12z_20_4_5z_8z_11z_14z"
"HMDB0011387","HMDB0011387","PE(P-18:0/20:5(5Z,8Z,11Z,14Z,17Z))",4492,TRUE,TRUE,FALSE,1,FALSE,FALSE,"pe_p_18_0_20_5_5z_8z_11z_14z_17z"
"HMDB0011229","HMDB0011229","PC(P-16:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",4493,TRUE,TRUE,FALSE,1,FALSE,FALSE,"pc_p_16_0_22_6_4z_7z_10z_13z_16z_19z"
"HMDB0011420","HMDB0011420","PE(P-18:1(11Z)/20:5(5Z,8Z,11Z,14Z,17Z))",4494,TRUE,TRUE,FALSE,1,FALSE,FALSE,"pe_p_18_1_11z_20_5_5z_8z_11z_14z_17z"
"HMDB0011103","HMDB0011103","1,7-Dimethyluric acid",4495,TRUE,TRUE,FALSE,1,FALSE,FALSE,"1_7_dimethyluric acid"
"HMDB0010386","HMDB0010386","LysoPC(18:2(9Z,12Z))",4496,TRUE,TRUE,FALSE,1,FALSE,FALSE,"lysopc_18_2_9z_12z"
"C18_2_SM","HMDB0012101","SM(d18:1/18:1(9Z))",4497,TRUE,TRUE,FALSE,1,FALSE,FALSE,"sm_d18_1_18_1_9z"
"HMDB0000630","HMDB0000630","Cytosine",4498,TRUE,TRUE,FALSE,1,FALSE,FALSE,"cytosine"
"HMDB0000172","HMDB0000172","L-Isoleucine",4499,TRUE,TRUE,FALSE,1,FALSE,FALSE,"l_isoleucine"
"HMDB0000687","HMDB0000687","L-Leucine",4500,TRUE,TRUE,FALSE,1,FALSE,FALSE,"l_leucine"
"HMDB0002005","HMDB0002005","Methionine sulfoxide",4501,TRUE,TRUE,FALSE,1,FALSE,FALSE,"methionine sulfoxide"
"HMDB0004824","HMDB0004824","N2,N2-Dimethylguanosine",4502,TRUE,TRUE,FALSE,1,FALSE,FALSE,"n2_n2_dimethylguanosine"
"HMDB0000766_HPOS_TF18","HMDB0000766","N-Acetyl-L-alanine",4503,TRUE,TRUE,FALSE,1,FALSE,FALSE,"n_acetyl_l_alanine"
"HMDB0032055","HMDB0032055","N-Acetylhistidine",4504,TRUE,TRUE,FALSE,1,FALSE,FALSE,"n_acetylhistidine"
"HMDB0003282","HMDB0003282","1-Methylguanine",4505,TRUE,TRUE,FALSE,1,FALSE,FALSE,"1_methylguanine"
"HMDB0000159","HMDB0000159","L-Phenylalanine",4506,TRUE,TRUE,FALSE,1,FALSE,FALSE,"l_phenylalanine"
"HMDB0001431","HMDB0001431","Pyridoxamine",4507,TRUE,TRUE,FALSE,1,FALSE,FALSE,"pyridoxamine"
"HMDB0003334","HMDB0003334","Symmetric dimethylarginine",4508,TRUE,TRUE,FALSE,1,FALSE,FALSE,"symmetric dimethylarginine"
"HMDB0000925","HMDB0000925","Trimethylamine N-oxide",4509,TRUE,TRUE,FALSE,1,FALSE,FALSE,"trimethylamine n_oxide"
"HMDB0000158","HMDB0000158","L-Tyrosine",4510,TRUE,TRUE,FALSE,1,FALSE,FALSE,"l_tyrosine"
"HMDB0000883","HMDB0000883","L-Valine",4511,TRUE,TRUE,FALSE,1,FALSE,FALSE,"l_valine"
"HMDB0000001","HMDB0000001","1-Methylhistidine",4512,TRUE,TRUE,FALSE,1,FALSE,FALSE,"1_methylhistidine"
"HMDB0005862","HMDB0005862","2-Methylguanosine",4513,TRUE,TRUE,FALSE,1,FALSE,FALSE,"2_methylguanosine"
"HMDB0001867","HMDB0001867","4-Aminohippuric acid",4514,TRUE,TRUE,FALSE,1,FALSE,FALSE,"4_aminohippuric acid"
"HMDB0001539","HMDB0001539","Asymmetric dimethylarginine",4515,TRUE,TRUE,FALSE,1,FALSE,FALSE,"asymmetric dimethylarginine"
"HMDB0001906","HMDB0001906","2-Aminoisobutyric acid",4516,TRUE,TRUE,FALSE,1,FALSE,FALSE,"2_aminoisobutyric acid"
"HMDB0010382","HMDB0010382","LysoPC(16:0)",4517,TRUE,TRUE,FALSE,1,FALSE,FALSE,"lysopc_16_0"
"CHEM100001281","","HWESASLLR ([H]HWESASLLR[OH])",4518,TRUE,TRUE,FALSE,1,FALSE,FALSE,"hwesasllr_h_hwesasllr_oh"
"CHEM100001327","","HWESASXX*",4519,TRUE,TRUE,FALSE,1,FALSE,FALSE,"hwesasxx"
"CHEM100001330","","HXGXA*",4520,TRUE,TRUE,FALSE,1,FALSE,FALSE,"hxgxa"
"HMDB0001212","HMDB0001212","Hydantoin-5-propionic acid",4521,TRUE,TRUE,FALSE,1,FALSE,FALSE,"hydantoin_5_propionic acid"
"HMDB0001212","HMDB0001212","Hydantoin-5-propionic acid",4522,TRUE,TRUE,FALSE,1,FALSE,FALSE,"hydantoin_5_propionic acid"
"HMDB0001928","HMDB0001928","Hydrochlorothiazide",4523,TRUE,TRUE,FALSE,1,FALSE,FALSE,"hydrochlorothiazide"
"HMDB0000764","HMDB0000764","Hydrocinnamic acid",4524,TRUE,TRUE,FALSE,1,FALSE,FALSE,"hydrocinnamic acid"
"HMDB0001033","HMDB0001033","Hydrogen sulfite",4525,TRUE,TRUE,FALSE,1,FALSE,FALSE,"hydrogen sulfite"
"HMDB0014472","HMDB0014472","Hydromorphone",4526,TRUE,TRUE,FALSE,1,FALSE,FALSE,"hydromorphone"
"HMDB0002434","HMDB0002434","Hydroquinone",4527,TRUE,TRUE,FALSE,1,FALSE,FALSE,"hydroquinone"
"HMDB0002434","HMDB0002434","Hydroquinone",4528,TRUE,TRUE,FALSE,1,FALSE,FALSE,"hydroquinone"
"HMDB0000115","HMDB0000115","Glycolic acid",4529,TRUE,TRUE,FALSE,1,FALSE,FALSE,"glycolic acid"
"COMP62060","","hydroxyasparagine**",4530,TRUE,TRUE,FALSE,1,FALSE,FALSE,"hydroxyasparagine"
"HMDB0012235","HMDB0012235","Hydroxybupropion",4531,TRUE,TRUE,FALSE,1,FALSE,FALSE,"hydroxybupropion"
"HMDB0001390","HMDB0001390","Hydroxycotinine",4533,TRUE,TRUE,FALSE,1,FALSE,FALSE,"hydroxycotinine"
"HYDROXYHEXADECADIENYLCARNITINE_C16_2_OH","","Hydroxyhexadecadienyl-L-carnitine",4534,TRUE,TRUE,FALSE,1,FALSE,FALSE,"hydroxyhexadecadienyl_l_carnitine"
"HMDB0013333","HMDB0013333","3-Hydroxy-9-hexadecenoylcarnitine",4535,TRUE,TRUE,FALSE,1,FALSE,FALSE,"3_hydroxy_9_hexadecenoylcarnitine"
"HMDB0060610","HMDB0060610","Hydroxyhexamide",4536,TRUE,TRUE,FALSE,1,FALSE,FALSE,"hydroxyhexamide"
"COMP40292","","Hydroxyibuprofen (X - 17463)",4537,TRUE,TRUE,FALSE,1,FALSE,FALSE,"hydroxyibuprofen_x_17463"
"HMDB0000732","HMDB0000732","Hydroxykynurenine",4540,TRUE,TRUE,FALSE,1,FALSE,FALSE,"hydroxykynurenine"
"HMDB0003338","HMDB0003338","Hydroxylamine",4541,TRUE,TRUE,FALSE,1,FALSE,FALSE,"hydroxylamine"
"HMDB0003338","HMDB0003338","Hydroxylamine",4542,TRUE,TRUE,FALSE,1,FALSE,FALSE,"hydroxylamine"
"PUBCHEM71464558","","3-hydroxyoleoylcarnitine",4543,TRUE,TRUE,FALSE,1,FALSE,FALSE,"3_hydroxyoleoylcarnitine"
"HMDB0000020","HMDB0000020","p-Hydroxyphenylacetic acid",4544,TRUE,TRUE,FALSE,1,FALSE,FALSE,"p_hydroxyphenylacetic acid"
"HMDB0000020","HMDB0000020","p-Hydroxyphenylacetic acid",4545,TRUE,TRUE,FALSE,1,FALSE,FALSE,"p_hydroxyphenylacetic acid"
"HMDB0000735","HMDB0000735","Hydroxyphenylacetylglycine",4546,TRUE,TRUE,FALSE,1,FALSE,FALSE,"hydroxyphenylacetylglycine"
"HMDB0000755","HMDB0000755","Hydroxyphenyllactic acid",4547,TRUE,TRUE,FALSE,1,FALSE,FALSE,"hydroxyphenyllactic acid"
"HMDB0000707","HMDB0000707","4-Hydroxyphenylpyruvic acid",4548,TRUE,TRUE,FALSE,1,FALSE,FALSE,"4_hydroxyphenylpyruvic acid"
"COMP33200","","Hydroxypioglitazone*",4549,TRUE,TRUE,FALSE,1,FALSE,FALSE,"hydroxypioglitazone"
"CHEM100004177","","Hydroxypioglitazone (M-IV)",4550,TRUE,TRUE,FALSE,1,FALSE,FALSE,"hydroxypioglitazone_m_iv"
"CHEM100004177","","Hydroxypioglitazone (M-IV)",4551,TRUE,TRUE,FALSE,1,FALSE,FALSE,"hydroxypioglitazone_m_iv"
"HMDB0000725","HMDB0000725","4-Hydroxyproline",4552,TRUE,TRUE,FALSE,1,FALSE,FALSE,"4_hydroxyproline"
"HMDB0000725","HMDB0000725","4-Hydroxyproline",4553,TRUE,TRUE,FALSE,1,FALSE,FALSE,"4_hydroxyproline"
"HMDB0028860","HMDB0028860","Hydroxyprolyl-Cysteine",4554,TRUE,TRUE,FALSE,1,FALSE,FALSE,"hydroxyprolyl_cysteine"
"HMDB0000700","HMDB0000700","Hydroxypropionic acid",4555,TRUE,TRUE,FALSE,1,FALSE,FALSE,"hydroxypropionic acid"
"HMDB0013125","HMDB0013125","Hydroxypropionylcarnitine",4556,TRUE,TRUE,FALSE,1,FALSE,FALSE,"hydroxypropionylcarnitine"
"HMDB0001352","HMDB0001352","Hydroxypyruvic acid",4557,TRUE,TRUE,FALSE,1,FALSE,FALSE,"hydroxypyruvic acid"
"HYDROXYTETRADECADIENYLCARNITINE_C14_2_OH","","Hydroxytetradecadienyl-L-carnitine",4558,TRUE,TRUE,FALSE,1,FALSE,FALSE,"hydroxytetradecadienyl_l_carnitine"
"HMDB0013330","HMDB0013330","3-Hydroxy-cis-5-tetradecenoylcarnitine",4559,TRUE,TRUE,FALSE,1,FALSE,FALSE,"3_hydroxy_cis_5_tetradecenoylcarnitine"
"CHEBI86467","","Hydroxyvalerylcarnitine",4560,TRUE,TRUE,FALSE,1,FALSE,FALSE,"hydroxyvalerylcarnitine"
"HMDB0000760","HMDB0000760","Hyocholic acid",4561,TRUE,TRUE,FALSE,1,FALSE,FALSE,"hyocholic acid"
"HMDB0000760","HMDB0000760","Hyocholic acid",4562,TRUE,TRUE,FALSE,1,FALSE,FALSE,"hyocholic acid"
"HMDB0000733","HMDB0000733","Hyodeoxycholic acid",4563,TRUE,TRUE,FALSE,1,FALSE,FALSE,"hyodeoxycholic acid"
"HMDB0000733","HMDB0000733","Hyodeoxycholic acid",4564,TRUE,TRUE,FALSE,1,FALSE,FALSE,"hyodeoxycholic acid"
"HMDB0000965","HMDB0000965","Hypotaurine",4565,TRUE,TRUE,FALSE,1,FALSE,FALSE,"hypotaurine"
"HMDB0000157","HMDB0000157","Hypoxanthine",4566,TRUE,TRUE,FALSE,1,FALSE,FALSE,"hypoxanthine"
"HMDB0000157","HMDB0000157","Hypoxanthine",4567,TRUE,TRUE,FALSE,1,FALSE,FALSE,"hypoxanthine"
"HMDB0004157","HMDB0004157","L-Urobilinogen",4568,TRUE,TRUE,FALSE,1,FALSE,FALSE,"l_urobilinogen"
"HMDB0004157","HMDB0004157","L-Urobilinogen",4569,TRUE,TRUE,FALSE,1,FALSE,FALSE,"l_urobilinogen"
"HMDB0001925","HMDB0001925","Ibuprofen",4570,TRUE,TRUE,FALSE,1,FALSE,FALSE,"ibuprofen"
"CHEM100002406","","Ibuprofen acyl glucuronide",4571,TRUE,TRUE,FALSE,1,FALSE,FALSE,"ibuprofen acyl glucuronide"
"CHEM100002406","","Ibuprofen acyl glucuronide",4572,TRUE,TRUE,FALSE,1,FALSE,FALSE,"ibuprofen acyl glucuronide"
"BM00049","","Total cholesterol in IDL",4573,TRUE,TRUE,FALSE,1,FALSE,FALSE,"total cholesterol in idl"
"BP00133","","Total cholesterol to total lipids ratio in IDL",4574,TRUE,TRUE,FALSE,1,FALSE,FALSE,"total cholesterol to total lipids ratio in idl"
"BM00050","","Cholesterol esters in IDL",4575,TRUE,TRUE,FALSE,1,FALSE,FALSE,"cholesterol esters in idl"
"BP00134","","Cholesterol esters to total lipids ratio in IDL",4576,TRUE,TRUE,FALSE,1,FALSE,FALSE,"cholesterol esters to total lipids ratio in idl"
"BM00051","","Free cholesterol in IDL",4577,TRUE,TRUE,FALSE,1,FALSE,FALSE,"free cholesterol in idl"
"BP00135","","Free cholesterol to total lipids ratio in IDL",4578,TRUE,TRUE,FALSE,1,FALSE,FALSE,"free cholesterol to total lipids ratio in idl"
"BM00047","","Total lipids in IDL",4579,TRUE,TRUE,FALSE,1,FALSE,FALSE,"total lipids in idl"
"BM00046","","Concentration of IDL particles",4580,TRUE,TRUE,FALSE,1,FALSE,FALSE,"concentration of idl particles"
"BM00048","","Phospholipids in IDL",4581,TRUE,TRUE,FALSE,1,FALSE,FALSE,"phospholipids in idl"
"BP00132","","Phospholipids to total lipds ratio in IDL",4582,TRUE,TRUE,FALSE,1,FALSE,FALSE,"phospholipids to total lipds ratio in idl"
"BM00052","","Triglycerides in IDL",4583,TRUE,TRUE,FALSE,1,FALSE,FALSE,"triglycerides in idl"
"BP00136","","Triglycerides to total lipids ratio in IDL",4584,TRUE,TRUE,FALSE,1,FALSE,FALSE,"triglycerides to total lipids ratio in idl"
"HMDB0000172","HMDB0000172","L-Isoleucine",4585,TRUE,TRUE,FALSE,1,FALSE,FALSE,"l_isoleucine"
"CHEM100003163","","Isoleucylalanine",4586,TRUE,TRUE,FALSE,1,FALSE,FALSE,"isoleucylalanine"
"COMP40015","","Isoleucylasparagine",4587,TRUE,TRUE,FALSE,1,FALSE,FALSE,"isoleucylasparagine"
"CHEM100003166","","Isoleucylaspartate",4588,TRUE,TRUE,FALSE,1,FALSE,FALSE,"isoleucylaspartate"
"CHEM100003167","","Isoleucylglutamine",4589,TRUE,TRUE,FALSE,1,FALSE,FALSE,"isoleucylglutamine"
"HMDB0028907","HMDB0028907","Isoleucyl-Glycine",4590,TRUE,TRUE,FALSE,1,FALSE,FALSE,"isoleucyl_glycine"
"CHEM100001707","","Isoleucylisoleucine",4591,TRUE,TRUE,FALSE,1,FALSE,FALSE,"isoleucylisoleucine"
"CHEM100001708","","Isoleucylleucine",4592,TRUE,TRUE,FALSE,1,FALSE,FALSE,"isoleucylleucine"
"CHEM100003173","","Isoleucylphenylalanine",4593,TRUE,TRUE,FALSE,1,FALSE,FALSE,"isoleucylphenylalanine"
"COMP40012","","Isoleucylserine",4594,TRUE,TRUE,FALSE,1,FALSE,FALSE,"isoleucylserine"
"CHEM100003175","","Isoleucylthreonine",4595,TRUE,TRUE,FALSE,1,FALSE,FALSE,"isoleucylthreonine"
"CHEM100003178","","Isoleucylvaline",4596,TRUE,TRUE,FALSE,1,FALSE,FALSE,"isoleucylvaline"
"HMDB0034913","HMDB0034913","Imazamethabenz-methyl",4597,TRUE,TRUE,FALSE,1,FALSE,FALSE,"imazamethabenz_methyl"
"HMDB0002320","HMDB0002320","Imidazolelactic acid",4598,TRUE,TRUE,FALSE,1,FALSE,FALSE,"imidazolelactic acid"
"HMDB0002271","HMDB0002271","Imidazolepropionic acid",4599,TRUE,TRUE,FALSE,1,FALSE,FALSE,"imidazolepropionic acid"
"HMDB0002320","HMDB0002320","Imidazolelactic acid",4600,TRUE,TRUE,FALSE,1,FALSE,FALSE,"imidazolelactic acid"
"HMDB0002271","HMDB0002271","Imidazolepropionic acid",4601,TRUE,TRUE,FALSE,1,FALSE,FALSE,"imidazolepropionic acid"
"HMDB0002024","HMDB0002024","Imidazoleacetic acid",4602,TRUE,TRUE,FALSE,1,FALSE,FALSE,"imidazoleacetic acid"
"HMDB0002320","HMDB0002320","Imidazolelactic acid",4603,TRUE,TRUE,FALSE,1,FALSE,FALSE,"imidazolelactic acid"
"HMDB0001131","HMDB0001131","Iminoaspartic acid",4604,TRUE,TRUE,FALSE,1,FALSE,FALSE,"iminoaspartic acid"
"HMDB0011753","HMDB0011753","Iminodiacetic acid",4605,TRUE,TRUE,FALSE,1,FALSE,FALSE,"iminodiacetic acid"
"HMDB0011753","HMDB0011753","Iminodiacetic acid",4606,TRUE,TRUE,FALSE,1,FALSE,FALSE,"iminodiacetic acid"
"HMDB0001848","HMDB0001848","Imipramine",4607,TRUE,TRUE,FALSE,1,FALSE,FALSE,"imipramine"
"HMDB0000175","HMDB0000175","Inosinic acid",4608,TRUE,TRUE,FALSE,1,FALSE,FALSE,"inosinic acid"
"HMDB0000175","HMDB0000175","Inosinic acid",4609,TRUE,TRUE,FALSE,1,FALSE,FALSE,"inosinic acid"
"HMDB0059601","HMDB0059601","Indan-1-ol",4610,TRUE,TRUE,FALSE,1,FALSE,FALSE,"indan_1_ol"
"HMDB0029739","HMDB0029739","1H-Indole-3-acetamide",4611,TRUE,TRUE,FALSE,1,FALSE,FALSE,"1h_indole_3_acetamide"
"HMDB0000197","HMDB0000197","Indoleacetic acid",4612,TRUE,TRUE,FALSE,1,FALSE,FALSE,"indoleacetic acid"
"HMDB0002096","HMDB0002096","3-Indolebutyric acid",4613,TRUE,TRUE,FALSE,1,FALSE,FALSE,"3_indolebutyric acid"
"HMDB0003320","HMDB0003320","Indole-3-carboxylic acid",4614,TRUE,TRUE,FALSE,1,FALSE,FALSE,"indole_3_carboxylic acid"
"PUBCHEM9548603","","Indole-3-lactate",4615,TRUE,TRUE,FALSE,1,FALSE,FALSE,"indole_3_lactate"
