"","input_metabolite_name_final","original_index","contains_original","contains_derived","n_source_rows","input_hmdb_id","metabolite_id","input_pubchem","input_metabolite_name","input_chemspider","input_kegg","input_inchikey","input_chebi","multiple_identifiers","multiple_isomers","original","MLR_Harmonized_Name"
"6712","x_12673","2694",TRUE,FALSE,1,NA,"COMP34278",NA,"X___12673",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"6713","x_12676","2695",TRUE,FALSE,1,NA,"COMP34282",NA,"X___12676",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"6714","x_12680","2696",TRUE,FALSE,1,NA,"COMP34289_47437",NA,"X - 12680",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"6715","x_12681","6211",TRUE,FALSE,1,"HMDB0003148","HMDB03148","160437","X - 12681",NA,NA,NA,NA,FALSE,FALSE,NA,"Argininic acid"
"6716","x_12681_replaced_with_argininate","6212",TRUE,FALSE,1,NA,"HMDB03148",NA,"X - 12681 - replaced with argininate",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"6717","x_12685","7325",TRUE,FALSE,1,"HMDB0013253","HMDB13253","69602","X - 12685",NA,NA,NA,NA,FALSE,FALSE,NA,"N-Acetylhistamine"
"6718","x_12686","3678",TRUE,FALSE,1,NA,"COMP62100",NA,"X - 12686",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"6719","x_12688","3736",TRUE,FALSE,1,NA,"COMP62309",NA,"X - 12688",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"6720","x_12689","2697",TRUE,FALSE,1,NA,"COMP34298_47719",NA,"X - 12689",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"6721","x_12690","2698",TRUE,FALSE,1,NA,"COMP34299_47720",NA,"X - 12690",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"6722","x_12691","2699",TRUE,FALSE,1,NA,"COMP34300",NA,"X - 12691",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"6723","x_12695","3680",TRUE,FALSE,1,NA,"COMP62101",NA,"X - 12695",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"6724","x_12696","2701",TRUE,FALSE,1,NA,"COMP34306",NA,"X___12696",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"6725","x_12700","2702",TRUE,FALSE,1,NA,"COMP34310_47201",NA,"X - 12700",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"6726","x_12701","2703",TRUE,FALSE,1,NA,"COMP34311_46962",NA,"X - 12701",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"6727","x_12704","2704",TRUE,FALSE,1,NA,"COMP34314_47928",NA,"X - 12704",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"6728","x_12705","2623",TRUE,FALSE,1,NA,"COMP33541_34315_46966_47701",NA,"X - 12705",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"6729","x_12707","2705",TRUE,FALSE,1,NA,"COMP34317_47929",NA,"X - 12707",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"6730","x_12711","2706",TRUE,FALSE,1,NA,"COMP34321",NA,"X- 12711",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"6731","x_12712","2707",TRUE,FALSE,1,NA,"COMP34322_47931",NA,"X - 12712",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"6732","x_12713","2708",TRUE,FALSE,1,NA,"COMP34323_47932",NA,"X - 12713",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"6733","x_12714","2709",TRUE,FALSE,1,NA,"COMP34324_40107_46318",NA,"X - 12714",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"6734","x_12715","2297",TRUE,FALSE,1,NA,"CHEM100010850",NA,"X - 12715",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"6735","x_12715_2","2710",TRUE,FALSE,1,NA,"COMP34325_34375_47933_SBR1",NA,"X - 12715_2",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"6736","x_12717","2711",TRUE,FALSE,1,NA,"COMP34327",NA,"X- 12717",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"6737","x_12718","2712",TRUE,FALSE,1,NA,"COMP34328_46973",NA,"X - 12718",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"6738","x_12719","2713",TRUE,FALSE,1,NA,"COMP34329",NA,"X - 12719",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"6739","x_12726","2714",TRUE,FALSE,1,NA,"COMP34336_47936",NA,"X - 12726",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"6740","x_12728","2715",TRUE,FALSE,1,NA,"COMP34338",NA,"X- 12728",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"6741","x_12729","2716",TRUE,FALSE,1,NA,"COMP34339_46623",NA,"X - 12729",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"6742","x_12730","2717",TRUE,FALSE,1,NA,"COMP34340_47937",NA,"X - 12730",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"6743","x_12731","2718",TRUE,FALSE,1,NA,"COMP34341_47938",NA,"X - 12731",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"6744","x_12733","3840",TRUE,FALSE,1,NA,"COMP62840",NA,"X - 12733",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"6745","x_12734","2190",TRUE,FALSE,1,NA,"CHEM100006375",NA,"X - 12734",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"6746","x_12738","2719",TRUE,FALSE,1,NA,"COMP34348_47940",NA,"X - 12738",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"6747","x_12739","2720",TRUE,FALSE,1,NA,"COMP34349_46626",NA,"X - 12739",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"6748","x_12740","2721",TRUE,FALSE,1,NA,"COMP34350_46627",NA,"X - 12740",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"6749","x_12741","2722",TRUE,FALSE,1,NA,"COMP34351",NA,"X - 12741",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"6750","x_12742","2723",TRUE,FALSE,1,NA,"COMP34352",NA,"X - 12742",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"6751","x_12744","2724",TRUE,FALSE,1,NA,"COMP34354",NA,"X - 12744",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"6752","x_12748","1971",TRUE,FALSE,1,NA,"CHEM100003271",NA,"X - 12748",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"6753","x_12749","2726",TRUE,FALSE,1,NA,"COMP34359",NA,"X - 12749",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"6754","x_12753","2727",TRUE,FALSE,1,NA,"COMP34363_47723",NA,"X - 12753",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"6755","x_12760","2728",TRUE,FALSE,1,NA,"COMP34370_47724",NA,"X - 12760",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"6756","x_12763","2729",TRUE,FALSE,1,NA,"COMP34373",NA,"X - 12763",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"6757","x_12766","2730",TRUE,FALSE,1,NA,"COMP34376",NA,"X___12766",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"6758","x_12768","2732",TRUE,FALSE,1,NA,"COMP34438",NA,"X - 12768",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"6759","x_12771","2733",TRUE,FALSE,1,NA,"COMP34441",NA,"X- 12771",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"6760","x_12775","2734",TRUE,FALSE,1,NA,"COMP34452",NA,"X___12775",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"6761","x_12776","2735",TRUE,FALSE,1,NA,"COMP34453",NA,"X - 12776",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"6762","x_12786","2736",TRUE,FALSE,1,NA,"COMP34469",NA,"X - 12786",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"6763","x_12792","2265",TRUE,FALSE,1,NA,"CHEM100009232",NA,"X - 12792",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"6764","x_12798","2737",TRUE,FALSE,1,NA,"COMP34481_46624",NA,"X - 12798",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"6765","x_12802","2199",TRUE,FALSE,1,NA,"CHEM100006627",NA,"X - 12802",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"6766","x_12804","2738",TRUE,FALSE,1,NA,"COMP34487",NA,"X - 12804",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"6767","x_12805","49",TRUE,FALSE,1,NA,"BIOCHEM_X_12805",NA,"X - 12805",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"6768","x_12812","2739",TRUE,FALSE,1,NA,"COMP34495_46986",NA,"X - 12812",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"6769","x_12813","2740",TRUE,FALSE,1,NA,"COMP34496_47941",NA,"X - 12813",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"6770","x_12814","3637",TRUE,FALSE,1,NA,"COMP61874",NA,"X - 12814",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"6771","x_12815","2741",TRUE,FALSE,1,NA,"COMP34498_47942",NA,"X - 12815",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"6772","x_12816","2742",TRUE,FALSE,1,NA,"COMP34499_46630",NA,"X - 12816",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"6773","x_12818","2743",TRUE,FALSE,1,NA,"COMP34501_47943",NA,"X - 12818",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"6774","x_12819","3601",TRUE,FALSE,1,NA,"COMP61798",NA,"X - 12819",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"6775","x_12820","3638",TRUE,FALSE,1,NA,"COMP61875",NA,"X - 12820",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"6776","x_12821","2744",TRUE,FALSE,1,NA,"COMP34504_47945",NA,"X - 12821",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"6777","x_12822","2745",TRUE,FALSE,1,NA,"COMP34505_46997",NA,"X - 12822",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"6778","x_12824","1763",TRUE,FALSE,1,NA,"CHEM100001733",NA,"X - 12824",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"6779","x_12828","2746",TRUE,FALSE,1,NA,"COMP34511_47947",NA,"X - 12828",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"6780","x_12830","2747",TRUE,FALSE,1,NA,"COMP34513_47662",NA,"X - 12830",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"6781","x_12831","3639",TRUE,FALSE,1,NA,"COMP61876",NA,"X - 12831",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"6782","x_12832","50",TRUE,FALSE,1,NA,"BIOCHEM_X_12832",NA,"X - 12832",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"6783","x_12833","2139",TRUE,FALSE,1,NA,"CHEM100006126",NA,"X - 12833",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"6784","x_12837","3640",TRUE,FALSE,1,NA,"COMP61878",NA,"X - 12837",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"6785","x_12839","2748",TRUE,FALSE,1,NA,"COMP34522_47014",NA,"X - 12839",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"6786","x_12844","2749",TRUE,FALSE,1,NA,"COMP34527_46633",NA,"X - 12844",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"6787","x_12845","3642",TRUE,FALSE,1,NA,"COMP61880",NA,"X - 12845",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"6788","x_12846","3923",TRUE,FALSE,1,NA,"COMP63251",NA,"X - 12846",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"6789","x_12847","2750",TRUE,FALSE,1,NA,"COMP34530_46364",NA,"X - 12847",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"6790","x_12849","2751",TRUE,FALSE,1,NA,"COMP34532_46636",NA,"X - 12849",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"6791","x_12850","2203",TRUE,FALSE,1,NA,"CHEM100006641",NA,"X - 12850",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"6792","x_12851","2752",TRUE,FALSE,1,NA,"COMP34535_46639",NA,"X - 12851",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"6793","x_12855","2275",TRUE,FALSE,1,NA,"CHEM100009271",NA,"X - 12855",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"6794","x_12860","3766",TRUE,FALSE,1,NA,"COMP62557",NA,"X - 12860",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"6795","x_12879","3903",TRUE,FALSE,1,NA,"COMP63061",NA,"X - 12879",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"6796","x_12905","2753",TRUE,FALSE,1,NA,"COMP34589",NA,"X - 12905",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"6797","x_12906","2754",TRUE,FALSE,1,NA,"COMP34590_47955",NA,"X - 12906",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"6798","x_12957","2755",TRUE,FALSE,1,NA,"COMP34641",NA,"X - 12957",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"6799","x_12988","2756",TRUE,FALSE,1,NA,"COMP34672",NA,"X - 12988",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"6800","x_12990","2757",TRUE,FALSE,1,NA,"COMP34674",NA,"X- 12990",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"6801","x_13005","2758",TRUE,FALSE,1,NA,"COMP34690",NA,"X - 13005",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"6802","x_13007","2759",TRUE,FALSE,1,NA,"COMP34692_47203",NA,"X - 13007",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"6803","x_13046","2760",TRUE,FALSE,1,NA,"COMP34737",NA,"X - 13046",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"6804","x_13069","2761",TRUE,FALSE,1,NA,"COMP34761",NA,"X - 13069",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"6805","x_13106","2762",TRUE,FALSE,1,NA,"COMP34798",NA,"X - 13106",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"6806","x_13149","6071",TRUE,FALSE,1,NA,"HMDB02212",NA,"X - 13149",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"6807","x_13152","2763",TRUE,FALSE,1,NA,"COMP34844_47728",NA,"X___13152",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"6808","x_13183","2764",TRUE,FALSE,1,NA,"COMP34878",NA,"X- 13183",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"6809","x_13212","2765",TRUE,FALSE,1,NA,"COMP34909",NA,"X - 13212",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"6810","x_13215","2766",TRUE,FALSE,1,NA,"COMP34912",NA,"X - 13215",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"6811","x_13255","2767",TRUE,FALSE,1,NA,"COMP34953_47957",NA,"X - 13255",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"6812","x_13257","2768",TRUE,FALSE,1,NA,"COMP34955",NA,"X___13257",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"6813","x_13371","2769",TRUE,FALSE,1,NA,"COMP35071",NA,"X - 13371",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"6814","x_13372","2770",TRUE,FALSE,1,NA,"COMP35072",NA,"X___13372",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"6815","x_13396","2771",TRUE,FALSE,1,NA,"COMP35099",NA,"X - 13396",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"6816","x_13426","2772",TRUE,FALSE,1,NA,"COMP35184",NA,"X___13426",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"6817","x_13429","2206",TRUE,FALSE,1,NA,"CHEM100006642",NA,"X - 13429",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"6818","x_13431","2773",TRUE,FALSE,1,NA,"COMP35189_47788",NA,"X - 13431",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"6819","x_13435","3939",TRUE,FALSE,1,NA,"COMP63361",NA,"X - 13435",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"6820","x_13452","2774",TRUE,FALSE,1,NA,"COMP35215",NA,"X___13452",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"6821","x_13457","2775",TRUE,FALSE,1,NA,"COMP35220",NA,"X - 13457",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"6822","x_13462","2776",TRUE,FALSE,1,NA,"COMP35225",NA,"X - 13462",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"6823","x_13477","2777",TRUE,FALSE,1,NA,"COMP35240",NA,"X- 13477",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"6824","x_13478","2778",TRUE,FALSE,1,NA,"COMP35241_46629",NA,"X - 13478",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"6825","x_13481","2779",TRUE,FALSE,1,NA,"COMP35245",NA,"X - 13481",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"6826","x_13496","2780",TRUE,FALSE,1,NA,"COMP35270",NA,"X - 13496",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"6827","x_13497","2781",TRUE,FALSE,1,NA,"COMP35271",NA,"X___13497",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"6828","x_13504","2782",TRUE,FALSE,1,NA,"COMP35278",NA,"X - 13504",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"6829","x_13507","2783",TRUE,FALSE,1,NA,"COMP35281_47439",NA,"X - 13507",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"6830","x_13512","2784",TRUE,FALSE,1,NA,"COMP35286_47440",NA,"X - 13512",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"6831","x_13529","3772",TRUE,FALSE,1,NA,"COMP62562",NA,"X - 13529",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"6832","x_13543","2785",TRUE,FALSE,1,NA,"COMP35321",NA,"X - 13543",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"6833","x_13548","2786",TRUE,FALSE,1,NA,"COMP35326",NA,"X- 13548",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"6834","x_13549","2787",TRUE,FALSE,1,NA,"COMP35327",NA,"X - 13549",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"6835","x_13551","2788",TRUE,FALSE,1,NA,"COMP35329",NA,"X - 13551",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"6836","x_13553","2789",TRUE,FALSE,1,NA,"COMP35331_47959",NA,"X - 13553",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"6837","x_13557","2790",TRUE,FALSE,1,NA,"COMP35335_38363",NA,"X - 13557",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"6838","x_13560","2792",TRUE,FALSE,1,NA,"COMP35338",NA,"X___13560",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"6839","x_13619","2793",TRUE,FALSE,1,NA,"COMP35397",NA,"X - 13619",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"6840","x_13640","2794",TRUE,FALSE,1,NA,"COMP35422",NA,"X- 13640",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"6841","x_13651","2795",TRUE,FALSE,1,NA,"COMP35443",NA,"X - 13651",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"6842","x_13658","2796",TRUE,FALSE,1,NA,"COMP35451_47664",NA,"X - 13658",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"6843","x_13671","2797",TRUE,FALSE,1,NA,"COMP35464",NA,"X - 13671",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"6844","x_13684","2798",TRUE,FALSE,1,NA,"COMP35493_47790",NA,"X - 13684",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"6845","x_13688","2799",TRUE,FALSE,1,NA,"COMP35497_47960",NA,"X - 13688",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"6846","x_13689","2800",TRUE,FALSE,1,NA,"COMP35498_47774",NA,"X - 13689",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"6847","x_13695","2801",TRUE,FALSE,1,NA,"COMP35504_47962",NA,"X - 13695",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"6848","x_13698","2802",TRUE,FALSE,1,NA,"COMP35507_49783",NA,"X - 13698",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"6849","x_13699","3546",TRUE,FALSE,1,NA,"COMP54738",NA,"X - 13699",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"6850","x_13703","2803",TRUE,FALSE,1,NA,"COMP35512_47963",NA,"X - 13703",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"6851","x_13706","2804",TRUE,FALSE,1,NA,"COMP35515",NA,"X - 13706",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"6852","x_13709","2805",TRUE,FALSE,1,NA,"COMP35518_47846",NA,"X - 13709",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"6853","x_13713","2806",TRUE,FALSE,1,NA,"COMP35522",NA,"X - 13713",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"6854","x_13721","2807",TRUE,FALSE,1,NA,"COMP35531",NA,"X - 13721",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"6855","x_13722","3658",TRUE,FALSE,1,NA,"COMP62064",NA,"X - 13722",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"6856","x_13723","2808",TRUE,FALSE,1,NA,"COMP35533_47965",NA,"X - 13723",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"6857","x_13724","2125",TRUE,FALSE,1,NA,"CHEM100006094",NA,"X - 13724",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"6858","x_13726","2809",TRUE,FALSE,1,NA,"COMP35536_47967",NA,"X - 13726",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"6859","x_13727","6548",TRUE,FALSE,1,"HMDB0006275","HMDB06275","122136","X - 13727",NA,NA,NA,NA,FALSE,FALSE,NA,"Dopamine 3-O-sulfate"
"6860","x_13728","2810",TRUE,FALSE,1,NA,"COMP35538_46645",NA,"X - 13728",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"6861","x_13729","2811",TRUE,FALSE,1,NA,"COMP35539_47971",NA,"X - 13729",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"6862","x_13730","2137",TRUE,FALSE,1,NA,"CHEM100006125",NA,"X - 13730",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"6863","x_13735","2812",TRUE,FALSE,1,NA,"COMP35545_47793",NA,"X - 13735",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"6864","x_13737","3934",TRUE,FALSE,1,NA,"COMP63339",NA,"X - 13737",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"6865","x_13741","2036",TRUE,FALSE,1,NA,"CHEM100004112",NA,"X - 13741",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"6866","x_13743","2813",TRUE,FALSE,1,NA,"COMP35553_47794",NA,"X - 13743",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"6867","x_13758","2814",TRUE,FALSE,1,NA,"COMP35580",NA,"X - 13758",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"6868","x_13772","2815",TRUE,FALSE,1,NA,"COMP35582_47972",NA,"X - 13772",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"6869","x_13835","2816",TRUE,FALSE,1,NA,"COMP35730_46646",NA,"X - 13835",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"6870","x_13837","3689",TRUE,FALSE,1,NA,"COMP62140",NA,"X - 13837",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"6871","x_13843","2817",TRUE,FALSE,1,NA,"COMP35738",NA,"X - 13843",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"6872","x_13844","2818",TRUE,FALSE,1,NA,"COMP35739_47977",NA,"X - 13844",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"6873","x_13846","2819",TRUE,FALSE,1,NA,"COMP35741_40102_47978",NA,"X - 13846",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"6874","x_13848","7643",TRUE,FALSE,1,"HMDB0033585","HMDB33585","36573","X - 13848",NA,NA,NA,NA,FALSE,FALSE,NA,"Acesulfame"
"6875","x_13850","2820",TRUE,FALSE,1,NA,"COMP35745",NA,"X - 13850",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"6876","x_13851","2821",TRUE,FALSE,1,NA,"COMP35746",NA,"X - 13851",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"6877","x_13857","51",TRUE,FALSE,1,NA,"BIOCHEM_X_13857",NA,"X - 13857",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"6878","x_13858","52",TRUE,FALSE,1,NA,"BIOCHEM_X_13858",NA,"X - 13858",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"6879","x_13859","2822",TRUE,FALSE,1,NA,"COMP35754",NA,"X - 13859",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"6880","x_13862","2309",TRUE,FALSE,1,NA,"CHEM100010912",NA,"X - 13862",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"6881","x_13864","2823",TRUE,FALSE,1,NA,"COMP35759",NA,"X - 13864",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"6882","x_13866","2824",TRUE,FALSE,1,NA,"COMP35761_46417",NA,"X - 13866",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"6883","x_13871","2825",TRUE,FALSE,1,NA,"COMP35766_47442",NA,"X - 13871",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"6884","x_13874","2826",TRUE,FALSE,1,NA,"COMP35769_47982",NA,"X - 13874",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"6885","x_13879","2827",TRUE,FALSE,1,NA,"COMP35774",NA,"X - 13879",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"6886","x_13891","3620",TRUE,FALSE,1,NA,"COMP61864",NA,"X - 13891",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"6887","x_13920","2828",TRUE,FALSE,1,NA,"COMP35815",NA,"X - 13920",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"6888","x_14002","2829",TRUE,FALSE,1,NA,"COMP35914",NA,"X - 14002",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"6889","x_14003","2830",TRUE,FALSE,1,NA,"COMP35915",NA,"X - 14003",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"6890","x_14012","2831",TRUE,FALSE,1,NA,"COMP35924",NA,"X - 14012",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"6891","x_14015","53",TRUE,FALSE,1,NA,"BIOCHEM_X_14015",NA,"X - 14015",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"6892","x_14022","2832",TRUE,FALSE,1,NA,"COMP35934",NA,"X - 14022",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"6893","x_14026","54",TRUE,FALSE,1,NA,"BIOCHEM_X_14026",NA,"X - 14026",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"6894","x_14027","2833",TRUE,FALSE,1,NA,"COMP35939",NA,"X - 14027",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"6895","x_14030","2834",TRUE,FALSE,1,NA,"COMP35942",NA,"X - 14030",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"6896","x_14056","2835",TRUE,FALSE,1,NA,"COMP35977_46632",NA,"X - 14056",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"6897","x_14057","2836",TRUE,FALSE,1,NA,"COMP35978",NA,"X - 14057",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"6898","x_14062","2837",TRUE,FALSE,1,NA,"COMP35985",NA,"X - 14062",NA,NA,NA,NA,FALSE,FALSE,NA,NA
