"input_metabolite_name_final","original_index","contains_original","contains_derived","n_source_rows","input_hmdb_id","metabolite_id","input_pubchem","input_metabolite_name","input_chemspider","input_kegg","input_inchikey","input_chebi","multiple_identifiers","multiple_isomers","original"
"nh4_c58_6_tag","1606",TRUE,FALSE,1,NA,"C58_6_TAG_+NH4",NA,"NH4_C58:6 TAG",NA,NA,NA,NA,FALSE,FALSE,NA
"nh4_c58_7_tag","1607",TRUE,FALSE,1,NA,"C58_7_TAG_+NH4",NA,"NH4_C58:7 TAG",NA,NA,NA,NA,FALSE,FALSE,NA
"nh4_c58_8_tag","1608",TRUE,FALSE,1,NA,"C58_8_TAG_+NH4",NA,"NH4_C58:8 TAG",NA,NA,NA,NA,FALSE,FALSE,NA
"nh4_c58_9_tag","1609",TRUE,FALSE,1,NA,"C58_9_TAG_+NH4",NA,"NH4_C58:9 TAG",NA,NA,NA,NA,FALSE,FALSE,NA
"niacinamide","5857",TRUE,FALSE,1,"HMDB0001406","HMDB01406","936","niacinamide",NA,NA,NA,NA,FALSE,FALSE,NA
"nicotinamide","5858",TRUE,FALSE,1,"HMDB0001406","HMDB01406","936","nicotinamide",911,"C00153",NA,NA,FALSE,FALSE,NA
"nicotinamide_adenine_dinucleotide_nad","3478",TRUE,FALSE,1,"HMDB0000902","COMP5278","5893","nicotinamide adenine dinucleotide (NAD+)",NA,NA,NA,NA,FALSE,FALSE,NA
"nicotinamide_riboside","5628",TRUE,FALSE,1,"HMDB0000855","HMDB00855","439924","nicotinamide riboside",NA,"C03150",NA,NA,FALSE,FALSE,NA
"nicotinate","5875",TRUE,FALSE,1,"HMDB0001488","HMDB01488","938","nicotinate",NA,"C00253",NA,NA,FALSE,FALSE,NA
"nicotinate_ribonucleoside","6617",TRUE,FALSE,1,"HMDB0006809","HMDB06809","161234","nicotinate ribonucleoside",NA,NA,NA,NA,FALSE,FALSE,NA
"nicotinurate","6228",TRUE,FALSE,1,"HMDB0003269","HMDB03269","68499","nicotinurate",NA,"C05380",NA,NA,FALSE,FALSE,NA
"nifedipine","7986",FALSE,TRUE,NA,"","CHEM100001514","4485","nifedipine",NA,"D00437","",NA,TRUE,FALSE,FALSE
"nifedipine","7986",FALSE,TRUE,NA,"","CHEM100001514","4485","nifedipine",NA,"C07266","",NA,TRUE,FALSE,FALSE
"nifedipine","1715",TRUE,FALSE,1,NA,"CHEM100001514","4485","nifedipine",NA,"D00437",NA,NA,FALSE,FALSE,NA
"nisinate_24_6n3","3590",TRUE,FALSE,1,"HMDB0002007","COMP57810","11792612","nisinate (24:6n3)",NA,NA,NA,NA,FALSE,FALSE,NA
"nmma","7617",TRUE,FALSE,1,"HMDB0029416","HMDB29416","132862","nmma",NA,NA,NA,NA,FALSE,FALSE,NA
"nonadecanoate_19_0","5547",TRUE,FALSE,1,"HMDB0000772","HMDB00772","12591","nonadecanoate (19:0)",12071,"C16535",NA,NA,FALSE,FALSE,NA
"nonanoic_acid","5606",TRUE,FALSE,1,"HMDB0000847","HMDB00847",NA,"Nonanoic acid",NA,NA,NA,NA,FALSE,FALSE,NA
"nonanoylcarnitine","7839",TRUE,FALSE,1,NA,"METABID_ACYLCARN_C9",NA,"Nonanoylcarnitine",NA,NA,NA,NA,FALSE,FALSE,NA
"nonanoylcarnitine_c9","7889",TRUE,FALSE,1,"HMDB0013288","PUBCHEM16226475",NA,"nonanoylcarnitine (C9)",NA,NA,NA,NA,FALSE,FALSE,NA
"nonaylcarnitine","7890",TRUE,FALSE,1,NA,"PUBCHEM16226475",NA,"Nonaylcarnitine",NA,NA,NA,NA,FALSE,FALSE,NA
"nonaylcarnitine_c9","7891",TRUE,FALSE,1,NA,"PUBCHEM16226475",NA,"Nonaylcarnitine ( C9 )",NA,NA,NA,NA,FALSE,FALSE,NA
"none","1472",TRUE,FALSE,1,NA,"C00165",NA,"none",NA,NA,NA,NA,FALSE,FALSE,NA
"nonenedioate_c9_1_dc","3612",TRUE,FALSE,1,NA,"COMP61859",NA,"nonenedioate (C9:1-DC)*",NA,NA,NA,NA,FALSE,FALSE,NA
"nor_psi_tropine","7635",TRUE,FALSE,1,"HMDB0031667","HMDB31667",NA,"nor-psi-tropine",NA,NA,NA,NA,FALSE,FALSE,NA
"norfluoxetine","7709",TRUE,FALSE,1,"HMDB0060551","HMDB60551","4541","norfluoxetine",NA,NA,NA,NA,FALSE,FALSE,NA
"nornicotine","1882",TRUE,FALSE,1,NA,"CHEM100002224",NA,"nornicotine",NA,NA,NA,NA,FALSE,FALSE,NA
"norvaline","7509",TRUE,FALSE,1,"HMDB0013716","HMDB13716",NA,"norvaline",NA,NA,NA,NA,FALSE,FALSE,NA
"o_acetylhomoserine","1680",TRUE,FALSE,1,NA,"CHEM100001129","439389","O-acetylhomoserine",NA,NA,NA,NA,FALSE,FALSE,NA
"o_cresol_sulfate","1786",TRUE,FALSE,NA,"","CHEM100001806","","o-cresol sulfate",NA,"","",NA,FALSE,FALSE,TRUE
"o_cresol_sulfate","1789",TRUE,FALSE,NA,"","CHEM100001806","","O-cresol sulfate",NA,"","",NA,FALSE,FALSE,TRUE
"o_cresol_sulfate","1785|1790",TRUE,FALSE,2,"","CHEM100001806","11615528","o-cresol sulfate",9790277,NA,NA,NA,FALSE,FALSE,NA
"o_cresol_sulfate","1787|1788",TRUE,FALSE,2,"","CHEM100001806","11615530","O-cresol sulfate",NA,NA,NA,NA,FALSE,FALSE,NA
"o_desmethyltramadol","7714",TRUE,FALSE,1,"HMDB0060997","HMDB60997","130829","O-desmethyltramadol",NA,NA,NA,NA,FALSE,FALSE,NA
"o_desmethyltramadol_glucuronide","2193",TRUE,FALSE,1,NA,"CHEM100006383",NA,"O-desmethyltramadol glucuronide",28467711,NA,NA,NA,FALSE,FALSE,NA
"o_desmethylvenlafaxine","7708",TRUE,FALSE,1,"HMDB0060532","HMDB60532","125017","O-desmethylvenlafaxine",NA,NA,NA,NA,FALSE,FALSE,NA
"o_hydroxyatorvastatin","2109",TRUE,FALSE,1,NA,"CHEM100005933","9808225","o-hydroxyatorvastatin",NA,NA,NA,NA,FALSE,FALSE,NA
"o_methylcatechol_sulfate","7702",TRUE,FALSE,1,"HMDB0060013","HMDB60013","22473","O-methylcatechol sulfate",21078,NA,NA,NA,FALSE,FALSE,NA
"o_phosphocolamine","4924",TRUE,FALSE,1,"HMDB0000224","HMDB00224",NA,"O-phosphocolamine",NA,NA,NA,NA,FALSE,FALSE,NA
"o_sulfo_l_tyrosine","2089",TRUE,FALSE,1,NA,"CHEM100005384","514186","O-sulfo-L-tyrosine",448617,NA,NA,NA,FALSE,FALSE,NA
"ochratoxin_a","7614",TRUE,FALSE,1,"HMDB0029399","HMDB29399","442530","ochratoxin A",NA,NA,NA,NA,FALSE,FALSE,NA
"octadecadienedioate_c18_2_dc","3613",TRUE,FALSE,1,NA,"COMP61860",NA,"octadecadienedioate (C18:2-DC)*",NA,NA,NA,NA,FALSE,FALSE,NA
"octadecadienylcarnitine","6585",TRUE,FALSE,1,"HMDB0006469","HMDB06469",NA,"Octadecadienylcarnitine",NA,NA,NA,NA,FALSE,FALSE,NA
"octadecadienylcarnitine_c18_2","6586",TRUE,FALSE,1,NA,"HMDB06469",NA,"Octadecadienylcarnitine ( C18:2 )",NA,NA,NA,NA,FALSE,FALSE,NA
"octadecanedioate","5549",TRUE,FALSE,1,"HMDB0000782","HMDB00782","70095","octadecanedioate",NA,"dicarboxylate",NA,NA,FALSE,FALSE,NA
"octadecanedioate_c18","5550",TRUE,FALSE,1,NA,"HMDB00782","70095","octadecanedioate (C18)",NA,NA,NA,NA,FALSE,FALSE,NA
"octadecanedioate_c18_dc","5551",TRUE,FALSE,1,"HMDB0000782","HMDB00782","70095","octadecanedioate (C18-DC)",NA,NA,NA,NA,FALSE,FALSE,NA
"octadecanedioyl_carnitine","88",FALSE,TRUE,1,"","COMP61865_3HYDROX","","Octadecanedioyl carnitine",NA,"",NA,NA,FALSE,TRUE,FALSE
"octadecanedioyl_carnitine","39",TRUE,FALSE,1,NA,"BIOCHEM_OCTADECANEDIOYLCARN",NA,"Octadecanedioyl carnitine",NA,NA,NA,NA,FALSE,FALSE,NA
"octadecanedioylcarnitine_c18_dc","3627",TRUE,FALSE,1,NA,"COMP61867",NA,"octadecanedioylcarnitine (C18-DC)*",NA,NA,NA,NA,FALSE,FALSE,NA
"octadecanoylcarnitine","5621",TRUE,FALSE,1,"HMDB0000848","HMDB00848",NA,"Octadecanoylcarnitine",NA,NA,NA,NA,FALSE,FALSE,NA
"octadecanoylcarnitine_c18","5622",TRUE,FALSE,1,NA,"HMDB00848",NA,"Octadecanoylcarnitine ( C18 )",NA,NA,NA,NA,FALSE,FALSE,NA
"octadecenedioate_c18_1_dc","3615",TRUE,FALSE,1,NA,"COMP61861",NA,"octadecenedioate (C18:1-DC)*",NA,NA,NA,NA,FALSE,FALSE,NA
"octadecenedioyl_carnitine","3622",TRUE,FALSE,1,NA,"COMP61865",NA,"Octadecenedioyl carnitine",NA,NA,NA,NA,FALSE,FALSE,NA
"octadecenedioylcarnitine_c18_1_dc","3623",TRUE,FALSE,1,NA,"COMP61865",NA,"octadecenedioylcarnitine (C18:1-DC)*",NA,NA,NA,NA,FALSE,FALSE,NA
"octadecenoylcarnitine","6565",TRUE,FALSE,1,"HMDB0006351","HMDB06351",NA,"Octadecenoylcarnitine",NA,NA,NA,NA,FALSE,FALSE,NA
"octadecenoylcarnitine_c18_1","6566",TRUE,FALSE,1,NA,"HMDB06351",NA,"Octadecenoylcarnitine ( C18:1 )",NA,NA,NA,NA,FALSE,FALSE,NA
"octaethylene_glycol","1889",TRUE,FALSE,1,NA,"CHEM100002319","78798","octaethylene glycol",NA,NA,NA,NA,FALSE,FALSE,NA
"octanoyl_carnitine","5562",TRUE,FALSE,1,NA,"HMDB00791",NA,"Octanoyl carnitine",NA,NA,NA,NA,FALSE,FALSE,NA
"octanoylcarnitine","5563",TRUE,FALSE,1,"HMDB0000791","HMDB00791","123701","octanoylcarnitine",NA,"C02838",NA,NA,FALSE,FALSE,NA
"octanoylcarnitine_c8","5564|5565",TRUE,FALSE,2,"HMDB0000791","HMDB00791","123701","octanoylcarnitine (C8)",110274,"C02838",NA,NA,FALSE,FALSE,NA
"octenedioyl_carnitine","1",TRUE,FALSE,1,NA,"AC40_OCTEN_CARN",NA,"Octenedioyl carnitine",NA,NA,NA,NA,FALSE,FALSE,NA
"octenoyl_carnitine","7831",TRUE,FALSE,1,NA,"METABC8.1",NA,"Octenoyl carnitine",NA,NA,NA,NA,FALSE,FALSE,NA
"octenoylcarnitine","7832",TRUE,FALSE,1,NA,"METABC8.1",NA,"Octenoylcarnitine",NA,NA,NA,NA,FALSE,FALSE,NA
"octenoylcarnitine_c8_1","7833",TRUE,FALSE,1,NA,"METABC8.1",NA,"Octenoylcarnitine ( C8:1 )",NA,NA,NA,NA,FALSE,FALSE,NA
"ofloxacin","8082|8083",FALSE,TRUE,2,"HMDB0001929","HMDB01929","3288597","Ofloxacin",NA,NA,NA,NA,TRUE,FALSE,NA
"ofloxacin","5959|8082|8083",TRUE,TRUE,3,"HMDB0001929","HMDB01929","4583","ofloxacin",NA,NA,NA,NA,FALSE,FALSE,NA
"oleamide","6054",TRUE,FALSE,1,NA,"HMDB02117",NA,"oleamide",NA,"amide",NA,NA,FALSE,FALSE,NA
"oleate","8008",FALSE,TRUE,1,"","CHEM100008930","445639","oleate",NA,"",NA,NA,TRUE,TRUE,FALSE
"oleate","8008",FALSE,TRUE,1,"","CHEM100008930","5281127","oleate",NA,"",NA,NA,TRUE,TRUE,FALSE
"oleate","8008",FALSE,TRUE,1,"","CHEM100008930","5282761","oleate",NA,"",NA,NA,TRUE,TRUE,FALSE
"oleate","70",FALSE,TRUE,1,"","CHEM100008930","","oleate",NA,"",NA,NA,FALSE,TRUE,FALSE
"oleate_18_1n9","4890",TRUE,FALSE,1,"HMDB0000207","HMDB00207","445639","oleate (18:1n9)",NA,"C00712",NA,NA,FALSE,FALSE,NA
"oleate_vaccenate_18_1","8008",FALSE,TRUE,1,"","CHEM100008930","445639","oleate/vaccenate (18:1)",NA,"",NA,NA,TRUE,TRUE,NA
"oleate_vaccenate_18_1","8008",FALSE,TRUE,1,"","CHEM100008930","5281127","oleate/vaccenate (18:1)",NA,"",NA,NA,TRUE,TRUE,NA
"oleate_vaccenate_18_1","8008",FALSE,TRUE,1,"","CHEM100008930","5282761","oleate/vaccenate (18:1)",NA,"",NA,NA,TRUE,TRUE,NA
"oleate_vaccenate_18_1","70",TRUE,FALSE,NA,"","CHEM100008930","","oleate/vaccenate (18:1)",NA,"",NA,NA,FALSE,TRUE,TRUE
"oleic_acid","4891|4893",TRUE,FALSE,2,"HMDB0000207","HMDB00207",NA,"oleic acid",NA,NA,NA,NA,FALSE,FALSE,NA
"oleic_acid_c18_1_isomers","4892",TRUE,FALSE,1,NA,"HMDB00207",NA,"Oleic acid (C18:1) isomers",NA,NA,NA,16196,FALSE,FALSE,NA
"oleic_ethanolamide","6038",TRUE,FALSE,1,"HMDB0002088","HMDB02088","5283454","oleic ethanolamide",NA,NA,NA,NA,FALSE,FALSE,NA
"oleoyl_arachidonoyl_glycerol_18_1_20_4_1","2323",TRUE,FALSE,1,"HMDB0007228","CHEM100010936",NA,"oleoyl-arachidonoyl-glycerol (18:1/20:4) [1]*",NA,NA,NA,NA,FALSE,FALSE,NA
"oleoyl_arachidonoyl_glycerol_18_1_20_4_2","2324",TRUE,FALSE,1,"HMDB0007228","CHEM100010937",NA,"oleoyl-arachidonoyl-glycerol (18:1/20:4) [2]*",NA,NA,NA,NA,FALSE,FALSE,NA
"oleoyl_ethanolamide","6039",TRUE,FALSE,1,"HMDB0002088","HMDB02088","5283454","oleoyl ethanolamide",4446574,NA,NA,NA,FALSE,FALSE,NA
"oleoyl_glycine","7503",TRUE,FALSE,1,"HMDB0013631","HMDB13631",NA,"oleoyl glycine",NA,NA,NA,NA,FALSE,FALSE,NA
"oleoyl_leucine","7869",TRUE,FALSE,1,NA,"OLEOYL_LEUCINE",NA,"Oleoyl Leucine",NA,NA,NA,NA,FALSE,FALSE,NA
"oleoyl_linoleoyl_glycerol","2162",TRUE,FALSE,1,NA,"CHEM100006252",NA,"oleoyl-linoleoyl-glycerol",NA,NA,NA,NA,FALSE,FALSE,NA
"oleoyl_linoleoyl_glycerol_18_1_18_2_1","1916",TRUE,FALSE,1,"HMDB0007219","CHEM100002989",NA,"oleoyl-linoleoyl-glycerol (18:1/18:2) [1]",23975985,NA,NA,NA,FALSE,FALSE,NA
"oleoyl_linoleoyl_glycerol_18_1_18_2_2","1919",TRUE,FALSE,1,"HMDB0007219","CHEM100002990",NA,"oleoyl-linoleoyl-glycerol (18:1/18:2) [2]",NA,NA,NA,NA,FALSE,FALSE,NA
"oleoyl_linoleoyl_glycerophosphoinositol","2145",TRUE,FALSE,1,NA,"CHEM100006140",NA,"oleoyl-linoleoyl-glycerophosphoinositol (1)*",NA,NA,NA,NA,FALSE,FALSE,NA
"oleoyl_oleoyl_glycerol_18_1_18_1_1","2313",TRUE,FALSE,1,"HMDB0007218","CHEM100010918",NA,"oleoyl-oleoyl-glycerol (18:1/18:1) [1]*",NA,NA,NA,NA,FALSE,FALSE,NA
"oleoyl_oleoyl_glycerol_18_1_18_1_2","2314",TRUE,FALSE,1,"HMDB0007218","CHEM100010919",NA,"oleoyl-oleoyl-glycerol (18:1/18:1) [2]*",NA,NA,NA,NA,FALSE,FALSE,NA
"oleoyl_phenylalanine","7870",TRUE,FALSE,1,NA,"OLEOYL_PHENYLALANINE",NA,"Oleoyl Phenylalanine",NA,NA,NA,NA,FALSE,FALSE,NA
"oleoyl_serine","7871",TRUE,FALSE,1,NA,"OLEOYL_SERINE",NA,"Oleoyl Serine",NA,NA,NA,NA,FALSE,FALSE,NA
"oleoyl_sphingomyelin","7231",TRUE,FALSE,1,NA,"HMDB12101","6443882","oleoyl sphingomyelin",NA,NA,NA,NA,FALSE,FALSE,NA
"oleoylcarnitine","8105",FALSE,TRUE,1,"","HMDB05065","53477789","oleoylcarnitine",NA,NA,NA,NA,TRUE,FALSE,NA
"oleoylcarnitine","8105",FALSE,TRUE,1,"","HMDB05065","6441392","oleoylcarnitine",NA,NA,NA,NA,TRUE,FALSE,NA
"oleoylcarnitine","8102",FALSE,TRUE,NA,"HMDB0005065","HMDB05065","53477789","oleoylcarnitine",NA,"","",NA,TRUE,FALSE,FALSE
"oleoylcarnitine","8103",FALSE,TRUE,NA,"HMDB0005065","HMDB05065","53477789","Oleoylcarnitine",NA,"","",NA,TRUE,FALSE,FALSE
"oleoylcarnitine","8102",FALSE,TRUE,NA,"HMDB0005065","HMDB05065","6441392","oleoylcarnitine",NA,"","",NA,TRUE,FALSE,FALSE
"oleoylcarnitine","8103",FALSE,TRUE,NA,"HMDB0005065","HMDB05065","6441392","Oleoylcarnitine",NA,"","",NA,TRUE,FALSE,FALSE
"oleoylcarnitine","6408",TRUE,FALSE,1,"HMDB0005065","HMDB05065","644139253477789.0","oleoylcarnitine",NA,NA,NA,NA,FALSE,FALSE,NA
"oleoylcarnitine_c18","6409",TRUE,FALSE,1,NA,"HMDB05065","6441392","oleoylcarnitine (C18)",NA,NA,NA,NA,FALSE,FALSE,NA
"oleoylcarnitine_c18_1","8104",FALSE,TRUE,NA,"HMDB0005065","HMDB05065","53477789","oleoylcarnitine (C18:1)",21403150,"","",NA,TRUE,FALSE,FALSE
"oleoylcarnitine_c18_1","6410",TRUE,FALSE,NA,"HMDB0005065","HMDB05065","6441392","oleoylcarnitine (C18:1)",NA,NA,NA,NA,FALSE,FALSE,TRUE
"oleoylcarnitine_c18_1","8104",FALSE,TRUE,NA,"HMDB0005065","HMDB05065","6441392","oleoylcarnitine (C18:1)",21403150,"","",NA,TRUE,FALSE,FALSE
"oleoylcholine","2285",TRUE,FALSE,1,NA,"CHEM100009331",NA,"oleoylcholine",NA,NA,NA,NA,FALSE,FALSE,NA
"oleoylta","1931",TRUE,FALSE,1,NA,"CHEM100003119","6437033","oleoyltaurine",NA,NA,NA,NA,FALSE,FALSE,NA
"oleyl_carnitine","40",TRUE,FALSE,1,NA,"BIOCHEM_OLEYLCARNITINE",NA,"Oleyl carnitine",NA,NA,NA,NA,FALSE,FALSE,NA
"oleylcarnitine","6567",TRUE,FALSE,1,NA,"HMDB06351",NA,"Oleylcarnitine",NA,NA,NA,NA,FALSE,FALSE,NA
"omega_3","885",TRUE,FALSE,1,NA,"BM00200",NA,"Omega-3",NA,NA,NA,NA,FALSE,FALSE,NA
"omega_3","1419",TRUE,FALSE,1,NA,"BP00207",NA,"Omega-3 %",NA,NA,NA,NA,FALSE,FALSE,NA
"omega_3_fatty_acids","886|888|889",TRUE,FALSE,3,NA,"BM00200",NA,"Omega-3 fatty acids",NA,NA,NA,NA,FALSE,FALSE,NA
"omega_3_fatty_acids_faw3","887",TRUE,FALSE,1,NA,"BM00200",NA,"Omega-3 fatty acids ( FAw3 )",NA,NA,NA,NA,FALSE,FALSE,NA
"omega_6","892",TRUE,FALSE,1,NA,"BM00201",NA,"Omega-6",NA,NA,NA,NA,FALSE,FALSE,NA
"omega_6","1426",TRUE,FALSE,1,NA,"BP00208",NA,"Omega-6 %",NA,NA,NA,NA,FALSE,FALSE,NA
"omega_6_fatty_acids","893|895|896",TRUE,FALSE,3,NA,"BM00201",NA,"Omega-6 fatty acids",NA,NA,NA,NA,FALSE,FALSE,NA
"omega_6_fatty_acids_faw6","894",TRUE,FALSE,1,NA,"BM00201",NA,"Omega-6 fatty acids ( FAw6 )",NA,NA,NA,NA,FALSE,FALSE,NA
"omeprazole","5942",TRUE,FALSE,1,"HMDB0001913","HMDB01913","4594","omeprazole",4433,"C07324",NA,NA,FALSE,FALSE,NA
"ornithine","6257",TRUE,FALSE,NA,"","HMDB03374","","ornithine",NA,"","",NA,FALSE,FALSE,TRUE
"ornithine","6259",TRUE,FALSE,NA,"","HMDB03374","","Ornithine",NA,"","",NA,FALSE,FALSE,TRUE
"ornithine","6263",TRUE,FALSE,1,"","HMDB03374","6262","ornithine",NA,NA,NA,NA,FALSE,FALSE,NA
"ornithine","6265",TRUE,FALSE,1,"","HMDB03374","PUBCHEM389","ornithine",NA,NA,NA,NA,FALSE,FALSE,NA
"ornithine","4911",TRUE,FALSE,1,"HMDB0000214","HMDB00214","6262","ornithine",NA,NA,NA,NA,FALSE,FALSE,NA
"ornithine","6260|6264",TRUE,FALSE,2,"HMDB0003374","HMDB03374","","ornithine",NA,"arginine-",NA,NA,FALSE,FALSE,NA
"ornithine","6256|6258|6261|6262",TRUE,FALSE,4,"HMDB0003374","HMDB03374","6262","ornithine",6026,"C00077",NA,NA,FALSE,FALSE,NA
"ornithine_in_micromole_l","6266",TRUE,FALSE,1,NA,"HMDB03374",NA,"Ornithine in plasma, micromole/L",NA,NA,NA,NA,FALSE,FALSE,NA
"ornithine_orn_ptc","4912",TRUE,FALSE,1,NA,"HMDB00214",NA,"Ornithine ( Orn-PTC )",NA,NA,NA,NA,FALSE,FALSE,NA
"orotate","4928",TRUE,FALSE,1,"HMDB0000226","HMDB00226","967","orotate",942,"C00295",NA,NA,FALSE,FALSE,NA
"orotic_acid","4929",TRUE,FALSE,1,"HMDB0000226","HMDB00226",NA,"Orotic acid",NA,NA,NA,NA,FALSE,FALSE,NA
"orotidine","5557",TRUE,FALSE,1,"HMDB0000788","HMDB00788","92751","orotidine",83729,"C01103",NA,NA,FALSE,FALSE,NA
"oxalate","6118",TRUE,FALSE,1,"HMDB0002329","HMDB02329",NA,"oxalate",NA,NA,NA,NA,FALSE,FALSE,NA
"oxalate_ethanedioate","6120",TRUE,FALSE,NA,"","HMDB02329","","oxalate (ethanedioate)",NA,"","",NA,FALSE,FALSE,TRUE
"oxalate_ethanedioate","6126",TRUE,FALSE,1,"","HMDB02329","971","oxalate (ethanedioate)",NA,NA,NA,NA,FALSE,FALSE,NA
"oxalate_ethanedioate","6122",TRUE,FALSE,1,"HMDB0002329","HMDB02329","","oxalate (ethanedioate)",NA,NA,NA,NA,FALSE,FALSE,NA
"oxalate_ethanedioate","6121|6124",TRUE,FALSE,2,"HMDB0002329","HMDB02329","3819775971","oxalate (ethanedioate)",NA,"C00209",NA,NA,FALSE,FALSE,NA
"oxalate_ethanedioate","6119|6123|6125",TRUE,FALSE,3,"HMDB0002329","HMDB02329","971","oxalate (ethanedioate)",946,"C00209",NA,NA,FALSE,FALSE,NA
"oxalic_acid","6127",TRUE,FALSE,1,"HMDB0002329","HMDB02329",NA,"Oxalic acid",NA,NA,NA,NA,FALSE,FALSE,NA
"oxaloacetate","4922",TRUE,FALSE,1,"HMDB0000223","HMDB00223","970","oxaloacetate",NA,"C00036",NA,NA,FALSE,FALSE,NA
"oxaloacetic_acid","4923",TRUE,FALSE,1,NA,"HMDB00223",NA,"Oxaloacetic acid",NA,NA,NA,NA,FALSE,FALSE,NA
"oxypurinol","5556",TRUE,FALSE,1,"HMDB0000786","HMDB00786","4644","oxypurinol",4483,"D02365",NA,NA,FALSE,FALSE,NA
"p_acetamidophenylglucuronide","6878",TRUE,FALSE,NA,"","HMDB10316","","p-acetamidophenylglucuronide",NA,"","",NA,FALSE,FALSE,TRUE
"p_acetamidophenylglucuronide","6879",TRUE,FALSE,NA,"","HMDB10316","","P-acetamidophenylglucuronide",NA,"","",NA,FALSE,FALSE,TRUE
"p_acetamidophenylglucuronide","6882",TRUE,FALSE,1,"HMDB0010316","HMDB10316","","p-acetamidophenylglucuronide",NA,NA,NA,NA,FALSE,FALSE,NA
"p_acetamidophenylglucuronide","6880|8115|8116",TRUE,TRUE,3,"HMDB0010316","HMDB10316","4022661","p-acetamidophenylglucuronide",NA,NA,NA,NA,FALSE,FALSE,NA
"p_acetamidophenylglucuronide","6881",TRUE,FALSE,NA,"HMDB0010316","HMDB10316","83944","p-acetamidophenylglucuronide",NA,"","",NA,FALSE,FALSE,TRUE
"p_acetamidophenylglucuronide","8115",FALSE,TRUE,NA,"HMDB0010316","HMDB10316","83944","P-acetamidophenylglucuronide",NA,"","",NA,TRUE,FALSE,FALSE
"p_acetamidophenylglucuronide","8116",FALSE,TRUE,NA,"HMDB0010316","HMDB10316","83944","p-acetamidophenylglucuronide",NA,"","",NA,TRUE,FALSE,FALSE
"p_cresol_glucuronide","7189|7190",TRUE,FALSE,2,"HMDB0011686","HMDB11686","154035","p-cresol glucuronide*",135751,NA,NA,NA,FALSE,FALSE,NA
"p_cresol_sulfate","7180",TRUE,FALSE,NA,"","HMDB11635","","p-cresol sulfate",NA,"","",NA,FALSE,FALSE,TRUE
"p_cresol_sulfate","7181",TRUE,FALSE,NA,"","HMDB11635","","P-cresol sulfate",NA,"","",NA,FALSE,FALSE,TRUE
"p_cresol_sulfate","7187",TRUE,FALSE,NA,"","HMDB11635","","p-cresol sulfate",NA,"C01468","",NA,FALSE,FALSE,TRUE
"p_cresol_sulfate","7186",TRUE,FALSE,1,"","HMDB11635","4615423","p-cresol sulfate",NA,NA,NA,NA,FALSE,FALSE,NA
"p_cresol_sulfate","7182",TRUE,FALSE,1,"HMDB0011635","HMDB11635","","p-cresol sulfate",NA,NA,NA,NA,FALSE,FALSE,NA
"p_cresol_sulfate","7184|8122|8123",TRUE,TRUE,3,"HMDB0011635","HMDB11635","4615422","p-cresol sulfate",NA,"C01468",NA,NA,FALSE,FALSE,NA
"p_cresol_sulfate","7179|7183|7185|8122|8123",TRUE,TRUE,5,"HMDB0011635","HMDB11635","4615423","p-cresol sulfate",3806480,"C01468",NA,NA,FALSE,FALSE,NA
"p_hydroxyatorvastatin","2110",TRUE,FALSE,1,NA,"CHEM100005939","9851106","p-hydroxyatorvastatin",NA,NA,NA,NA,FALSE,FALSE,NA
"p_hydroxybenzaldehyde","7199",TRUE,FALSE,1,"HMDB0011718","HMDB11718","126","p-hydroxybenzaldehyde",NA,NA,NA,NA,FALSE,FALSE,NA
"palmitamide_16_0","2021",TRUE,FALSE,1,NA,"CHEM100003915","69421","palmitamide (16:0)",NA,NA,NA,NA,FALSE,FALSE,NA
"palmitate_16_0","4913",TRUE,FALSE,1,"HMDB0000220","HMDB00220","985","palmitate (16:0)",960,"C00249",NA,NA,FALSE,FALSE,NA
"palmitate_methyl_ester","2401",TRUE,FALSE,1,NA,"CHEM939","8181","palmitate, methyl ester",NA,"C16995",NA,NA,FALSE,FALSE,NA
"palmithoylethanolamide","6043",TRUE,FALSE,1,"HMDB0002100","HMDB02100",NA,"palmithoylethanolamide",NA,NA,NA,NA,FALSE,FALSE,NA
"palmitic_acid","4914|4915",TRUE,FALSE,2,"HMDB0000220","HMDB00220",NA,"palmitic acid",NA,NA,NA,15756,FALSE,FALSE,NA
"palmitoleate_16_1n7","6221",TRUE,FALSE,1,"HMDB0003229","HMDB03229","445638","palmitoleate (16:1n7)",393216,"C08362",NA,NA,FALSE,FALSE,NA
"palmitoleic_acid","6222|6224",TRUE,FALSE,2,"HMDB0003229","HMDB03229",NA,"palmitoleic acid",NA,NA,NA,NA,FALSE,FALSE,NA
"palmitoleic_acid_c16_1","6223",TRUE,FALSE,1,NA,"HMDB03229",NA,"Palmitoleic acid (C16:1)",NA,NA,NA,59265,FALSE,FALSE,NA
"palmitoleoyl_arachidonoyl_glycerol_16_1_20_4_2","2338",TRUE,FALSE,1,NA,"CHEM100015681",NA,"palmitoleoyl-arachidonoyl-glycerol (16:1/20:4) [2]*",NA,NA,NA,NA,FALSE,FALSE,NA
"palmitoleoyl_carnitine","7318",TRUE,FALSE,1,NA,"HMDB13207",NA,"Palmitoleoyl carnitine",NA,NA,NA,NA,FALSE,FALSE,NA
