"input_metabolite_name_final","original_index","contains_original","contains_derived","n_source_rows","input_hmdb_id","metabolite_id","input_pubchem","input_metabolite_name","input_chemspider","input_kegg","input_inchikey","input_chebi","multiple_identifiers","multiple_isomers","original"
"3_hydroxy_cis_5_octenoyl_carnitine_or_hexenedioyl_carnitine","80",TRUE,FALSE,1,NA,"COMP39632_47658_AC38",NA,"3-Hydroxy-cis-5-octenoyl carnitine or Hexenedioyl carnitine",NA,NA,NA,NA,FALSE,TRUE,NA
"3_hydroxy_decanoyl_carnitine","67",FALSE,TRUE,1,NA,"CHEM100006627_3HYDRO",NA,"3-Hydroxy-decanoyl carnitine",NA,NA,NA,NA,FALSE,TRUE,NA
"3_hydroxy_decanoyl_carnitine_or_suberoyl_carnitine","67",TRUE,FALSE,1,NA,"CHEM100006627_3HYDRO",NA,"3-Hydroxy-decanoyl carnitine or Suberoyl carnitine",NA,NA,NA,NA,FALSE,TRUE,NA
"3_hydroxy_dodecanoyl_carnitine","55",TRUE,FALSE,1,NA,"BIOCHEM_HYDSEBCARNITINE",NA,"3-Hydroxy-dodecanoyl carnitine",NA,NA,NA,NA,FALSE,TRUE,NA
"3_hydroxy_dodecanoyl_carnitine_or_sebacoyl_carnitine","55",FALSE,TRUE,1,NA,"BIOCHEM_HYDSEBCARNITINE",NA,"3-Hydroxy-dodecanoyl carnitine or Sebacoyl carnitine",NA,NA,NA,NA,FALSE,TRUE,NA
"3_hydroxy_eicosanoyl_carnitine","88",FALSE,TRUE,1,NA,"COMP61865_3HYDROX",NA,"3-Hydroxy-eicosanoyl carnitine",NA,NA,NA,NA,FALSE,TRUE,NA
"3_hydroxy_eicosanoyl_carnitine_or_octadecanedioyl_carnitine","88",TRUE,FALSE,1,NA,"COMP61865_3HYDROX",NA,"3-Hydroxy-eicosanoyl carnitine or Octadecanedioyl carnitine",NA,NA,NA,NA,FALSE,TRUE,NA
"3_hydroxy_hexadecanoyl_carnitine","51",TRUE,FALSE,1,NA,"BIOCHEM_3HYDHEXTETCARNITINE",NA,"3-Hydroxy-hexadecanoyl carnitine",NA,NA,NA,NA,FALSE,TRUE,NA
"3_hydroxy_hexadecanoyl_carnitine_or_tetradecanedioyl_carnitine","51",FALSE,TRUE,1,NA,"BIOCHEM_3HYDHEXTETCARNITINE",NA,"3-Hydroxy-hexadecanoyl carnitine or Tetradecanedioyl carnitine",NA,NA,NA,NA,FALSE,TRUE,NA
"3_hydroxy_isovaleryl_carnitine","62",FALSE,TRUE,1,NA,"CHEM100003926_HMDB02095",NA,"3-Hydroxy-isovaleryl carnitine",NA,NA,NA,NA,FALSE,TRUE,NA
"3_hydroxy_isovaleryl_carnitine_or_malonyl_carnitine","62",TRUE,FALSE,1,NA,"CHEM100003926_HMDB02095",NA,"3-Hydroxy-isovaleryl carnitine or Malonyl carnitine",NA,NA,NA,NA,FALSE,TRUE,NA
"3_hydroxy_octadecanoyl_carnitine","52",TRUE,FALSE,1,NA,"BIOCHEM_3HYDROXOCTHEXCARN",NA,"3-Hydroxy-octadecanoyl carnitine",NA,NA,NA,NA,FALSE,TRUE,NA
"3_hydroxy_octadecanoyl_carnitine_or_hexadecanedioyl_carnitine_thapsoyl_carnitine","52",FALSE,TRUE,1,NA,"BIOCHEM_3HYDROXOCTHEXCARN",NA,"3-Hydroxy-octadecanoyl carnitine or Hexadecanedioyl carnitine, thapsoyl carnitine",NA,NA,NA,NA,FALSE,TRUE,NA
"3_hydroxy_octadecenoyl_carnitine","7364",TRUE,FALSE,1,NA,"HMDB13339",NA,"3-Hydroxy-octadecenoyl carnitine",NA,NA,NA,NA,FALSE,FALSE,NA
"3_hydroxy_tetradecanoyl_carnitine","53",TRUE,FALSE,1,NA,"BIOCHEM_3HYDTETDODECARNITINE",NA,"3-Hydroxy-tetradecanoyl carnitine",NA,NA,NA,NA,FALSE,TRUE,NA
"3_hydroxy_tetradecanoyl_carnitine_or_dodecanedioyl_carnitine","53",FALSE,TRUE,1,NA,"BIOCHEM_3HYDTETDODECARNITINE",NA,"3-Hydroxy-tetradecanoyl carnitine or Dodecanedioyl carnitine",NA,NA,NA,NA,FALSE,TRUE,NA
"3_hydroxy_tetradecenoyl_carnitine","22",TRUE,FALSE,1,NA,"BIOCHEM_3HYDTETCARNITINE",NA,"3-Hydroxy-tetradecenoyl carnitine",NA,NA,NA,NA,FALSE,FALSE,NA
"3_hydroxyadipate","3666",TRUE,FALSE,1,"HMDB0000345","COMP62069","151913","3-hydroxyadipate*",NA,NA,NA,NA,FALSE,FALSE,NA
"3_hydroxyanthranilic_acid","5873|5874",TRUE,FALSE,2,"HMDB0001476","HMDB01476",NA,"3-hydroxyanthranilic acid",NA,NA,NA,NA,FALSE,FALSE,NA
"3_hydroxybutyrate","4275|4278",TRUE,FALSE,2,NA,"HMDB00011","CID3541112","3-hydroxybutyrate",NA,NA,NA,NA,FALSE,FALSE,NA
"3_hydroxybutyrate_bhba","4276",TRUE,FALSE,1,"HMDB0000357","HMDB00011","441","3-hydroxybutyrate (BHBA)",428,"C01089",NA,NA,FALSE,FALSE,NA
"3_hydroxybutyrate_bohbut","4277",TRUE,FALSE,1,NA,"HMDB00011",NA,"3-hydroxybutyrate ( bOHBut )",NA,NA,NA,NA,FALSE,FALSE,NA
"3_hydroxybutyric_acid","4279",TRUE,FALSE,1,"HMDB0000357","HMDB00011",NA,"3-Hydroxybutyric acid",NA,NA,NA,NA,FALSE,FALSE,NA
"3_hydroxybutyroylglycine","3657",TRUE,FALSE,1,NA,"COMP62064",NA,"3-hydroxybutyroylglycine**",NA,NA,NA,NA,FALSE,FALSE,NA
"3_hydroxybutyrylcarnitine","2273",TRUE,FALSE,1,"HMDB0013127","CHEM100009271","53481617","3-hydroxybutyrylcarnitine (2)",NA,NA,NA,NA,FALSE,FALSE,NA
"3_hydroxycinnamate_sulfate","2124",TRUE,FALSE,1,NA,"CHEM100006094","6443141","3-hydroxycinnamate sulfate",NA,NA,NA,NA,FALSE,FALSE,NA
"3_hydroxycotinine_glucuronide","5809",TRUE,FALSE,1,"HMDB0001204","HMDB01204","183115","3-hydroxycotinine glucuronide",159230,NA,NA,NA,FALSE,FALSE,NA
"3_hydroxydecanoate","6068",TRUE,FALSE,1,"HMDB0002203","HMDB02203","26612","3-hydroxydecanoate",24790,NA,NA,NA,FALSE,FALSE,NA
"3_hydroxydecanoylcarnitine","3936",TRUE,FALSE,1,NA,"COMP63358",NA,"3-hydroxydecanoylcarnitine",NA,NA,NA,NA,FALSE,FALSE,NA
"3_hydroxyhexanoate","2181",TRUE,FALSE,1,NA,"CHEM100006367","151492","3-hydroxyhexanoate",133518,NA,NA,NA,FALSE,FALSE,NA
"3_hydroxyhexanoylcarnitine","3765",TRUE,FALSE,1,NA,"COMP62557",NA,"3-hydroxyhexanoylcarnitine (1)",NA,NA,NA,NA,FALSE,FALSE,NA
"3_hydroxyhippurate","6543",TRUE,FALSE,1,"HMDB0006116","HMDB06116","450268","3-hydroxyhippurate",396603,NA,NA,NA,FALSE,FALSE,NA
"3_hydroxyindolin_2_one","2017",TRUE,FALSE,1,NA,"CHEM100003823","6097","3-hydroxyindolin-2-one",NA,NA,NA,NA,FALSE,FALSE,NA
"3_hydroxyindolin_2_one_sulfate","3389",TRUE,FALSE,1,NA,"COMP48419",NA,"3-hydroxyindolin-2-one sulfate",NA,NA,NA,NA,FALSE,FALSE,NA
"3_hydroxyisobutyrate","5088",TRUE,FALSE,NA,"","HMDB00336","","3-hydroxyisobutyrate",NA,"","",NA,FALSE,FALSE,TRUE
"3_hydroxyisobutyrate","5093",TRUE,FALSE,1,"","HMDB00336","87","3-hydroxyisobutyrate",NA,NA,NA,NA,FALSE,FALSE,NA
"3_hydroxyisobutyrate","5094",TRUE,FALSE,1,"","HMDB00336","CID11966314","3-hydroxyisobutyrate",NA,NA,NA,NA,FALSE,FALSE,NA
"3_hydroxyisobutyrate","5089",TRUE,FALSE,1,"HMDB0000336","HMDB00336","","3-hydroxyisobutyrate",NA,NA,NA,NA,FALSE,FALSE,NA
"3_hydroxyisobutyrate","5091|8052",TRUE,TRUE,2,"HMDB0000336","HMDB00336","11966314","3-hydroxyisobutyrate",NA,"C06001",NA,NA,FALSE,FALSE,NA
"3_hydroxyisobutyrate","5087|5090|5092|8052",TRUE,TRUE,4,"HMDB0000336","HMDB00336","87","3-hydroxyisobutyrate",10140307,"C06001",NA,NA,FALSE,FALSE,NA
"3_hydroxykynurenine","5500",TRUE,FALSE,1,"HMDB0000732","HMDB00732","89","3-hydroxykynurenine",NA,NA,NA,NA,FALSE,FALSE,NA
"3_hydroxylaurate","5104",TRUE,FALSE,1,"HMDB0000387","HMDB00387","94216","3-hydroxylaurate",85026,NA,NA,NA,FALSE,FALSE,NA
"3_hydroxymyristate","1671",TRUE,FALSE,1,NA,"CHEM100000882","16064","3-hydroxymyristate",15252,NA,NA,NA,FALSE,FALSE,NA
"3_hydroxyoctanoate","5977",TRUE,FALSE,1,"HMDB0001954","HMDB01954","26613","3-hydroxyoctanoate",24791,NA,NA,NA,FALSE,FALSE,NA
"3_hydroxyoleate","3605",TRUE,FALSE,1,NA,"COMP61843",NA,"3-hydroxyoleate*",NA,NA,NA,NA,FALSE,FALSE,NA
"3_hydroxypalmitate","7000",TRUE,FALSE,1,"HMDB0010734","HMDB10734","301590","3-hydroxypalmitate",NA,NA,NA,NA,FALSE,FALSE,NA
"3_hydroxyphenylacetoylglutamine","3792",TRUE,FALSE,1,NA,"COMP62733",NA,"3-hydroxyphenylacetoylglutamine",NA,NA,NA,NA,FALSE,FALSE,NA
"3_hydroxypropanoate","5440",TRUE,FALSE,NA,"","HMDB00700","","3-hydroxypropanoate",NA,"","",NA,FALSE,FALSE,TRUE
"3_hydroxypropanoate","5441|8062",TRUE,TRUE,2,"HMDB0000700","HMDB00700","5459847","3-hydroxypropanoate",NA,"C01013",NA,NA,FALSE,FALSE,NA
"3_hydroxypropanoate","5442|5443|8062",TRUE,TRUE,3,"HMDB0000700","HMDB00700","68152","3-hydroxypropanoate",NA,"C01013",NA,NA,FALSE,FALSE,NA
"3_hydroxypyridine_sulfate","2128",TRUE,FALSE,1,NA,"CHEM100006098",NA,"3-hydroxypyridine sulfate",16232314,NA,NA,NA,FALSE,FALSE,NA
"3_hydroxyquinine","5781",TRUE,FALSE,NA,"","HMDB01091","","3-hydroxyquinine",NA,"","",NA,FALSE,FALSE,TRUE
"3_hydroxyquinine","5785",TRUE,FALSE,1,"","HMDB01091","441264","3-hydroxyquinine",NA,NA,NA,NA,FALSE,FALSE,NA
"3_hydroxyquinine","5783",TRUE,FALSE,1,"HMDB0001091","HMDB01091","4.41264E+11","3-hydroxyquinine",NA,"C07344",NA,NA,FALSE,FALSE,NA
"3_hydroxyquinine","5780|5782|5784",TRUE,FALSE,3,"HMDB0001091","HMDB01091","441264","3-hydroxyquinine",138373,"C07344",NA,NA,FALSE,FALSE,NA
"3_hydroxysebacate","5096",TRUE,FALSE,1,"HMDB0000350","HMDB00350","3017884","3-hydroxysebacate",2285525,NA,NA,NA,FALSE,FALSE,NA
"3_hydroxystachydrine","3655",TRUE,FALSE,1,NA,"COMP62062","442640","3-hydroxystachydrine*",NA,NA,NA,NA,FALSE,FALSE,NA
"3_hydroxystearate","2215",TRUE,FALSE,1,NA,"CHEM100008933","5282907","3-hydroxystearate",NA,NA,NA,NA,FALSE,FALSE,NA
"3_hydroxystearoylcarnitine","1491",TRUE,FALSE,1,NA,"C18_OH_C16_DC",NA,"3-hydroxystearoylcarnitine",NA,NA,NA,NA,FALSE,FALSE,NA
"3_indoleacetic_acid","4861",TRUE,FALSE,1,"HMDB0000197","HMDB00197",NA,"3-Indoleacetic acid",NA,NA,NA,NA,FALSE,FALSE,NA
"3_indoleglyoxylic_acid","3942",TRUE,FALSE,1,NA,"COMP63583","73863","3-indoleglyoxylic acid",NA,NA,NA,NA,FALSE,FALSE,NA
"3_indolelactic_acid","5325",TRUE,FALSE,1,"HMDB0000671","HMDB00671",NA,"3-indolelactic acid",NA,NA,NA,NA,FALSE,FALSE,NA
"3_indoxyl_sulfate","5354|5355",TRUE,FALSE,2,"HMDB0000682","HMDB00682","10258","3-indoxyl sulfate",9840,NA,NA,NA,FALSE,FALSE,NA
"3_methoxybenzenepropanoic_acid","2041",TRUE,FALSE,1,NA,"CHEM100004296","66336","3-methoxybenzenepropanoic acid",NA,NA,NA,NA,FALSE,FALSE,NA
"3_methoxycatechol_sulfate","2189",TRUE,FALSE,1,NA,"CHEM100006375",NA,"3-methoxycatechol sulfate (1)",NA,NA,NA,NA,FALSE,FALSE,NA
"3_methoxytyramine_sulfate","2072",TRUE,FALSE,1,NA,"CHEM100004634",NA,"3-methoxytyramine sulfate",NA,NA,NA,NA,FALSE,FALSE,NA
"3_methoxytyrosine","5865",TRUE,FALSE,NA,"","HMDB01434","","3-methoxytyrosine",NA,"","",NA,FALSE,FALSE,TRUE
"3_methoxytyrosine","5869",TRUE,FALSE,1,"","HMDB01434","1670","3-methoxytyrosine",NA,NA,NA,NA,FALSE,FALSE,NA
"3_methoxytyrosine","5866",TRUE,FALSE,1,"HMDB0001434","HMDB01434","","3-methoxytyrosine",NA,NA,NA,NA,FALSE,FALSE,NA
"3_methoxytyrosine","5864|5867|8078",TRUE,TRUE,3,"HMDB0001434","HMDB01434","1670","3-methoxytyrosine",8948,NA,NA,NA,FALSE,FALSE,NA
"3_methoxytyrosine","5868|8078",TRUE,TRUE,2,"HMDB0001434","HMDB01434","9307","3-methoxytyrosine",NA,NA,NA,NA,FALSE,FALSE,NA
"3_methyl_2_oxobutyrate","4292",TRUE,FALSE,NA,"","HMDB00019","","3-methyl-2-oxobutyrate",NA,"","",NA,FALSE,FALSE,TRUE
"3_methyl_2_oxobutyrate","4296",TRUE,FALSE,1,"","HMDB00019","49","3-methyl-2-oxobutyrate",NA,NA,NA,NA,FALSE,FALSE,NA
"3_methyl_2_oxobutyrate","4293|4298",TRUE,FALSE,2,"HMDB0000019","HMDB00019","","3-methyl-2-oxobutyrate",NA,"leucine and isoleucine metabolism",NA,NA,FALSE,FALSE,NA
"3_methyl_2_oxobutyrate","4291|4294|4295|4297",TRUE,FALSE,4,"HMDB0000019","HMDB00019","49","3-methyl-2-oxobutyrate",48,"C00141",NA,NA,FALSE,FALSE,NA
"3_methyl_2_oxovalerate","6281",TRUE,FALSE,NA,"","HMDB03736","","3-methyl-2-oxovalerate",NA,"","",NA,FALSE,FALSE,TRUE
"3_methyl_2_oxovalerate","6285",TRUE,FALSE,1,"","HMDB03736","47","3-methyl-2-oxovalerate",NA,NA,NA,NA,FALSE,FALSE,NA
"3_methyl_2_oxovalerate","6282|6286",TRUE,FALSE,2,"HMDB0003736","HMDB03736","","3-methyl-2-oxovalerate",NA,"leucine and isoleucine metabolism",NA,NA,FALSE,FALSE,NA
"3_methyl_2_oxovalerate","6280|6283|6284",TRUE,FALSE,3,"HMDB0003736","HMDB03736","47","3-methyl-2-oxovalerate",46,"C00671",NA,NA,FALSE,FALSE,NA
"3_methyl_catechol_sulfate","2031",TRUE,FALSE,1,NA,"CHEM100004110",NA,"3-methyl catechol sulfate (2)",NA,NA,NA,NA,FALSE,FALSE,NA
"3_methyl_catechol_sulfate_1","2035",TRUE,FALSE,1,NA,"CHEM100004112",NA,"3-methyl catechol sulfate 1",NA,NA,NA,NA,FALSE,FALSE,NA
"3_methyl_catechol_sulfate_2","2032",TRUE,FALSE,1,NA,"CHEM100004110",NA,"3-methyl catechol sulfate 2",NA,NA,NA,NA,FALSE,FALSE,NA
"3_methyladipate","5189",TRUE,FALSE,1,"HMDB0000555","HMDB00555","12292","3-methyladipate",NA,NA,NA,NA,FALSE,FALSE,NA
"3_methyladipate_pimelate","5190",TRUE,FALSE,1,"HMDB0000555","HMDB00555",NA,"_3_METHYLADIPATE_PIMELATE",NA,NA,NA,NA,FALSE,FALSE,NA
"3_methyladipoylcarnitine_c7_dc","76",FALSE,TRUE,1,NA,"CHEM100009407",NA,"3-methyladipoylcarnitine (C7-DC)",NA,NA,NA,NA,FALSE,TRUE,NA
"3_methylbutyryl_carnitine","5395",FALSE,TRUE,1,NA,"HMDB00688_HMDB00378",NA,"3-methylbutyryl carnitine",NA,NA,NA,NA,FALSE,TRUE,NA
"3_methylcrotonylglycine","5126",TRUE,FALSE,1,NA,"HMDB00459","169485","3-methylcrotonylglycine",NA,NA,NA,NA,FALSE,FALSE,NA
"3_methylcytidine","1713",TRUE,FALSE,1,NA,"CHEM100001466","159649","3-methylcytidine",9164190,NA,NA,NA,FALSE,FALSE,NA
"3_methylglutaconate","5182",TRUE,FALSE,1,"HMDB0000522","HMDB00522","1551553","3-methylglutaconate",NA,NA,NA,NA,FALSE,FALSE,NA
"3_methylglutarylcarnitine","1765",TRUE,FALSE,1,"HMDB0000552","CHEM100001742","128145","3-methylglutarylcarnitine",113619,NA,NA,NA,FALSE,FALSE,NA
"3_methylglutarylcarnitine_c6","1766",TRUE,FALSE,1,"HMDB0000552","CHEM100001742","128145","3-methylglutarylcarnitine (C6)",NA,NA,NA,NA,FALSE,FALSE,NA
"3_methylhistidine","5142",TRUE,FALSE,NA,"","HMDB00479","","3-methylhistidine",NA,"","",NA,FALSE,FALSE,TRUE
"3_methylhistidine","5148",TRUE,FALSE,1,"","HMDB00479","64969","3-methylhistidine",NA,NA,NA,NA,FALSE,FALSE,NA
"3_methylhistidine","5151",TRUE,FALSE,1,"","HMDB00479","CID64969","3-methylhistidine",NA,NA,NA,NA,FALSE,FALSE,NA
"3_methylhistidine","5144|5150|5152",TRUE,FALSE,3,"HMDB0000479","HMDB00479","","3-methylhistidine",NA,"C01152",NA,70959,FALSE,FALSE,NA
"3_methylhistidine","5143|5146",TRUE,FALSE,2,"HMDB0000479","HMDB00479","6.49697E+11","3-methylhistidine",NA,"C01152",NA,NA,FALSE,FALSE,NA
"3_methylhistidine","5141|5145|5147|5149",TRUE,FALSE,4,"HMDB0000479","HMDB00479","64969","3-methylhistidine",58494,"C01152",NA,NA,FALSE,FALSE,NA
"3_methylthio_acetaminophen_sulfate","3777",TRUE,FALSE,1,NA,"COMP62567",NA,"3-(methylthio)acetaminophen sulfate*",NA,NA,NA,NA,FALSE,FALSE,NA
"3_methylurate","2025",TRUE,FALSE,1,NA,"CHEM100004049","11804","3-methylurate*",NA,NA,NA,NA,FALSE,FALSE,NA
"3_methylxanthine","5933",TRUE,FALSE,1,"HMDB0001886","HMDB01886","70639","3-methylxanthine",63805,"C16357",NA,NA,FALSE,FALSE,NA
"3_n_acetyl_l_cystein_s_yl_acetaminophen","2394",TRUE,FALSE,1,NA,"CHEM2048","83967","3-(N-acetyl-L-cystein-S-yl) acetaminophen",75765,NA,NA,NA,FALSE,FALSE,NA
"3_oh_hexadecanoylcarnitine","7820",TRUE,FALSE,1,NA,"METABC16.OH",NA,"3-OH-Hexadecanoylcarnitine",NA,NA,NA,NA,FALSE,FALSE,NA
"3_oh_linoleylcarnitine","1486",TRUE,FALSE,1,NA,"C18_2_OH",NA,"3- OH-Linoleylcarnitine",NA,NA,NA,NA,FALSE,FALSE,NA
"3_oh_oleylcarnitine","1484",TRUE,FALSE,1,NA,"C18_1_OH_C16_1_DC",NA,"3-OH-Oleylcarnitine",NA,NA,NA,NA,FALSE,FALSE,NA
"3_oh_tetradecanoylcarnitine","1476",TRUE,FALSE,1,NA,"C14_OH_C12_DC",NA,"3-OH-Tetradecanoylcarnitine",NA,NA,NA,NA,FALSE,FALSE,NA
"3_ohdodecanoylcarnitine","1474",TRUE,FALSE,1,NA,"C12_OH_C10_DC",NA,"3-OHDodecanoylcarnitine",NA,NA,NA,NA,FALSE,FALSE,NA
"3_ohhexadecenoylcarnitine","1479",TRUE,FALSE,1,NA,"C16_1_OH_C14_1_DC",NA,"3-OHHexadecenoylcarnitine",NA,NA,NA,NA,FALSE,FALSE,NA
"3_phenylpropionate_hydrocinnamate","5524",TRUE,FALSE,1,"HMDB0000764","HMDB00764","107","3-phenylpropionate (hydrocinnamate)",10181339,"C05629",NA,NA,FALSE,FALSE,NA
"3_phosphoglycerate","5583",TRUE,FALSE,1,"HMDB0000807","HMDB00807","724","3-phosphoglycerate",10669764,"C00597",NA,NA,FALSE,FALSE,NA
"3_sulfo_l_alanine","6155",TRUE,FALSE,1,"HMDB0002757","HMDB02757","72886","3-sulfo-L-alanine",NA,NA,NA,NA,FALSE,FALSE,NA
"3_ureidoisobutyrate","6033",TRUE,FALSE,1,"HMDB0002031","HMDB02031","160663","3-ureidoisobutyrate",NA,NA,NA,NA,FALSE,FALSE,NA
"3_ureidopropionate","4312",TRUE,FALSE,1,"HMDB0000026","HMDB00026","111","3-ureidopropionate",109,"C02642",NA,NA,FALSE,FALSE,NA
"3b_hydroxy_5_cholenoic_acid","5081",TRUE,FALSE,1,"HMDB0000308","HMDB00308","92997","3b-hydroxy-5-cholenoic acid",83950,NA,NA,NA,FALSE,FALSE,NA
"3beta_7alpha_dihydroxy_5_cholestenoate","7276",TRUE,FALSE,1,NA,"HMDB12454","3081084","3beta,7alpha-dihydroxy-5-cholestenoate",NA,NA,NA,NA,FALSE,FALSE,NA
"3beta_hydroxy_5_cholestenoate","2185",TRUE,FALSE,1,NA,"CHEM100006370","165511","3beta-hydroxy-5-cholestenoate",NA,NA,NA,NA,FALSE,FALSE,NA
"4_acetamidobenzoate","2295",TRUE,FALSE,1,NA,"CHEM100009413","19266","4-acetamidobenzoate",NA,NA,NA,NA,FALSE,FALSE,NA
"4_acetamidobutanoate","6278",TRUE,FALSE,1,"HMDB0003681","HMDB03681","18189","4-acetamidobutanoate",17180,"C02946",NA,NA,FALSE,FALSE,NA
"4_acetamidophenol","5920",TRUE,FALSE,1,"HMDB0001859","HMDB01859","1983","4-acetamidophenol",1906,"C06804",NA,NA,FALSE,FALSE,NA
"4_acetamidophenylglucuronide","6876",TRUE,FALSE,1,"HMDB0010316","HMDB10316","83944","4-acetamidophenylglucuronide",3239926,NA,NA,NA,FALSE,FALSE,NA
"4_acetaminophen_sulfate","8138",FALSE,TRUE,1,"HMDB0001859","HMDB59911","83939","4-acetaminophen sulfate",NA,NA,NA,NA,TRUE,FALSE,NA
"4_acetaminophen_sulfate","7700|8138",TRUE,TRUE,2,"HMDB0059911","HMDB59911","83939","4-acetaminophen sulfate",75741,"C06804",NA,NA,FALSE,FALSE,NA
"4_acetylcatechol_sulfate","3800",TRUE,FALSE,1,NA,"COMP62798",NA,"4-acetylcatechol sulfate (1)",NA,NA,NA,NA,FALSE,FALSE,NA
"4_acetylphenol_sulfate","1664",TRUE,FALSE,1,NA,"CHEM100000711","4684006","4-acetylphenol sulfate",3872009,"C00548",NA,NA,FALSE,FALSE,NA
"4_allylcatechol_sulfate","3946",TRUE,FALSE,1,NA,"COMP63597",NA,"4-allylcatechol sulfate",NA,NA,NA,NA,FALSE,FALSE,NA
"4_allylphenol_sulfate","1794",TRUE,FALSE,1,NA,"CHEM100001868",NA,"4-allylphenol sulfate",NA,NA,NA,NA,FALSE,FALSE,NA
"4_amino_2_hydroxybutyrate","1670",TRUE,FALSE,1,NA,"CHEM100000877","2.73393E+13","4-amino-2-hydroxybutyrate",NA,NA,NA,NA,FALSE,FALSE,NA
"4_aminohippurate","5923",TRUE,FALSE,1,"HMDB0001867","HMDB01867","2148","4-aminohippurate",NA,NA,NA,NA,FALSE,FALSE,NA
"4_aminophenol_sulfate","2300",TRUE,FALSE,1,NA,"CHEM100010871",NA,"4-aminophenol sulfate (2)",NA,NA,NA,NA,FALSE,FALSE,NA
"4_androsten_3alpha_17alpha_diol_monosulfate","1842",TRUE,FALSE,1,NA,"CHEM100002026",NA,"4-androsten-3alpha,17alpha-diol monosulfate (2)",NA,NA,NA,NA,FALSE,FALSE,NA
"4_androsten_3beta_17beta_diol_disulfate","1819",TRUE,FALSE,1,"HMDB0003818","CHEM100001992","10634","4-androsten-3beta,17beta-diol disulfate (1)",NA,"C04295",NA,NA,FALSE,FALSE,NA
"4_androsten_3beta_17beta_diol_disulfate_1","7987",FALSE,TRUE,NA,"HMDB0003818","CHEM100001992","10634","4-androsten-3beta,17beta-diol disulfate 1*",NA,"","",NA,TRUE,FALSE,FALSE
"4_androsten_3beta_17beta_diol_disulfate_1","7987",FALSE,TRUE,NA,"HMDB0003818","CHEM100001992","87120980","4-androsten-3beta,17beta-diol disulfate 1*",NA,"","",NA,TRUE,FALSE,FALSE
"4_androsten_3beta_17beta_diol_disulfate_1","7987",FALSE,TRUE,NA,"HMDB0003818","CHEM100001992","87120982","4-androsten-3beta,17beta-diol disulfate 1*",NA,"","",NA,TRUE,FALSE,FALSE
"4_androsten_3beta_17beta_diol_disulfate_1","1820",TRUE,FALSE,NA,"HMDB0003818","CHEM100001992",NA,"4-androsten-3beta,17beta-diol disulfate 1*",NA,NA,NA,NA,FALSE,FALSE,TRUE
"4_androsten_3beta_17beta_diol_disulfate_2","7988",FALSE,TRUE,NA,"HMDB0003818","CHEM100001994","10634","4-androsten-3beta,17beta-diol disulfate 2*",NA,"","",NA,TRUE,FALSE,FALSE
"4_androsten_3beta_17beta_diol_disulfate_2","7988",FALSE,TRUE,NA,"HMDB0003818","CHEM100001994","87120980","4-androsten-3beta,17beta-diol disulfate 2*",NA,"","",NA,TRUE,FALSE,FALSE
"4_androsten_3beta_17beta_diol_disulfate_2","7988",FALSE,TRUE,NA,"HMDB0003818","CHEM100001994","87120982","4-androsten-3beta,17beta-diol disulfate 2*",NA,"","",NA,TRUE,FALSE,FALSE
"4_androsten_3beta_17beta_diol_disulfate_2","1823",TRUE,FALSE,NA,"HMDB0003818","CHEM100001994",NA,"4-androsten-3beta,17beta-diol disulfate 2*",NA,NA,NA,NA,FALSE,FALSE,TRUE
"4_androsten_3beta_17beta_diol_monosulfate","1845",TRUE,FALSE,1,"HMDB0003818","CHEM100002028",NA,"4-androsten-3beta,17beta-diol monosulfate (1)",NA,NA,NA,NA,FALSE,FALSE,NA
"4_chlorobenzoic_acid","3964",TRUE,FALSE,1,NA,"COMP63988",NA,"4-chlorobenzoic acid",NA,NA,NA,NA,FALSE,FALSE,NA
"4_cholesten_3_one","5713",TRUE,FALSE,1,"HMDB0000921","HMDB00921","91477","4-cholesten-3-one",NA,NA,NA,NA,FALSE,FALSE,NA
"4_ethylcatechol_sulfate","3904",TRUE,FALSE,1,NA,"COMP63072",NA,"4-ethylcatechol sulfate",NA,NA,NA,NA,FALSE,FALSE,NA
"4_ethylphenyl_sulfate","1768",TRUE,FALSE,1,NA,"CHEM100001756","20822574","4-ethylphenyl sulfate",NA,NA,NA,NA,FALSE,FALSE,NA
"4_ethylphenylsulfate","1769",TRUE,FALSE,1,"HMDB0062551","CHEM100001756",NA,"4-ethylphenylsulfate",NA,"C13637",NA,NA,FALSE,FALSE,NA
"4_guanidinobutanoate","6276",TRUE,FALSE,1,"HMDB0003464","HMDB03464","500","4-guanidinobutanoate",486,"C01035",NA,NA,FALSE,FALSE,NA
"4_hydroxy_2_nonenal","6341",TRUE,FALSE,1,"HMDB0004362","HMDB04362","1693","4-hydroxy-2-nonenal",NA,NA,NA,NA,FALSE,FALSE,NA
"4_hydroxy_2_oxoglutaric_acid","3054",TRUE,FALSE,1,"HMDB0002070","COMP40062","599","4-hydroxy-2-oxoglutaric acid",579,"C01127",NA,NA,FALSE,FALSE,NA
"4_hydroxybutyrate_ghb","5456",TRUE,FALSE,1,"HMDB0000710","HMDB00710","10413","4-hydroxybutyrate (GHB)",NA,"C00989",NA,NA,FALSE,FALSE,NA
"4_hydroxychlorothalonil","2122",TRUE,FALSE,1,NA,"CHEM100006082","34217","4-hydroxychlorothalonil",31530,NA,NA,NA,FALSE,FALSE,NA
