"","input_pubchem_final","input_hmdb_id_final","input_kegg_final","input_chebi_final","input_chemspider_final","input_inchikey_final","input_metabolite_name_final","metabolite_id_final_2",".row_id_moore","hmdb_id_final","biochemical_final_final_final","uid_01_final_2",".row_id_comets","source"
"1","4693933","HMDB0000020",NA,NA,NA,NA,"4_hydroxyphenylacetate","HMDB0000020",43,"HMDB0000020","p_hydroxyphenylacetic acid","HMDB0000020",544,"COMETS_MOORE"
"2","127","HMDB0000020",NA,NA,NA,NA,"4_hydroxyphenylacetate","HMDB0000020",44,"HMDB0000020","p_hydroxyphenylacetic acid","HMDB0000020",544,"COMETS_MOORE"
"3","15938965","HMDB0000045",NA,NA,NA,NA,"adenosine 5'_monophosphate_amp","HMDB0000045",45,"HMDB0000045","adenosine monophosphate","HMDB0000045",960,"COMETS_MOORE"
"4","6083","HMDB0000045",NA,NA,NA,NA,"adenosine 5'_monophosphate_amp","HMDB0000045",46,"HMDB0000045","adenosine monophosphate","HMDB0000045",960,"COMETS_MOORE"
"5","239","HMDB0000056",NA,NA,NA,NA,"beta_alanine","HMDB0000056",47,"HMDB0000056","beta_alanine","HMDB0000056",62,"COMETS_MOORE"
"6","239","HMDB0000056",NA,NA,NA,NA,"beta_alanine","HMDB0000056",47,"HMDB0000056","l_alanine","HMDB0000056",975,"COMETS_MOORE"
"7","239","HMDB0000056",NA,NA,NA,NA,"beta_alanine","HMDB0000056",47,"HMDB0000056","beta_alanine","HMDB0000161",978,"COMETS_MOORE"
"8","239","HMDB0000056",NA,NA,NA,NA,"beta_alanine","HMDB0000056",47,"HMDB0000056","l_alanine","HMDB0000161",979,"COMETS_MOORE"
"9","4755801","HMDB0000056",NA,NA,NA,NA,"beta_alanine","HMDB0000056",48,"HMDB0000056","beta_alanine","HMDB0000056",62,"COMETS_MOORE"
"10","4755801","HMDB0000056",NA,NA,NA,NA,"beta_alanine","HMDB0000056",48,"HMDB0000056","l_alanine","HMDB0000056",975,"COMETS_MOORE"
"11","4755801","HMDB0000056",NA,NA,NA,NA,"beta_alanine","HMDB0000056",48,"HMDB0000056","beta_alanine","HMDB0000161",978,"COMETS_MOORE"
"12","4755801","HMDB0000056",NA,NA,NA,NA,"beta_alanine","HMDB0000056",48,"HMDB0000056","l_alanine","HMDB0000161",979,"COMETS_MOORE"
"13","657272","HMDB0000086",NA,NA,NA,NA,"glycerophosphorylcholine_gpc","HMDB0000086",49,"HMDB0000086","glycerophosphocholine","HMDB0000086",1005,"COMETS_MOORE"
"14","71920","HMDB0000086",NA,NA,NA,NA,"glycerophosphorylcholine_gpc","HMDB0000086",50,"HMDB0000086","glycerophosphocholine","HMDB0000086",1005,"COMETS_MOORE"
"15","5257127","HMDB0000123",NA,NA,NA,NA,"glycine","HMDB0000123",51,"HMDB0000123","glycine","HMDB0000123",101,"COMETS_MOORE"
"16","750","HMDB0000123",NA,NA,NA,NA,"glycine","HMDB0000123",52,"HMDB0000123","glycine","HMDB0000123",101,"COMETS_MOORE"
"17","5951","HMDB0000187",NA,NA,NA,NA,"serine","HMDB0000187",53,"HMDB0000187","l_serine","HMDB0000187",77,"COMETS_MOORE"
"18","5951","HMDB0000187",NA,NA,NA,NA,"serine","HMDB0000187",53,"HMDB0000187","d_serine","HMDB0000187",5281,"COMETS_MOORE"
"19","5951","HMDB0000187",NA,NA,NA,NA,"serine","HMDB0000187",53,"HMDB0000187","l_serine","HMDB0003406",5284,"COMETS_MOORE"
"20","5951","HMDB0000187",NA,NA,NA,NA,"serine","HMDB0000187",53,"HMDB0000187","d_serine","HMDB0003406",5285,"COMETS_MOORE"
"21","6857581","HMDB0000187",NA,NA,NA,NA,"serine","HMDB0000187",54,"HMDB0000187","l_serine","HMDB0000187",77,"COMETS_MOORE"
"22","6857581","HMDB0000187",NA,NA,NA,NA,"serine","HMDB0000187",54,"HMDB0000187","d_serine","HMDB0000187",5281,"COMETS_MOORE"
"23","6857581","HMDB0000187",NA,NA,NA,NA,"serine","HMDB0000187",54,"HMDB0000187","l_serine","HMDB0003406",5284,"COMETS_MOORE"
"24","6857581","HMDB0000187",NA,NA,NA,NA,"serine","HMDB0000187",54,"HMDB0000187","d_serine","HMDB0003406",5285,"COMETS_MOORE"
"25","595","HMDB0000192",NA,NA,NA,NA,"cystine","HMDB0000192",55,"HMDB0000192","l_cystine","HMDB0000192",2114,"COMETS_MOORE"
"26","67678","HMDB0000192",NA,NA,NA,NA,"cystine","HMDB0000192",56,"HMDB0000192","l_cystine","HMDB0000192",2114,"COMETS_MOORE"
"27","1","HMDB0000201",NA,NA,NA,NA,"acetylcarnitine","HMDB0000201",57,"HMDB0000201","l_acetylcarnitine","HMDB0000201",933,"COMETS_MOORE"
"28","1","HMDB0000201",NA,NA,NA,NA,"acetylcarnitine","HMDB0000201",57,"HMDB0000201","acetylcarnitine","CHEBI57589",938,"COMETS_MOORE"
"29","1","HMDB0000201",NA,NA,NA,NA,"acetylcarnitine","HMDB0000201",57,"HMDB0000201","l_acetylcarnitine","CHEBI57589",939,"COMETS_MOORE"
"30","1","HMDB0000201",NA,NA,NA,NA,"acetylcarnitine","HMDB0000201",57,"HMDB0000201","acetylcarnitine","HMDB0000201",942,"COMETS_MOORE"
"31","7045767","HMDB0000201",NA,NA,NA,NA,"acetylcarnitine","HMDB0000201",58,"HMDB0000201","l_acetylcarnitine","HMDB0000201",933,"COMETS_MOORE"
"32","7045767","HMDB0000201",NA,NA,NA,NA,"acetylcarnitine","HMDB0000201",58,"HMDB0000201","acetylcarnitine","CHEBI57589",938,"COMETS_MOORE"
"33","7045767","HMDB0000201",NA,NA,NA,NA,"acetylcarnitine","HMDB0000201",58,"HMDB0000201","l_acetylcarnitine","CHEBI57589",939,"COMETS_MOORE"
"34","7045767","HMDB0000201",NA,NA,NA,NA,"acetylcarnitine","HMDB0000201",58,"HMDB0000201","acetylcarnitine","HMDB0000201",942,"COMETS_MOORE"
"35","461","HMDB0000222",NA,NA,NA,NA,"palmitoylcarnitine","HMDB0000222",59,"HMDB0000222","l_palmitoylcarnitine","HMDB0000222",952,"COMETS_MOORE"
"36","461","HMDB0000222",NA,NA,NA,NA,"palmitoylcarnitine","HMDB0000222",59,"HMDB0000222","+_palmitylcarnitine","HMDB0000222",1705,"COMETS_MOORE"
"37","461","HMDB0000222",NA,NA,NA,NA,"palmitoylcarnitine","HMDB0000222",59,"HMDB0000222","l_palmitoylcarnitine","PUBCHEM16902",1708,"COMETS_MOORE"
"38","461","HMDB0000222",NA,NA,NA,NA,"palmitoylcarnitine","HMDB0000222",59,"HMDB0000222","+_palmitylcarnitine","PUBCHEM16902",1709,"COMETS_MOORE"
"39","461","HMDB0000222",NA,NA,NA,NA,"palmitoylcarnitine","HMDB0000222",59,"HMDB0000222","l_palmitoylcarnitine","HMDB0000222_M22189",3337,"COMETS_MOORE"
"40","11953816","HMDB0000222",NA,NA,NA,NA,"palmitoylcarnitine","HMDB0000222",60,"HMDB0000222","l_palmitoylcarnitine","HMDB0000222",952,"COMETS_MOORE"
"41","11953816","HMDB0000222",NA,NA,NA,NA,"palmitoylcarnitine","HMDB0000222",60,"HMDB0000222","+_palmitylcarnitine","HMDB0000222",1705,"COMETS_MOORE"
"42","11953816","HMDB0000222",NA,NA,NA,NA,"palmitoylcarnitine","HMDB0000222",60,"HMDB0000222","l_palmitoylcarnitine","PUBCHEM16902",1708,"COMETS_MOORE"
"43","11953816","HMDB0000222",NA,NA,NA,NA,"palmitoylcarnitine","HMDB0000222",60,"HMDB0000222","+_palmitylcarnitine","PUBCHEM16902",1709,"COMETS_MOORE"
"44","11953816","HMDB0000222",NA,NA,NA,NA,"palmitoylcarnitine","HMDB0000222",60,"HMDB0000222","l_palmitoylcarnitine","HMDB0000222_M22189",3337,"COMETS_MOORE"
"45","107735","HMDB0000243",NA,NA,NA,NA,"pyruvate","HMDB0000243",61,"HMDB0000243","pyruvic acid","HMDB0000243",3287,"COMETS_MOORE"
"46","107735","HMDB0000243",NA,NA,NA,NA,"pyruvate","HMDB0000243",61,"HMDB0000243","pyruvic acid","HMDB0000243_M00599",3288,"COMETS_MOORE"
"47","1060","HMDB0000243",NA,NA,NA,NA,"pyruvate","HMDB0000243",62,"HMDB0000243","pyruvic acid","HMDB0000243",3287,"COMETS_MOORE"
"48","1060","HMDB0000243",NA,NA,NA,NA,"pyruvate","HMDB0000243",62,"HMDB0000243","pyruvic acid","HMDB0000243_M00599",3288,"COMETS_MOORE"
"49","5283560","HMDB0000277",NA,NA,NA,NA,"erythro_sphingosine_1_phosphate","HMDB0000277",63,"HMDB0000277","sphingosine 1_phosphate","HMDB0000277",2394,"COMETS_MOORE"
"50","10883396","HMDB0000277",NA,NA,NA,NA,"erythro_sphingosine_1_phosphate","HMDB0000277",64,"HMDB0000277","sphingosine 1_phosphate","HMDB0000277",2394,"COMETS_MOORE"
"51","5283560","HMDB0000277",NA,NA,NA,NA,"sphingosine 1_phosphate","HMDB0000277",65,"HMDB0000277","sphingosine 1_phosphate","HMDB0000277",2394,"COMETS_MOORE"
"52","10883396","HMDB0000277",NA,NA,NA,NA,"sphingosine 1_phosphate","HMDB0000277",66,"HMDB0000277","sphingosine 1_phosphate","HMDB0000277",2394,"COMETS_MOORE"
"53","11966314","HMDB0000336",NA,NA,NA,NA,"3_hydroxyisobutyrate","HMDB0000336",67,"HMDB0000336","r_3_hydroxyisobutyric acid","HMDB0000336",471,"COMETS_MOORE"
"54","87","HMDB0000336",NA,NA,NA,NA,"3_hydroxyisobutyrate","HMDB0000336",68,"HMDB0000336","r_3_hydroxyisobutyric acid","HMDB0000336",471,"COMETS_MOORE"
"55","5862","HMDB0000574",NA,NA,NA,NA,"cysteine","HMDB0000574",69,"HMDB0000574","l_cysteine","HMDB0000574",2110,"COMETS_MOORE"
"56","5862","HMDB0000574",NA,NA,NA,NA,"cysteine","HMDB0000574",69,"HMDB0000574","l_cysteine","HMDB0000574_M31453",3352,"COMETS_MOORE"
"57","6419722","HMDB0000574",NA,NA,NA,NA,"cysteine","HMDB0000574",70,"HMDB0000574","l_cysteine","HMDB0000574",2110,"COMETS_MOORE"
"58","6419722","HMDB0000574",NA,NA,NA,NA,"cysteine","HMDB0000574",70,"HMDB0000574","l_cysteine","HMDB0000574_M31453",3352,"COMETS_MOORE"
"59","11412545","HMDB0000640",NA,NA,NA,NA,"1_6_anhydroglucose","HMDB0000640",71,"HMDB0000640","levoglucosan","HMDB0000640",248,"COMETS_MOORE"
"60","2724705","HMDB0000640",NA,NA,NA,NA,"1_6_anhydroglucose","HMDB0000640",72,"HMDB0000640","levoglucosan","HMDB0000640",248,"COMETS_MOORE"
"61","161166","HMDB0000684",NA,NA,NA,NA,"kynurenine","HMDB0000684",73,"HMDB0000684","l_kynurenine","HMDB0000684",2666,"COMETS_MOORE"
"62","161166","HMDB0000684",NA,NA,NA,NA,"kynurenine","HMDB0000684",73,"HMDB0000684","kynurenine","CSID823",2843,"COMETS_MOORE"
"63","161166","HMDB0000684",NA,NA,NA,NA,"kynurenine","HMDB0000684",73,"HMDB0000684","l_kynurenine","CSID823",2844,"COMETS_MOORE"
"64","161166","HMDB0000684",NA,NA,NA,NA,"kynurenine","HMDB0000684",73,"HMDB0000684","kynurenine","HMDB0000684",2847,"COMETS_MOORE"
"65","6971029","HMDB0000684",NA,NA,NA,NA,"kynurenine","HMDB0000684",74,"HMDB0000684","l_kynurenine","HMDB0000684",2666,"COMETS_MOORE"
"66","6971029","HMDB0000684",NA,NA,NA,NA,"kynurenine","HMDB0000684",74,"HMDB0000684","kynurenine","CSID823",2843,"COMETS_MOORE"
"67","6971029","HMDB0000684",NA,NA,NA,NA,"kynurenine","HMDB0000684",74,"HMDB0000684","l_kynurenine","CSID823",2844,"COMETS_MOORE"
"68","6971029","HMDB0000684",NA,NA,NA,NA,"kynurenine","HMDB0000684",74,"HMDB0000684","kynurenine","HMDB0000684",2847,"COMETS_MOORE"
"69","6106","HMDB0000687",NA,NA,NA,NA,"leucine","HMDB0000687",75,"HMDB0000687","l_leucine","HMDB0000687",84,"COMETS_MOORE"
"70","6106","HMDB0000687",NA,NA,NA,NA,"leucine","HMDB0000687",75,"HMDB0000687","beta_leucine","CAS_5699_54_7",2905,"COMETS_MOORE"
"71","6106","HMDB0000687",NA,NA,NA,NA,"leucine","HMDB0000687",75,"HMDB0000687","l_leucine","CAS_5699_54_7",2906,"COMETS_MOORE"
"72","6106","HMDB0000687",NA,NA,NA,NA,"leucine","HMDB0000687",75,"HMDB0000687","beta_leucine","HMDB0000687",2909,"COMETS_MOORE"
"73","7045798","HMDB0000687",NA,NA,NA,NA,"leucine","HMDB0000687",76,"HMDB0000687","l_leucine","HMDB0000687",84,"COMETS_MOORE"
"74","7045798","HMDB0000687",NA,NA,NA,NA,"leucine","HMDB0000687",76,"HMDB0000687","beta_leucine","CAS_5699_54_7",2905,"COMETS_MOORE"
"75","7045798","HMDB0000687",NA,NA,NA,NA,"leucine","HMDB0000687",76,"HMDB0000687","l_leucine","CAS_5699_54_7",2906,"COMETS_MOORE"
"76","7045798","HMDB0000687",NA,NA,NA,NA,"leucine","HMDB0000687",76,"HMDB0000687","beta_leucine","HMDB0000687",2909,"COMETS_MOORE"
"77","5459847","HMDB0000700",NA,NA,NA,NA,"3_hydroxypropanoate","HMDB0000700",77,"HMDB0000700","hydroxypropionic acid","HMDB0000700",516,"COMETS_MOORE"
"78","68152","HMDB0000700",NA,NA,NA,NA,"3_hydroxypropanoate","HMDB0000700",78,"HMDB0000700","hydroxypropionic acid","HMDB0000700",516,"COMETS_MOORE"
"79","12310288","HMDB0000708",NA,NA,NA,NA,"glycoursodeoxycholate","HMDB0000708",79,"HMDB0000708","glycoursodeoxycholic acid","HMDB0000708",1272,"COMETS_MOORE"
"80","12310290","HMDB0000708",NA,NA,NA,NA,"glycoursodeoxycholate","HMDB0000708",80,"HMDB0000708","glycoursodeoxycholic acid","HMDB0000708",1272,"COMETS_MOORE"
"81","5461016","HMDB0000847",NA,NA,NA,NA,"pelargonate_9_0","HMDB0000847",81,"HMDB0000847","pelargonic acid","HMDB0000847",3301,"COMETS_MOORE"
"82","8158","HMDB0000847",NA,NA,NA,NA,"pelargonate_9_0","HMDB0000847",82,"HMDB0000847","pelargonic acid","HMDB0000847",3301,"COMETS_MOORE"
"83","833","HMDB0000904",NA,NA,NA,NA,"citrulline","HMDB0000904",83,"HMDB0000904","citrulline","HMDB0000904",111,"COMETS_MOORE"
"84","9750","HMDB0000904",NA,NA,NA,NA,"citrulline","HMDB0000904",84,"HMDB0000904","citrulline","HMDB0000904",111,"COMETS_MOORE"
"85","1549099","HMDB0001138",NA,NA,NA,NA,"n_acetylglutamate","HMDB0001138",85,"HMDB0001138","n_acetylglutamic acid","HMDB0001138",3312,"COMETS_MOORE"
"86","70914","HMDB0001138",NA,NA,NA,NA,"n_acetylglutamate","HMDB0001138",86,"HMDB0001138","n_acetylglutamic acid","HMDB0001138",3312,"COMETS_MOORE"
"87","134","HMDB0001161",NA,NA,NA,NA,"deoxycarnitine","HMDB0001161",87,"HMDB0001161","4_trimethylammoniobutanoic acid","HMDB0001161",817,"COMETS_MOORE"
"88","134","HMDB0001161",NA,NA,NA,NA,"deoxycarnitine","HMDB0001161",87,"HMDB0001161","3_dehydroxycarnitine","HMDB0001161",818,"COMETS_MOORE"
"89","134","HMDB0001161",NA,NA,NA,NA,"deoxycarnitine","HMDB0001161",87,"HMDB0001161","4_trimethylammoniobutanoic acid","HMDB0006831",821,"COMETS_MOORE"
"90","134","HMDB0001161",NA,NA,NA,NA,"deoxycarnitine","HMDB0001161",87,"HMDB0001161","3_dehydroxycarnitine","HMDB0006831",822,"COMETS_MOORE"
"91","725","HMDB0001161",NA,NA,NA,NA,"deoxycarnitine","HMDB0001161",88,"HMDB0001161","4_trimethylammoniobutanoic acid","HMDB0001161",817,"COMETS_MOORE"
"92","725","HMDB0001161",NA,NA,NA,NA,"deoxycarnitine","HMDB0001161",88,"HMDB0001161","3_dehydroxycarnitine","HMDB0001161",818,"COMETS_MOORE"
"93","725","HMDB0001161",NA,NA,NA,NA,"deoxycarnitine","HMDB0001161",88,"HMDB0001161","4_trimethylammoniobutanoic acid","HMDB0006831",821,"COMETS_MOORE"
"94","725","HMDB0001161",NA,NA,NA,NA,"deoxycarnitine","HMDB0001161",88,"HMDB0001161","3_dehydroxycarnitine","HMDB0006831",822,"COMETS_MOORE"
"95","159659","HMDB0001325",NA,NA,NA,NA,"n_6_trimethyllysine","HMDB0001325",89,"HMDB0001325","n6_n6_n6_trimethyl_l_lysine","HMDB0001325",2729,"COMETS_MOORE"
"96","440120","HMDB0001325",NA,NA,NA,NA,"n_6_trimethyllysine","HMDB0001325",90,"HMDB0001325","n6_n6_n6_trimethyl_l_lysine","HMDB0001325",2729,"COMETS_MOORE"
"97","1670","HMDB0001434",NA,NA,NA,NA,"3_methoxytyrosine","HMDB0001434",91,"HMDB0001434","3_methoxytyrosine","HMDB0001434",485,"COMETS_MOORE"
"98","9307","HMDB0001434",NA,NA,NA,NA,"3_methoxytyrosine","HMDB0001434",92,"HMDB0001434","3_methoxytyrosine","HMDB0001434",485,"COMETS_MOORE"
"99","135437","HMDB0001565",NA,NA,NA,NA,"choline phosphate","HMDB0001565",93,"HMDB0001565","phosphorylcholine","HMDB0001565",2039,"COMETS_MOORE"
"100","1014","HMDB0001565",NA,NA,NA,NA,"choline phosphate","HMDB0001565",94,"HMDB0001565","phosphorylcholine","HMDB0001565",2039,"COMETS_MOORE"
"101","3288597","HMDB0001929",NA,NA,NA,NA,"ofloxacin","HMDB0001929",95,"HMDB0001929","levofloxacin","HMDB0001929",4056,"COMETS_MOORE"
"102","4583","HMDB0001929",NA,NA,NA,NA,"ofloxacin","HMDB0001929",96,"HMDB0001929","levofloxacin","HMDB0001929",4056,"COMETS_MOORE"
"103","213144","HMDB0002013",NA,NA,NA,NA,"butyrylcarnitine","HMDB0002013",97,"HMDB0002013","butyrylcarnitine","HMDB0002013",1191,"COMETS_MOORE"
"104","213144","HMDB0002013",NA,NA,NA,NA,"butyrylcarnitine","HMDB0002013",97,"HMDB0002013","butyryl_l_carnitine","CHEBI21949",1778,"COMETS_MOORE"
"105","213144","HMDB0002013",NA,NA,NA,NA,"butyrylcarnitine","HMDB0002013",97,"HMDB0002013","isobutyryl_l_carnitine","CHEBI21949",1779,"COMETS_MOORE"
"106","213144","HMDB0002013",NA,NA,NA,NA,"butyrylcarnitine","HMDB0002013",97,"HMDB0002013","butyrylcarnitine","CHEBI21949",1780,"COMETS_MOORE"
"107","213144","HMDB0002013",NA,NA,NA,NA,"butyrylcarnitine","HMDB0002013",97,"HMDB0002013","butyryl_l_carnitine","HMDB0000736",1787,"COMETS_MOORE"
"108","213144","HMDB0002013",NA,NA,NA,NA,"butyrylcarnitine","HMDB0002013",97,"HMDB0002013","isobutyryl_l_carnitine","HMDB0000736",1788,"COMETS_MOORE"
"109","213144","HMDB0002013",NA,NA,NA,NA,"butyrylcarnitine","HMDB0002013",97,"HMDB0002013","butyrylcarnitine","HMDB0000736",1789,"COMETS_MOORE"
"110","213144","HMDB0002013",NA,NA,NA,NA,"butyrylcarnitine","HMDB0002013",97,"HMDB0002013","butyryl_l_carnitine","HMDB0002013",1796,"COMETS_MOORE"
"111","213144","HMDB0002013",NA,NA,NA,NA,"butyrylcarnitine","HMDB0002013",97,"HMDB0002013","isobutyryl_l_carnitine","HMDB0002013",1797,"COMETS_MOORE"
"112","439829","HMDB0002013",NA,NA,NA,NA,"butyrylcarnitine","HMDB0002013",98,"HMDB0002013","butyrylcarnitine","HMDB0002013",1191,"COMETS_MOORE"
"113","439829","HMDB0002013",NA,NA,NA,NA,"butyrylcarnitine","HMDB0002013",98,"HMDB0002013","butyryl_l_carnitine","CHEBI21949",1778,"COMETS_MOORE"
"114","439829","HMDB0002013",NA,NA,NA,NA,"butyrylcarnitine","HMDB0002013",98,"HMDB0002013","isobutyryl_l_carnitine","CHEBI21949",1779,"COMETS_MOORE"
"115","439829","HMDB0002013",NA,NA,NA,NA,"butyrylcarnitine","HMDB0002013",98,"HMDB0002013","butyrylcarnitine","CHEBI21949",1780,"COMETS_MOORE"
"116","439829","HMDB0002013",NA,NA,NA,NA,"butyrylcarnitine","HMDB0002013",98,"HMDB0002013","butyryl_l_carnitine","HMDB0000736",1787,"COMETS_MOORE"
"117","439829","HMDB0002013",NA,NA,NA,NA,"butyrylcarnitine","HMDB0002013",98,"HMDB0002013","isobutyryl_l_carnitine","HMDB0000736",1788,"COMETS_MOORE"
"118","439829","HMDB0002013",NA,NA,NA,NA,"butyrylcarnitine","HMDB0002013",98,"HMDB0002013","butyrylcarnitine","HMDB0000736",1789,"COMETS_MOORE"
"119","439829","HMDB0002013",NA,NA,NA,NA,"butyrylcarnitine","HMDB0002013",98,"HMDB0002013","butyryl_l_carnitine","HMDB0002013",1796,"COMETS_MOORE"
"120","439829","HMDB0002013",NA,NA,NA,NA,"butyrylcarnitine","HMDB0002013",98,"HMDB0002013","isobutyryl_l_carnitine","HMDB0002013",1797,"COMETS_MOORE"
"121","5281116","HMDB0002068",NA,NA,NA,NA,"erucate_22_1n9","HMDB0002068",99,"HMDB0002068","erucic acid","HMDB0002068",1263,"COMETS_MOORE"
"122","8216","HMDB0002068",NA,NA,NA,NA,"erucate_22_1n9","HMDB0002068",100,"HMDB0002068","erucic acid","HMDB0002068",1263,"COMETS_MOORE"
"123","65254","HMDB0003869",NA,NA,NA,NA,"gamma_glutamyllysine","HMDB0003869",101,"HMDB0003869","epsilon_gamma_glutamyl_lysine","HMDB0003869",2495,"COMETS_MOORE"
"124","14284565","HMDB0003869",NA,NA,NA,NA,"gamma_glutamyllysine","HMDB0003869",102,"HMDB0003869","epsilon_gamma_glutamyl_lysine","HMDB0003869",2495,"COMETS_MOORE"
"125","7015684","HMDB0003869",NA,NA,5378717,NA,"gamma_glutamyl_epsilon_lysine","HMDB0003869",103,"HMDB0003869","epsilon_gamma_glutamyl_lysine","HMDB0003869",2495,"COMETS_MOORE"
"126","7015685","HMDB0003869",NA,NA,5378717,NA,"gamma_glutamyl_epsilon_lysine","HMDB0003869",104,"HMDB0003869","epsilon_gamma_glutamyl_lysine","HMDB0003869",2495,"COMETS_MOORE"
"127","102175","HMDB0004044",NA,NA,NA,NA,"n6_methyladenosine","HMDB0004044",107,"HMDB0004044","n6_methyladenosine","HMDB0004044",4023,"COMETS_MOORE"
"128","1869","HMDB0004044",NA,NA,NA,NA,"n6_methyladenosine","HMDB0004044",108,"HMDB0004044","n6_methyladenosine","HMDB0004044",4023,"COMETS_MOORE"
"129","3446","HMDB0005015",NA,NA,NA,NA,"gabapentin","HMDB0005015",109,"HMDB0005015","gabapentin","HMDB0005015",2486,"COMETS_MOORE"
"130","6919078","HMDB0005015",NA,NA,NA,NA,"gabapentin","HMDB0005015",110,"HMDB0005015","gabapentin","HMDB0005015",2486,"COMETS_MOORE"
"131","3446","HMDB0005015","D00332",NA,3328,NA,"gabapentin","HMDB0005015",111,"HMDB0005015","gabapentin","HMDB0005015",2486,"COMETS_MOORE"
"132","6919078","HMDB0005015","D00332",NA,3328,NA,"gabapentin","HMDB0005015",112,"HMDB0005015","gabapentin","HMDB0005015",2486,"COMETS_MOORE"
"133","6426854","HMDB0005066",NA,NA,NA,NA,"myristoylcarnitine","HMDB0005066",113,"HMDB0005066","tetradecanoylcarnitine","HMDB0005066",1199,"COMETS_MOORE"
"134","53477791","HMDB0005066",NA,NA,NA,NA,"myristoylcarnitine","HMDB0005066",114,"HMDB0005066","tetradecanoylcarnitine","HMDB0005066",1199,"COMETS_MOORE"
"135","306137","HMDB0006344",NA,NA,NA,NA,"phenylacetylglutamine","HMDB0006344",115,"HMDB0006344","alpha_n_phenylacetyl_l_glutamine","HMDB0006344",1010,"COMETS_MOORE"
"136","306137","HMDB0006344",NA,NA,NA,NA,"phenylacetylglutamine","HMDB0006344",115,"HMDB0006344","alpha_n_phenylacetyl_l_glutamine","HMDB0006344_C18_QI113",1290,"COMETS_MOORE"
"137","92258","HMDB0006344",NA,NA,NA,NA,"phenylacetylglutamine","HMDB0006344",116,"HMDB0006344","alpha_n_phenylacetyl_l_glutamine","HMDB0006344",1010,"COMETS_MOORE"
"138","92258","HMDB0006344",NA,NA,NA,NA,"phenylacetylglutamine","HMDB0006344",116,"HMDB0006344","alpha_n_phenylacetyl_l_glutamine","HMDB0006344_C18_QI113",1290,"COMETS_MOORE"
"139","4022661","HMDB0010316",NA,NA,NA,NA,"p_acetamidophenylglucuronide","HMDB0010316",119,"HMDB0010316","acetaminophen glucuronide","HMDB0010316",528,"COMETS_MOORE"
"140","83944","HMDB0010316",NA,NA,NA,NA,"p_acetamidophenylglucuronide","HMDB0010316",120,"HMDB0010316","acetaminophen glucuronide","HMDB0010316",528,"COMETS_MOORE"
"141","4615422","HMDB0011635",NA,NA,NA,NA,"p_cresol sulfate","HMDB0011635",125,"HMDB0011635","p_cresol sulfate","HMDB0011635",3526,"COMETS_MOORE"
"142","4615423","HMDB0011635",NA,NA,NA,NA,"p_cresol sulfate","HMDB0011635",126,"HMDB0011635","p_cresol sulfate","HMDB0011635",3526,"COMETS_MOORE"
"143","27447","HMDB0014707",NA,NA,NA,NA,"cephalexin","HMDB0014707",129,"HMDB0014707","cephalexin","HMDB0014707",1966,"COMETS_MOORE"
"144","6560168","HMDB0014707",NA,NA,NA,NA,"cephalexin","HMDB0014707",130,"HMDB0014707","cephalexin","HMDB0014707",1966,"COMETS_MOORE"
"145","5232305","HMDB0015109",NA,NA,NA,NA,"edta","HMDB0015109",131,"HMDB0015109","edetic acid","HMDB0015109",2379,"COMETS_MOORE"
"146","6049","HMDB0015109",NA,NA,NA,NA,"edta","HMDB0015109",132,"HMDB0015109","edetic acid","HMDB0015109",2379,"COMETS_MOORE"
"147","4099799","HMDB0029068",NA,NA,NA,NA,"threonylphenylalanine","HMDB0029068",137,"HMDB0029068","threoninyl_phenylalanine","HMDB0029068",6261,"COMETS_MOORE"
"148","4099798","HMDB0029068",NA,NA,NA,NA,"threonylphenylalanine","HMDB0029068",138,"HMDB0029068","threoninyl_phenylalanine","HMDB0029068",6261,"COMETS_MOORE"
"149","3038501","HMDB0029160",NA,NA,NA,NA,"gamma_glutamyltryptophan","HMDB0029160",139,"HMDB0029160","gamma_glutamyltryptophan","HMDB0029160",2509,"COMETS_MOORE"
"150","3989307","HMDB0029160",NA,NA,NA,NA,"gamma_glutamyltryptophan","HMDB0029160",140,"HMDB0029160","gamma_glutamyltryptophan","HMDB0029160",2509,"COMETS_MOORE"
"151","164642","HMDB0029412",NA,NA,NA,NA,"4_hydroxyproline betaine","HMDB0029412",141,"HMDB0029412","betonicine","HMDB0029412",571,"COMETS_MOORE"
"152","1550239","HMDB0029412",NA,NA,NA,NA,"4_hydroxyproline betaine","HMDB0029412",142,"HMDB0029412","betonicine","HMDB0029412",571,"COMETS_MOORE"
"153","10634;87120982;87120980","HMDB0003818",NA,NA,NA,NA,"4_androsten_3beta_17beta_diol disulfate 1","CHEM100001992",143,"HMDB0003818","5_androstenediol","CHEM100002028",559,"COMETS_MOORE"
"154","10634;87120982;87120980","HMDB0003818",NA,NA,NA,NA,"4_androsten_3beta_17beta_diol disulfate 1","CHEM100001992",143,"HMDB0003818","5_androstenediol","CHEM100001992",562,"COMETS_MOORE"
"155","10634;87120982;87120980","HMDB0003818",NA,NA,NA,NA,"4_androsten_3beta_17beta_diol disulfate 1","CHEM100001992",143,"HMDB0003818","5_androstenediol","CHEM100001994",563,"COMETS_MOORE"
