Unnamed: 0,original_index,input_metabolite_name,input_metabolite_name_final,multiple_isomers,multiple_identifiers,metabolite_id,input_hmdb_id,input_pubchem,input_chemspider,input_kegg,input_inchikey,input_chebi
77,3305,"fructose 1,6-diphosphate/glucose 1,6-diphosphate/myo-inositol diphosphates [scal",fructose 1_6_diphosphate_glucose 1_6_diphosphate_myo_inositol diphosphates_scal,True,False,COMP46896,,,,,,
77,77,"fructose 1,6-diphosphate",fructose 1_6_diphosphate,True,False,COMP46896,,,,,,
77,77,"glucose 1,6-diphosphate",glucose 1_6_diphosphate,True,False,COMP46896,,,,,,
77,77,myo-inositol diphosphates [scal,myo_inositol diphosphates_scal,True,False,COMP46896,,,,,,
78,3445,isoleucylleucine/leucylisoleucine,isoleucylleucine_leucylisoleucine,True,False,COMP52322,,,,,,
78,78,isoleucylleucine,isoleucylleucine,True,False,COMP52322,,,,,,
78,78,leucylisoleucine,leucylisoleucine,True,False,COMP52322,,,,,,
79,3446,leucylphenylalanine/isoleucylphenylalanine,leucylphenylalanine_isoleucylphenylalanine,True,False,COMP52415,,,,,,
79,79,leucylphenylalanine,leucylphenylalanine,True,False,COMP52415,,,,,,
79,79,isoleucylphenylalanine,isoleucylphenylalanine,True,False,COMP52415,,,,,,
80,3554,1-stearoyl-2-dihomo-linolenoyl-GPI (18:0/20:3n3 or 6)*,1_stearoyl_2_dihomo_linolenoyl_gpi_18_0_20_3n3 or 6,True,False,COMP54984,,,24767699.0,,,
80,80,1-stearoyl-2-dihomo-linolenoyl-GPI (18:0/20:3n3) *,1_stearoyl_2_dihomo_linolenoyl_gpi_18_0_20_3n3_,True,False,COMP54984,,,24767699.0,,,
80,80,1-stearoyl-2-dihomo-linolenoyl-GPI (18:0/20:3n6) *,1_stearoyl_2_dihomo_linolenoyl_gpi_18_0_20_3n6_,True,False,COMP54984,,,24767699.0,,,
81,3568,1-stearoyl-2-dihomo-linolenoyl-GPE (18:0/20:3n3 or 6)*,1_stearoyl_2_dihomo_linolenoyl_gpe_18_0_20_3n3 or 6,True,False,COMP57336,,,24768480.0,,,
81,81,1-stearoyl-2-dihomo-linolenoyl-GPE (18:0/20:3n3) *,1_stearoyl_2_dihomo_linolenoyl_gpe_18_0_20_3n3_,True,False,COMP57336,,,24768480.0,,,
81,81,1-stearoyl-2-dihomo-linolenoyl-GPE (18:0/20:3n6) *,1_stearoyl_2_dihomo_linolenoyl_gpe_18_0_20_3n6_,True,False,COMP57336,,,24768480.0,,,
82,3610,ribulonate/xylulonate*,ribulonate_xylulonate,True,False,COMP61858,,,,,,
82,82,ribulonate,ribulonate,True,False,COMP61858,,,,,,
82,82,xylulonate*,xylulonate,True,False,COMP61858,,,,,,
83,3611,ribulonate/xylulonate/lyxonate*,ribulonate_xylulonate_lyxonate,True,False,COMP61858,,,,,,
83,83,ribulonate,ribulonate,True,False,COMP61858,,,,,,
83,83,xylulonate,xylulonate,True,False,COMP61858,,,,,,
83,83,lyxonate*,lyxonate,True,False,COMP61858,,,,,,
84,3625,3-Hydroxy-eicosanoyl carnitine or Octadecanedioyl carnitine,3_hydroxy_eicosanoyl carnitine or octadecanedioyl carnitine,True,False,COMP61865_3HYDROX,,,,,,
84,84,3-Hydroxy-eicosanoyl carnitine,3_hydroxy_eicosanoyl carnitine,True,False,COMP61865_3HYDROX,,,,,,
84,84,Octadecanedioyl carnitine,octadecanedioyl carnitine,True,False,COMP61865_3HYDROX,,,,,,
85,3762,"(2,4 or 2,5)-dimethylphenol sulfate",2_4 or 2_5_dimethylphenol sulfate,True,False,COMP62533,,,,,,
85,85,"(2,4) -dimethylphenol sulfate",2_4__dimethylphenol sulfate,True,False,COMP62533,,,,,,
85,85,"(2,5) -dimethylphenol sulfate",2_5__dimethylphenol sulfate,True,False,COMP62533,,,,,,
86,3940,(2 or 3)-decenoate (10:1n7 or n8),2 or 3_decenoate_10_1n7 or n8,True,False,COMP63436,,,,,,
86,86,(2) -decenoate (10:1n7 or n8),2__decenoate_10_1n7 or n8,True,False,COMP63436,,,,,,
86,86,(3) -decenoate (10:1n7 or n8),3__decenoate_10_1n7 or n8,True,False,COMP63436,,,,,,
87,3958,deoxycholic acid (12 or 24)-sulfate*,deoxycholic acid_12 or 24_sulfate,True,False,COMP63688,,,,,,
87,87,deoxycholic acid (12) -sulfate*,deoxycholic acid_12__sulfate,True,False,COMP63688,,,,,,
87,87,deoxycholic acid (24) -sulfate*,deoxycholic acid_24__sulfate,True,False,COMP63688,,,,,,
88,3976,"lysopcac180 in plasma, micromole/L",lysopcac180 in plasma_micromole_l,False,False,CSID18953394,,,,,,
89,3987,"pcaec406 in plasma, micromole/L",pcaec406 in plasma_micromole_l,False,False,CSID24608218,,,,,,
90,3992,"pcaac281 in plasma, micromole/L",pcaac281 in plasma_micromole_l,False,False,CSID24822210,,,,,,
91,3997,"pcaac300 in plasma, micromole/L",pcaac300 in plasma_micromole_l,False,False,CSID24822213,,,,,,
92,4005,"pcaac360 in plasma, micromole/L",pcaac360 in plasma_micromole_l,False,False,CSID24822327,,,,,,
93,4014,"pcaac343 in plasma, micromole/L",pcaac343 in plasma_micromole_l,False,False,CSID24822407,,,,,,
94,4019,"pcaac365 in plasma, micromole/L",pcaac365 in plasma_micromole_l,False,False,CSID24822409,,,,,,
95,4024,"pcaac320 in plasma, micromole/L",pcaac320 in plasma_micromole_l,False,False,CSID24822417,,,,,,
96,4031,"pcaac342 in plasma, micromole/L",pcaac342 in plasma_micromole_l,False,False,CSID24822448,,,,,,
97,4037,"pcaac361 in plasma, micromole/L",pcaac361 in plasma_micromole_l,False,False,CSID24822459,,,,,,
98,4042,"pcaac363 in plasma, micromole/L",pcaac363 in plasma_micromole_l,False,False,CSID24822466,,,,,,
99,4047,"pcaac380 in plasma, micromole/L",pcaac380 in plasma_micromole_l,False,False,CSID24822473,,,,,,
100,4052,"pcaac384 in plasma, micromole/L",pcaac384 in plasma_micromole_l,False,False,CSID24822488,,,,,,
101,4057,"pcaac405 in plasma, micromole/L",pcaac405 in plasma_micromole_l,False,False,CSID24822495,,,,,,
102,4062,"pcaac362 in plasma, micromole/L",pcaac362 in plasma_micromole_l,False,False,CSID24822532,,,,,,
103,4073,"pcaac344 in plasma, micromole/L",pcaac344 in plasma_micromole_l,False,False,CSID24822573,,,,,,
104,4078,"pcaac383 in plasma, micromole/L",pcaac383 in plasma_micromole_l,False,False,CSID24822578,,,,,,
105,4086,"pcaac403 in plasma, micromole/L",pcaac403 in plasma_micromole_l,False,False,CSID24822638,,,,,,
106,4091,"pcaac402 in plasma, micromole/L",pcaac402 in plasma_micromole_l,False,False,CSID24822650,,,,,,
107,4096,"pcaac386 in plasma, micromole/L",pcaac386 in plasma_micromole_l,False,False,CSID24822657,,,,,,
108,4101,"pcaac422 in plasma, micromole/L",pcaac422 in plasma_micromole_l,False,False,CSID24822678,,,,,,
109,4106,"pcaec300 in plasma, micromole/L",pcaec300 in plasma_micromole_l,False,False,CSID24822837,,,,,,
110,4111,"pcaec321 in plasma, micromole/L",pcaec321 in plasma_micromole_l,False,False,CSID24822840,,,,,,
111,4116,"pcaec361 in plasma, micromole/L",pcaec361 in plasma_micromole_l,False,False,CSID24822863,,,,,,
112,4121,"pcaec385 in plasma, micromole/L",pcaec385 in plasma_micromole_l,False,False,CSID24822871,,,,,,
113,4126,"pcaec341 in plasma, micromole/L",pcaec341 in plasma_micromole_l,False,False,CSID24822888,,,,,,
114,4138,"pcaec384 in plasma, micromole/L",pcaec384 in plasma_micromole_l,False,False,CSID24822898,,,,,,
115,4143,"pcaec405 in plasma, micromole/L",pcaec405 in plasma_micromole_l,False,False,CSID24822903,,,,,,
116,4148,"pcaec322 in plasma, micromole/L",pcaec322 in plasma_micromole_l,False,False,CSID24822939,,,,,,
117,4158,"lysopcac181 in plasma, micromole/L",lysopcac181 in plasma_micromole_l,False,False,CSID24823031,,,,,,
118,4164,"smc240 in plasma, micromole/L",smc240 in plasma_micromole_l,False,False,CSID24846875,,,,,,
119,4174,"pcaec363 in plasma, micromole/L",pcaec363 in plasma_micromole_l,False,False,CSID24958570,,,,,,
120,4180,"pcaac341 in plasma, micromole/L",pcaac341 in plasma_micromole_l,False,False,CSID4940699,,,,,,
121,4185,"pcaac364 in plasma, micromole/L",pcaac364 in plasma_micromole_l,False,False,CSID4942851,,,,,,
122,4190,"pcaac366 in plasma, micromole/L",pcaac366 in plasma_micromole_l,False,False,CSID4946694,,,,,,
123,4195,"pcaec364 in plasma, micromole/L",pcaec364 in plasma_micromole_l,False,False,CSID4947173,,,,,,
124,4199,"smc180 in plasma, micromole/L",smc180 in plasma_micromole_l,False,False,CSID4956085,,,,,,
125,4207,"pcaec365 in plasma, micromole/L",pcaec365 in plasma_micromole_l,False,False,CSID8660716,,,,,,
126,4212,"pcaec343 in plasma, micromole/L",pcaec343 in plasma_micromole_l,False,False,CSID8708435,,,,,,
127,4217,"pcaec340 in plasma, micromole/L",pcaec340 in plasma_micromole_l,False,False,CSID8756279,,,,,,
128,4238,"hexose in plasma, micromole/L",hexose in plasma_micromole_l,False,False,HEXOSES,,,,,,
129,4383,"c0 in plasma, micromole/L",c0 in plasma_micromole_l,False,False,HMDB00062,,,,,,
130,4416,Total Plasma Cholesterol mg/dL,total plasma cholesterol mg_dl,False,False,HMDB00067,,,,,,
131,4514,Glucose/Fructose/Galactose,glucose_fructose_galactose,True,False,HMDB00122,,,,,,
131,131,Glucose,glucose,True,False,HMDB00122,,,,,,
131,131,Fructose,fructose,True,False,HMDB00122,,,,,,
131,131,Galactose,galactose,True,False,HMDB00122,,,,,,
132,4532,"Glycine in plasma, micromole/L",glycine in plasma_micromole_l,False,False,HMDB00123,,,,,,
133,4603,"Glutamate in plasma, micromole/L",glutamate in plasma_micromole_l,False,False,HMDB00148_HMDB03339,,,,,,
134,4643,"Tyrosine in plasma, micromole/L",tyrosine in plasma_micromole_l,False,False,HMDB00158,,,,,,
135,4666,"Phenylalanine in plasma, micromole/L",phenylalanine in plasma_micromole_l,False,False,HMDB00159,,,,,,
136,4685,"Alanine in plasma, micromole/L",alanine in plasma_micromole_l,False,False,HMDB00161,,,,,,
137,4705,"Proline in plasma, micromole/L",proline in plasma_micromole_l,False,False,HMDB00162,,,,,,
138,4728,"Threonine in plasma, micromole/L",threonine in plasma_micromole_l,False,False,HMDB00167,,,,,,
139,4743,"Asparagine in plasma, micromole/L",asparagine in plasma_micromole_l,False,False,HMDB00168,,,,,,
140,4768,"Isoleucine in plasma, micromole/L",isoleucine in plasma_micromole_l,False,False,HMDB00172,,,,,,
141,4794,"Histidine in plasma, micromole/L",histidine in plasma_micromole_l,False,False,HMDB00177,,,,,,
142,4816,"Serine in plasma, micromole/L",serine in plasma_micromole_l,False,False,HMDB00187,,,,,,
143,4874,"c2 in plasma, micromole/L",c2 in plasma_micromole_l,False,False,HMDB00201,,,,,,
144,4986,"taurine in plasma, micromole/L",taurine in plasma_micromole_l,False,False,HMDB00251,,,,,,
145,5005,"sarcosine in plasma, micromole/L",sarcosine in plasma_micromole_l,False,False,HMDB00271,,,,,,
146,5155,Z or Z,z or z,False,False,HMDB00488,,,,4958,,
147,5179,"Arginine in plasma, micromole/L",arginine in plasma_micromole_l,False,False,HMDB00517,,,,,,
148,5194,"creatinine in plasma, micromole/L",creatinine in plasma_micromole_l,False,False,HMDB00562,,,,,,
149,5268,"Glutamine in plasma, micromole/L",glutamine in plasma_micromole_l,False,False,HMDB00641,,,,,,
150,5275,Glutamine/glutamate,glutamine_glutamate,True,False,HMDB00641_HMDB03339,,,,,,
150,150,Glutamine,glutamine,True,False,HMDB00641_HMDB03339,,,,,,
150,150,glutamate,glutamate,True,False,HMDB00641_HMDB03339,,,,,,
151,5368,"kynurenine in plasma, micromole/L",kynurenine in plasma_micromole_l,False,False,HMDB00684,,,,,,
152,5385,"Leucine in plasma, micromole/L",leucine in plasma_micromole_l,False,False,HMDB00687,,,,,,
153,5395,"Isovaleryl carnitine, 3-methylbutyryl carnitine or 2-Methylbutyryl carnitine",isovaleryl carnitine_3_methylbutyryl carnitine or 2_methylbutyryl carnitine,True,False,HMDB00688_HMDB00378,,,,,,
153,153,Isovaleryl carnitine,isovaleryl carnitine,True,False,HMDB00688_HMDB00378,,,,,,
153,153,3-methylbutyryl carnitine,3_methylbutyryl carnitine,True,False,HMDB00688_HMDB00378,,,,,,
153,153,2-Methylbutyryl carnitine,2_methylbutyryl carnitine,True,False,HMDB00688_HMDB00378,,,,,,
154,5426,"Methionine in plasma, micromole/L",methionine in plasma_micromole_l,False,False,HMDB00696,,,,,,
155,5478,"t4-OH-Pro in plasma, micromole/L",t4_oh_pro in plasma_micromole_l,False,False,HMDB00725,,,,,,
156,5592,"c3 in plasma, micromole/L",c3 in plasma_micromole_l,False,False,HMDB00824,,,,,,
157,5619,"c18 in plasma, micromole/L",c18 in plasma_micromole_l,False,False,HMDB00848,,,,,,
158,5663,"Valine in plasma, micromole/L",valine in plasma_micromole_l,False,False,HMDB00883,,,,,,
159,5703,"Citrulline in plasma, micromole/L",citrulline in plasma_micromole_l,False,False,HMDB00904,,,,,,
160,5728,"Tryptophan in plasma, micromole/L",tryptophan in plasma_micromole_l,False,False,HMDB00929,,,,,,
161,5844,linolenate (18:3n3 or 3n6),linolenate_18_3n3 or 3n6,True,False,HMDB01388_HMDB03073,,5280934,,,,
161,161,linolenate (18:3n3),linolenate_18_3n3,True,False,HMDB01388_HMDB03073,,5280934,,,,
161,161,linolenate (3n6),linolenate_3n6,True,False,HMDB01388_HMDB03073,,5280934,,,,
162,5883,"adma in plasma, micromole/L",adma in plasma_micromole_l,False,False,HMDB01539,,,,,,
163,5890,SDMA/ADMA,sdma_adma,True,False,HMDB01539_HMDB03334,,,,,,
163,163,SDMA,sdma,True,False,HMDB01539_HMDB03334,,,,,,
163,163,ADMA,adma,True,False,HMDB01539_HMDB03334,,,,,,
164,6023,Iso-/Butyrylcarnitine,iso_butyrylcarnitine,False,False,HMDB02013,,,,,,
165,6025,"c141 in plasma, micromole/L",c141 in plasma_micromole_l,False,False,HMDB02014,,,,,,
166,6087,eicosenoate (20:1n9 or 1n11),eicosenoate_20_1n9 or 1n11,True,False,HMDB02231,,5282768,,,,
166,166,eicosenoate (20:1n9),eicosenoate_20_1n9,True,False,HMDB02231,,5282768,,,,
166,166,eicosenoate (1n11),eicosenoate_1n11,True,False,HMDB02231,,5282768,,,,
167,6173,Theobromine and/or Paraxanthine,theobromine and_or paraxanthine,True,False,HMDB02825_HMDB01860,,,,,,
167,167,Theobromine,theobromine,True,False,HMDB02825_HMDB01860,,,,,,
167,167,Paraxanthine,paraxanthine,True,False,HMDB02825_HMDB01860,,,,,,
168,6191,dihomolinolenate (20:3n3 or 3n6),dihomolinolenate_20_3n3 or 3n6,True,False,HMDB02925,,5280581,,,,
168,168,dihomolinolenate (20:3n3),dihomolinolenate_20_3n3,True,False,HMDB02925,,5280581,,,,
168,168,dihomolinolenate (3n6),dihomolinolenate_3n6,True,False,HMDB02925,,5280581,,,,
169,6266,"Ornithine in plasma, micromole/L",ornithine in plasma_micromole_l,False,False,HMDB03374,,,,,,
170,6269,"Lysine in plasma, micromole/L",lysine in plasma_micromole_l,False,False,HMDB03405,,,,,,
171,6396,citalopram/escitalopram,citalopram_escitalopram,True,False,HMDB05028,,146570,,,,
171,171,citalopram,citalopram,True,False,HMDB05028,,146570,,,,
171,171,escitalopram,escitalopram,True,False,HMDB05028,,146570,,,,
172,6405,"c181 in plasma, micromole/L",c181 in plasma_micromole_l,False,False,HMDB05065,,,,,,
173,6455,Triglyceride TG(48:2) and/or TG(54:6),triglyceride tg_48_2_and_or tg_54_6,True,False,HMDB05376,,,,,,85729.0
173,173,Triglyceride TG(48:2),triglyceride tg_48_2,True,False,HMDB05376,,,,,,85729.0
173,173,TG(54:6),tg_54_6,True,False,HMDB05376,,,,,,85729.0
174,6683,"pcaac321 in plasma, micromole/L",pcaac321 in plasma_micromole_l,False,False,HMDB07873,,,,,,
175,6692,"pcaac323 in plasma, micromole/L",pcaac323 in plasma_micromole_l,False,False,HMDB07876,,,,,,
176,6718,"pcaac385 in plasma, micromole/L",pcaac385 in plasma_micromole_l,False,False,HMDB07989,,,,,,
177,6743,"pcaac404 in plasma, micromole/L",pcaac404 in plasma_micromole_l,False,False,HMDB08054,,,,,,
178,6751,"pcaac406 in plasma, micromole/L",pcaac406 in plasma_micromole_l,False,False,HMDB08057,,,,,,
179,6757,"pcaac420 in plasma, micromole/L",pcaac420 in plasma_micromole_l,False,False,HMDB08058,,,,,,
180,6766,"pcaac421 in plasma, micromole/L",pcaac421 in plasma_micromole_l,False,False,HMDB08124,,,,,,
181,6779,"pcaac425 in plasma, micromole/L",pcaac425 in plasma_micromole_l,False,False,HMDB08287,,,,,,
182,6786,"pcaac424 in plasma, micromole/L",pcaac424 in plasma_micromole_l,False,False,HMDB08573,,,,,,
183,6862,"smc160 in plasma, micromole/L",smc160 in plasma_micromole_l,False,False,HMDB10169,,,,,,
184,6905,"lysopcac160 in plasma, micromole/L",lysopcac160 in plasma_micromole_l,False,False,HMDB10382,,,,,,
185,6916,"lysopcac161 in plasma, micromole/L",lysopcac161 in plasma_micromole_l,False,False,HMDB10383,,,,,,
186,6927,"lysopcac182 in plasma, micromole/L",lysopcac182 in plasma_micromole_l,False,False,HMDB10386,,,,,,
187,6945,"lysopcac203 in plasma, micromole/L",lysopcac203 in plasma_micromole_l,False,False,HMDB10393,,,,,,
188,6959,"lysopcac204 in plasma, micromole/L",lysopcac204 in plasma_micromole_l,False,False,HMDB10396,,,,,,
189,7025,"pcaec342 in plasma, micromole/L",pcaec342 in plasma_micromole_l,False,False,HMDB11151,,,,,,
190,7065,"pcaec362 in plasma, micromole/L",pcaec362 in plasma_micromole_l,False,False,HMDB11243,,,,,,
191,7094,Phosphatidylethanolamine PE(O-38:5) and/or PE(P-38:4),phosphatidylethanolamine pe_o_38_5_and_or pe_p_38_4,True,False,HMDB11386,,,,,,
191,191,Phosphatidylethanolamine PE(O-38:5),phosphatidylethanolamine pe_o_38_5,True,False,HMDB11386,,,,,,
191,191,PE(P-38:4),pe_p_38_4,True,False,HMDB11386,,,,,,
192,7098,Phosphatidylethanolamine PE(O-38:6) and/or PE(P-38:5),phosphatidylethanolamine pe_o_38_6_and_or pe_p_38_5,True,False,HMDB11387,,,,,,
192,192,Phosphatidylethanolamine PE(O-38:6),phosphatidylethanolamine pe_o_38_6,True,False,HMDB11387,,,,,,
192,192,PE(P-38:5),pe_p_38_5,True,False,HMDB11387,,,,,,
193,7101,Phosphatidylethanolamine - PE(O-40:7) and/or PE(P-40:6),phosphatidylethanolamine_pe_o_40_7_and_or pe_p_40_6,True,False,HMDB11394,,,,,,
193,193,Phosphatidylethanolamine - PE(O-40:7),phosphatidylethanolamine_pe_o_40_7,True,False,HMDB11394,,,,,,
193,193,PE(P-40:6),pe_p_40_6,True,False,HMDB11394,,,,,,
194,7147,Monoglyceride MG(16:0) (likely a fragment of DG or TG),monoglyceride mg_16_0__likely a fragment of dg or tg,False,False,HMDB11533,,,,,,
195,7151,Monoglyceride MG(18:1) (likely a fragment of DG or TG),monoglyceride mg_18_1__likely a fragment of dg or tg,False,False,HMDB11537,,,,,,
196,7225,"smc181 in plasma, micromole/L",smc181 in plasma_micromole_l,False,False,HMDB12100,,,,,,
197,7252,"smc241 in plasma, micromole/L",smc241 in plasma_micromole_l,False,False,HMDB12107,,,,,,
198,7264,"lysopcac170 in plasma, micromole/L",lysopcac170 in plasma_micromole_l,False,False,HMDB12108,,,,,,
199,7311,Methylmalonyl carnitine or Succinyl carnitine,methylmalonyl carnitine or succinyl carnitine,True,False,HMDB13133_HMDB61717,,,,,,
199,199,Methylmalonyl carnitine,methylmalonyl carnitine,True,False,HMDB13133_HMDB61717,,,,,,
199,199,Succinyl carnitine,succinyl carnitine,True,False,HMDB13133_HMDB61717,,,,,,
200,7372,"pcaec360 in plasma, micromole/L",pcaec360 in plasma_micromole_l,False,False,HMDB13406,,,,,,
201,7377,"pcaec386 in plasma, micromole/L",pcaec386 in plasma_micromole_l,False,False,HMDB13409,,,,,,
202,7382,"pcaec302 in plasma, micromole/L",pcaec302 in plasma_micromole_l,False,False,HMDB13410,,,,,,
203,7387,"pcaec382 in plasma, micromole/L",pcaec382 in plasma_micromole_l,False,False,HMDB13431,,,,,,
204,7392,"pcaec401 in plasma, micromole/L",pcaec401 in plasma_micromole_l,False,False,HMDB13433,,,,,,
205,7397,"pcaec422 in plasma, micromole/L",pcaec422 in plasma_micromole_l,False,False,HMDB13434,,,,,,
206,7402,"pcaec402 in plasma, micromole/L",pcaec402 in plasma_micromole_l,False,False,HMDB13437,,,,,,
207,7407,"pcaec423 in plasma, micromole/L",pcaec423 in plasma_micromole_l,False,False,HMDB13438,,,,,,
208,7412,"pcaec383 in plasma, micromole/L",pcaec383 in plasma_micromole_l,False,False,HMDB13439,,,,,,
209,7417,"pcaec404 in plasma, micromole/L",pcaec404 in plasma_micromole_l,False,False,HMDB13442,,,,,,
210,7421,"pcaec421 in plasma, micromole/L",pcaec421 in plasma_micromole_l,False,False,HMDB13443,,,,,,
211,7425,"pcaec403 in plasma, micromole/L",pcaec403 in plasma_micromole_l,False,False,HMDB13445,,,,,,
212,7438,"pcaec446 in plasma, micromole/L",pcaec446 in plasma_micromole_l,False,False,HMDB13450,,,,,,
213,7443,"pcaec425 in plasma, micromole/L",pcaec425 in plasma_micromole_l,False,False,HMDB13451,,,,,,
214,7448,"pcaec445 in plasma, micromole/L",pcaec445 in plasma_micromole_l,False,False,HMDB13456,,,,,,
215,7453,"pcaec424 in plasma, micromole/L",pcaec424 in plasma_micromole_l,False,False,HMDB13458,,,,,,
216,7458,"pcaec444 in plasma, micromole/L",pcaec444 in plasma_micromole_l,False,False,HMDB13460,,,,,,
217,7469,"smohc141 in plasma, micromole/L",smohc141 in plasma_micromole_l,False,False,HMDB13462,,,,,,
218,7475,"smohc161 in plasma, micromole/L",smohc161 in plasma_micromole_l,False,False,HMDB13463,,,,,,
219,7478,"smc202 in plasma, micromole/L",smc202 in plasma_micromole_l,False,False,HMDB13465,,,,,,
220,7486,"smohc221 in plasma, micromole/L",smohc221 in plasma_micromole_l,False,False,HMDB13466,,,,,,
221,7492,"smohc222 in plasma, micromole/L",smohc222 in plasma_micromole_l,False,False,HMDB13467,,,,,,
222,7499,"smohc241 in plasma, micromole/L",smohc241 in plasma_micromole_l,False,False,HMDB13469,,,,,,
223,7605,"smc161 in plasma, micromole/L",smc161 in plasma_micromole_l,False,False,HMDB29216,,,,,,
224,7792,Phosphatidylcholine - PC(O-34:3) and/or PC(P-34:2),phosphatidylcholine_pc_o_34_3_and_or pc_p_34_2,True,False,ME056261,,,,,,
224,224,Phosphatidylcholine - PC(O-34:3),phosphatidylcholine_pc_o_34_3,True,False,ME056261,,,,,,
224,224,PC(P-34:2),pc_p_34_2,True,False,ME056261,,,,,,
225,7793,Phosphatidylcholine PC(O-36:5) and/or PC(P-36:4),phosphatidylcholine pc_o_36_5_and_or pc_p_36_4,True,False,ME056263,,,,,,
225,225,Phosphatidylcholine PC(O-36:5),phosphatidylcholine pc_o_36_5,True,False,ME056263,,,,,,
225,225,PC(P-36:4),pc_p_36_4,True,False,ME056263,,,,,,
226,7794,Phosphatidylcholine - PC(O-36:5) and/or PC(P-36:4),phosphatidylcholine_pc_o_36_5_and_or pc_p_36_4,True,False,ME056263,,,,,,
226,226,Phosphatidylcholine - PC(O-36:5),phosphatidylcholine_pc_o_36_5,True,False,ME056263,,,,,,
226,226,PC(P-36:4),pc_p_36_4,True,False,ME056263,,,,,,
227,7795,Phosphatidylcholine - PC(O-38:6) and/or PC(P-38:5),phosphatidylcholine_pc_o_38_6_and_or pc_p_38_5,True,False,ME056263,,,,,,
227,227,Phosphatidylcholine - PC(O-38:6),phosphatidylcholine_pc_o_38_6,True,False,ME056263,,,,,,
227,227,PC(P-38:5),pc_p_38_5,True,False,ME056263,,,,,,
228,7796,Phosphatidylethanolamine - PE(O-36:5) and/or PE(P-36:4),phosphatidylethanolamine_pe_o_36_5_and_or pe_p_36_4,True,False,ME056277,,,,,,
228,228,Phosphatidylethanolamine - PE(O-36:5),phosphatidylethanolamine_pe_o_36_5,True,False,ME056277,,,,,,
228,228,PE(P-36:4),pe_p_36_4,True,False,ME056277,,,,,,
229,7797,Phosphatidylethanolamine - PE(O-38:5) and/or PE(P-38:4),phosphatidylethanolamine_pe_o_38_5_and_or pe_p_38_4,True,False,ME056280_ME056456,,,,,,
229,229,Phosphatidylethanolamine - PE(O-38:5),phosphatidylethanolamine_pe_o_38_5,True,False,ME056280_ME056456,,,,,,
229,229,PE(P-38:4),pe_p_38_4,True,False,ME056280_ME056456,,,,,,
230,7798,Phosphatidylethanolamine - PE(O-38:6) and/or PE(P-38:5),phosphatidylethanolamine_pe_o_38_6_and_or pe_p_38_5,True,False,ME056281_ME056457,,,,,,
230,230,Phosphatidylethanolamine - PE(O-38:6),phosphatidylethanolamine_pe_o_38_6,True,False,ME056281_ME056457,,,,,,
230,230,PE(P-38:5),pe_p_38_5,True,False,ME056281_ME056457,,,,,,
231,7799,Sphingomyelin - SM(d40:2) d18:1/22:1 and/or d18:2/22:0 and/or d16:1/24:1,sphingomyelin_sm_d40_2_d18_1_22_1 and_or d18_2_22_0 and_or d16_1_24_1,True,False,ME056301_ME056477_HMDB12104,,,,,,72529.0
231,231,Sphingomyelin - SM(d40:2) d18:1/22:1,sphingomyelin_sm_d40_2_d18_1_22_1,True,False,ME056301_ME056477_HMDB12104,,,,,,72529.0
231,231,Sphingomyelin - SM(d40:2) d18:2/22:0,sphingomyelin_sm_d40_2_d18_2_22_0,True,False,ME056301_ME056477_HMDB12104,,,,,,72529.0
231,231,Sphingomyelin - SM(d40:2) d16:1/24:1,sphingomyelin_sm_d40_2_d16_1_24_1,True,False,ME056301_ME056477_HMDB12104,,,,,,72529.0
232,7813,Phosphatidylcholine PC(O-38:5) and/or PC(P-38:4),phosphatidylcholine pc_o_38_5_and_or pc_p_38_4,True,False,ME056445,,,,,,
232,232,Phosphatidylcholine PC(O-38:5),phosphatidylcholine pc_o_38_5,True,False,ME056445,,,,,,
232,232,PC(P-38:4),pc_p_38_4,True,False,ME056445,,,,,,
233,7816,Sphingomyelin - SM(d34:2) d18:2/16:0 and/or d18:1/16:1,sphingomyelin_sm_d34_2_d18_2_16_0 and_or d18_1_16_1,True,False,ME056469_PUBCHEM52931145,,,,,,64587.0
233,233,Sphingomyelin - SM(d34:2) d18:2/16:0,sphingomyelin_sm_d34_2_d18_2_16_0,True,False,ME056469_PUBCHEM52931145,,,,,,64587.0
233,233,Sphingomyelin - SM(d34:2) d18:1/16:1,sphingomyelin_sm_d34_2_d18_1_16_1,True,False,ME056469_PUBCHEM52931145,,,,,,64587.0
234,7819,Sphingomyelin - SM(d42:3) d18:2/24:1 and/or d18:1/24:2,sphingomyelin_sm_d42_3_d18_2_24_1 and_or d18_1_24_2,True,False,ME056483_PUBCHEM52931215,,,,,,72535.0
234,234,Sphingomyelin - SM(d42:3) d18:2/24:1,sphingomyelin_sm_d42_3_d18_2_24_1,True,False,ME056483_PUBCHEM52931215,,,,,,72535.0
234,234,Sphingomyelin - SM(d42:3) d18:1/24:2,sphingomyelin_sm_d42_3_d18_1_24_2,True,False,ME056483_PUBCHEM52931215,,,,,,72535.0
235,7856,Leucine/Isoleucine,leucine_isoleucine,True,False,METABXLEU.PTC,,,,,,
235,235,Leucine,leucine,True,False,METABXLEU.PTC,,,,,,
235,235,Isoleucine,isoleucine,True,False,METABXLEU.PTC,,,,,,
236,7857,Leucine / Isoleucine ( xLeu-PTC ),leucine_isoleucine_xleu_ptc ,True,False,METABXLEU.PTC,,,,,,
