metabolite_id,dataset_id,study_name,platform,merge_variable,input_metabolite_name,input_metabid,input_chemical_id,input_comp_id,input_hmdb_id,input_cas,input_pubchem,input_chemspider,input_kegg,input_inchikey,input_chebi
COMP62148,31,Shanghai Men's Health Study,Metabolon,BIOCHEMICAL_NAME,X___16134,logm563,,,,,,,,,
COMP62148,33,Alpha-Tocopherol Beta-Carotene Cancer Prevention Study,Metabolon,COMP_ID,X - 17177,x_17177,,39847,,,,,,,
COMP62148,33,Alpha-Tocopherol Beta-Carotene Cancer Prevention Study,Metabolon,COMP_ID,X - 16134,x_16134,,38581,,,,,,,
COMP62148,34,Alpha-Tocopherol Beta-Carotene Cancer Prevention Study,Metabolon,COMP_ID,X - 17177,x_17177,,39847,,,,,,,
COMP62148,34,Alpha-Tocopherol Beta-Carotene Cancer Prevention Study,Metabolon,COMP_ID,X - 16134,x_16134,,38581,,,,,,,
COMP62148,35,Alpha-Tocopherol Beta-Carotene Cancer Prevention Study,Metabolon,COMP_ID,X - 16134,x_16134,,46651,,,,,,,
COMP62148,44,Women One-Carbon Metabolism and Inflammation Study,Metabolon,COMP_ID,X - 16134,m_698,,39847,,,,,,,
COMP62148,44,Women One-Carbon Metabolism and Inflammation Study,Metabolon,COMP_ID,X - 16134,m_697,,38581,,,,,,,
COMP62148,69,Copenhagen Prospective Study on Asthma in Childhood 2010,Metabolon,COMP_ID,Fibrinopeptide A (5-16)*,62148,,62148,,,,,,,
COMP62149,2,Prostate Lung Colorectal and Ovarian Cancer Screening Trial,Metabolon,REVIEWED/HARDCODE,X - 16135,x_16135,,46653,,,,,,,
COMP62149,6,Alpha-Tocopherol Beta-Carotene Cancer Prevention Study,Metabolon,BIOCHEMICAL_NAME,X - 16135,x_16135,,,,,,,,,
COMP62149,7,Alpha-Tocopherol Beta-Carotene Cancer Prevention Study,Metabolon,BIOCHEMICAL_NAME,X - 16135,x_16135,,,,,,,,,
COMP62149,8,Alpha-Tocopherol Beta-Carotene Cancer Prevention Study,Metabolon,BIOCHEMICAL_NAME,X - 16135,x_16135,,,,,,,,,
COMP62149,31,Shanghai Men's Health Study,Metabolon,BIOCHEMICAL_NAME,X___16135,logm564,,,,,,,,,
COMP62149,33,Alpha-Tocopherol Beta-Carotene Cancer Prevention Study,Metabolon,COMP_ID,X - 16135,x_16135,,38582,,,,,,,
COMP62149,34,Alpha-Tocopherol Beta-Carotene Cancer Prevention Study,Metabolon,COMP_ID,X - 16135,x_16135,,38582,,,,,,,
COMP62149,35,Alpha-Tocopherol Beta-Carotene Cancer Prevention Study,Metabolon,COMP_ID,X - 16135,x_16135,,46653,,,,,,,
COMP62149,44,Women One-Carbon Metabolism and Inflammation Study,Metabolon,COMP_ID,X - 16135,m_699,,38582,,,,,,,
COMP62151,24,Born in Bradford,Metabolon,COMP_ID,X - 25172,metmss62151,,62151,,,,,,,
COMP62151,69,Copenhagen Prospective Study on Asthma in Childhood 2010,Metabolon,COMP_ID,X - 25172,62151,,62151,,,,,,,
COMP62152,21,Well for life China,Metabolon,COMP_ID,"sphingomyelin (d17:1/14:0, d16:1/15:0)*","sphingomyelin_(d17:1/14:0,_d16:1/15:0)",,62152,,,,,,,
COMP62152,24,Born in Bradford,Metabolon,COMP_ID,"sphingomyelin (d17:1/14:0, d16:1/15:0)*",metmss62152,100020276,62152,,,,,,,
COMP62152,69,Copenhagen Prospective Study on Asthma in Childhood 2010,Metabolon,COMP_ID,"sphingomyelin (d17:1/14:0, d16:1/15:0)*",62152,,62152,,,,,,,
COMP62249,24,Born in Bradford,Metabolon,COMP_ID,X - 25182,metmss62249,,62249,,,,,,,
COMP62252,3,Cancer Prevention Study II,Metabolon,COMP_ID,X - 24559,x - 24559,,X52880,,,,,,,
COMP62252,5,Cancer Prevention Study II,Metabolon,COMP_ID,X - 24559,x - 24559,,X52880,,,,,,,
COMP62253,3,Cancer Prevention Study II,Metabolon,COMP_ID,X - 24555,x - 24555,,X52876,,,,,,,
COMP62253,5,Cancer Prevention Study II,Metabolon,COMP_ID,X - 24555,x - 24555,,X52876,,,,,,,
COMP62254,3,Cancer Prevention Study II,Metabolon,COMP_ID,X - 24552,x - 24552,,X52873,,,,,,,
COMP62254,5,Cancer Prevention Study II,Metabolon,COMP_ID,X - 24552,x - 24552,,X52873,,,,,,,
COMP62255,3,Cancer Prevention Study II,Metabolon,COMP_ID,X - 24558,x - 24558,,X52879,,,,,,,
COMP62255,5,Cancer Prevention Study II,Metabolon,COMP_ID,X - 24558,x - 24558,,X52879,,,,,,,
COMP62256,3,Cancer Prevention Study II,Metabolon,COMP_ID,X - 24550,x - 24550,,X52871,,,,,,,
COMP62256,5,Cancer Prevention Study II,Metabolon,COMP_ID,X - 24550,x - 24550,,X52871,,,,,,,
COMP62257,3,Cancer Prevention Study II,Metabolon,COMP_ID,X - 24560,x - 24560,,X52881,,,,,,,
COMP62257,5,Cancer Prevention Study II,Metabolon,COMP_ID,X - 24560,x - 24560,,X52881,,,,,,,
COMP62258,2,Prostate Lung Colorectal and Ovarian Cancer Screening Trial,Metabolon,COMP_ID,X - 18307,x_18307,,47836,,,,,,,
COMP62258,5,Cancer Prevention Study II,Metabolon,COMP_ID,X - 18307,x - 18307,,X47836,,,,,,,
COMP62258,7,Alpha-Tocopherol Beta-Carotene Cancer Prevention Study,Metabolon,BIOCHEMICAL_NAME,X - 18307,x_18307,,,,,,,,,
COMP62258,35,Alpha-Tocopherol Beta-Carotene Cancer Prevention Study,Metabolon,COMP_ID,X - 18307,x_18307,,47836,,,,,,,
COMP62258,44,Women One-Carbon Metabolism and Inflammation Study,Metabolon,COMP_ID,X - 18307,m_790,,41484,,,,,,,
COMP62261,2,Prostate Lung Colorectal and Ovarian Cancer Screening Trial,Metabolon,COMP_ID,X - 16083,x_16083,,46315,,,,,,,
COMP62261,3,Cancer Prevention Study II,Metabolon,COMP_ID,X - 16083,x - 16083,,X46315,,,,,,,
COMP62261,5,Cancer Prevention Study II,Metabolon,COMP_ID,X - 16083,x - 16083,,X46315,,,,,,,
COMP62261,34,Alpha-Tocopherol Beta-Carotene Cancer Prevention Study,Metabolon,COMP_ID,X - 16083,x_16083,,38526,,,,,,,
COMP62261,35,Alpha-Tocopherol Beta-Carotene Cancer Prevention Study,Metabolon,COMP_ID,X - 16083,x_16083,,46315,,,,,,,
COMP62261,44,Women One-Carbon Metabolism and Inflammation Study,Metabolon,COMP_ID,X - 16083,m_688,,38526,,,,,,,
COMP62262,3,Cancer Prevention Study II,Metabolon,COMP_ID,X - 24551,x - 24551,,X52872,,,,,,,
COMP62262,5,Cancer Prevention Study II,Metabolon,COMP_ID,X - 24551,x - 24551,,X52872,,,,,,,
COMP62262,30,Airwave Health Monitoring Study,Metabolon,COMP_ID,X - 24551,x___24551,,52872,,,,,,,
COMP62264,3,Cancer Prevention Study II,Metabolon,COMP_ID,X - 24557,x - 24557,,X52878,,,,,,,
COMP62264,5,Cancer Prevention Study II,Metabolon,COMP_ID,X - 24557,x - 24557,,X52878,,,,,,,
COMP62265,3,Cancer Prevention Study II,Metabolon,COMP_ID,X - 24554,x - 24554,,X52875,,,,,,,
COMP62274,3,Cancer Prevention Study II,Metabolon,COMP_ID,X - 24553,x - 24553,,X52874,,,,,,,
COMP62274,5,Cancer Prevention Study II,Metabolon,COMP_ID,X - 24553,x - 24553,,X52874,,,,,,,
COMP62276,2,Prostate Lung Colorectal and Ovarian Cancer Screening Trial,Metabolon,COMP_ID,X - 21343,x_21343,,46388,,,,,,,
COMP62276,3,Cancer Prevention Study II,Metabolon,COMP_ID,X - 21343,x - 21343,,X46388,,,,,,,
COMP62276,5,Cancer Prevention Study II,Metabolon,COMP_ID,X - 21343,x - 21343,,X46388,,,,,,,
COMP62276,6,Alpha-Tocopherol Beta-Carotene Cancer Prevention Study,Metabolon,CORE_FILE_NAME,X - 21343,x_21343,,,,,,,,,
COMP62276,21,Well for life China,Metabolon,COMP_ID,dodecadienoate (12:2)*,dodecadienoate_(12:2),,62276,,,,,,,
COMP62276,24,Born in Bradford,Metabolon,CHEMICAL_ID,dodecadienoate (12:2)*,metmss62276,100020478,62276,,,,,,,
COMP62276,29,Twins United Kingdom,Metabolon,COMP_ID,X - 21343,m46388,,46388,,,,,,,
COMP62276,30,Airwave Health Monitoring Study,Metabolon,COMP_ID,X - 21343,x___21343,,46388,,,,,,,
COMP62276,35,Alpha-Tocopherol Beta-Carotene Cancer Prevention Study,Metabolon,COMP_ID,X - 21343,x_21343,,46388,,,,,,,
COMP62276,69,Copenhagen Prospective Study on Asthma in Childhood 2010,Metabolon,COMP_ID,dodecadienoate (12:2)*,62276,,62276,,,,,,,
COMP62277,2,Prostate Lung Colorectal and Ovarian Cancer Screening Trial,Metabolon,COMP_ID,X - 02269,x_02269,,32786,,,,,,,
COMP62277,3,Cancer Prevention Study II,Metabolon,COMP_ID,X - 02269,x - 02269,,X46497,,,,,,,
COMP62277,5,Cancer Prevention Study II,Metabolon,COMP_ID,X - 02269,x - 02269,,X46497,,,,,,,
COMP62277,6,Alpha-Tocopherol Beta-Carotene Cancer Prevention Study,Metabolon,CORE_FILE_NAME,X - 02269,x_02269,,,,,,,,,
COMP62277,7,Alpha-Tocopherol Beta-Carotene Cancer Prevention Study,Metabolon,CORE_FILE_NAME,X - 02269,x_02269,,,,,,,,,
COMP62277,8,Alpha-Tocopherol Beta-Carotene Cancer Prevention Study,Metabolon,CORE_FILE_NAME,X - 02269,x_02269,,,,,,,,,
COMP62277,9,Shanghai Physical Activity Study,Metabolon,COMP_ID,X - 02269,x_02269,,32549;32786;46497,,,,,,,
COMP62277,10,Shanghai Physical Activity Study,Metabolon,COMP_ID,X - 02269,x_02269,,32549;32786;46497,,,,,,,
COMP62277,20,Twins United Kingdom,Metabolon,COMP_ID,X - 02269_1,m32786,,32786,,,,,,,
COMP62277,21,Well for life China,Metabolon,COMP_ID,hydroxy-CMPF*,hydroxy-cmpf,,62277,,,,,,,
COMP62277,24,Born in Bradford,Metabolon,CHEMICAL_ID,hydroxy-CMPF*,metmss62277,100019794,62277,,,,,,,
COMP62277,29,Twins United Kingdom,Metabolon,COMP_ID,X - 02269,m46497,,46497,,,,,,,
COMP62277,30,Airwave Health Monitoring Study,Metabolon,COMP_ID,X - 02269,x___02269,,46497,,,,,,,
COMP62277,31,Shanghai Men's Health Study,Metabolon,BIOCHEMICAL_NAME,X___02269,logm315,,,,,,,,,
COMP62277,31,Shanghai Men's Health Study,Metabolon,BIOCHEMICAL_NAME,X___11469,logm386,,,,,,,,,
COMP62277,33,Alpha-Tocopherol Beta-Carotene Cancer Prevention Study,Metabolon,COMP_ID,X - 02269,x_02269,,32549,,,,,,,
COMP62277,33,Alpha-Tocopherol Beta-Carotene Cancer Prevention Study,Metabolon,COMP_ID,X - 11469,x_11469,,32786,,,,,,,
COMP62277,34,Alpha-Tocopherol Beta-Carotene Cancer Prevention Study,Metabolon,COMP_ID,X - 02269,x_02269,,32549,,,,,,,
COMP62277,34,Alpha-Tocopherol Beta-Carotene Cancer Prevention Study,Metabolon,COMP_ID,X - 11469,x_11469,,32786,,,,,,,
COMP62277,35,Alpha-Tocopherol Beta-Carotene Cancer Prevention Study,Metabolon,COMP_ID,X - 02269,x_02269,,46497,,,,,,,
COMP62277,44,Women One-Carbon Metabolism and Inflammation Study,Metabolon,COMP_ID,X - 02269,m_501,,32549,,,,,,,
COMP62277,44,Women One-Carbon Metabolism and Inflammation Study,Metabolon,COMP_ID,X - 11469,m_520,,32786,,,,,,,
COMP62277,68,Cooperative Health Research in the Region of Augsburg,Metabolon,BIOCHEMICAL_NAME,X- 02269,m32549,,,,,,,,,
COMP62277,68,Cooperative Health Research in the Region of Augsburg,Metabolon,BIOCHEMICAL_NAME,X- 11469,m32786,,,,,,,,,
COMP62277,69,Copenhagen Prospective Study on Asthma in Childhood 2010,Metabolon,COMP_ID,hydroxy-CMPF*,62277,,62277,,,,,,,
COMP62278,24,Born in Bradford,Metabolon,NEW UID,histidine betaine (hercynine)*,metmss62278,100004059,62278,,,3083620,,,,
COMP62279,5,Cancer Prevention Study II,Metabolon,COMP_ID,X - 23669,x - 23669,,X49546,,,,,,,
COMP62279,21,Well for life China,Metabolon,COMP_ID,indoleacetylcarnitine*,indoleacetylcarnitine,,62279,,,,,,,
COMP62279,24,Born in Bradford,Metabolon,CHEMICAL_ID,indoleacetylcarnitine*,metmss62279,100020479,62279,,,,,,,
COMP62279,30,Airwave Health Monitoring Study,Metabolon,COMP_ID,X - 23669,x___23669,,49546,,,,,,,
COMP62279,69,Copenhagen Prospective Study on Asthma in Childhood 2010,Metabolon,COMP_ID,indoleacetoylcarnitine*,62279,,62279,,,,,,,
COMP62280,24,Born in Bradford,Metabolon,CHEMICAL_ID,gamma-CEHC sulfate*,metmss62280,100020480,62280,,,,,,,
COMP62286,21,Well for life China,Metabolon,COMP_ID,delta-CEHC glucuronide*,delta-cehc_glucuronide,,62286,,,,,,,
COMP62286,24,Born in Bradford,Metabolon,COMP_ID,delta-CEHC glucuronide*,metmss62286,100020483,62286,,,,,,,
COMP62287,21,Well for life China,Metabolon,COMP_ID,delta-CEHC*,delta-cehc,,62287,,,11536125,,,,
COMP62287,24,Born in Bradford,Metabolon,COMP_ID,delta-CEHC*,metmss62287,100020416,62287,,,11536125,,,,
COMP62290,2,Prostate Lung Colorectal and Ovarian Cancer Screening Trial,Metabolon,COMP_ID,X - 21659,x_21659,,46728,,,,,,,
COMP62290,5,Cancer Prevention Study II,Metabolon,COMP_ID,X - 21659,x - 21659,,X46728,,,,,,,
COMP62290,6,Alpha-Tocopherol Beta-Carotene Cancer Prevention Study,Metabolon,BIOCHEMICAL_NAME,X - 21659,x_21659,,,,,,,,,
COMP62290,24,Born in Bradford,Metabolon,CHEMICAL_ID,glucuronide of piperine metabolite C17H21NO3 (3)*,metmss62290,100020491,62290,,,,,,,
COMP62290,30,Airwave Health Monitoring Study,Metabolon,COMP_ID,X - 21659,x___21659,,46728,,,,,,,
COMP62290,35,Alpha-Tocopherol Beta-Carotene Cancer Prevention Study,Metabolon,COMP_ID,X - 21659,x_21659,,46728,,,,,,,
COMP62291,2,Prostate Lung Colorectal and Ovarian Cancer Screening Trial,Metabolon,COMP_ID,X - 01911,x_01911,,46459,,,,,,,
COMP62291,3,Cancer Prevention Study II,Metabolon,COMP_ID,X - 01911,x - 01911,,X46459,,,,,,,
COMP62291,5,Cancer Prevention Study II,Metabolon,COMP_ID,X - 01911,x - 01911,,X46459,,,,,,,
COMP62291,6,Alpha-Tocopherol Beta-Carotene Cancer Prevention Study,Metabolon,CORE_FILE_NAME,X - 01911,x_01911,,,,,,,,,
COMP62291,7,Alpha-Tocopherol Beta-Carotene Cancer Prevention Study,Metabolon,CORE_FILE_NAME,X - 01911,x_01911,,,,,,,,,
COMP62291,8,Alpha-Tocopherol Beta-Carotene Cancer Prevention Study,Metabolon,CORE_FILE_NAME,X - 01911,x_01911,,,,,,,,,
COMP62291,9,Shanghai Physical Activity Study,Metabolon,COMP_ID,X - 01911,x_01911,,32735;46459,,,,,,,
COMP62291,10,Shanghai Physical Activity Study,Metabolon,COMP_ID,X - 01911,x_01911,,32735;46459,,,,,,,
COMP62291,21,Well for life China,Metabolon,COMP_ID,glucuronide of piperine metabolite C17H21NO3 (4)*,glucuronide_of_piperine_metabolite_c17h21no3_(4),,62291,,,,,,,
COMP62291,24,Born in Bradford,Metabolon,CHEMICAL_ID,glucuronide of piperine metabolite C17H21NO3 (4)*,metmss62291,100020492,62291,,,,,,,
COMP62291,30,Airwave Health Monitoring Study,Metabolon,COMP_ID,X - 01911,x___01911,,46459,,,,,,,
COMP62291,31,Shanghai Men's Health Study,Metabolon,BIOCHEMICAL_NAME,X___01911,logm313,,,,,,,,,
COMP62291,33,Alpha-Tocopherol Beta-Carotene Cancer Prevention Study,Metabolon,COMP_ID,X - 01911,x_01911,,32735,,,,,,,
COMP62291,34,Alpha-Tocopherol Beta-Carotene Cancer Prevention Study,Metabolon,COMP_ID,X - 01911,x_01911,,32735,,,,,,,
COMP62291,35,Alpha-Tocopherol Beta-Carotene Cancer Prevention Study,Metabolon,COMP_ID,X - 01911,x_01911,,46459,,,,,,,
COMP62291,44,Women One-Carbon Metabolism and Inflammation Study,Metabolon,COMP_ID,X - 01911,m_499,,32735,,,,,,,
COMP62291,68,Cooperative Health Research in the Region of Augsburg,Metabolon,BIOCHEMICAL_NAME,X- 01911,m32735,,,,,,,,,
COMP62291,69,Copenhagen Prospective Study on Asthma in Childhood 2010,Metabolon,COMP_ID,glucuronide of piperine metabolite C17H21NO3 (4)*,62291,,62291,,,,,,,
COMP62292,2,Prostate Lung Colorectal and Ovarian Cancer Screening Trial,Metabolon,COMP_ID,X - 21474,x_21474,,46519,,,,,,,
COMP62292,5,Cancer Prevention Study II,Metabolon,COMP_ID,X - 21474,x - 21474,,X46519,,,,,,,
COMP62292,5,Cancer Prevention Study II,Metabolon,COMP_ID,X - 21657,x - 21657,,X46726,,,,,,,
COMP62292,6,Alpha-Tocopherol Beta-Carotene Cancer Prevention Study,Metabolon,BIOCHEMICAL_NAME,X - 21474,x_21474,,,,,,,,,
COMP62292,6,Alpha-Tocopherol Beta-Carotene Cancer Prevention Study,Metabolon,BIOCHEMICAL_NAME,X - 21657,x_21657,,,,,,,,,
COMP62292,24,Born in Bradford,Metabolon,CHEMICAL_ID,glucuronide of piperine metabolite C17H21NO3 (5)*,metmss62292,100020493,62292,,,,,,,
COMP62292,30,Airwave Health Monitoring Study,Metabolon,COMP_ID,X - 21474,x___21474,,46519,,,,,,,
COMP62292,30,Airwave Health Monitoring Study,Metabolon,COMP_ID,X - 21657,x___21657,,46726,,,,,,,
COMP62292,35,Alpha-Tocopherol Beta-Carotene Cancer Prevention Study,Metabolon,COMP_ID,X - 21474,x_21474,,46519,,,,,,,
COMP62292,35,Alpha-Tocopherol Beta-Carotene Cancer Prevention Study,Metabolon,COMP_ID,X - 21657,x_21657,,46726,,,,,,,
COMP62295,2,Prostate Lung Colorectal and Ovarian Cancer Screening Trial,Metabolon,COMP_ID,X - 11452,x_11452,,46600,,,,,,,
COMP62295,3,Cancer Prevention Study II,Metabolon,COMP_ID,X - 11452,x - 11452,,X46600,,,,,,,
COMP62295,5,Cancer Prevention Study II,Metabolon,COMP_ID,X - 11452,x - 11452,,X46600,,,,,,,
COMP62295,6,Alpha-Tocopherol Beta-Carotene Cancer Prevention Study,Metabolon,BIOCHEMICAL_NAME,X - 11452,x_11452,,,,,,,,,
COMP62295,7,Alpha-Tocopherol Beta-Carotene Cancer Prevention Study,Metabolon,BIOCHEMICAL_NAME,X - 11452,x_11452,,,,,,,,,
COMP62295,8,Alpha-Tocopherol Beta-Carotene Cancer Prevention Study,Metabolon,BIOCHEMICAL_NAME,X - 11452,x_11452,,,,,,,,,
COMP62295,9,Shanghai Physical Activity Study,Metabolon,COMP_ID,X - 11452,x_11452,,32769;46600,,,,,,,
COMP62295,10,Shanghai Physical Activity Study,Metabolon,COMP_ID,X - 11452,x_11452,,32769;46600,,,,,,,
COMP62295,11,Shanghai Women's Health Study,Metabolon,BIOCHEMICAL_NAME,X - 11452,x_11452,,,,,,,,,
COMP62295,21,Well for life China,Metabolon,COMP_ID,sulfate of piperine metabolite C16H19NO3 (2)*,sulfate_of_piperine_metabolite_c16h19no3_(2),,62295,,,,,,,
COMP62295,24,Born in Bradford,Metabolon,CHEMICAL_ID,sulfate of piperine metabolite C16H19NO3 (2)*,metmss62295,100020496,62295,,,,,,,
COMP62295,30,Airwave Health Monitoring Study,Metabolon,COMP_ID,X - 11452,x___11452,,46600,,,,,,,
COMP62295,31,Shanghai Men's Health Study,Metabolon,BIOCHEMICAL_NAME,X___11452,logm385,,,,,,,,,
COMP62295,33,Alpha-Tocopherol Beta-Carotene Cancer Prevention Study,Metabolon,COMP_ID,X - 11452,x_11452,,32769,,,,,,,
COMP62295,34,Alpha-Tocopherol Beta-Carotene Cancer Prevention Study,Metabolon,COMP_ID,X - 11452,x_11452,,32769,,,,,,,
COMP62295,35,Alpha-Tocopherol Beta-Carotene Cancer Prevention Study,Metabolon,COMP_ID,X - 11452,x_11452,,46600,,,,,,,
COMP62295,44,Women One-Carbon Metabolism and Inflammation Study,Metabolon,COMP_ID,X - 11452,m_519,,32769,,,,,,,
COMP62295,68,Cooperative Health Research in the Region of Augsburg,Metabolon,BIOCHEMICAL_NAME,X- 11452,m32769,,,,,,,,,
COMP62295,69,Copenhagen Prospective Study on Asthma in Childhood 2010,Metabolon,COMP_ID,sulfate of piperine metabolite C16H19NO3 (2)*,62295,,62295,,,,,,,
COMP62296,2,Prostate Lung Colorectal and Ovarian Cancer Screening Trial,Metabolon,COMP_ID,X - 12231,x_12231,,47656,,,,,,,
COMP62296,5,Cancer Prevention Study II,Metabolon,COMP_ID,X - 12231,x - 12231,,X47656,,,,,,,
COMP62296,6,Alpha-Tocopherol Beta-Carotene Cancer Prevention Study,Metabolon,BIOCHEMICAL_NAME,X - 12231,x_12231,,,,,,,,,
COMP62296,7,Alpha-Tocopherol Beta-Carotene Cancer Prevention Study,Metabolon,BIOCHEMICAL_NAME,X - 12231,x_12231,,,,,,,,,
COMP62296,8,Alpha-Tocopherol Beta-Carotene Cancer Prevention Study,Metabolon,BIOCHEMICAL_NAME,X - 12231,x_12231,,,,,,,,,
COMP62296,9,Shanghai Physical Activity Study,Metabolon,COMP_ID,X - 12231,x_12231,,33653;47656,,,,,,,
COMP62296,10,Shanghai Physical Activity Study,Metabolon,COMP_ID,X - 12231,x_12231,,33653;47656,,,,,,,
COMP62296,11,Shanghai Women's Health Study,Metabolon,BIOCHEMICAL_NAME,X - 12231,x_12231,,,,,,,,,
COMP62296,24,Born in Bradford,Metabolon,CHEMICAL_ID,sulfate of piperine metabolite C16H19NO3 (3)*,metmss62296,100020497,62296,,,,,,,
COMP62296,30,Airwave Health Monitoring Study,Metabolon,COMP_ID,X - 12231,x___12231,,47656,,,,,,,
COMP62296,31,Shanghai Men's Health Study,Metabolon,BIOCHEMICAL_NAME,X___12231,logm455,,,,,,,,,
COMP62296,33,Alpha-Tocopherol Beta-Carotene Cancer Prevention Study,Metabolon,COMP_ID,X - 12231,x_12231,,33653,,,,,,,
COMP62296,34,Alpha-Tocopherol Beta-Carotene Cancer Prevention Study,Metabolon,COMP_ID,X - 12231,x_12231,,33653,,,,,,,
COMP62296,35,Alpha-Tocopherol Beta-Carotene Cancer Prevention Study,Metabolon,COMP_ID,X - 12231,x_12231,,47656,,,,,,,
COMP62296,44,Women One-Carbon Metabolism and Inflammation Study,Metabolon,COMP_ID,X - 12231,m_584,,33653,,,,,,,
COMP62296,68,Cooperative Health Research in the Region of Augsburg,Metabolon,BIOCHEMICAL_NAME,X- 12231,m33653,,,,,,,,,
COMP62296,69,Copenhagen Prospective Study on Asthma in Childhood 2010,Metabolon,COMP_ID,sulfate of piperine metabolite C16H19NO3 (3)*,62296,,62296,,,,,,,
COMP62297,2,Prostate Lung Colorectal and Ovarian Cancer Screening Trial,Metabolon,COMP_ID,X - 11485,x_11485,,47901,,,,,,,
COMP62297,3,Cancer Prevention Study II,Metabolon,COMP_ID,X - 11485,x - 11485,,X47901,,,,,,,
COMP62297,5,Cancer Prevention Study II,Metabolon,COMP_ID,X - 11485,x - 11485,,X47901,,,,,,,
COMP62297,7,Alpha-Tocopherol Beta-Carotene Cancer Prevention Study,Metabolon,BIOCHEMICAL_NAME,X - 11485,x_11485,,,,,,,,,
COMP62297,8,Alpha-Tocopherol Beta-Carotene Cancer Prevention Study,Metabolon,BIOCHEMICAL_NAME,X - 11485,x_11485,,,,,,,,,
COMP62297,10,Shanghai Physical Activity Study,Metabolon,COMP_ID,X - 11485,x_11485,,32802;47901,,,,,,,
COMP62297,11,Shanghai Women's Health Study,Metabolon,BIOCHEMICAL_NAME,X - 11485,x_11485,,,,,,,,,
COMP62297,24,Born in Bradford,Metabolon,CHEMICAL_ID,sulfate of piperine metabolite C18H21NO3 (1)*,metmss62297,100020502,62297,,,,,,,
COMP62297,30,Airwave Health Monitoring Study,Metabolon,COMP_ID,X - 11485,x___11485,,47901,,,,,,,
COMP62297,31,Shanghai Men's Health Study,Metabolon,BIOCHEMICAL_NAME,X___11485,logm390,,,,,,,,,
COMP62297,33,Alpha-Tocopherol Beta-Carotene Cancer Prevention Study,Metabolon,COMP_ID,X - 11485,x_11485,,32802,,,,,,,
COMP62297,34,Alpha-Tocopherol Beta-Carotene Cancer Prevention Study,Metabolon,COMP_ID,X - 11485,x_11485,,32802,,,,,,,
COMP62297,44,Women One-Carbon Metabolism and Inflammation Study,Metabolon,COMP_ID,X - 11485,m_524,,32802,,,,,,,
COMP62297,68,Cooperative Health Research in the Region of Augsburg,Metabolon,BIOCHEMICAL_NAME,X- 11485,m32802,,,,,,,,,
COMP62299,24,Born in Bradford,Metabolon,COMP_ID,sulfate of piperine metabolite C18H21NO3 (3)*,metmss62299,100020504,62299,,,,,,,
COMP62309,2,Prostate Lung Colorectal and Ovarian Cancer Screening Trial,Metabolon,COMP_ID,X - 12688,x_12688,,47718,,,,,,,
COMP62309,3,Cancer Prevention Study II,Metabolon,COMP_ID,X - 12688,x - 12688,,X47718,,,,,,,
COMP62309,5,Cancer Prevention Study II,Metabolon,COMP_ID,X - 12688,x - 12688,,X47718,,,,,,,
COMP62309,6,Alpha-Tocopherol Beta-Carotene Cancer Prevention Study,Metabolon,CORE_FILE_NAME,X - 12688,x_12688,,,,,,,,,
COMP62309,8,Alpha-Tocopherol Beta-Carotene Cancer Prevention Study,Metabolon,CORE_FILE_NAME,X - 12688,x_12688,,,,,,,,,
COMP62309,10,Shanghai Physical Activity Study,Metabolon,COMP_ID,X - 12688,x_12688,,34297;47718,,,,,,,
COMP62309,11,Shanghai Women's Health Study,Metabolon,CORE_FILE_NAME,X - 12688,x_12688,,,,,,,,,
COMP62309,21,Well for life China,Metabolon,COMP_ID,N-acetyl-isoputreanine*,n-acetyl-isoputreanine,,62309,,,,,,,
COMP62309,24,Born in Bradford,Metabolon,CHEMICAL_ID,N-acetyl-isoputreanine*,metmss62309,100020487,62309,,,,,,,
COMP62309,29,Twins United Kingdom,Metabolon,COMP_ID,X - 12688,m47718,,47718,,,,,,,
COMP62309,30,Airwave Health Monitoring Study,Metabolon,COMP_ID,X - 12688,x___12688,,47718,,,,,,,
COMP62309,34,Alpha-Tocopherol Beta-Carotene Cancer Prevention Study,Metabolon,COMP_ID,X - 12688,x_12688,,34297,,,,,,,
