"uid_01","hmdb_id","biochemical"
"C18_0_MAG_+NH4#CHEM100001047#HMDB11131#HMDB31075","##HMDB0011131#HMDB0031075","C18:0 MAG +NH4#2-stearoylglycerol (2-monostearin)#MG(18:0/0:0/0:0)#Glycerol 1-octadecanoate"
"HMDB11537#HMDB11567","HMDB0011537#HMDB0011567","MG(0:0/18:1(9Z)/0:0)#MG(18:1(9Z)/0:0/0:0)"
"CHEM100001040#HMDB11538","#HMDB0011538","1-linoleoylglycerol (1-monolinolein) or 1-linoleoylglycerol (18:2)#MG(0:0/18:2(9Z,12Z)/0:0)"
"HMDB04666#HMDB11549_HMDB11572","HMDB0004666#HMDB0011549","2-Arachidonylglycerol#MG(0:0/20:4(8Z,11Z,14Z,17Z)/0:0)"
"C22_1_MAG_+NH4#HMDB11582","#HMDB0011582","C22:1 MAG +NH4#MG(22:1(13Z)/0:0/0:0)"
"HMDB11557#HMDB11587","HMDB0011557#HMDB0011587","MG(0:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/0:0)#MG(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/0:0/0:0)"
"HMDB00211#HMDB00211_B1#HMDB06088#HMDB13777#PUBCHEM892","HMDB0000211#HMDB0000211#HMDB0006088#HMDB13777#","myo-Inositol#myo-Inositol#scyllo-Inositol#Myo-inositol#Inositol"
"COMP32878#HMDB12881","#HMDB0012881","N-acetylcarnosine#Acetylcarnosine"
"HMDB11756#HMDB32055","HMDB0011756#HMDB0032055","N-Acetylleucine#N-Acetylhistidine"
"CHEM100000285#CHEM100004523#COMP15630#HMDB03357","HMDB0003357##HMDB0003357#HMDB0003357","N-Acetylornithine#N-delta-acetylornithine*#N-Acetylornithine#N-Acetylornithine"
"CHEBI73039#HMDB00791","#HMDB0000791","O-octanoylcarnitine#L-Octanoylcarnitine"
"CHEM100001697#CHEM100008930#HMDB00207#ME056365","##HMDB0000207#","Oleate, methyl ester#Oleate/vaccenate (18:1)#Oleic acid#FA (18:1)"
"HMDB00214#HMDB03374#PUBCHEM389","HMDB0000214#HMDB0003374#","Ornithine#D-Ornithine#DL-ornithine"
"CHEM939#HMDB00220","#HMDB0000220","Palmitate, methyl ester#Palmitic acid"
"HMDB03229#HMDB03229_B1","HMDB0003229#HMDB0003229","Palmitoleic acid#Palmitoleic acid"
"CHEM100006160#CHEM100006161#HMDB00564","##HMDB0000564","Palmitoyl-palmitoyl-glycerophosphocholine (1)*#Palmitoyl-palmitoyl-glycerophosphocholine (2)*#PC(16:0/16:0)"
"CHEM100006142#HMDB07972","#HMDB0007972","Palmitoyl-oleoyl-glycerophosphocholine (1)*#PC(16:0/18:1(9Z))"
"CHEM100006133#CHEM100006134#HMDB07973#PUBCHEM24778695","##HMDB0007973#","Palmitoyl-linoleoyl-glycerophosphocholine (1)*#Palmitoyl-linoleoyl-glycerophosphocholine (2)*#PC(16:0/18:2(9Z,12Z))#PC(16:0/18:2(2E,4E))"
"HMDB07974#HMDB07975","HMDB0007974#HMDB0007975","PC(16:0/18:3(6Z,9Z,12Z))#PC(16:0/18:3(9Z,12Z,15Z))"
"CHEM100006132#CHEM100006157#HMDB07982#HMDB07983","##HMDB0007982#HMDB0007983","Palmitoyl-arachidonoyl-glycerophosphocholine (1)*#Palmitoyl-arachidonoyl-glycerophosphocholine (2)*#PC(16:0/20:4(5Z,8Z,11Z,14Z))#PC(16:0/20:4(8Z,11Z,14Z,17Z))"
"CHEM100009016#CHEM100009017","#","1-palmitoyl-2-docosapentaenoyl-GPC (16:0/22:5n3)*#1-palmitoyl-2-docosapentaenoyl-GPC (16:0/22:5n6) *"
"CHEM100008997#HMDB08002","#HMDB0008002","1,2-dipalmitoleoyl-GPC (16:1/16:1)*#PC(16:1(9Z)/16:1(9Z))"
"CHEBI84820#CHEM100006154#CHEM100006155#HMDB08039","###HMDB0008039","PC(18:0/18:2(2E,4E))#Stearoyl-linoleoyl-glycerophosphocholine (1)*#Stearoyl-linoleoyl-glycerophosphocholine (2)*#PC(18:0/18:2(9Z,12Z))"
"CHEM100006135#CHEM100006158#HMDB08048","##HMDB0008048","Stearoyl-arachidonoyl-glycerophosphocholine (1)*#Stearoyl-arachidonoyl-glycerophosphocholine (2)*#PC(18:0/20:4(5Z,8Z,11Z,14Z))"
"CHEM100006165#CHEM100006166#CHEM100008981","##","Oleoyl-linoleoyl-glycerophosphocholine (1)*#Oleoyl-linoleoyl-glycerophosphocholine (2)*#1-oleoyl-2-linoleoyl-GPC (18:1/18:2)*"
"CHEBI65303#CSID24822213#HMDB07869","##HMDB0007869","PC (30:0)#(2R)-3-(Decanoyloxy)-2-(icosanoyloxy)propyl 2-(trimethylammonio)ethyl phosphate#PC(14:0/16:0)"
"HMDB07870#HMDB07966","HMDB0007870#HMDB0007966","PC(14:0/16:1(9Z))#PC(16:0/14:1(9Z))"
"CSID24822417#HMDB07871","#HMDB0007871","(2R)-3-(Heptadecanoyloxy)-2-(pentadecanoyloxy)propyl 2-(trimethylammonio)ethyl phosphate#PC(14:0/18:0)"
"HMDB07873#ME056386","HMDB0007873#","PC(14:0/18:1(9Z))#PC (32:1)"
"CSID24822404#HMDB07874#ME056387","#HMDB0007874#","(2R)-2,3-Bis[(9E)-9-hexadecenoyloxy]propyl 2-(trimethylammonio)ethyl phosphate#PC(14:0/18:2(9Z,12Z))#PC (32:2)"
"CSID4940699#ME056391","#","2-[(9Z)-9-Octadecenoyloxy]-3-(palmitoyloxy)propyl 2-(trimethylammonio)ethyl phosphate#PC (34:1)"
"CSID24822407#HMDB08006#ME056231","#HMDB0008006#","3-[(9Z)-9-Hexadecenoyloxy]-2-[(9Z,12Z)-9,12-octadecadienoyloxy]propyl 2-(trimethylammonio)ethyl phosphate#PC(16:1(9Z)/18:2(9Z,12Z))#PC (34:3)"
"CSID24822573#HMDB07883#ME056232,ME056393","#HMDB0007883#","2-[(5Z,8Z)-5,8-Hexadecadienoyloxy]-3-[(9Z,12Z)-9,12-octadecadienoyloxy]propyl 2-(trimethylammonio)ethyl phosphate#PC(14:0/20:4(5Z,8Z,11Z,14Z))#PC (34:4)"
"CSID24822327#HMDB08036","#HMDB0008036","(2R)-2-(Henicosanoyloxy)-3-(pentadecanoyloxy)propyl 2-(trimethylammonio)ethyl phosphate#PC(18:0/18:0)"
"CSID24822459#ME056395","#","(2R)-2-[(9E)-9-Octadecenoyloxy]-3-(stearoyloxy)propyl 2-(trimethylammonio)ethyl phosphate#PC (36:1)"
"CSID24822466#HMDB08105#ME056397","#HMDB0008105#","2-[(9Z,12Z,15Z)-9,12,15-Octadecatrienoyloxy]-3-(stearoyloxy)propyl 2-(trimethylammonio)ethyl phosphate#PC(18:1(9Z)/18:2(9Z,12Z))#PC (36:3)"
"CSID4942851#ME056239,ME056398","#","2-[(5Z,8Z,11Z,14Z)-5,8,11,14-Icosatetraenoyloxy]-3-(palmitoyloxy)propyl 2-(trimethylammonio)ethyl phosphate#PC (36:4)"
"CSID24822409#ME056400,ME056401","#","3-[(9Z)-9-Hexadecenoyloxy]-2-[(5Z,8Z,11Z,14Z)-5,8,11,14-icosatetraenoyloxy]propyl 2-(trimethylammonio)ethyl phosphate#PC (36:5)"
"CSID4946694#ME056240","#","2,3-Bis[(9Z,12Z,15Z)-9,12,15-octadecatrienoyloxy]propyl 2-(trimethylammonio)ethyl phosphate#PC (36:6)"
"HMDB08270#ME056403","HMDB0008270#","PC(20:0/18:2(9Z,12Z))#PC (38:2)"
"CSID24822578#HMDB08047#ME056245,ME056404","#HMDB0008047#","(2R)-2-[(13Z)-13-Icosenoyloxy]-3-[(9Z,12Z)-9,12-octadecadienoyloxy]propyl 2-(trimethylammonio)ethyl phosphate#PC(18:0/20:3(8Z,11Z,14Z))#PC (38:3)"
"CSID24822488#ME056246","#","(2R)-2-[(8Z,10Z,12Z,14Z)-8,10,12,14-Icosatetraenoyloxy]-3-(stearoyloxy)propyl 2-(trimethylammonio)ethyl phosphate#PC (38:4)"
"HMDB07989#ME056407","HMDB0007989#","PC(16:0/22:5(4Z,7Z,10Z,13Z,16Z))#PC (38:5)"
"CSID24822657#HMDB07991","#HMDB0007991","3-[(5Z,8Z,11Z,14Z)-5,8,11,14-Icosatetraenoyloxy]-2-[(9Z,12Z)-9,12-octadecadienoyloxy]propyl 2-(trimethylammonio)ethyl phosphate#PC(16:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))"
"HMDB08054#ME056249","HMDB0008054#","PC(18:0/22:4(7Z,10Z,13Z,16Z))#PC (40:4)"
"CSID24822495#ME056250","#","2-[(4E,7E,10E,13E,16E)-4,7,10,13,16-Docosapentaenoyloxy]-3-(stearoyloxy)propyl 2-(trimethylammonio)ethyl phosphate#PC (40:5)"
"CSID8756279#ME056257","#","(2S)-3-(Hexadecyloxy)-2-(stearoyloxy)propyl 2-(trimethylammonio)ethyl phosphate#PC (o-34:0)"
"CSID24822840#ME056258#ME056436","##","(2R)-2-[(9Z)-9-Octadecenoyloxy]-3-(tetradecyloxy)propyl 2-(trimethylammonio)ethyl phosphate#PC (p-32:0) or PC (o-32:1)#Plasmenyl-PC (32:0)"
"CSID24822888#ME056259#ME056437","##","(2R)-2-[(9Z)-9-Hexadecenoyloxy]-3-(octadecyloxy)propyl 2-(trimethylammonio)ethyl phosphate#PC (p-34:0) or PC (o-34:1)#Plasmenyl-PC (34:0)"
"HMDB11151#HMDB11210#ME056260#ME056438","HMDB0011151#HMDB0011210##","PC(O-16:0/18:2(9Z,12Z))#PC(P-16:0/18:1(9Z))#PC (p-34:1) or PC (o-34:2)#Plasmenyl-PC (34:1)"
"CSID8708435#ME056261#ME056439","##","(2S)-3-(Hexadecyloxy)-2-[(9Z,12Z,15Z)-9,12,15-octadecatrienoyloxy]propyl 2-(trimethylammonio)ethyl phosphate#PC (p-34:2) or PC (o-34:3)#Plasmenyl-PC (34:2)"
"CSID24822863#HMDB11241#ME056440","#HMDB0011241#","(2R)-3-(Hexadecyloxy)-2-[(9Z)-9-icosenoyloxy]propyl 2-(trimethylammonio)ethyl phosphate#PC(P-18:0/18:0)#Plasmenyl-PC (36:0)"
"HMDB11243#ME056441","HMDB0011243#","PC(P-18:0/18:1(9Z))#Plasmenyl-PC (36:1)"
"CSID24958570#HMDB11244#ME056262","#HMDB0011244#","(2R)-3-(Hexadecyloxy)-2-[(8Z,11Z,14Z)-8,11,14-icosatrienoyloxy]propyl 2-(trimethylammonio)ethyl phosphate#PC(P-18:0/18:2(9Z,12Z))#PC (p-36:2) or PC (o-36:3)"
"CSID4947173#HMDB11310#ME056278,ME056442","#HMDB0011310#","(2R)-3-(Hexadecyloxy)-2-[(5Z,8Z,11Z,14Z)-5,8,11,14-icosatetraenoyloxy]propyl 2-(trimethylammonio)ethyl phosphate#PC(P-18:1(9Z)/18:2(9Z,12Z))#Plasmenyl-PC (36:3)"
"CSID8660716#ME056263#ME056443","##","(2R)-3-(Hexadecyloxy)-2-[(5Z,8Z,11Z,14Z,17Z)-5,8,11,14,17-icosapentaenoyloxy]propyl 2-(trimethylammonio)ethyl phosphate#PC (p-36:4) or PC (o-36:5)#Plasmenyl-PC (36:4)"
"CSID24822895#ME056444","#","(2R)-2-[(9Z)-9-Icosenoyloxy]-3-(octadecyloxy)propyl 2-(trimethylammonio)ethyl phosphate#Plasmenyl-PC (38:0)"
"HMDB13439#ME056264","HMDB0013439#","PC(o-20:0/18:3(6Z,9Z,12Z))#PC (p-38:2) or PC (o-38:3)"
"CSID24822898#HMDB11252#ME056265","#HMDB0011252#","2-[(5Z,8Z,11Z,14Z)-5,8,11,14-Icosatetraenoyloxy]-3-(octadecyloxy)propyl 2-(trimethylammonio)ethyl phosphate#PC(P-18:0/20:3(8Z,11Z,14Z))#PC (p-38:3) or PC (o-38:4)"
"CSID24822871#ME056266#ME056445","##","(2R)-2-[(7Z,10Z,13Z,16Z,19Z)-7,10,13,16,19-Docosapentaenoyloxy]-3-(hexadecyloxy)propyl 2-(trimethylammonio)ethyl phosphate#PC (p-38:4) A or PC (o-38:5) A#Plasmenyl-PC (38:4)"
"HMDB11319#HMDB13409#ME056446","HMDB0011319#HMDB0013409#","PC(P-18:1(9Z)/20:4(5Z,8Z,11Z,14Z))#PC(o-16:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))#Plasmenyl-PC (38:5)"
"HMDB13442#ME056267","HMDB0013442#","PC(o-20:0/20:4(8Z,11Z,14Z,17Z))#PC (p-40:3) or PC (o-40:4)"
"CSID24822903#ME056268#ME056447","##","2-[(7E,10E,13E,16E,19E)-7,10,13,16,19-Docosapentaenoyloxy]-3-(octadecyloxy)propyl 2-(trimethylammonio)ethyl phosphate#PC (p-40:4) or PC (o-40:5)#Plasmenyl-PC (40:4)"
"CSID24608218#ME056269","#","2-[(4Z,7Z,10Z,13Z,16Z,19Z)-4,7,10,13,16,19-Docosahexaenoyloxy]-3-(octadecyloxy)propyl 2-(trimethylammonio)ethyl phosphate#PC (p-40:5) or PC (o-40:6)"
"HMDB11294#ME056270","HMDB0011294#","PC(P-18:1(11Z)/22:5(7Z,10Z,13Z,16Z,19Z))#PC (p-40:6) or PC (o-40:7)"
"HMDB13448_HMDB13454#ME056271","HMDB0013448#","PC(o-22:0/20:4(8Z,11Z,14Z,17Z))#PC (p-42:3) or PC (o-42:4)"
"HMDB13451#ME056272#ME056448","HMDB0013451##","PC(o-22:1(13Z)/20:4(8Z,11Z,14Z,17Z))#PC (p-42:4) or PC (o-42:5)#Plasmenyl-PC (42:4)"
"HMDB13456#ME056274","HMDB0013456#","PC(o-22:2(13Z,16Z)/22:3(10Z,13Z,16Z))#PC (p-44:4) or PC (o-44:5)"
"CHEM100006320#HMDB08994","#HMDB0008994","Stearoyl-linoleoyl-glycerophosphoethanolamine (1)*#PE(18:0/18:2(9Z,12Z))"
"CHEM100006316#HMDB09003","#HMDB0009003","Stearoyl-arachidonoyl-glycerophosphoethanolamine (1)*#PE(18:0/20:4(5Z,8Z,11Z,14Z))"
"HMDB08928#ME056414","HMDB0008928#","PE(16:0/18:2(9Z,12Z))#PE (34:2)"
"HMDB09060#ME056417","HMDB0009060#","PE(18:1(9Z)/18:2(9Z,12Z))#PE (36:3)"
"HMDB08937#ME056418","HMDB0008937#","PE(16:0/20:4(5Z,8Z,11Z,14Z))#PE (36:4)"
"HMDB09069#ME056424","HMDB0009069#","PE(18:1(9Z)/20:4(5Z,8Z,11Z,14Z))#PE 38:5"
"HMDB08952#ME056449","HMDB0008952#","PE(16:0/P-18:1(9Z))#Plasmenyl-PE (34:1)"
"HMDB09082#ME056451","HMDB0009082#","PE(18:1(9Z)/P-18:0)#Plasmenyl-PE (36:1)"
"HMDB11441#ME056452","HMDB0011441#","PE(P-18:1(9Z)/18:1(9Z))#Plasmenyl-PE (36:2)"
"HMDB11410#ME056277#ME056453","HMDB0011410##","PE(P-18:1(11Z)/18:3(6Z,9Z,12Z))#PE (p-36:4) or PE (o-36:5)#Plasmenyl-PE (36:4)"
"HMDB11386#ME056280,ME056456","HMDB0011386#","PE(P-18:0/20:4(8Z,11Z,14Z,17Z))#Plasmenyl-PE (38:4)"
"HMDB11387#ME056281,ME056457","HMDB0011387#","PE(P-18:0/20:5(5Z,8Z,11Z,14Z,17Z))#Plasmenyl-PE (38:5)"
"CHEM100002293#HMDB13302","#HMDB0013302","Phenylalanylphenylalanine#Phenylalanylphenylalanine"
"CHEM100002293#HMDB13302","#HMDB0013302","Phenylalanylphenylalanine#Phenylalanylphenylalanine"
"CHEM100006138#HMDB09784","#HMDB0009784","Palmitoyl-linoleoyl-glycerophosphoinositol (1)*#PI(16:0/18:2(9Z,12Z))"
"CHEM100006136#HMDB09815","#HMDB0009815","Stearoyl-arachidonoyl-glycerophosphoinositol (1)*#PI(18:0/20:4(5Z,8Z,11Z,14Z))"
"CHEM100006140#COMP52451","#","Oleoyl-linoleoyl-glycerophosphoinositol (1)*#1-oleoyl-2-linoleoyl-GPI (18:1/18:2)*"
"HMDB09779#ME056425","HMDB0009779#","PI(16:0/16:1(9Z))#PI (32:1)"
"HMDB00070#HMDB00716","HMDB0000070#HMDB0000716","Pipecolic acid#L-Pipecolic acid"
"CHEM100002067#CHEM100002129","HMDB0000774#HMDB0000774","Pregnenolone sulfate#Pregnenolone sulfate"
"CSID594#HMDB00162#HMDB03411","#HMDB0000162#HMDB0003411","DL-proline#L-Proline#D-Proline"
"CHEBI53210#HMDB00824","#HMDB0000824","O-propanoyl-L-carnitine#Propionylcarnitine"
"HMDB00767#PUBCHEM553482","HMDB0000767#","Pseudouridine#Pseudo uridine"
"HMDB00267#HMDB00805","HMDB0000267#HMDB0000805","Pyroglutamic acid#Pyrrolidonecarboxylic acid"
"COMP40807#PUBCHEM2116","HMDB0001358#","Retinal#Tocopherol alpha-"
"HMDB00187#HMDB03406","HMDB0000187#HMDB0003406","L-Serine#D-Serine"
"HMDB10169#HMDB61712","HMDB0010169#HMDB0061712","SM(d18:1/16:0)#Palmitoyl sphingomyelin"
"C16_1_SM#CHEM100004329#HMDB29216#PUBCHEM52931145#SM_C16_1","##HMDB0029216##","C16:1 SM#Palmitoleoyl sphingomyelin* or Sphingomyelin (d18:2/16:0, d18:1/16:1)*#SM C16:1#SM (d18:1/16:1)#SM C16:1"
"CSID4956085#HMDB01348","#HMDB0001348","(2S,3R,4E)-3-Hydroxy-2-(stearoylamino)-4-octadecen-1-yl 2-(trimethylammonio)ethyl phosphate#SM(d18:1/18:0)"
"HMDB12100#HMDB12101","HMDB0012100#HMDB0012101","SM(d18:1/18:1(11Z))#SM(d18:1/18:1(9Z))"
"CHEM100009025#PUBCHEM52931193","#","Sphingomyelin (d18:1/21:0, d17:1/22:0, d16:1/23:0)*#SM (d18:1/21:0)"
"CSID24608393#HMDB12105","#HMDB0012105","Sphingomyelin d18:1-C23:0#SM(d18:1/23:0)"
"CHEM100006298#CSID24846875#HMDB11697","##HMDB0011697","Lignoceroyl sphingomyelin (d18:1/24:0)#(2S,3R,4E)-3-Hydroxy-2-(tetracosanoylamino)-4-octadecen-1-yl 2-(trimethylammonio)ethyl phosphate#SM(d18:1/24:0)"
"CHEM100015788#PUBCHEM52931155","#","Sphingomyelin (d18:2/18:1)*#SM (d18:2/18:1)"
"CHEM100008956#PUBCHEM52931209","#","Sphingomyelin (d18:2/23:0, d18:1/23:1, d17:1/24:1)*#SM (d18:2/23:0)"
"CHEM100008957#PUBCHEM52931215","#","Sphingomyelin (d18:2/24:1, d18:1/24:2)*#SM (d18:2/24:1)"
"CHEM100005985#ME056465","#","Myristoleoyl sphingomyelin* or Sphingomyelin (d18:2/14:0, d18:1/14:1)*#SM (d32:2)"
"ME056466#PUBCHEM52931139","#","SM (d33:1)#SM (33:1)"
"ME056283#ME056470","#","SM (36:0)#SM (d36:0)"
"ME056474#PUBCHEM52931179","#","SM (d38:2)#SM (38:2)"
"CSID440#HMDB00247","#HMDB0000247","Hexitol#Sorbitol"
"CSID10752051#HMDB03334","#HMDB0003334","N~2~,N~2~-Dimethylarginine#Symmetric dimethylarginine"
"HMDB00251#HMDB00896","HMDB0000251#HMDB0000896","Taurine#Taurodeoxycholic acid"
"C41_0_TAG#C41_0_TAG_+NH4","#","C41:0 TAG#C41:0 TAG +NH4"
"C42_0_TAG#C42_0_TAG_+NH4#HMDB42061#ME056306","##HMDB0042061#","C42:0 TAG#C42:0 TAG +NH4#TG(14:0/14:0/14:0)#TG (42:0)"
"C43_0_TAG_+NH4#HMDB42062","#HMDB0042062","C43:0 TAG +NH4#TG(14:0/14:0/15:0)"
"C43_1_TAG_+NH4#HMDB42098","#HMDB0042098","C43:1 TAG +NH4#TG(14:0/15:0/14:1(9Z))"
"C44_0_TAG_+NH4#HMDB42063","#HMDB0042063","C44:0 TAG +NH4#TG(14:0/14:0/16:0)"
"C44_1_TAG#C44_1_TAG_+NH4#PUBCHEM56936554","##","C44:1 TAG#C44:1 TAG +NH4#TG (44:1)"
"C44_2_TAG#C44_2_TAG_+NH4#ME056309","##","C44:2 TAG#C44:2 TAG +NH4#TG (44:2)"
"C45_0_TAG_+NH4#HMDB42093","#HMDB0042093","C45:0 TAG +NH4#TG(14:0/15:0/16:0)"
"C45_1_TAG_+NH4#HMDB42099","#HMDB0042099","C45:1 TAG +NH4#TG(14:0/15:0/16:1(9Z))"
"C45_2_TAG_+NH4#HMDB43170","#HMDB0043170","C45:2 TAG +NH4#TG(15:0/14:1(9Z)/16:1(9Z))"
"C46_0_TAG_+NH4#HMDB10411#HMDB42123","#HMDB0010411#HMDB0042123","C46:0 TAG +NH4#TG(16:0/14:0/16:0)#TG(14:0/16:0/16:0)"
"C46_1_TAG_+NH4#HMDB10412","#HMDB0010412","C46:1 TAG +NH4#TG(16:0/14:0/16:1(9Z))"
"C46_2_TAG_+NH4#CSID30779211#HMDB10419","##HMDB0010419","C46:2 TAG +NH4#TG (46:2)#TG(16:1(9Z)/14:0/16:1(9Z))"
"C46_3_TAG#C46_3_TAG_+NH4#PUBCHEM56936561","##","C46:3 TAG#C46:3 TAG +NH4#TG (46:3)"
"C46_4_TAG#C46_4_TAG_+NH4","#","C46:4 TAG#C46:4 TAG +NH4"
"C47_0_TAG_+NH4#HMDB42094","#HMDB0042094","C47:0 TAG +NH4#TG(14:0/15:0/18:0)"
"C47_1_TAG_+NH4#HMDB42100","#HMDB0042100","C47:1 TAG +NH4#TG(14:0/15:0/18:1(11Z))"
"C47_2_TAG_+NH4#HMDB42076","#HMDB0042076","C47:2 TAG +NH4#TG(14:0/14:0/18:2(9Z,12Z))"
"C48_0_TAG_+NH4#HMDB05356","#HMDB0005356","C48:0 TAG +NH4#TG(16:0/16:0/16:0)"
"C48_1_TAG_+NH4#HMDB05359","#HMDB0005359","C48:1 TAG +NH4#TG(16:0/16:0/16:1(9Z))"
"C48_2_TAG_+NH4#HMDB05376","#HMDB0005376","C48:2 TAG +NH4#TG(16:0/16:1(9Z)/16:1(9Z))"
"C48_3_TAG_+NH4#HMDB05432#ME056314","#HMDB0005432#","C48:3 TAG +NH4#TG(16:1(9Z)/16:1(9Z)/16:1(9Z))#TG (48:3)"
"C48_4_TAG#C48_4_TAG_+NH4#ME056315","##","C48:4 TAG#C48:4 TAG +NH4#TG (48:4)"
"C48_5_TAG#C48_5_TAG_+NH4","#","C48:5 TAG#C48:5 TAG +NH4"
"C49_0_TAG_+NH4#HMDB42095#PUBCHEM9543988","#HMDB0042095#","C49:0 TAG +NH4#TG(14:0/15:0/20:0)#TG (49:0)"
"C49_1_TAG_+NH4#HMDB11705","#HMDB0011705","C49:1 TAG +NH4#TG(15:0/18:1(9Z)/16:0)"
"C49_2_TAG_+NH4#HMDB11706","#HMDB0011706","C49:2 TAG +NH4#TG(15:0/18:1(9Z)/16:1(9Z))"
"C49_3_TAG_+NH4#HMDB42103","#HMDB0042103","C49:3 TAG +NH4#TG(14:0/15:0/20:3(5Z,8Z,11Z))"
"C50_0_TAG_+NH4#HMDB05357#HMDB43913","#HMDB0005357#HMDB0043913","C50:0 TAG +NH4#TG(16:0/16:0/18:0)#TG(16:0/18:0/16:0)"
"C50_1_TAG_+NH4#HMDB05360","#HMDB0005360","C50:1 TAG +NH4#TG(16:0/16:0/18:1(9Z))"
"C50_2_TAG_+NH4#HMDB05377#HMDB05430","#HMDB0005377#HMDB0005430","C50:2 TAG +NH4#TG(16:0/16:1(9Z)/18:1(9Z))#TG(16:1(9Z)/16:1(9Z)/18:0)"
"C50_3_TAG_+NH4#HMDB05433","#HMDB0005433","C50:3 TAG +NH4#TG(16:1(9Z)/16:1(9Z)/18:1(9Z))"
"C50_4_TAG_+NH4#HMDB05435","#HMDB0005435","C50:4 TAG +NH4#TG(16:1(9Z)/16:1(9Z)/18:2(9Z,12Z))"
"C50_5_TAG_+NH4#HMDB10471#PUBCHEM9544045","#HMDB0010471#","C50:5 TAG +NH4#TG(18:2(9Z,12Z)/14:0/18:3(9Z,12Z,15Z))#TG (50:5)"
"C50_6_TAG_+NH4#HMDB10497","#HMDB0010497","C50:6 TAG +NH4#TG(18:3(9Z,12Z,15Z)/14:0/18:3(9Z,12Z,15Z))"
"C51_0_TAG_+NH4#ME056321","#","C51:0 TAG +NH4#TG (51:0)"
"C52_0_TAG_+NH4#HMDB05365#PUBCHEM545690","#HMDB0005365#","C52:0 TAG +NH4#TG(16:0/18:0/18:0)#TG (52:0)"
"C52_1_TAG_+NH4#HMDB05367","#HMDB0005367","C52:1 TAG +NH4#TG(16:0/18:0/18:1(9Z))"
"C52_2_TAG_+NH4#HMDB05369","#HMDB0005369","C52:2 TAG +NH4#TG(16:0/18:0/18:2(9Z,12Z))"
"C52_3_TAG_+NH4#HMDB05384","#HMDB0005384","C52:3 TAG +NH4#TG(16:0/18:1(9Z)/18:2(9Z,12Z))"
"C52_5_TAG_+NH4#HMDB05380","#HMDB0005380","C52:5 TAG +NH4#TG(16:0/16:1(9Z)/20:4(5Z,8Z,11Z,14Z))"
"C52_6_TAG_+NH4#HMDB05436#ME056326","#HMDB0005436#","C52:6 TAG +NH4#TG(16:1(9Z)/16:1(9Z)/20:4(5Z,8Z,11Z,14Z))#TG (52:6)"
"C52_7_TAG_+NH4#HMDB10517","#HMDB0010517","C52:7 TAG +NH4#TG(20:4(5Z,8Z,11Z,14Z)/14:0/18:3(9Z,12Z,15Z))"
"C53_2_TAG_+NH4#HMDB42196#PUBCHEM9544102","#HMDB0042196#","C53:2 TAG +NH4#TG(14:0/20:0/18:2(9Z,12Z))#TG (53:2)"
"C53_3_TAG_+NH4#HMDB42105#HMDB43058#PUBCHEM9544126","#HMDB0042105#HMDB0043058#","C53:3 TAG +NH4#TG(14:0/15:0/24:1(15Z))#TG(15:0/18:0/20:3(5Z,8Z,11Z))#TG (53:3)"
"C54_1_TAG_+NH4#HMDB05395","#HMDB0005395","C54:1 TAG +NH4#TG(18:0/18:0/18:1(9Z))"
"C54_2_TAG_+NH4#HMDB05403#PUBCHEM6182417","#HMDB0005403#","C54:2 TAG +NH4#TG(18:0/18:1(9Z)/18:1(9Z))#TG (54:2)"
"C54_3_TAG_+NH4#HMDB05405","#HMDB0005405","C54:3 TAG +NH4#TG(18:0/18:1(9Z)/18:2(9Z,12Z))"
"C54_4_TAG_+NH4#HMDB05370","#HMDB0005370","C54:4 TAG +NH4#TG(16:0/18:0/20:4(5Z,8Z,11Z,14Z))"
"HMDB05385#HMDB10460","HMDB0005385#HMDB0010460","TG(16:0/18:1(9Z)/20:4(5Z,8Z,11Z,14Z))#TG(18:1(9Z)/18:1(9Z)/18:3(9Z,12Z,15Z))"
"C54_6_TAG_+NH4#HMDB05391","#HMDB0005391","C54:6 TAG +NH4#TG(16:0/18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z))"
"C54_7_TAG_+NH4#HMDB05447","#HMDB0005447","C54:7 TAG +NH4#TG(16:1(9Z)/18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z))"
"C54_8_TAG_+NH4#HMDB10518","#HMDB0010518","C54:8 TAG +NH4#TG(20:4(5Z,8Z,11Z,14Z)/14:0/20:4(5Z,8Z,11Z,14Z))"
"C55_2_TAG_+NH4#HMDB42226#ME056335","#HMDB0042226#","C55:2 TAG +NH4#TG(14:0/22:0/18:2(9Z,12Z))#TG (55:2)"
"C55_3_TAG_+NH4#HMDB42466#ME056336","#HMDB0042466#","C55:3 TAG +NH4#TG(14:0/22:1(13Z)/18:2(9Z,12Z))#TG (55:3)"
"C56_1_TAG_+NH4#HMDB05396#HMDB05402","#HMDB0005396#HMDB0005402","C56:1 TAG +NH4#TG(18:0/18:0/20:1(11Z))#TG(18:0/18:1(9Z)/20:0)"
