"","metabolite_id","input_metabolite_name","input_hmdb_id","input_pubchem","input_chemspider","input_kegg","input_inchikey","input_chebi","split_input_pubchem","split_reason","input_pubchem_final","metabolite_id_final","input_hmdb_id_final","input_kegg_final","input_chebi_final","input_chemspider_final","input_inchikey_final","input_metabolite_name_final","metabolite_id_final_1","metabolite_id_final_2","has_descriptive_terms","has_multiple_ids"
"224","BM00041","Phospholipids in very small VLDL (mmol/l)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BM00041",NA,NA,NA,NA,NA,"phospholipids in very small vldl_mmol_l","BM00041","BM00041",TRUE,FALSE
"225","BM00041","Phospholipids in very small VLDL (mmol/l)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BM00041",NA,NA,NA,NA,NA,"phospholipids in very small vldl_mmol_l","BM00041","BM00041",TRUE,FALSE
"226","BM00041","Phospholipids in very small VLDL (mmol/l)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BM00041",NA,NA,NA,NA,NA,"phospholipids in very small vldl_mmol_l","BM00041","BM00041",TRUE,FALSE
"227","BM00041","Phospholipids in very small VLDL (mmol/l)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BM00041",NA,NA,NA,NA,NA,"phospholipids in very small vldl_mmol_l","BM00041","BM00041",TRUE,FALSE
"228","BM00041","Phospholipids in very small VLDL (mmol/L) (s5)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BM00041",NA,NA,NA,NA,NA,"phospholipids in very small vldl_mmol_l__s5","BM00041","BM00041",TRUE,FALSE
"229","BM00042","[W1 Finland NMR Metabolomics] Total cholesterol in very small VLDL (mmol/l)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BM00042",NA,NA,NA,NA,NA,"w1 finland nmr metabolomics_total cholesterol in very small vldl_mmol_l","BM00042","BM00042",TRUE,FALSE
"230","BM00042","Total cholesterol in very small VLDL (mmol/l)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BM00042",NA,NA,NA,NA,NA,"total cholesterol in very small vldl_mmol_l","BM00042","BM00042",TRUE,FALSE
"231","BM00042","Total cholesterol in very small VLDL (mmol/l)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BM00042",NA,NA,NA,NA,NA,"total cholesterol in very small vldl_mmol_l","BM00042","BM00042",TRUE,FALSE
"232","BM00042","Total cholesterol in very small VLDL (mmol/l)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BM00042",NA,NA,NA,NA,NA,"total cholesterol in very small vldl_mmol_l","BM00042","BM00042",TRUE,FALSE
"233","BM00042","Total cholesterol in very small VLDL (mmol/l)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BM00042",NA,NA,NA,NA,NA,"total cholesterol in very small vldl_mmol_l","BM00042","BM00042",TRUE,FALSE
"234","BM00042","Total cholesterol in very small VLDL (mmol/L) (s5)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BM00042",NA,NA,NA,NA,NA,"total cholesterol in very small vldl_mmol_l__s5","BM00042","BM00042",TRUE,FALSE
"235","BM00043","[W1 Finland NMR Metabolomics] Cholesterol esters in very small VLDL (mmol/l)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BM00043",NA,NA,NA,NA,NA,"w1 finland nmr metabolomics_cholesterol esters in very small vldl_mmol_l","BM00043","BM00043",TRUE,FALSE
"236","BM00043","Cholesterol esters in very small VLDL (mmol/l)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BM00043",NA,NA,NA,NA,NA,"cholesterol esters in very small vldl_mmol_l","BM00043","BM00043",TRUE,FALSE
"237","BM00043","Cholesterol esters in very small VLDL (mmol/l)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BM00043",NA,NA,NA,NA,NA,"cholesterol esters in very small vldl_mmol_l","BM00043","BM00043",TRUE,FALSE
"238","BM00043","Cholesterol esters in very small VLDL (mmol/l)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BM00043",NA,NA,NA,NA,NA,"cholesterol esters in very small vldl_mmol_l","BM00043","BM00043",TRUE,FALSE
"239","BM00043","Cholesterol esters in very small VLDL (mmol/l)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BM00043",NA,NA,NA,NA,NA,"cholesterol esters in very small vldl_mmol_l","BM00043","BM00043",TRUE,FALSE
"240","BM00043","Cholesterol esters in very small VLDL (mmol/L) (s5)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BM00043",NA,NA,NA,NA,NA,"cholesterol esters in very small vldl_mmol_l__s5","BM00043","BM00043",TRUE,FALSE
"241","BM00044","[W1 Finland NMR Metabolomics] Free cholesterol in very small VLDL (mmol/l)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BM00044",NA,NA,NA,NA,NA,"w1 finland nmr metabolomics_free cholesterol in very small vldl_mmol_l","BM00044","BM00044",TRUE,FALSE
"242","BM00044","Free cholesterol in very small VLDL (mmol/l)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BM00044",NA,NA,NA,NA,NA,"free cholesterol in very small vldl_mmol_l","BM00044","BM00044",TRUE,FALSE
"243","BM00044","Free cholesterol in very small VLDL (mmol/l)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BM00044",NA,NA,NA,NA,NA,"free cholesterol in very small vldl_mmol_l","BM00044","BM00044",TRUE,FALSE
"244","BM00044","Free cholesterol in very small VLDL (mmol/l)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BM00044",NA,NA,NA,NA,NA,"free cholesterol in very small vldl_mmol_l","BM00044","BM00044",TRUE,FALSE
"245","BM00044","Free cholesterol in very small VLDL (mmol/l)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BM00044",NA,NA,NA,NA,NA,"free cholesterol in very small vldl_mmol_l","BM00044","BM00044",TRUE,FALSE
"246","BM00044","Free cholesterol in very small VLDL (mmol/L) (s5)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BM00044",NA,NA,NA,NA,NA,"free cholesterol in very small vldl_mmol_l__s5","BM00044","BM00044",TRUE,FALSE
"247","BM00045","[W1 Finland NMR Metabolomics] Triglycerides in very small VLDL (mmol/l)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BM00045",NA,NA,NA,NA,NA,"w1 finland nmr metabolomics_triglycerides in very small vldl_mmol_l","BM00045","BM00045",TRUE,FALSE
"248","BM00045","Triglycerides in very small VLDL (mmol/l)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BM00045",NA,NA,NA,NA,NA,"triglycerides in very small vldl_mmol_l","BM00045","BM00045",TRUE,FALSE
"249","BM00045","Triglycerides in very small VLDL (mmol/l)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BM00045",NA,NA,NA,NA,NA,"triglycerides in very small vldl_mmol_l","BM00045","BM00045",TRUE,FALSE
"250","BM00045","Triglycerides in very small VLDL (mmol/l)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BM00045",NA,NA,NA,NA,NA,"triglycerides in very small vldl_mmol_l","BM00045","BM00045",TRUE,FALSE
"251","BM00045","Triglycerides in very small VLDL (mmol/l)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BM00045",NA,NA,NA,NA,NA,"triglycerides in very small vldl_mmol_l","BM00045","BM00045",TRUE,FALSE
"252","BM00045","Triglycerides in very small VLDL (mmol/L) (s5)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BM00045",NA,NA,NA,NA,NA,"triglycerides in very small vldl_mmol_l__s5","BM00045","BM00045",TRUE,FALSE
"253","BM00046","[W1 Finland NMR Metabolomics] Concentration of IDL particles (mol/l)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BM00046",NA,NA,NA,NA,NA,"w1 finland nmr metabolomics_concentration of idl particles_mol_l","BM00046","BM00046",TRUE,FALSE
"254","BM00046","Concentration of IDL particles (mol/l)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BM00046",NA,NA,NA,NA,NA,"concentration of idl particles_mol_l","BM00046","BM00046",TRUE,FALSE
"255","BM00046","Concentration of IDL particles (mol/l)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BM00046",NA,NA,NA,NA,NA,"concentration of idl particles_mol_l","BM00046","BM00046",TRUE,FALSE
"256","BM00046","Concentration of IDL particles (mol/l)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BM00046",NA,NA,NA,NA,NA,"concentration of idl particles_mol_l","BM00046","BM00046",TRUE,FALSE
"257","BM00046","Concentration of IDL particles (mol/l)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BM00046",NA,NA,NA,NA,NA,"concentration of idl particles_mol_l","BM00046","BM00046",TRUE,FALSE
"258","BM00046","Concentration of IDL particles (mol/L) (s5)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BM00046",NA,NA,NA,NA,NA,"concentration of idl particles_mol_l__s5","BM00046","BM00046",TRUE,FALSE
"259","BM00047","[W1 Finland NMR Metabolomics] Total lipids in IDL (mmol/l)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BM00047",NA,NA,NA,NA,NA,"w1 finland nmr metabolomics_total lipids in idl_mmol_l","BM00047","BM00047",TRUE,FALSE
"260","BM00047","Total lipids in IDL (mmol/l)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BM00047",NA,NA,NA,NA,NA,"total lipids in idl_mmol_l","BM00047","BM00047",TRUE,FALSE
"261","BM00047","Total lipids in IDL (mmol/l)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BM00047",NA,NA,NA,NA,NA,"total lipids in idl_mmol_l","BM00047","BM00047",TRUE,FALSE
"262","BM00047","Total lipids in IDL (mmol/l)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BM00047",NA,NA,NA,NA,NA,"total lipids in idl_mmol_l","BM00047","BM00047",TRUE,FALSE
"263","BM00047","Total lipids in IDL (mmol/l)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BM00047",NA,NA,NA,NA,NA,"total lipids in idl_mmol_l","BM00047","BM00047",TRUE,FALSE
"264","BM00047","Total lipids in IDL (mmol/L) (s5)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BM00047",NA,NA,NA,NA,NA,"total lipids in idl_mmol_l__s5","BM00047","BM00047",TRUE,FALSE
"265","BM00048","[W1 Finland NMR Metabolomics] Phospholipids in IDL (mmol/l)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BM00048",NA,NA,NA,NA,NA,"w1 finland nmr metabolomics_phospholipids in idl_mmol_l","BM00048","BM00048",TRUE,FALSE
"266","BM00048","Phospholipids in IDL (mmol/l)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BM00048",NA,NA,NA,NA,NA,"phospholipids in idl_mmol_l","BM00048","BM00048",TRUE,FALSE
"267","BM00048","Phospholipids in IDL (mmol/l)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BM00048",NA,NA,NA,NA,NA,"phospholipids in idl_mmol_l","BM00048","BM00048",TRUE,FALSE
"268","BM00048","Phospholipids in IDL (mmol/l)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BM00048",NA,NA,NA,NA,NA,"phospholipids in idl_mmol_l","BM00048","BM00048",TRUE,FALSE
"269","BM00048","Phospholipids in IDL (mmol/l)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BM00048",NA,NA,NA,NA,NA,"phospholipids in idl_mmol_l","BM00048","BM00048",TRUE,FALSE
"270","BM00048","Phospholipids in IDL (mmol/L) (s5)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BM00048",NA,NA,NA,NA,NA,"phospholipids in idl_mmol_l__s5","BM00048","BM00048",TRUE,FALSE
"271","BM00049","[W1 Finland NMR Metabolomics] Total cholesterol in IDL (mmol/l)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BM00049",NA,NA,NA,NA,NA,"w1 finland nmr metabolomics_total cholesterol in idl_mmol_l","BM00049","BM00049",TRUE,FALSE
"272","BM00049","Total cholesterol in IDL (mmol/l)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BM00049",NA,NA,NA,NA,NA,"total cholesterol in idl_mmol_l","BM00049","BM00049",TRUE,FALSE
"273","BM00049","Total cholesterol in IDL (mmol/l)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BM00049",NA,NA,NA,NA,NA,"total cholesterol in idl_mmol_l","BM00049","BM00049",TRUE,FALSE
"274","BM00049","Total cholesterol in IDL (mmol/l)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BM00049",NA,NA,NA,NA,NA,"total cholesterol in idl_mmol_l","BM00049","BM00049",TRUE,FALSE
"275","BM00049","Total cholesterol in IDL (mmol/l)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BM00049",NA,NA,NA,NA,NA,"total cholesterol in idl_mmol_l","BM00049","BM00049",TRUE,FALSE
"276","BM00049","Total cholesterol in IDL (mmol/L) (s5)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BM00049",NA,NA,NA,NA,NA,"total cholesterol in idl_mmol_l__s5","BM00049","BM00049",TRUE,FALSE
"277","BM00050","[W1 Finland NMR Metabolomics] Cholesterol esters in IDL (mmol/l)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BM00050",NA,NA,NA,NA,NA,"w1 finland nmr metabolomics_cholesterol esters in idl_mmol_l","BM00050","BM00050",TRUE,FALSE
"278","BM00050","Cholesterol esters in IDL (mmol/l)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BM00050",NA,NA,NA,NA,NA,"cholesterol esters in idl_mmol_l","BM00050","BM00050",TRUE,FALSE
"279","BM00050","Cholesterol esters in IDL (mmol/l)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BM00050",NA,NA,NA,NA,NA,"cholesterol esters in idl_mmol_l","BM00050","BM00050",TRUE,FALSE
"280","BM00050","Cholesterol esters in IDL (mmol/l)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BM00050",NA,NA,NA,NA,NA,"cholesterol esters in idl_mmol_l","BM00050","BM00050",TRUE,FALSE
"281","BM00050","Cholesterol esters in IDL (mmol/l)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BM00050",NA,NA,NA,NA,NA,"cholesterol esters in idl_mmol_l","BM00050","BM00050",TRUE,FALSE
"282","BM00050","Cholesterol esters in IDL (mmol/L) (s5)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BM00050",NA,NA,NA,NA,NA,"cholesterol esters in idl_mmol_l__s5","BM00050","BM00050",TRUE,FALSE
"283","BM00051","[W1 Finland NMR Metabolomics] Free cholesterol in IDL (mmol/l)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BM00051",NA,NA,NA,NA,NA,"w1 finland nmr metabolomics_free cholesterol in idl_mmol_l","BM00051","BM00051",TRUE,FALSE
"284","BM00051","Free cholesterol in IDL (mmol/l)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BM00051",NA,NA,NA,NA,NA,"free cholesterol in idl_mmol_l","BM00051","BM00051",TRUE,FALSE
"285","BM00051","Free cholesterol in IDL (mmol/l)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BM00051",NA,NA,NA,NA,NA,"free cholesterol in idl_mmol_l","BM00051","BM00051",TRUE,FALSE
"286","BM00051","Free cholesterol in IDL (mmol/l)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BM00051",NA,NA,NA,NA,NA,"free cholesterol in idl_mmol_l","BM00051","BM00051",TRUE,FALSE
"287","BM00051","Free cholesterol in IDL (mmol/l)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BM00051",NA,NA,NA,NA,NA,"free cholesterol in idl_mmol_l","BM00051","BM00051",TRUE,FALSE
"288","BM00051","Free cholesterol in IDL (mmol/L) (s5)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BM00051",NA,NA,NA,NA,NA,"free cholesterol in idl_mmol_l__s5","BM00051","BM00051",TRUE,FALSE
"289","BM00052","[W1 Finland NMR Metabolomics] Triglycerides in IDL (mmol/l)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BM00052",NA,NA,NA,NA,NA,"w1 finland nmr metabolomics_triglycerides in idl_mmol_l","BM00052","BM00052",TRUE,FALSE
"290","BM00052","Triglycerides in IDL (mmol/l)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BM00052",NA,NA,NA,NA,NA,"triglycerides in idl_mmol_l","BM00052","BM00052",TRUE,FALSE
"291","BM00052","Triglycerides in IDL (mmol/l)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BM00052",NA,NA,NA,NA,NA,"triglycerides in idl_mmol_l","BM00052","BM00052",TRUE,FALSE
"292","BM00052","Triglycerides in IDL (mmol/l)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BM00052",NA,NA,NA,NA,NA,"triglycerides in idl_mmol_l","BM00052","BM00052",TRUE,FALSE
"293","BM00052","Triglycerides in IDL (mmol/l)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BM00052",NA,NA,NA,NA,NA,"triglycerides in idl_mmol_l","BM00052","BM00052",TRUE,FALSE
"294","BM00052","Triglycerides in IDL (mmol/L) (s5)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BM00052",NA,NA,NA,NA,NA,"triglycerides in idl_mmol_l__s5","BM00052","BM00052",TRUE,FALSE
"295","BM00053","[W1 Finland NMR Metabolomics] Concentration of large LDL particles (mol/l)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BM00053",NA,NA,NA,NA,NA,"w1 finland nmr metabolomics_concentration of large ldl particles_mol_l","BM00053","BM00053",TRUE,FALSE
"296","BM00053","Concentration of large LDL particles (mol/l)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BM00053",NA,NA,NA,NA,NA,"concentration of large ldl particles_mol_l","BM00053","BM00053",TRUE,FALSE
"297","BM00053","Concentration of large LDL particles (mol/l)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BM00053",NA,NA,NA,NA,NA,"concentration of large ldl particles_mol_l","BM00053","BM00053",TRUE,FALSE
"298","BM00053","Concentration of large LDL particles (mol/l)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BM00053",NA,NA,NA,NA,NA,"concentration of large ldl particles_mol_l","BM00053","BM00053",TRUE,FALSE
"299","BM00053","Concentration of large LDL particles (mol/l)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BM00053",NA,NA,NA,NA,NA,"concentration of large ldl particles_mol_l","BM00053","BM00053",TRUE,FALSE
"300","BM00053","Concentration of large LDL particles (mol/L) (s5)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BM00053",NA,NA,NA,NA,NA,"concentration of large ldl particles_mol_l__s5","BM00053","BM00053",TRUE,FALSE
"301","BM00054","[W1 Finland NMR Metabolomics] Total lipids in large LDL (mmol/l)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BM00054",NA,NA,NA,NA,NA,"w1 finland nmr metabolomics_total lipids in large ldl_mmol_l","BM00054","BM00054",TRUE,FALSE
"302","BM00054","Total lipids in large LDL (mmol/l)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BM00054",NA,NA,NA,NA,NA,"total lipids in large ldl_mmol_l","BM00054","BM00054",TRUE,FALSE
"303","BM00054","Total lipids in large LDL (mmol/l)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BM00054",NA,NA,NA,NA,NA,"total lipids in large ldl_mmol_l","BM00054","BM00054",TRUE,FALSE
"304","BM00054","Total lipids in large LDL (mmol/l)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BM00054",NA,NA,NA,NA,NA,"total lipids in large ldl_mmol_l","BM00054","BM00054",TRUE,FALSE
"305","BM00054","Total lipids in large LDL (mmol/l)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BM00054",NA,NA,NA,NA,NA,"total lipids in large ldl_mmol_l","BM00054","BM00054",TRUE,FALSE
"306","BM00054","Total lipids in large LDL (mmol/L) (s5)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BM00054",NA,NA,NA,NA,NA,"total lipids in large ldl_mmol_l__s5","BM00054","BM00054",TRUE,FALSE
"307","BM00055","[W1 Finland NMR Metabolomics] Phospholipids in large LDL (mmol/l)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BM00055",NA,NA,NA,NA,NA,"w1 finland nmr metabolomics_phospholipids in large ldl_mmol_l","BM00055","BM00055",TRUE,FALSE
"308","BM00055","Phospholipids in large LDL (mmol/l)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BM00055",NA,NA,NA,NA,NA,"phospholipids in large ldl_mmol_l","BM00055","BM00055",TRUE,FALSE
"309","BM00055","Phospholipids in large LDL (mmol/l)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BM00055",NA,NA,NA,NA,NA,"phospholipids in large ldl_mmol_l","BM00055","BM00055",TRUE,FALSE
"310","BM00055","Phospholipids in large LDL (mmol/l)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BM00055",NA,NA,NA,NA,NA,"phospholipids in large ldl_mmol_l","BM00055","BM00055",TRUE,FALSE
"311","BM00055","Phospholipids in large LDL (mmol/l)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BM00055",NA,NA,NA,NA,NA,"phospholipids in large ldl_mmol_l","BM00055","BM00055",TRUE,FALSE
"312","BM00055","Phospholipids in large LDL (mmol/L) (s5)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BM00055",NA,NA,NA,NA,NA,"phospholipids in large ldl_mmol_l__s5","BM00055","BM00055",TRUE,FALSE
"313","BM00056","[W1 Finland NMR Metabolomics] Total cholesterol in large LDL (mmol/l)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BM00056",NA,NA,NA,NA,NA,"w1 finland nmr metabolomics_total cholesterol in large ldl_mmol_l","BM00056","BM00056",TRUE,FALSE
"314","BM00056","Total cholesterol in large LDL (mmol/l)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BM00056",NA,NA,NA,NA,NA,"total cholesterol in large ldl_mmol_l","BM00056","BM00056",TRUE,FALSE
"315","BM00056","Total cholesterol in large LDL (mmol/l)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BM00056",NA,NA,NA,NA,NA,"total cholesterol in large ldl_mmol_l","BM00056","BM00056",TRUE,FALSE
"316","BM00056","Total cholesterol in large LDL (mmol/l)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BM00056",NA,NA,NA,NA,NA,"total cholesterol in large ldl_mmol_l","BM00056","BM00056",TRUE,FALSE
"317","BM00056","Total cholesterol in large LDL (mmol/l)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BM00056",NA,NA,NA,NA,NA,"total cholesterol in large ldl_mmol_l","BM00056","BM00056",TRUE,FALSE
"318","BM00056","Total cholesterol in large LDL (mmol/L) (s5)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BM00056",NA,NA,NA,NA,NA,"total cholesterol in large ldl_mmol_l__s5","BM00056","BM00056",TRUE,FALSE
"319","BM00057","[W1 Finland NMR Metabolomics] Cholesterol esters in large LDL (mmol/l)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BM00057",NA,NA,NA,NA,NA,"w1 finland nmr metabolomics_cholesterol esters in large ldl_mmol_l","BM00057","BM00057",TRUE,FALSE
"320","BM00057","Cholesterol esters in large LDL (mmol/l)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BM00057",NA,NA,NA,NA,NA,"cholesterol esters in large ldl_mmol_l","BM00057","BM00057",TRUE,FALSE
"321","BM00057","Cholesterol esters in large LDL (mmol/l)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BM00057",NA,NA,NA,NA,NA,"cholesterol esters in large ldl_mmol_l","BM00057","BM00057",TRUE,FALSE
"322","BM00057","Cholesterol esters in large LDL (mmol/l)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BM00057",NA,NA,NA,NA,NA,"cholesterol esters in large ldl_mmol_l","BM00057","BM00057",TRUE,FALSE
"323","BM00057","Cholesterol esters in large LDL (mmol/l)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BM00057",NA,NA,NA,NA,NA,"cholesterol esters in large ldl_mmol_l","BM00057","BM00057",TRUE,FALSE
"324","BM00057","Cholesterol esters in large LDL (mmol/L) (s5)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BM00057",NA,NA,NA,NA,NA,"cholesterol esters in large ldl_mmol_l__s5","BM00057","BM00057",TRUE,FALSE
"325","BM00058","[W1 Finland NMR Metabolomics] Free cholesterol in large LDL (mmol/l)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BM00058",NA,NA,NA,NA,NA,"w1 finland nmr metabolomics_free cholesterol in large ldl_mmol_l","BM00058","BM00058",TRUE,FALSE
"326","BM00058","Free cholesterol in large LDL (mmol/l)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BM00058",NA,NA,NA,NA,NA,"free cholesterol in large ldl_mmol_l","BM00058","BM00058",TRUE,FALSE
"327","BM00058","Free cholesterol in large LDL (mmol/l)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BM00058",NA,NA,NA,NA,NA,"free cholesterol in large ldl_mmol_l","BM00058","BM00058",TRUE,FALSE
"328","BM00058","Free cholesterol in large LDL (mmol/l)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BM00058",NA,NA,NA,NA,NA,"free cholesterol in large ldl_mmol_l","BM00058","BM00058",TRUE,FALSE
"329","BM00058","Free cholesterol in large LDL (mmol/l)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BM00058",NA,NA,NA,NA,NA,"free cholesterol in large ldl_mmol_l","BM00058","BM00058",TRUE,FALSE
"330","BM00058","Free cholesterol in large LDL (mmol/L) (s5)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BM00058",NA,NA,NA,NA,NA,"free cholesterol in large ldl_mmol_l__s5","BM00058","BM00058",TRUE,FALSE
"331","BM00059","[W1 Finland NMR Metabolomics] Triglycerides in large LDL (mmol/l)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BM00059",NA,NA,NA,NA,NA,"w1 finland nmr metabolomics_triglycerides in large ldl_mmol_l","BM00059","BM00059",TRUE,FALSE
"332","BM00059","Triglycerides in large LDL (mmol/l)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BM00059",NA,NA,NA,NA,NA,"triglycerides in large ldl_mmol_l","BM00059","BM00059",TRUE,FALSE
"333","BM00059","Triglycerides in large LDL (mmol/l)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BM00059",NA,NA,NA,NA,NA,"triglycerides in large ldl_mmol_l","BM00059","BM00059",TRUE,FALSE
"334","BM00059","Triglycerides in large LDL (mmol/l)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BM00059",NA,NA,NA,NA,NA,"triglycerides in large ldl_mmol_l","BM00059","BM00059",TRUE,FALSE
"335","BM00059","Triglycerides in large LDL (mmol/l)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BM00059",NA,NA,NA,NA,NA,"triglycerides in large ldl_mmol_l","BM00059","BM00059",TRUE,FALSE
"336","BM00059","Triglycerides in large LDL (mmol/L) (s5)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BM00059",NA,NA,NA,NA,NA,"triglycerides in large ldl_mmol_l__s5","BM00059","BM00059",TRUE,FALSE
"337","BM00060","[W1 Finland NMR Metabolomics] Concentration of medium LDL particles (mol/l)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BM00060",NA,NA,NA,NA,NA,"w1 finland nmr metabolomics_concentration of medium ldl particles_mol_l","BM00060","BM00060",TRUE,FALSE
"338","BM00060","Concentration of medium LDL particles (mol/l)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BM00060",NA,NA,NA,NA,NA,"concentration of medium ldl particles_mol_l","BM00060","BM00060",TRUE,FALSE
