"X","CHEM_ID","LIB_ID","COMP_ID","CHRO_LIB_ENTRY_ID","SUPER_PATHWAY","SUB_PATHWAY","PATHWAY_SORTORDER","TYPE","INCHIKEY","SMILES","CHEMICAL_NAME","PLOT_NAME","LIPID.SPECIES.LEVEL","LIPID.MOLECULAR.SPECIES.LEVEL","LIPID.SN.POSITION.LEVEL","CAS","CHEMSPIDER","HMDB","KEGG","PUBCHEM","PLATFORM","CHEMICAL_NAME_final","original_index","final_metabolite_id","metabolite_id_origin","Standardized name"
54,100002061,209,34258,144195,"Lipid","Lysophospholipid",2722,"NAMED","TWBVHOYVCUOMJY-PAUXXPOVSA-N","OC[C@](OC(CC\C=C/C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)=O)([H])COP(OCCN)(O)=O","2-docosahexaenoyl-GPE (22:6)*","2-docosahexaenoyl-GPE (22:6)*","LPE 22:6","LPE 22:6","LPE 0:0/22:6",NA,NA,"HMDB0011496",NA,NA,"Neg","2_docosahexaenoyl_gpe_22_6",528,"2_docosahexaenoyl_gpe_22_6","sample_cohort","LPE 22:6"
54,100002061,209,34258,144195,"Lipid","Lysophospholipid",2722,"NAMED","TWBVHOYVCUOMJY-PAUXXPOVSA-N","OC[C@](OC(CC\C=C/C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)=O)([H])COP(OCCN)(O)=O","2-docosahexaenoyl-GPE (22:6)*","2-docosahexaenoyl-GPE (22:6)*","LPE 22:6","LPE 22:6","LPE 0:0/22:6",NA,NA,"HMDB0011496",NA,NA,"Neg","2_docosahexaenoyl_gpe_22_6",528,"2_docosahexaenoyl_gpe_22_6","sample_cohort","LPE 22:6"
55,100002102,209,37432,127667,"Nucleotide","Pyrimidine Metabolism, Uracil containing",4276,"NAMED","LJLLAWRMBZNPMO-UHFFFAOYSA-N","CC(NCCC(O)=O)=O","N-acetyl-beta-alanine","N-acetyl-beta-alanine",NA,NA,NA,"3025-95-4","68881","HMDB0061880","C01073","76406","Neg","n_acetyl_beta_alanine",532,"n_acetyl_beta_alanine","sample_cohort","N-Acetyl-beta-alanine"
55,100002102,209,37432,127667,"Nucleotide","Pyrimidine Metabolism, Uracil containing",4276,"NAMED","LJLLAWRMBZNPMO-UHFFFAOYSA-N","CC(NCCC(O)=O)=O","N-acetyl-beta-alanine","N-acetyl-beta-alanine",NA,NA,NA,"3025-95-4","68881","HMDB0061880","C01073","76406","Neg","n_acetyl_beta_alanine",532,"n_acetyl_beta_alanine","sample_cohort","N-Acetyl-beta-alanine"
55,100002102,209,37432,127667,"Nucleotide","Pyrimidine Metabolism, Uracil containing",4276,"NAMED","LJLLAWRMBZNPMO-UHFFFAOYSA-N","CC(NCCC(O)=O)=O","N-acetyl-beta-alanine","N-acetyl-beta-alanine",NA,NA,NA,"3025-95-4","68881","HMDB0061880","C01073","76406","Neg","n_acetyl_beta_alanine",532,"n_acetyl_beta_alanine","sample_cohort","N-Acetyl-beta-alanine"
55,100002102,209,37432,127667,"Nucleotide","Pyrimidine Metabolism, Uracil containing",4276,"NAMED","LJLLAWRMBZNPMO-UHFFFAOYSA-N","CC(NCCC(O)=O)=O","N-acetyl-beta-alanine","N-acetyl-beta-alanine",NA,NA,NA,"3025-95-4","68881","HMDB0061880","C01073","76406","Neg","n_acetyl_beta_alanine",532,"n_acetyl_beta_alanine","sample_cohort","N-Acetyl-beta-alanine"
56,100002126,209,38168,143871,"Lipid","Androgenic Steroids",3372,"NAMED","ALBNSVAJDFJRKQ-UAFBDMIJSA-N","O=C1[C@H](O)CC2C3CC=C4C[C@@H](OS(=O)(O)=O)CC[C@]4(C)C3CC[C@@]21C","16alpha-hydroxy DHEA 3-sulfate","16alpha-hydroxy DHEA 3-sulfate",NA,NA,NA,NA,NA,"HMDB0062544",NA,"20848950","Neg","16alpha_hydroxy dhea 3_sulfate",536,"16alpha_hydroxy dhea 3_sulfate","sample_cohort","3beta,16alpha-Dihydroxyandrostenone 3-sulfate"
56,100002126,209,38168,143871,"Lipid","Androgenic Steroids",3372,"NAMED","ALBNSVAJDFJRKQ-UAFBDMIJSA-N","O=C1[C@H](O)CC2C3CC=C4C[C@@H](OS(=O)(O)=O)CC[C@]4(C)C3CC[C@@]21C","16alpha-hydroxy DHEA 3-sulfate","16alpha-hydroxy DHEA 3-sulfate",NA,NA,NA,NA,NA,"HMDB0062544",NA,"20848950","Neg","16alpha_hydroxy dhea 3_sulfate",536,"16alpha_hydroxy dhea 3_sulfate","sample_cohort","3beta,16alpha-Dihydroxyandrostenone 3-sulfate"
56,100002126,209,38168,143871,"Lipid","Androgenic Steroids",3372,"NAMED","ALBNSVAJDFJRKQ-UAFBDMIJSA-N","O=C1[C@H](O)CC2C3CC=C4C[C@@H](OS(=O)(O)=O)CC[C@]4(C)C3CC[C@@]21C","16alpha-hydroxy DHEA 3-sulfate","16alpha-hydroxy DHEA 3-sulfate",NA,NA,NA,NA,NA,"HMDB0062544",NA,"20848950","Neg","16alpha_hydroxy dhea 3_sulfate",536,"16alpha_hydroxy dhea 3_sulfate","sample_cohort","3beta,16alpha-Dihydroxyandrostenone 3-sulfate"
56,100002126,209,38168,143871,"Lipid","Androgenic Steroids",3372,"NAMED","ALBNSVAJDFJRKQ-UAFBDMIJSA-N","O=C1[C@H](O)CC2C3CC=C4C[C@@H](OS(=O)(O)=O)CC[C@]4(C)C3CC[C@@]21C","16alpha-hydroxy DHEA 3-sulfate","16alpha-hydroxy DHEA 3-sulfate",NA,NA,NA,NA,NA,"HMDB0062544",NA,"20848950","Neg","16alpha_hydroxy dhea 3_sulfate",536,"16alpha_hydroxy dhea 3_sulfate","sample_cohort","3beta,16alpha-Dihydroxyandrostenone 3-sulfate"
56,100002126,209,38168,143871,"Lipid","Androgenic Steroids",3372,"NAMED","ALBNSVAJDFJRKQ-UAFBDMIJSA-N","O=C1[C@H](O)CC2C3CC=C4C[C@@H](OS(=O)(O)=O)CC[C@]4(C)C3CC[C@@]21C","16alpha-hydroxy DHEA 3-sulfate","16alpha-hydroxy DHEA 3-sulfate",NA,NA,NA,NA,NA,"HMDB0062544",NA,"20848950","Neg","16alpha_hydroxy dhea 3_sulfate",536,"16alpha_hydroxy dhea 3_sulfate","sample_cohort","3beta,16alpha-Dihydroxyandrostenone 3-sulfate"
57,100002171,402,37419,211147,"Lipid","Lysophospholipid",2692,"NAMED","RVNBVQKDPQVSOY-NRFANRHFSA-N","O=P(OCCN)(O)OC[C@@H](O)COC(CCCCCCCCCCCCCCCC)=O","1-margaroyl-GPE (17:0)*","1-margaroyl-GPE (17:0)*","LPE 17:0","LPE 17:0","LPE 17:0/0:0",NA,NA,"HMDB0061691",NA,"52925149","Pos Late","1_margaroyl_gpe_17_0",542,"1_margaroyl_gpe_17_0","sample_cohort","LPE 17:0/0:0"
57,100002171,402,37419,211147,"Lipid","Lysophospholipid",2692,"NAMED","RVNBVQKDPQVSOY-NRFANRHFSA-N","O=P(OCCN)(O)OC[C@@H](O)COC(CCCCCCCCCCCCCCCC)=O","1-margaroyl-GPE (17:0)*","1-margaroyl-GPE (17:0)*","LPE 17:0","LPE 17:0","LPE 17:0/0:0",NA,NA,"HMDB0061691",NA,"52925149","Pos Late","1_margaroyl_gpe_17_0",542,"1_margaroyl_gpe_17_0","sample_cohort","LPE 17:0/0:0"
57,100002171,402,37419,211147,"Lipid","Lysophospholipid",2692,"NAMED","RVNBVQKDPQVSOY-NRFANRHFSA-N","O=P(OCCN)(O)OC[C@@H](O)COC(CCCCCCCCCCCCCCCC)=O","1-margaroyl-GPE (17:0)*","1-margaroyl-GPE (17:0)*","LPE 17:0","LPE 17:0","LPE 17:0/0:0",NA,NA,"HMDB0061691",NA,"52925149","Pos Late","1_margaroyl_gpe_17_0",542,"1_margaroyl_gpe_17_0","sample_cohort","LPE 17:0"
57,100002171,402,37419,211147,"Lipid","Lysophospholipid",2692,"NAMED","RVNBVQKDPQVSOY-NRFANRHFSA-N","O=P(OCCN)(O)OC[C@@H](O)COC(CCCCCCCCCCCCCCCC)=O","1-margaroyl-GPE (17:0)*","1-margaroyl-GPE (17:0)*","LPE 17:0","LPE 17:0","LPE 17:0/0:0",NA,NA,"HMDB0061691",NA,"52925149","Pos Late","1_margaroyl_gpe_17_0",542,"1_margaroyl_gpe_17_0","sample_cohort","LPE 17:0"
58,100002199,209,62919,220775,"Lipid","Fatty Acid, Dicarboxylate",1713,"NAMED","LGDMAFABHAIORE-DUXPYHPUSA-N","O=C(O)CCCCCC/C=C/CCCC(O)=O","tridecenedioate (C13:1-DC)*","tridecenedioate (C13:1-DC)*",NA,NA,NA,NA,NA,NA,NA,NA,"Neg","tridecenedioate_c13_1_dc",545,"tridecenedioate_c13_1_dc","sample_cohort",NA
59,100002284,305,62950,220825,"Lipid","Fatty Acid, Dihydroxy",2056,"NAMED","LOUGYXZSURQALL-GBXIJSLDSA-N","C[C@@H](O)[C@H](O)C(O)=O","2S,3R-dihydroxybutyrate","2S,3R-dihydroxybutyrate",NA,NA,NA,"5057-93-2","9139682","HMDB0002453",NA,"10964471","Polar","2s_3r_dihydroxybutyrate",551,"2s_3r_dihydroxybutyrate","sample_cohort","4-Deoxythreonic acid"
59,100002284,305,62950,220825,"Lipid","Fatty Acid, Dihydroxy",2056,"NAMED","LOUGYXZSURQALL-GBXIJSLDSA-N","C[C@@H](O)[C@H](O)C(O)=O","2S,3R-dihydroxybutyrate","2S,3R-dihydroxybutyrate",NA,NA,NA,"5057-93-2","9139682","HMDB0002453",NA,"10964471","Polar","2s_3r_dihydroxybutyrate",551,"2s_3r_dihydroxybutyrate","sample_cohort","4-Deoxythreonic acid"
59,100002284,305,62950,220825,"Lipid","Fatty Acid, Dihydroxy",2056,"NAMED","LOUGYXZSURQALL-GBXIJSLDSA-N","C[C@@H](O)[C@H](O)C(O)=O","2S,3R-dihydroxybutyrate","2S,3R-dihydroxybutyrate",NA,NA,NA,"5057-93-2","9139682","HMDB0002453",NA,"10964471","Polar","2s_3r_dihydroxybutyrate",551,"2s_3r_dihydroxybutyrate","sample_cohort","4-Deoxythreonic acid"
60,100002344,209,38293,141840,"Lipid","Fatty Acid, Branched",1660,"NAMED","ZOCYQVNGROEVLU-UHFFFAOYSA-N","CC(C)CCCCCCCCCCCC(O)=O","(12 or 13)-methylmyristate (a15:0 or i15:0)","(12 or 13)-methylmyristate (a15:0 or i15:0)",NA,NA,NA,"2485-71-4","133106","HMDB0061707",NA,"151014","Neg","12 or 13_methylmyristate_a15_0 or i15_0",554,"12 or 13_methylmyristate_a15_0 or i15_0","sample_cohort","Isopentadecylic acid"
60,100002344,209,38293,141840,"Lipid","Fatty Acid, Branched",1660,"NAMED","ZOCYQVNGROEVLU-UHFFFAOYSA-N","CC(C)CCCCCCCCCCCC(O)=O","(12 or 13)-methylmyristate (a15:0 or i15:0)","(12 or 13)-methylmyristate (a15:0 or i15:0)",NA,NA,NA,"2485-71-4","133106","HMDB0061707",NA,"151014","Neg","12 or 13_methylmyristate_a15_0 or i15_0",554,"12 or 13_methylmyristate_a15_0 or i15_0","sample_cohort","Isopentadecylic acid"
60,100002344,209,38293,141840,"Lipid","Fatty Acid, Branched",1660,"NAMED","ZOCYQVNGROEVLU-UHFFFAOYSA-N","CC(C)CCCCCCCCCCCC(O)=O","(12 or 13)-methylmyristate (a15:0 or i15:0)","(12 or 13)-methylmyristate (a15:0 or i15:0)",NA,NA,NA,"2485-71-4","133106","HMDB0061707",NA,"151014","Neg","12 or 13_methylmyristate_a15_0 or i15_0",554,"12 or 13_methylmyristate_a15_0 or i15_0","sample_cohort","Isopentadecylic acid"
60,100002344,209,38293,141840,"Lipid","Fatty Acid, Branched",1660,"NAMED","ZOCYQVNGROEVLU-UHFFFAOYSA-N","CC(C)CCCCCCCCCCCC(O)=O","(12 or 13)-methylmyristate (a15:0 or i15:0)","(12 or 13)-methylmyristate (a15:0 or i15:0)",NA,NA,NA,"2485-71-4","133106","HMDB0061707",NA,"151014","Neg","12 or 13_methylmyristate_a15_0 or i15_0",554,"12 or 13_methylmyristate_a15_0 or i15_0","sample_cohort","Isopentadecylic acid"
60,100002344,209,38293,141840,"Lipid","Fatty Acid, Branched",1660,"NAMED","ZOCYQVNGROEVLU-UHFFFAOYSA-N","CC(C)CCCCCCCCCCCC(O)=O","(12 or 13)-methylmyristate (a15:0 or i15:0)","(12 or 13)-methylmyristate (a15:0 or i15:0)",NA,NA,NA,"2485-71-4","133106","HMDB0061707",NA,"151014","Neg","12 or 13_methylmyristate_a15_0 or i15_0",554,"12 or 13_methylmyristate_a15_0 or i15_0","sample_cohort","Isopentadecylic acid"
60,100002344,209,38293,141840,"Lipid","Fatty Acid, Branched",1660,"NAMED","ZOCYQVNGROEVLU-UHFFFAOYSA-N","CC(C)CCCCCCCCCCCC(O)=O","(12 or 13)-methylmyristate (a15:0 or i15:0)","(12 or 13)-methylmyristate (a15:0 or i15:0)",NA,NA,NA,"2485-71-4","133106","HMDB0061707",NA,"151014","Neg","12 or 13_methylmyristate_a15_0 or i15_0",554,"12 or 13_methylmyristate_a15_0 or i15_0","sample_cohort","Isopentadecylic acid"
60,100002344,209,38293,141840,"Lipid","Fatty Acid, Branched",1660,"NAMED","ZOCYQVNGROEVLU-UHFFFAOYSA-N","CC(C)CCCCCCCCCCCC(O)=O","(12 or 13)-methylmyristate (a15:0 or i15:0)","(12 or 13)-methylmyristate (a15:0 or i15:0)",NA,NA,NA,"2485-71-4","133106","HMDB0061707",NA,"151014","Neg","12 or 13_methylmyristate_a15_0 or i15_0",554,"12 or 13_methylmyristate_a15_0 or i15_0","sample_cohort","Isopentadecylic acid"
60,100002344,209,38293,141840,"Lipid","Fatty Acid, Branched",1660,"NAMED","ZOCYQVNGROEVLU-UHFFFAOYSA-N","CC(C)CCCCCCCCCCCC(O)=O","(12 or 13)-methylmyristate (a15:0 or i15:0)","(12 or 13)-methylmyristate (a15:0 or i15:0)",NA,NA,NA,"2485-71-4","133106","HMDB0061707",NA,"151014","Neg","12 or 13_methylmyristate_a15_0 or i15_0",554,"12 or 13_methylmyristate_a15_0 or i15_0","sample_cohort","Isopentadecylic acid"
60,100002344,209,38293,141840,"Lipid","Fatty Acid, Branched",1660,"NAMED","ZOCYQVNGROEVLU-UHFFFAOYSA-N","CC(C)CCCCCCCCCCCC(O)=O","(12 or 13)-methylmyristate (a15:0 or i15:0)","(12 or 13)-methylmyristate (a15:0 or i15:0)",NA,NA,NA,"2485-71-4","133106","HMDB0061707",NA,"151014","Neg","12 or 13_methylmyristate_a15_0 or i15_0",554,"12 or 13_methylmyristate_a15_0 or i15_0","sample_cohort","Isopentadecylic acid"
60,100002344,209,38293,141840,"Lipid","Fatty Acid, Branched",1660,"NAMED","ZOCYQVNGROEVLU-UHFFFAOYSA-N","CC(C)CCCCCCCCCCCC(O)=O","(12 or 13)-methylmyristate (a15:0 or i15:0)","(12 or 13)-methylmyristate (a15:0 or i15:0)",NA,NA,NA,"2485-71-4","133106","HMDB0061707",NA,"151014","Neg","12 or 13_methylmyristate_a15_0 or i15_0",554,"12 or 13_methylmyristate_a15_0 or i15_0","sample_cohort","Pentadecylic acid"
61,100002367,305,63109,221751,"Lipid","Fatty Acid, Dihydroxy",2057,"NAMED","LOUGYXZSURQALL-PWNYCUMCSA-N","OC([C@H](O)[C@H](O)C)=O","2R,3R-dihydroxybutyrate","2R,3R-dihydroxybutyrate",NA,NA,NA,"759-06-8","17215960","HMDB0000498",NA,"13120901","Polar","2r_3r_dihydroxybutyrate",556,"2r_3r_dihydroxybutyrate","sample_cohort","4-Deoxyerythronic acid"
61,100002367,305,63109,221751,"Lipid","Fatty Acid, Dihydroxy",2057,"NAMED","LOUGYXZSURQALL-PWNYCUMCSA-N","OC([C@H](O)[C@H](O)C)=O","2R,3R-dihydroxybutyrate","2R,3R-dihydroxybutyrate",NA,NA,NA,"759-06-8","17215960","HMDB0000498",NA,"13120901","Polar","2r_3r_dihydroxybutyrate",556,"2r_3r_dihydroxybutyrate","sample_cohort","4-Deoxyerythronic acid"
61,100002367,305,63109,221751,"Lipid","Fatty Acid, Dihydroxy",2057,"NAMED","LOUGYXZSURQALL-PWNYCUMCSA-N","OC([C@H](O)[C@H](O)C)=O","2R,3R-dihydroxybutyrate","2R,3R-dihydroxybutyrate",NA,NA,NA,"759-06-8","17215960","HMDB0000498",NA,"13120901","Polar","2r_3r_dihydroxybutyrate",556,"2r_3r_dihydroxybutyrate","sample_cohort","4-Deoxyerythronic acid"
61,100002367,305,63109,221751,"Lipid","Fatty Acid, Dihydroxy",2057,"NAMED","LOUGYXZSURQALL-PWNYCUMCSA-N","OC([C@H](O)[C@H](O)C)=O","2R,3R-dihydroxybutyrate","2R,3R-dihydroxybutyrate",NA,NA,NA,"759-06-8","17215960","HMDB0000498",NA,"13120901","Polar","2r_3r_dihydroxybutyrate",556,"2r_3r_dihydroxybutyrate","sample_cohort","2,3-Dihydroxybutanoic acid"
61,100002367,305,63109,221751,"Lipid","Fatty Acid, Dihydroxy",2057,"NAMED","LOUGYXZSURQALL-PWNYCUMCSA-N","OC([C@H](O)[C@H](O)C)=O","2R,3R-dihydroxybutyrate","2R,3R-dihydroxybutyrate",NA,NA,NA,"759-06-8","17215960","HMDB0000498",NA,"13120901","Polar","2r_3r_dihydroxybutyrate",556,"2r_3r_dihydroxybutyrate","sample_cohort","4-Deoxyerythronic acid"
61,100002367,305,63109,221751,"Lipid","Fatty Acid, Dihydroxy",2057,"NAMED","LOUGYXZSURQALL-PWNYCUMCSA-N","OC([C@H](O)[C@H](O)C)=O","2R,3R-dihydroxybutyrate","2R,3R-dihydroxybutyrate",NA,NA,NA,"759-06-8","17215960","HMDB0000498",NA,"13120901","Polar","2r_3r_dihydroxybutyrate",556,"2r_3r_dihydroxybutyrate","sample_cohort","4-Deoxyerythronic acid"
61,100002367,305,63109,221751,"Lipid","Fatty Acid, Dihydroxy",2057,"NAMED","LOUGYXZSURQALL-PWNYCUMCSA-N","OC([C@H](O)[C@H](O)C)=O","2R,3R-dihydroxybutyrate","2R,3R-dihydroxybutyrate",NA,NA,NA,"759-06-8","17215960","HMDB0000498",NA,"13120901","Polar","2r_3r_dihydroxybutyrate",556,"2r_3r_dihydroxybutyrate","sample_cohort","gamma-Butyrolactone"
61,100002367,305,63109,221751,"Lipid","Fatty Acid, Dihydroxy",2057,"NAMED","LOUGYXZSURQALL-PWNYCUMCSA-N","OC([C@H](O)[C@H](O)C)=O","2R,3R-dihydroxybutyrate","2R,3R-dihydroxybutyrate",NA,NA,NA,"759-06-8","17215960","HMDB0000498",NA,"13120901","Polar","2r_3r_dihydroxybutyrate",556,"2r_3r_dihydroxybutyrate","sample_cohort","2,3-Dihydroxybutanoic acid"
62,100002390,209,43592,152936,"Xenobiotics","Chemical",6256,"NAMED","JOXIMZWYDAKGHI-UHFFFAOYSA-N","CC1=CC=C(S(O)(=O)=O)C=C1","4-methylbenzenesulfonate","4-methylbenzenesulfonate",NA,NA,NA,"104-15-4","5876","HMDB0059933","C06677","85570","Neg","4_methylbenzenesulfonate",558,"4_methylbenzenesulfonate","sample_cohort","Toluene-4-sulfonic acid"
62,100002390,209,43592,152936,"Xenobiotics","Chemical",6256,"NAMED","JOXIMZWYDAKGHI-UHFFFAOYSA-N","CC1=CC=C(S(O)(=O)=O)C=C1","4-methylbenzenesulfonate","4-methylbenzenesulfonate",NA,NA,NA,"104-15-4","5876","HMDB0059933","C06677","85570","Neg","4_methylbenzenesulfonate",558,"4_methylbenzenesulfonate","sample_cohort","Toluene-4-sulfonic acid"
62,100002390,209,43592,152936,"Xenobiotics","Chemical",6256,"NAMED","JOXIMZWYDAKGHI-UHFFFAOYSA-N","CC1=CC=C(S(O)(=O)=O)C=C1","4-methylbenzenesulfonate","4-methylbenzenesulfonate",NA,NA,NA,"104-15-4","5876","HMDB0059933","C06677","85570","Neg","4_methylbenzenesulfonate",558,"4_methylbenzenesulfonate","sample_cohort","Toluene-4-sulfonic acid"
62,100002390,209,43592,152936,"Xenobiotics","Chemical",6256,"NAMED","JOXIMZWYDAKGHI-UHFFFAOYSA-N","CC1=CC=C(S(O)(=O)=O)C=C1","4-methylbenzenesulfonate","4-methylbenzenesulfonate",NA,NA,NA,"104-15-4","5876","HMDB0059933","C06677","85570","Neg","4_methylbenzenesulfonate",558,"4_methylbenzenesulfonate","sample_cohort","Toluene-4-sulfonic acid"
62,100002390,209,43592,152936,"Xenobiotics","Chemical",6256,"NAMED","JOXIMZWYDAKGHI-UHFFFAOYSA-N","CC1=CC=C(S(O)(=O)=O)C=C1","4-methylbenzenesulfonate","4-methylbenzenesulfonate",NA,NA,NA,"104-15-4","5876","HMDB0059933","C06677","85570","Neg","4_methylbenzenesulfonate",558,"4_methylbenzenesulfonate","sample_cohort","Toluene-4-sulfonic acid"
62,100002390,209,43592,152936,"Xenobiotics","Chemical",6256,"NAMED","JOXIMZWYDAKGHI-UHFFFAOYSA-N","CC1=CC=C(S(O)(=O)=O)C=C1","4-methylbenzenesulfonate","4-methylbenzenesulfonate",NA,NA,NA,"104-15-4","5876","HMDB0059933","C06677","85570","Neg","4_methylbenzenesulfonate",558,"4_methylbenzenesulfonate","sample_cohort","Toluene-4-sulfonic acid"
62,100002390,209,43592,152936,"Xenobiotics","Chemical",6256,"NAMED","JOXIMZWYDAKGHI-UHFFFAOYSA-N","CC1=CC=C(S(O)(=O)=O)C=C1","4-methylbenzenesulfonate","4-methylbenzenesulfonate",NA,NA,NA,"104-15-4","5876","HMDB0059933","C06677","85570","Neg","4_methylbenzenesulfonate",558,"4_methylbenzenesulfonate","sample_cohort","Toluene-4-sulfonic acid"
62,100002390,209,43592,152936,"Xenobiotics","Chemical",6256,"NAMED","JOXIMZWYDAKGHI-UHFFFAOYSA-N","CC1=CC=C(S(O)(=O)=O)C=C1","4-methylbenzenesulfonate","4-methylbenzenesulfonate",NA,NA,NA,"104-15-4","5876","HMDB0059933","C06677","85570","Neg","4_methylbenzenesulfonate",558,"4_methylbenzenesulfonate","sample_cohort","Toluene-4-sulfonic acid"
62,100002390,209,43592,152936,"Xenobiotics","Chemical",6256,"NAMED","JOXIMZWYDAKGHI-UHFFFAOYSA-N","CC1=CC=C(S(O)(=O)=O)C=C1","4-methylbenzenesulfonate","4-methylbenzenesulfonate",NA,NA,NA,"104-15-4","5876","HMDB0059933","C06677","85570","Neg","4_methylbenzenesulfonate",558,"4_methylbenzenesulfonate","sample_cohort","Toluene-4-sulfonic acid"
62,100002390,209,43592,152936,"Xenobiotics","Chemical",6256,"NAMED","JOXIMZWYDAKGHI-UHFFFAOYSA-N","CC1=CC=C(S(O)(=O)=O)C=C1","4-methylbenzenesulfonate","4-methylbenzenesulfonate",NA,NA,NA,"104-15-4","5876","HMDB0059933","C06677","85570","Neg","4_methylbenzenesulfonate",558,"4_methylbenzenesulfonate","sample_cohort","Toluene-4-sulfonic acid"
62,100002390,209,43592,152936,"Xenobiotics","Chemical",6256,"NAMED","JOXIMZWYDAKGHI-UHFFFAOYSA-N","CC1=CC=C(S(O)(=O)=O)C=C1","4-methylbenzenesulfonate","4-methylbenzenesulfonate",NA,NA,NA,"104-15-4","5876","HMDB0059933","C06677","85570","Neg","4_methylbenzenesulfonate",558,"4_methylbenzenesulfonate","sample_cohort","Toluene-4-sulfonic acid"
62,100002390,209,43592,152936,"Xenobiotics","Chemical",6256,"NAMED","JOXIMZWYDAKGHI-UHFFFAOYSA-N","CC1=CC=C(S(O)(=O)=O)C=C1","4-methylbenzenesulfonate","4-methylbenzenesulfonate",NA,NA,NA,"104-15-4","5876","HMDB0059933","C06677","85570","Neg","4_methylbenzenesulfonate",558,"4_methylbenzenesulfonate","sample_cohort","Toluene-4-sulfonic acid"
62,100002390,209,43592,152936,"Xenobiotics","Chemical",6256,"NAMED","JOXIMZWYDAKGHI-UHFFFAOYSA-N","CC1=CC=C(S(O)(=O)=O)C=C1","4-methylbenzenesulfonate","4-methylbenzenesulfonate",NA,NA,NA,"104-15-4","5876","HMDB0059933","C06677","85570","Neg","4_methylbenzenesulfonate",558,"4_methylbenzenesulfonate","sample_cohort","Toluene-4-sulfonic acid"
62,100002390,209,43592,152936,"Xenobiotics","Chemical",6256,"NAMED","JOXIMZWYDAKGHI-UHFFFAOYSA-N","CC1=CC=C(S(O)(=O)=O)C=C1","4-methylbenzenesulfonate","4-methylbenzenesulfonate",NA,NA,NA,"104-15-4","5876","HMDB0059933","C06677","85570","Neg","4_methylbenzenesulfonate",558,"4_methylbenzenesulfonate","sample_cohort","Toluene-4-sulfonic acid"
62,100002390,209,43592,152936,"Xenobiotics","Chemical",6256,"NAMED","JOXIMZWYDAKGHI-UHFFFAOYSA-N","CC1=CC=C(S(O)(=O)=O)C=C1","4-methylbenzenesulfonate","4-methylbenzenesulfonate",NA,NA,NA,"104-15-4","5876","HMDB0059933","C06677","85570","Neg","4_methylbenzenesulfonate",558,"4_methylbenzenesulfonate","sample_cohort","Toluene-4-sulfonic acid"
62,100002390,209,43592,152936,"Xenobiotics","Chemical",6256,"NAMED","JOXIMZWYDAKGHI-UHFFFAOYSA-N","CC1=CC=C(S(O)(=O)=O)C=C1","4-methylbenzenesulfonate","4-methylbenzenesulfonate",NA,NA,NA,"104-15-4","5876","HMDB0059933","C06677","85570","Neg","4_methylbenzenesulfonate",558,"4_methylbenzenesulfonate","sample_cohort","Toluene-4-sulfonic acid"
63,100002394,209,38140,153530,"Xenobiotics","Drug - Other",6034,"NAMED","SJJCQDRGABAVBB-UHFFFAOYSA-N","OC1=C(C(O)=O)C=CC2=C1C=CC=C2","1-hydroxy-2-naphthalenecarboxylate","1-hydroxy-2-naphthalenecarboxylate",NA,NA,NA,"86-48-6","6583",NA,"C03203","54675865","Neg","1_hydroxy_2_naphthalenecarboxylate",559,"1_hydroxy_2_naphthalenecarboxylate","sample_cohort","1-Hydroxy-2-naphthoic acid"
64,100002455,305,57594,211402,"Xenobiotics","Food Component/Plant",4949,"NAMED","SKCKOFZKJLZSFA-UHFFFAOYSA-N","CC(O)C(O)C(O)C(O)CO","fucitol","fucitol",NA,NA,NA,"13074-06-1","3311",NA,NA,"445724","Polar","fucitol",564,"fucitol","sample_cohort","Fucitol"
64,100002455,305,57594,211402,"Xenobiotics","Food Component/Plant",4949,"NAMED","SKCKOFZKJLZSFA-UHFFFAOYSA-N","CC(O)C(O)C(O)C(O)CO","fucitol","fucitol",NA,NA,NA,"13074-06-1","3311",NA,NA,"445724","Polar","fucitol",564,"fucitol","sample_cohort","Fucitol"
65,100002462,400,43582,208402,"Amino Acid","Lysine Metabolism",123,"NAMED","OWGKYELXGFKIHH-MYLOADSESA-N","O[C@@H]1[C@@H](O)[C@@H](O)[C@@H](CO)OC1OC(CCC(N)C(O)=O)CN","5-(galactosylhydroxy)-lysine","5-(galactosylhydroxy)-lysine",NA,NA,NA,"32448-36-5",NA,NA,NA,"66995551","Pos Early","5_galactosylhydroxy_lysine",566,"5_galactosylhydroxy_lysine","sample_cohort",NA
66,100002613,209,63061,221678,"Cofactors and Vitamins","Pantothenate and CoA Metabolism",4371,"NAMED","OTOIIPJYVQJATP-BYPYZUCNSA-N","OC([C@H](O)C(C)(C)CO)=O","pantoate","pantoate",NA,NA,NA,"470-29-1","388387","HMDB0240389","C00522","5289105","Neg","pantoate",574,"pantoate","sample_cohort","(R)-Pantoic acid"
66,100002613,209,63061,221678,"Cofactors and Vitamins","Pantothenate and CoA Metabolism",4371,"NAMED","OTOIIPJYVQJATP-BYPYZUCNSA-N","OC([C@H](O)C(C)(C)CO)=O","pantoate","pantoate",NA,NA,NA,"470-29-1","388387","HMDB0240389","C00522","5289105","Neg","pantoate",574,"pantoate","sample_cohort","(R)-Pantoic acid"
